#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
655981,24567069,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Geomyces destructans).,other,-,-,-,-,20181203,-
655981,36288390,VC83_05324,VC83_05324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288391,VC83_05325,VC83_05325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288392,VC83_05326,VC83_05326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288393,VC83_05327,VC83_05327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288394,DBP2,VC83_05328,-,-,Unknown,-,ATP-dependent RNA helicase dbp2,protein-coding,-,-,-,ATP-dependent RNA helicase dbp2,20200909,-
655981,36288395,VC83_05329,VC83_05329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288396,VC83_05330,VC83_05330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288397,VC83_05331,VC83_05331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288398,RPS16,VC83_05332,-,-,Unknown,-,40S ribosomal protein S16,protein-coding,-,-,-,40S ribosomal protein S16,20200909,-
655981,36288399,VC83_05333,VC83_05333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288400,VC83_05334,VC83_05334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288401,RPS14,VC83_05335,-,-,Unknown,-,"ribosomal protein S14, S11",protein-coding,-,-,-,"ribosomal protein S14, S11",20200909,-
655981,36288402,TYR1,VC83_05336,-,-,Unknown,-,prephenate dehydrogenase (NADP(+)),protein-coding,-,-,-,prephenate dehydrogenase (NADP(+)),20200909,-
655981,36288403,NIP1,VC83_05337,-,-,Unknown,-,Translation initiation factor 3 subunit c,protein-coding,-,-,-,Translation initiation factor 3 subunit c,20200909,-
655981,36288404,VC83_05338,VC83_05338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288405,VC83_05339,VC83_05339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288406,VC83_05340,VC83_05340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288407,MRPL23,VC83_05341,-,-,Unknown,-,mitochondrial 54S ribosomal protein YmL23,protein-coding,-,-,-,mitochondrial 54S ribosomal protein YmL23,20200909,-
655981,36288408,VC83_05342,VC83_05342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288409,VC83_05343,VC83_05343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288410,NOP1,VC83_05344,-,-,Unknown,-,Small subunit processome complex component,protein-coding,-,-,-,Small subunit processome complex component,20200909,-
655981,36288411,RPL12,VC83_05345,-,-,Unknown,-,ribosomal 60S subunit protein L12A,protein-coding,-,-,-,ribosomal 60S subunit protein L12A,20200909,-
655981,36288412,VC83_05346,VC83_05346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288413,VC83_05347,VC83_05347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288414,DAL3,VC83_05348,-,-,Unknown,-,Ureidoglycolate lyase,protein-coding,-,-,-,Ureidoglycolate lyase,20200909,-
655981,36288415,VC83_05349,VC83_05349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288416,VC83_05350,VC83_05350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288417,VC83_05351,VC83_05351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288418,VC83_05352,VC83_05352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288419,VC83_05353,VC83_05353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288420,VC83_05354,VC83_05354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288421,RPL17,VC83_05355,-,-,Unknown,-,60S ribosomal protein L17,protein-coding,-,-,-,60S ribosomal protein L17,20200909,-
655981,36288422,SEC23,VC83_05356,-,-,Unknown,-,GTPase-activating protein S23,protein-coding,-,-,-,GTPase-activating protein S23,20200909,-
655981,36288423,TFC4,VC83_05357,-,-,Unknown,-,transcription factor TFIIIC subunit tfc4,protein-coding,-,-,-,transcription factor TFIIIC subunit tfc4,20200909,-
655981,36288424,VTS1,VC83_05358,-,-,Unknown,-,Flap-structured DNA-binding and RNA-binding protein,protein-coding,-,-,-,Flap-structured DNA-binding and RNA-binding protein,20200909,-
655981,36288425,RIM13,VC83_05359,-,-,Unknown,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200909,-
655981,36288426,VC83_05360,VC83_05360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288427,VC83_05361,VC83_05361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288428,VC83_05362,VC83_05362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288429,VC83_05363,VC83_05363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288430,VC83_05364,VC83_05364,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288431,VC83_05365,VC83_05365,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288432,VC83_05366,VC83_05366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288433,VC83_05367,VC83_05367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288434,CLU1,VC83_05368,-,-,Unknown,-,intracellular distribution of mitochondria,protein-coding,-,-,-,intracellular distribution of mitochondria,20200909,-
655981,36288435,PAM18,VC83_05369,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit TIM14,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit TIM14,20200909,-
655981,36288436,RLP24,VC83_05370,-,-,Unknown,-,ATPase-activating ribosome biosynthesis protein,protein-coding,-,-,-,ATPase-activating ribosome biosynthesis protein,20200909,-
655981,36288437,VC83_05371,VC83_05371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288438,VC83_05372,VC83_05372,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288439,VC83_05373,VC83_05373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288440,VC83_05374,VC83_05374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288441,VC83_05375,VC83_05375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288442,VC83_05376,VC83_05376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288443,VC83_05377,VC83_05377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288444,PEX30,VC83_05378,-,-,Unknown,-,peroxisome- protein,protein-coding,-,-,-,peroxisome- protein,20200909,-
655981,36288445,VC83_05379,VC83_05379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288446,VC83_05380,VC83_05380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288447,VC83_05381,VC83_05381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288448,VC83_05382,VC83_05382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288449,VC83_05383,VC83_05383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288450,VC83_05384,VC83_05384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288451,VC83_05385,VC83_05385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288452,VC83_05386,VC83_05386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288453,VC83_05387,VC83_05387,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288454,VC83_05388,VC83_05388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288455,VC83_05389,VC83_05389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288456,VC83_05390,VC83_05390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288457,VC83_05391,VC83_05391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288458,VC83_05392,VC83_05392,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288459,VC83_05393,VC83_05393,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288460,VC83_05394,VC83_05394,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288461,VC83_05395,VC83_05395,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288462,PAM16,VC83_05396,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit TIM16,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit TIM16,20200909,-
655981,36288463,SIP5,VC83_05397,-,-,Unknown,-,SNF1-interacting protein,protein-coding,-,-,-,SNF1-interacting protein,20200909,-
655981,36288464,VC83_05398,VC83_05398,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288465,VC83_05399,VC83_05399,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288466,TOR1,VC83_05400,-,-,Unknown,-,phosphatidylinositol kinase- protein kinase tor1,protein-coding,-,-,-,phosphatidylinositol kinase- protein kinase tor1,20200909,-
655981,36288467,VC83_05401,VC83_05401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288468,VC83_05402,VC83_05402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288469,VC83_05403,VC83_05403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288470,VC83_05404,VC83_05404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288471,BPL1,VC83_05405,-,-,Unknown,-,biotin holocarboxylase synthetase,protein-coding,-,-,-,biotin holocarboxylase synthetase,20200909,-
655981,36288472,ARP6,VC83_05406,-,-,Unknown,-,actin- protein,protein-coding,-,-,-,actin- protein,20200909,-
655981,36288473,VC83_05407,VC83_05407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288474,VC83_05408,VC83_05408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288475,VC83_05409,VC83_05409,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288476,VC83_05410,VC83_05410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288477,VC83_05411,VC83_05411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288478,VC83_05412,VC83_05412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288479,VC83_05413,VC83_05413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288480,VC83_05414,VC83_05414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288481,VC83_05415,VC83_05415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288482,SSH4,VC83_05416,-,-,Unknown,-,Protein ssh4,protein-coding,-,-,-,Protein ssh4,20200909,-
655981,36288483,VC83_05417,VC83_05417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288484,VC83_05418,VC83_05418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288485,VC83_05419,VC83_05419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288486,VC83_05420,VC83_05420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288487,VC83_05421,VC83_05421,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288488,VC83_05422,VC83_05422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288489,VC83_05423,VC83_05423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288490,VC83_05424,VC83_05424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288491,VC83_05425,VC83_05425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288492,VC83_05426,VC83_05426,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288493,VC83_05427,VC83_05427,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288494,FRS1,VC83_05428,-,-,Unknown,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20200909,-
655981,36288495,VC83_05429,VC83_05429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288496,RPS3,VC83_05430,-,-,Unknown,-,40S ribosomal protein S3,protein-coding,-,-,-,40S ribosomal protein S3,20200909,-
655981,36288497,VC83_05431,VC83_05431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288498,VC83_05432,VC83_05432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288499,VC83_05433,VC83_05433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288500,VC83_05434,VC83_05434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288501,VC83_05435,VC83_05435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288502,VC83_05436,VC83_05436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288503,VC83_05437,VC83_05437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288504,VC83_05438,VC83_05438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288505,VC83_05439,VC83_05439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288506,VC83_05440,VC83_05440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288507,HOS4,VC83_05441,-,-,Unknown,-,hos4 protein,protein-coding,-,-,-,hos4 protein,20200909,-
655981,36288508,VC83_05442,VC83_05442,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288509,VC83_05443,VC83_05443,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288510,RBG1,VC83_05444,-,-,Unknown,-,GTP-binding protein rbg1,protein-coding,-,-,-,GTP-binding protein rbg1,20200909,-
655981,36288511,VC83_05445,VC83_05445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288512,VC83_05446,VC83_05446,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288513,VC83_05447,VC83_05447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288514,VC83_05448,VC83_05448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288515,VC83_05449,VC83_05449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288516,VC83_05450,VC83_05450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288517,VC83_05451,VC83_05451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288518,HUT1,VC83_05452,-,-,Unknown,-,UDP-galactose transporter,protein-coding,-,-,-,UDP-galactose transporter,20200909,-
655981,36288519,POL1,VC83_05453,-,-,Unknown,-,DNA-directed DNA polymerase alpha catalytic subunit pol1,protein-coding,-,-,-,DNA-directed DNA polymerase alpha catalytic subunit pol1,20200909,-
655981,36288520,VC83_05454,VC83_05454,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288521,VC83_05455,VC83_05455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288522,VC83_05456,VC83_05456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288523,VC83_05457,VC83_05457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288524,VC83_05458,VC83_05458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288525,YAK1,VC83_05459,-,-,Unknown,-,dual specificity protein kinase yak1,protein-coding,-,-,-,dual specificity protein kinase yak1,20200909,-
655981,36288526,VC83_05460,VC83_05460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288527,VC83_05461,VC83_05461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288528,VC83_05462,VC83_05462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288529,VC83_05463,VC83_05463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288530,VC83_05464,VC83_05464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288531,VC83_05465,VC83_05465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288532,VC83_05466,VC83_05466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288533,VC83_05467,VC83_05467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288534,VC83_05468,VC83_05468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36288535,VC83_05469,VC83_05469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
