#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2594798,55636404,GKQ38_RS00005,GKQ38_RS00005,GKQ38_00005,-,-,-,S-layer protein,protein-coding,-,-,-,S-layer protein,20210522,-
2594798,55637371,GKQ38_RS04840,GKQ38_RS04840,GKQ38_04835,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210522,-
2594798,55637372,GKQ38_RS04845,GKQ38_RS04845,GKQ38_04840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637373,GKQ38_RS04850,GKQ38_RS04850,GKQ38_04845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637374,GKQ38_RS04855,GKQ38_RS04855,GKQ38_04850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637375,GKQ38_RS04860,GKQ38_RS04860,GKQ38_04855,-,-,-,LamG domain-containing protein,protein-coding,-,-,-,LamG domain-containing protein,20210522,-
2594798,55637376,GKQ38_RS04865,GKQ38_RS04865,GKQ38_04860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637377,GKQ38_RS04870,GKQ38_RS04870,GKQ38_04865,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637378,GKQ38_RS04875,GKQ38_RS04875,GKQ38_04870,-,-,-,cytidylate kinase family protein,protein-coding,-,-,-,cytidylate kinase family protein,20210522,-
2594798,55637379,GKQ38_RS04880,GKQ38_RS04880,GKQ38_04875,-,-,-,archease,protein-coding,-,-,-,archease,20210522,-
2594798,55637380,GKQ38_RS04885,GKQ38_RS04885,GKQ38_04880,-,-,-,RtcB family protein,protein-coding,-,-,-,RtcB family protein,20210522,-
2594798,55637381,GKQ38_RS04890,GKQ38_RS04890,GKQ38_04885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637382,GKQ38_RS04895,GKQ38_RS04895,GKQ38_04890,-,-,-,50S ribosomal protein L3,protein-coding,-,-,-,50S ribosomal protein L3,20210522,-
2594798,55637383,GKQ38_RS04900,GKQ38_RS04900,GKQ38_04895,-,-,-,50S ribosomal protein L4,protein-coding,-,-,-,50S ribosomal protein L4,20210522,-
2594798,55637384,GKQ38_RS04905,GKQ38_RS04905,GKQ38_04900,-,-,-,50S ribosomal protein L23,protein-coding,-,-,-,50S ribosomal protein L23,20210522,-
2594798,55637385,GKQ38_RS04910,GKQ38_RS04910,GKQ38_04905,-,-,-,50S ribosomal protein L2,protein-coding,-,-,-,50S ribosomal protein L2,20210522,-
2594798,55637386,GKQ38_RS04915,GKQ38_RS04915,GKQ38_04910,-,-,-,30S ribosomal protein S19,protein-coding,-,-,-,30S ribosomal protein S19,20210522,-
2594798,55637387,rplV,GKQ38_RS04920,GKQ38_04915,-,-,-,50S ribosomal protein L22,protein-coding,-,-,-,50S ribosomal protein L22,20210522,-
2594798,55637388,GKQ38_RS04925,GKQ38_RS04925,GKQ38_04920,-,-,-,30S ribosomal protein S3,protein-coding,-,-,-,30S ribosomal protein S3,20210522,-
2594798,55637389,rpmC,GKQ38_RS04930,GKQ38_04925,-,-,-,50S ribosomal protein L29,protein-coding,-,-,-,50S ribosomal protein L29,20210522,-
2594798,55637390,GKQ38_RS04935,GKQ38_RS04935,GKQ38_04930,-,-,-,stress response translation initiation inhibitor YciH,protein-coding,-,-,-,stress response translation initiation inhibitor YciH,20210522,-
2594798,55637391,GKQ38_RS04940,GKQ38_RS04940,GKQ38_04935,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210522,-
2594798,55637392,GKQ38_RS04945,GKQ38_RS04945,GKQ38_04940,-,-,-,ribonuclease P protein subunit,protein-coding,-,-,-,ribonuclease P protein subunit,20210522,-
2594798,55637393,rpsQ,GKQ38_RS04950,GKQ38_04945,-,-,-,30S ribosomal protein S17,protein-coding,-,-,-,30S ribosomal protein S17,20210522,-
2594798,55637394,GKQ38_RS04955,GKQ38_RS04955,GKQ38_04950,-,-,-,uL14 family ribosomal protein,protein-coding,-,-,-,uL14 family ribosomal protein,20210522,-
2594798,55637395,GKQ38_RS04960,GKQ38_RS04960,GKQ38_04955,-,-,-,50S ribosomal protein L24,protein-coding,-,-,-,50S ribosomal protein L24,20210522,-
2594798,55637396,GKQ38_RS04965,GKQ38_RS04965,GKQ38_04960,-,-,-,KOW motif-containing protein,protein-coding,-,-,-,KOW motif-containing protein,20210522,-
2594798,55637397,GKQ38_RS04970,GKQ38_RS04970,GKQ38_04965,-,-,-,50S ribosomal protein L5,protein-coding,-,-,-,50S ribosomal protein L5,20210522,-
2594798,55637398,GKQ38_RS04975,GKQ38_RS04975,GKQ38_04970,-,-,-,30S ribosomal protein S14,protein-coding,-,-,-,30S ribosomal protein S14,20210522,-
2594798,55637399,GKQ38_RS04980,GKQ38_RS04980,GKQ38_04975,-,-,-,30S ribosomal protein S8,protein-coding,-,-,-,30S ribosomal protein S8,20210522,-
2594798,55637400,GKQ38_RS04985,GKQ38_RS04985,GKQ38_04980,-,-,-,50S ribosomal protein L6,protein-coding,-,-,-,50S ribosomal protein L6,20210522,-
2594798,55637401,GKQ38_RS04990,GKQ38_RS04990,GKQ38_04985,-,-,-,50S ribosomal protein L32e,protein-coding,-,-,-,50S ribosomal protein L32e,20210522,-
2594798,55637402,GKQ38_RS04995,GKQ38_RS04995,GKQ38_04990,-,-,-,50S ribosomal protein L19e,protein-coding,-,-,-,50S ribosomal protein L19e,20200624,-
2594798,55637403,GKQ38_RS05000,GKQ38_RS05000,GKQ38_04995,-,-,-,50S ribosomal protein L18,protein-coding,-,-,-,50S ribosomal protein L18,20210522,-
2594798,55637404,rpsE,GKQ38_RS05005,GKQ38_05000,-,-,-,30S ribosomal protein S5,protein-coding,-,-,-,30S ribosomal protein S5,20210522,-
2594798,55637405,GKQ38_RS05010,GKQ38_RS05010,GKQ38_05005,-,-,-,uL30 family ribosomal protein,protein-coding,-,-,-,uL30 family ribosomal protein,20210522,-
2594798,55637406,GKQ38_RS05015,GKQ38_RS05015,GKQ38_05010,-,-,-,uL15 family ribosomal protein,protein-coding,-,-,-,uL15 family ribosomal protein,20210522,-
2594798,55637407,secY,GKQ38_RS05020,GKQ38_05015,-,-,-,preprotein translocase subunit SecY,protein-coding,-,-,-,preprotein translocase subunit SecY,20210522,-
2594798,55637408,GKQ38_RS05025,GKQ38_RS05025,GKQ38_05020,-,-,-,DUF106 domain-containing protein,protein-coding,-,-,-,DUF106 domain-containing protein,20210522,-
2594798,55637409,GKQ38_RS05030,GKQ38_RS05030,GKQ38_05025,-,-,-,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,protein-coding,-,-,-,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,20210522,-
2594798,55637410,GKQ38_RS05035,GKQ38_RS05035,GKQ38_05030,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637411,GKQ38_RS05040,GKQ38_RS05040,GKQ38_05035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637412,GKQ38_RS05045,GKQ38_RS05045,GKQ38_05040,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210522,-
2594798,55637413,GKQ38_RS05050,GKQ38_RS05050,GKQ38_05045,-,-,-,trypsin-like peptidase domain-containing protein,protein-coding,-,-,-,trypsin-like peptidase domain-containing protein,20210522,-
2594798,55637414,GKQ38_RS05055,GKQ38_RS05055,GKQ38_05050,-,-,-,mRNA surveillance protein pelota,protein-coding,-,-,-,mRNA surveillance protein pelota,20200624,-
2594798,55637415,GKQ38_RS05060,GKQ38_RS05060,GKQ38_05055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637416,GKQ38_RS05065,GKQ38_RS05065,GKQ38_05060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637417,GKQ38_RS05070,GKQ38_RS05070,GKQ38_05065,-,-,-,DUF63 family protein,protein-coding,-,-,-,DUF63 family protein,20200624,-
2594798,55637418,GKQ38_RS05075,GKQ38_RS05075,GKQ38_05070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637419,GKQ38_RS05080,GKQ38_RS05080,GKQ38_05075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637420,GKQ38_RS05085,GKQ38_RS05085,GKQ38_05080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637421,GKQ38_RS05090,GKQ38_RS05090,GKQ38_05085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637422,GKQ38_RS05095,GKQ38_RS05095,GKQ38_05090,-,-,-,carboxypeptidase regulatory-like domain-containing protein,protein-coding,-,-,-,carboxypeptidase regulatory-like domain-containing protein,20200624,-
2594798,55637423,GKQ38_RS05100,GKQ38_RS05100,GKQ38_05095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637424,GKQ38_RS05105,GKQ38_RS05105,GKQ38_05100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637425,GKQ38_RS05110,GKQ38_RS05110,GKQ38_05105,-,-,-,class I SAM-dependent methyltransferase family protein,protein-coding,-,-,-,class I SAM-dependent methyltransferase family protein,20210522,-
2594798,55637426,dph5,GKQ38_RS05115,GKQ38_05110,-,-,-,diphthine synthase,protein-coding,-,-,-,diphthine synthase,20210522,-
2594798,55637427,GKQ38_RS05120,GKQ38_RS05120,GKQ38_05115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637428,GKQ38_RS05125,GKQ38_RS05125,GKQ38_05120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637429,GKQ38_RS05130,GKQ38_RS05130,GKQ38_05125,-,-,-,DUF357 domain-containing protein,protein-coding,-,-,-,DUF357 domain-containing protein,20210522,-
2594798,55637430,GKQ38_RS05135,GKQ38_RS05135,GKQ38_05130,-,-,-,-,pseudo,-,-,-,-,20200624,-
2594798,55637431,GKQ38_RS05140,GKQ38_RS05140,GKQ38_05135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637432,GKQ38_RS05145,GKQ38_RS05145,GKQ38_05140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637433,GKQ38_RS05150,GKQ38_RS05150,GKQ38_05145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637434,GKQ38_RS05155,GKQ38_RS05155,GKQ38_05150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637435,GKQ38_RS05160,GKQ38_RS05160,GKQ38_05155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637436,GKQ38_RS05165,GKQ38_RS05165,GKQ38_05160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637437,GKQ38_RS05170,GKQ38_RS05170,GKQ38_05165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637438,GKQ38_RS05175,GKQ38_RS05175,GKQ38_05170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637439,GKQ38_RS05180,GKQ38_RS05180,GKQ38_05175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637440,GKQ38_RS05185,GKQ38_RS05185,GKQ38_05180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637441,GKQ38_RS05190,GKQ38_RS05190,GKQ38_05185,-,-,-,Flp pilus assembly complex ATPase component TadA,protein-coding,-,-,-,Flp pilus assembly complex ATPase component TadA,20200624,-
2594798,55637442,GKQ38_RS05195,GKQ38_RS05195,GKQ38_05190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637443,GKQ38_RS05200,GKQ38_RS05200,GKQ38_05195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637444,GKQ38_RS05205,GKQ38_RS05205,GKQ38_05200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637445,GKQ38_RS05210,GKQ38_RS05210,GKQ38_05205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637446,GKQ38_RS05215,GKQ38_RS05215,GKQ38_05210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637447,GKQ38_RS05220,GKQ38_RS05220,GKQ38_05215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637448,GKQ38_RS05225,GKQ38_RS05225,GKQ38_05220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637449,GKQ38_RS05230,GKQ38_RS05230,GKQ38_05225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637450,GKQ38_RS05235,GKQ38_RS05235,GKQ38_05230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637451,GKQ38_RS05240,GKQ38_RS05240,GKQ38_05235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637452,GKQ38_RS05245,GKQ38_RS05245,GKQ38_05240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637453,albA,GKQ38_RS05250,GKQ38_05245,-,-,-,DNA-binding protein Alba,protein-coding,-,-,-,DNA-binding protein Alba,20210522,-
2594798,55637454,GKQ38_RS05255,GKQ38_RS05255,GKQ38_05250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637455,GKQ38_RS05260,GKQ38_RS05260,GKQ38_05255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637456,GKQ38_RS05265,GKQ38_RS05265,GKQ38_05260,-,-,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",protein-coding,-,-,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",20210522,-
2594798,55637457,GKQ38_RS05270,GKQ38_RS05270,GKQ38_05265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637458,GKQ38_RS05275,GKQ38_RS05275,GKQ38_05270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637459,GKQ38_RS05280,GKQ38_RS05280,GKQ38_05275,-,-,-,flap endonuclease-1,protein-coding,-,-,-,flap endonuclease-1,20210522,-
2594798,55637460,GKQ38_RS05285,GKQ38_RS05285,GKQ38_05280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637461,GKQ38_RS05290,GKQ38_RS05290,GKQ38_05285,-,-,-,elongation factor 1-beta,protein-coding,-,-,-,elongation factor 1-beta,20210522,-
2594798,55637462,GKQ38_RS05295,GKQ38_RS05295,GKQ38_05290,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637463,msrB,GKQ38_RS05300,GKQ38_05295,-,-,-,peptide-methionine (R)-S-oxide reductase MsrB,protein-coding,-,-,-,peptide-methionine (R)-S-oxide reductase MsrB,20210522,-
2594798,55637464,GKQ38_RS05305,GKQ38_RS05305,GKQ38_05300,-,-,-,DUF192 domain-containing protein,protein-coding,-,-,-,DUF192 domain-containing protein,20200624,-
2594798,55637465,GKQ38_RS05310,GKQ38_RS05310,GKQ38_05305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637466,GKQ38_RS05315,GKQ38_RS05315,GKQ38_05310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637467,GKQ38_RS05320,GKQ38_RS05320,GKQ38_05315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637468,GKQ38_RS05325,GKQ38_RS05325,GKQ38_05320,-,-,-,translation initiation factor eIF-1A,protein-coding,-,-,-,translation initiation factor eIF-1A,20210522,-
2594798,55637469,GKQ38_RS05330,GKQ38_RS05330,GKQ38_05325,-,-,-,serine protein kinase RIO,protein-coding,-,-,-,serine protein kinase RIO,20210522,-
2594798,55637470,GKQ38_RS05335,GKQ38_RS05335,GKQ38_05330,-,-,-,RNA-processing protein,protein-coding,-,-,-,RNA-processing protein,20210522,-
2594798,55637471,GKQ38_RS05340,GKQ38_RS05340,GKQ38_05335,-,-,-,DNA topoisomerase VI subunit B,protein-coding,-,-,-,DNA topoisomerase VI subunit B,20210522,-
2594798,55637472,GKQ38_RS05345,GKQ38_RS05345,GKQ38_05340,-,-,-,DNA topoisomerase IV subunit A,protein-coding,-,-,-,DNA topoisomerase IV subunit A,20210522,-
2594798,55637473,GKQ38_RS05350,GKQ38_RS05350,GKQ38_05345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637474,GKQ38_RS05355,GKQ38_RS05355,GKQ38_05350,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637475,GKQ38_RS05360,GKQ38_RS05360,GKQ38_05355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637476,GKQ38_RS05365,GKQ38_RS05365,GKQ38_05360,-,-,-,deoxyhypusine synthase,protein-coding,-,-,-,deoxyhypusine synthase,20210522,-
2594798,55637477,GKQ38_RS05370,GKQ38_RS05370,GKQ38_05365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637478,GKQ38_RS05375,GKQ38_RS05375,GKQ38_05370,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637479,GKQ38_RS05380,GKQ38_RS05380,GKQ38_05375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637480,argS,GKQ38_RS05385,GKQ38_05380,-,-,-,arginine--tRNA ligase,protein-coding,-,-,-,arginine--tRNA ligase,20210522,-
2594798,55637481,GKQ38_RS05390,GKQ38_RS05390,GKQ38_05385,-,-,-,arginase family protein,protein-coding,-,-,-,arginase family protein,20210522,-
2594798,55637482,GKQ38_RS05395,GKQ38_RS05395,GKQ38_05390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637483,GKQ38_RS05400,GKQ38_RS05400,GKQ38_05395,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637484,GKQ38_RS05405,GKQ38_RS05405,GKQ38_05400,-,-,-,preprotein translocase subunit Sec61beta,protein-coding,-,-,-,preprotein translocase subunit Sec61beta,20210522,-
2594798,55637485,rnpB,GKQ38_RS05410,GKQ38_05405,-,-,-,-,ncRNA,-,-,-,-,20200624,-
2594798,55637486,GKQ38_RS05415,GKQ38_RS05415,GKQ38_05410,-,-,-,-,rRNA,-,-,-,-,20200624,-
2594798,55637487,GKQ38_RS05420,GKQ38_RS05420,GKQ38_05415,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637488,GKQ38_RS05425,GKQ38_RS05425,GKQ38_05420,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637489,GKQ38_RS05430,GKQ38_RS05430,GKQ38_05425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637490,GKQ38_RS05435,GKQ38_RS05435,GKQ38_05430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637491,GKQ38_RS05440,GKQ38_RS05440,GKQ38_05435,-,-,-,-,rRNA,-,-,-,-,20200624,-
2594798,55637492,GKQ38_RS05445,GKQ38_RS05445,GKQ38_05440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637493,GKQ38_RS05450,GKQ38_RS05450,GKQ38_05445,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637494,GKQ38_RS05455,GKQ38_RS05455,GKQ38_05450,-,-,-,DUF4382 domain-containing protein,protein-coding,-,-,-,DUF4382 domain-containing protein,20210522,-
2594798,55637495,GKQ38_RS05460,GKQ38_RS05460,GKQ38_05455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637496,GKQ38_RS05465,GKQ38_RS05465,GKQ38_05460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637497,GKQ38_RS05470,GKQ38_RS05470,GKQ38_05465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637498,GKQ38_RS05475,GKQ38_RS05475,GKQ38_05470,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637499,GKQ38_RS05480,GKQ38_RS05480,GKQ38_05475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637500,GKQ38_RS05485,GKQ38_RS05485,GKQ38_05480,-,-,-,lipoate--protein ligase family protein,protein-coding,-,-,-,lipoate--protein ligase family protein,20210522,-
2594798,55637501,GKQ38_RS05490,GKQ38_RS05490,GKQ38_05485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637502,GKQ38_RS05495,GKQ38_RS05495,GKQ38_05490,-,-,-,lipoate--protein ligase family protein,protein-coding,-,-,-,lipoate--protein ligase family protein,20210522,-
2594798,55637503,GKQ38_RS05500,GKQ38_RS05500,GKQ38_05495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637504,GKQ38_RS05505,GKQ38_RS05505,GKQ38_05500,-,-,-,"cob(I)yrinic acid a,c-diamide adenosyltransferase",protein-coding,-,-,-,"cob(I)yrinic acid a,c-diamide adenosyltransferase",20210522,-
2594798,55637505,GKQ38_RS05510,GKQ38_RS05510,GKQ38_05505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637506,GKQ38_RS05515,GKQ38_RS05515,GKQ38_05510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637507,GKQ38_RS05520,GKQ38_RS05520,GKQ38_05515,-,-,-,HAD hydrolase-like protein,protein-coding,-,-,-,HAD hydrolase-like protein,20210522,-
2594798,55637508,GKQ38_RS05525,GKQ38_RS05525,GKQ38_05520,-,-,-,CoA-binding protein,protein-coding,-,-,-,CoA-binding protein,20210522,-
2594798,55637509,GKQ38_RS05530,GKQ38_RS05530,GKQ38_05525,-,-,-,PD-(D/E)XK nuclease family protein,protein-coding,-,-,-,PD-(D/E)XK nuclease family protein,20200624,-
2594798,55637510,GKQ38_RS05535,GKQ38_RS05535,GKQ38_05530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637511,GKQ38_RS05540,GKQ38_RS05540,GKQ38_05535,-,-,-,citryl-CoA lyase,protein-coding,-,-,-,citryl-CoA lyase,20210522,-
2594798,55637512,GKQ38_RS05545,GKQ38_RS05545,GKQ38_05540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637513,GKQ38_RS05550,GKQ38_RS05550,GKQ38_05545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637514,GKQ38_RS05555,GKQ38_RS05555,GKQ38_05550,-,-,-,-,tRNA,-,-,-,-,20200624,-
2594798,55637515,GKQ38_RS05560,GKQ38_RS05560,GKQ38_05555,-,-,-,HIT domain-containing protein,protein-coding,-,-,-,HIT domain-containing protein,20210522,-
2594798,55637516,GKQ38_RS05565,GKQ38_RS05565,GKQ38_05560,-,-,-,ZIP family metal transporter,protein-coding,-,-,-,ZIP family metal transporter,20210522,-
2594798,55637517,GKQ38_RS05570,GKQ38_RS05570,GKQ38_05565,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20200624,-
2594798,55637518,GKQ38_RS05575,GKQ38_RS05575,GKQ38_05570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
2594798,55637519,GKQ38_RS05580,GKQ38_RS05580,GKQ38_05575,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210522,-
2594798,55637520,GKQ38_RS05585,GKQ38_RS05585,GKQ38_05580,-,-,-,DNA-directed RNA polymerase subunit N,protein-coding,-,-,-,DNA-directed RNA polymerase subunit N,20210522,-
2594798,55637521,GKQ38_RS05590,GKQ38_RS05590,GKQ38_05585,-,-,-,30S ribosomal protein S9,protein-coding,-,-,-,30S ribosomal protein S9,20210522,-
2594798,55637522,rplM,GKQ38_RS05595,GKQ38_05590,-,-,-,50S ribosomal protein L13,protein-coding,-,-,-,50S ribosomal protein L13,20210522,-
2594798,55637523,GKQ38_RS05600,GKQ38_RS05600,GKQ38_05595,-,-,-,50S ribosomal protein L18e,protein-coding,-,-,-,50S ribosomal protein L18e,20210522,-
2594798,55637524,GKQ38_RS05605,GKQ38_RS05605,GKQ38_05600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200624,-
2594798,55637525,GKQ38_RS05610,GKQ38_RS05610,GKQ38_05605,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20210522,-
2594798,55637526,GKQ38_RS05615,GKQ38_RS05615,GKQ38_05610,-,-,-,S-layer protein,protein-coding,-,-,-,S-layer protein,20210522,-
2594798,55637527,GKQ38_RS05620,GKQ38_RS05620,GKQ38_05615,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210522,-
2594798,55637528,GKQ38_RS05625,GKQ38_RS05625,GKQ38_05620,-,-,-,UPF0175 family protein,protein-coding,-,-,-,UPF0175 family protein,20210522,-
2594798,55769509,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200629,-
