#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
134537,58747553,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia fungorum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200824,-
134537,61182259,A8H39_RS22705,A8H39_RS22705,A8H39_22685,-,-,-,rod shape-determining protein,protein-coding,-,-,-,rod shape-determining protein,20201230,-
134537,61182260,gatC,A8H39_RS22710,A8H39_22690,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,20201228,-
134537,61182261,gatA,A8H39_RS22715,A8H39_22695,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,20201230,-
134537,61182262,gatB,A8H39_RS22720,A8H39_22700,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,protein-coding,-,-,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,20210424,-
134537,61182263,A8H39_RS22725,A8H39_RS22725,A8H39_22705,-,-,-,polyphosphate kinase,protein-coding,-,-,-,polyphosphate kinase,20201228,-
134537,61182264,xth,A8H39_RS22730,A8H39_22710,-,-,-,exodeoxyribonuclease III,protein-coding,-,-,-,exodeoxyribonuclease III,20201230,-
134537,61182265,A8H39_RS22745,A8H39_RS22745,A8H39_22725,-,-,-,AmpG family muropeptide MFS transporter,protein-coding,-,-,-,AmpG family muropeptide MFS transporter,20201228,-
134537,61182266,metW,A8H39_RS22750,A8H39_22730,-,-,-,methionine biosynthesis protein MetW,protein-coding,-,-,-,methionine biosynthesis protein MetW,20210424,-
134537,61182267,A8H39_RS22755,A8H39_RS22755,A8H39_22735,-,-,-,homoserine O-acetyltransferase,protein-coding,-,-,-,homoserine O-acetyltransferase,20201228,-
134537,61182268,slmA,A8H39_RS22760,A8H39_22740,-,-,-,nucleoid occlusion factor SlmA,protein-coding,-,-,-,nucleoid occlusion factor SlmA,20201228,-
134537,61182269,A8H39_RS22765,A8H39_RS22765,A8H39_22745,-,-,-,pyrimidine 5'-nucleotidase,protein-coding,-,-,-,pyrimidine 5'-nucleotidase,20201228,-
134537,61182270,argB,A8H39_RS22770,A8H39_22750,-,-,-,acetylglutamate kinase,protein-coding,-,-,-,acetylglutamate kinase,20201230,-
134537,61182271,A8H39_RS22775,A8H39_RS22775,A8H39_22755,-,-,-,cysteine-rich CWC family protein,protein-coding,-,-,-,cysteine-rich CWC family protein,20210424,-
134537,61182272,A8H39_RS22780,A8H39_RS22780,A8H39_22760,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20201227,-
134537,61182273,A8H39_RS22785,A8H39_RS22785,A8H39_22765,-,-,-,HAMP domain-containing histidine kinase,protein-coding,-,-,-,HAMP domain-containing histidine kinase,20210424,-
134537,61182274,A8H39_RS22790,A8H39_RS22790,A8H39_22770,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20201230,-
134537,61182275,hslU,A8H39_RS22795,A8H39_22775,-,-,-,ATP-dependent protease ATPase subunit HslU,protein-coding,-,-,-,ATP-dependent protease ATPase subunit HslU,20201230,-
134537,61182276,hslV,A8H39_RS22800,A8H39_22780,-,-,-,ATP-dependent protease subunit HslV,protein-coding,-,-,-,ATP-dependent protease subunit HslV,20201230,-
134537,61182277,dksA,A8H39_RS22805,A8H39_22785,-,-,-,RNA polymerase-binding protein DksA,protein-coding,-,-,-,RNA polymerase-binding protein DksA,20201230,-
134537,61182278,A8H39_RS22810,A8H39_RS22810,A8H39_22790,-,-,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20201227,-
134537,61182279,A8H39_RS22815,A8H39_RS22815,A8H39_22795,-,-,-,class I SAM-dependent rRNA methyltransferase,protein-coding,-,-,-,class I SAM-dependent rRNA methyltransferase,20201230,-
134537,61182280,xerC,A8H39_RS22820,A8H39_22800,-,-,-,tyrosine recombinase XerC,protein-coding,-,-,-,tyrosine recombinase XerC,20201227,-
134537,61182281,A8H39_RS22825,A8H39_RS22825,A8H39_22805,-,-,-,DUF484 family protein,protein-coding,-,-,-,DUF484 family protein,20210424,-
134537,61182282,dapF,A8H39_RS22830,A8H39_22810,-,-,-,diaminopimelate epimerase,protein-coding,-,-,-,diaminopimelate epimerase,20201227,-
134537,61182283,A8H39_RS22835,A8H39_RS22835,A8H39_22815,-,-,-,lipid A biosynthesis lauroyl acyltransferase,protein-coding,-,-,-,lipid A biosynthesis lauroyl acyltransferase,20201230,-
134537,61182284,A8H39_RS22840,A8H39_RS22840,A8H39_22820,-,-,-,methionine adenosyltransferase,protein-coding,-,-,-,methionine adenosyltransferase,20201230,-
134537,61182285,A8H39_RS22845,A8H39_RS22845,A8H39_22825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61182286,A8H39_RS22850,A8H39_RS22850,A8H39_22830,-,-,-,phytanoyl-CoA dioxygenase family protein,protein-coding,-,-,-,phytanoyl-CoA dioxygenase family protein,20210417,-
134537,61182287,A8H39_RS22855,A8H39_RS22855,A8H39_22835,-,-,-,DUF3185 family protein,protein-coding,-,-,-,DUF3185 family protein,20210417,-
134537,61182288,mgrA,A8H39_RS22860,A8H39_22840,-,-,-,L-glyceraldehyde 3-phosphate reductase,protein-coding,-,-,-,L-glyceraldehyde 3-phosphate reductase,20201230,-
134537,61182289,A8H39_RS22865,A8H39_RS22865,A8H39_22845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61182290,A8H39_RS22870,A8H39_RS22870,A8H39_22850,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61182291,A8H39_RS22875,A8H39_RS22875,A8H39_22855,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61182292,A8H39_RS22880,A8H39_RS22880,A8H39_22860,-,-,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20210417,-
134537,61182293,A8H39_RS22885,A8H39_RS22885,A8H39_22865,-,-,-,DUF3857 and transglutaminase domain-containing protein,protein-coding,-,-,-,DUF3857 and transglutaminase domain-containing protein,20201227,-
134537,61182294,A8H39_RS22890,A8H39_RS22890,A8H39_22870,-,-,-,PepSY-associated TM helix domain-containing protein,protein-coding,-,-,-,PepSY-associated TM helix domain-containing protein,20210522,-
134537,61182295,A8H39_RS22895,A8H39_RS22895,A8H39_22875,-,-,-,XdhC family protein,protein-coding,-,-,-,XdhC family protein,20201227,-
134537,61182296,A8H39_RS22900,A8H39_RS22900,A8H39_22880,-,-,-,carbon monoxide dehydrogenase subunit G,protein-coding,-,-,-,carbon monoxide dehydrogenase subunit G,20201227,-
134537,61182297,A8H39_RS22905,A8H39_RS22905,A8H39_22885,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20201227,-
134537,61182298,A8H39_RS22910,A8H39_RS22910,A8H39_22890,-,-,-,MoxR family ATPase,protein-coding,-,-,-,MoxR family ATPase,20201227,-
134537,61182299,A8H39_RS22915,A8H39_RS22915,A8H39_22895,-,-,-,xanthine dehydrogenase family protein subunit M,protein-coding,-,-,-,xanthine dehydrogenase family protein subunit M,20201227,-
134537,61182300,A8H39_RS22920,A8H39_RS22920,A8H39_22900,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,protein-coding,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,20201227,-
134537,61182301,A8H39_RS22925,A8H39_RS22925,A8H39_22905,-,-,-,(2Fe-2S)-binding protein,protein-coding,-,-,-,(2Fe-2S)-binding protein,20201230,-
134537,61182302,A8H39_RS22935,A8H39_RS22935,A8H39_22915,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20210417,-
134537,61182303,A8H39_RS22940,A8H39_RS22940,A8H39_22920,-,-,-,response regulator transcription factor RqpR,protein-coding,-,-,-,response regulator transcription factor RqpR,20201227,-
134537,61182304,A8H39_RS22945,A8H39_RS22945,A8H39_22925,-,-,-,histidine kinase,protein-coding,-,-,-,histidine kinase,20201227,-
134537,61182305,A8H39_RS22950,A8H39_RS22950,A8H39_22930,-,-,-,ferredoxin--NADP reductase,protein-coding,-,-,-,ferredoxin--NADP reductase,20201230,-
134537,61182306,A8H39_RS22960,A8H39_RS22960,A8H39_22940,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201227,-
134537,61182307,A8H39_RS22965,A8H39_RS22965,A8H39_22945,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20210424,-
134537,61182308,A8H39_RS22970,A8H39_RS22970,A8H39_22950,-,-,-,sugar ABC transporter ATP-binding protein,protein-coding,-,-,-,sugar ABC transporter ATP-binding protein,20201227,-
134537,61182309,A8H39_RS22975,A8H39_RS22975,A8H39_22955,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20201230,-
134537,61182310,A8H39_RS22980,A8H39_RS22980,A8H39_22960,-,-,-,LacI family DNA-binding transcriptional regulator,protein-coding,-,-,-,LacI family DNA-binding transcriptional regulator,20210424,-
134537,61182311,A8H39_RS22985,A8H39_RS22985,A8H39_22965,-,-,-,aldose 1-epimerase,protein-coding,-,-,-,aldose 1-epimerase,20201227,-
134537,61182312,A8H39_RS22990,A8H39_RS22990,A8H39_22970,-,-,-,endonuclease/exonuclease/phosphatase family protein,protein-coding,-,-,-,endonuclease/exonuclease/phosphatase family protein,20201230,-
134537,61182313,A8H39_RS22995,A8H39_RS22995,A8H39_22975,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61182314,A8H39_RS23000,A8H39_RS23000,A8H39_22980,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210424,-
134537,61182315,A8H39_RS23005,A8H39_RS23005,A8H39_22985,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20201230,-
134537,61182316,A8H39_RS23010,A8H39_RS23010,A8H39_22990,-,-,-,high-potential iron-sulfur protein,protein-coding,-,-,-,high-potential iron-sulfur protein,20210417,-
134537,61182317,A8H39_RS23015,A8H39_RS23015,A8H39_22995,-,-,-,amidase,protein-coding,-,-,-,amidase,20201227,-
134537,61182318,A8H39_RS23020,A8H39_RS23020,A8H39_23000,-,-,-,dienelactone hydrolase family protein,protein-coding,-,-,-,dienelactone hydrolase family protein,20201227,-
134537,61182319,A8H39_RS23025,A8H39_RS23025,A8H39_23005,-,-,-,branched-chain amino acid ABC transporter substrate-binding protein,protein-coding,-,-,-,branched-chain amino acid ABC transporter substrate-binding protein,20210424,-
134537,61182320,A8H39_RS23030,A8H39_RS23030,A8H39_23010,-,-,-,cupin-like domain-containing protein,protein-coding,-,-,-,cupin-like domain-containing protein,20201227,-
134537,61182321,A8H39_RS23035,A8H39_RS23035,A8H39_23015,-,-,-,collagen-like triple helix repeat-containing protein,protein-coding,-,-,-,collagen-like triple helix repeat-containing protein,20201227,-
134537,61182322,A8H39_RS23040,A8H39_RS23040,A8H39_23020,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61182323,A8H39_RS23045,A8H39_RS23045,A8H39_23025,-,-,-,pyridoxamine 5'-phosphate oxidase family protein,protein-coding,-,-,-,pyridoxamine 5'-phosphate oxidase family protein,20201227,-
134537,61182324,A8H39_RS23050,A8H39_RS23050,A8H39_23030,-,-,-,H-NS histone family protein,protein-coding,-,-,-,H-NS histone family protein,20210417,-
134537,61182325,A8H39_RS23055,A8H39_RS23055,A8H39_23035,-,-,-,cation transporter,protein-coding,-,-,-,cation transporter,20201227,-
134537,61182326,A8H39_RS23060,A8H39_RS23060,A8H39_23040,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20201230,-
134537,61182327,A8H39_RS23065,A8H39_RS23065,A8H39_23045,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20210424,-
134537,61182328,A8H39_RS23070,A8H39_RS23070,A8H39_23050,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201227,-
134537,61182329,A8H39_RS23080,A8H39_RS23080,A8H39_23060,-,-,-,septal ring lytic transglycosylase RlpA family protein,protein-coding,-,-,-,septal ring lytic transglycosylase RlpA family protein,20201227,-
134537,61182330,rsmI,A8H39_RS23085,A8H39_23065,-,-,-,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,protein-coding,-,-,-,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,20201227,-
134537,61182331,A8H39_RS23090,A8H39_RS23090,A8H39_23070,-,-,-,YraN family protein,protein-coding,-,-,-,YraN family protein,20201227,-
134537,61182332,A8H39_RS23095,A8H39_RS23095,A8H39_23075,-,-,-,phosphoheptose isomerase,protein-coding,-,-,-,phosphoheptose isomerase,20201227,-
134537,61182333,A8H39_RS23100,A8H39_RS23100,A8H39_23080,-,-,-,BON domain-containing protein,protein-coding,-,-,-,BON domain-containing protein,20201230,-
134537,61182334,A8H39_RS23105,A8H39_RS23105,A8H39_23085,-,-,-,c-type cytochrome,protein-coding,-,-,-,c-type cytochrome,20201227,-
134537,61182335,A8H39_RS23110,A8H39_RS23110,A8H39_23090,-,-,-,tRNA,tRNA,-,-,-,-,20201226,-
134537,61182336,A8H39_RS23115,A8H39_RS23115,A8H39_23095,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,AraC family transcriptional regulator,20201227,-
134537,61182337,A8H39_RS23120,A8H39_RS23120,A8H39_23100,-,-,-,(2Fe-2S)-binding protein,protein-coding,-,-,-,(2Fe-2S)-binding protein,20201230,-
134537,61182338,A8H39_RS23125,A8H39_RS23125,A8H39_23105,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,protein-coding,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,20201230,-
134537,61182339,A8H39_RS23130,A8H39_RS23130,A8H39_23110,-,-,-,MCP four helix bundle domain-containing protein,protein-coding,-,-,-,MCP four helix bundle domain-containing protein,20201227,-
134537,61182340,A8H39_RS23135,A8H39_RS23135,A8H39_23115,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20201230,-
134537,61182341,A8H39_RS23140,A8H39_RS23140,A8H39_23120,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210424,-
134537,61182342,A8H39_RS23145,A8H39_RS23145,A8H39_23125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61182343,A8H39_RS23150,A8H39_RS23150,A8H39_23130,-,-,-,NAD(P)H-binding protein,protein-coding,-,-,-,NAD(P)H-binding protein,20201227,-
134537,61182344,A8H39_RS23155,A8H39_RS23155,A8H39_23135,-,-,-,GGDEF domain-containing protein,protein-coding,-,-,-,GGDEF domain-containing protein,20201227,-
134537,61182345,A8H39_RS23160,A8H39_RS23160,A8H39_23140,-,-,-,DUF2239 family protein,protein-coding,-,-,-,DUF2239 family protein,20201227,-
134537,61182346,A8H39_RS23165,A8H39_RS23165,A8H39_23145,-,-,-,MCP four helix bundle domain-containing protein,protein-coding,-,-,-,MCP four helix bundle domain-containing protein,20201227,-
134537,61182347,A8H39_RS23170,A8H39_RS23170,A8H39_23150,-,-,-,uracil transporter,protein-coding,-,-,-,uracil transporter,20201227,-
134537,61182348,A8H39_RS23175,A8H39_RS23175,A8H39_23155,-,-,-,Na+/H+ antiporter,protein-coding,-,-,-,Na+/H+ antiporter,20201227,-
134537,61182349,A8H39_RS23180,A8H39_RS23180,A8H39_23160,-,-,-,EAL domain-containing protein,protein-coding,-,-,-,EAL domain-containing protein,20201230,-
134537,61182350,A8H39_RS23185,A8H39_RS23185,A8H39_23165,-,-,-,copper homeostasis protein,protein-coding,-,-,-,copper homeostasis protein,20201227,-
134537,61182351,A8H39_RS23190,A8H39_RS23190,A8H39_23170,-,-,-,indolepyruvate ferredoxin oxidoreductase family protein,protein-coding,-,-,-,indolepyruvate ferredoxin oxidoreductase family protein,20201227,-
134537,61182352,A8H39_RS23195,A8H39_RS23195,A8H39_23175,-,-,-,YfcC family protein,protein-coding,-,-,-,YfcC family protein,20201227,-
134537,61182353,A8H39_RS23200,A8H39_RS23200,A8H39_23180,-,-,-,IclR family transcriptional regulator,protein-coding,-,-,-,IclR family transcriptional regulator,20201227,-
134537,61182354,A8H39_RS23205,A8H39_RS23205,A8H39_23185,-,-,-,N-formylglutamate amidohydrolase,protein-coding,-,-,-,N-formylglutamate amidohydrolase,20201227,-
134537,61182355,A8H39_RS23210,A8H39_RS23210,A8H39_23190,-,-,-,porin,protein-coding,-,-,-,porin,20201230,-
134537,61182356,A8H39_RS23215,A8H39_RS23215,A8H39_23195,-,-,-,Inward rectifier potassium channel,protein-coding,-,-,-,Inward rectifier potassium channel,20201227,-
134537,61182357,A8H39_RS23220,A8H39_RS23220,A8H39_23200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61182358,A8H39_RS23225,A8H39_RS23225,A8H39_23205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61182359,A8H39_RS23230,A8H39_RS23230,A8H39_23210,-,-,-,carbohydrate kinase,protein-coding,-,-,-,carbohydrate kinase,20201227,-
134537,61182360,A8H39_RS23235,A8H39_RS23235,A8H39_23215,-,-,-,AGE family epimerase/isomerase,protein-coding,-,-,-,AGE family epimerase/isomerase,20201227,-
134537,61182361,A8H39_RS23240,A8H39_RS23240,A8H39_23220,-,-,-,LacI family DNA-binding transcriptional regulator,protein-coding,-,-,-,LacI family DNA-binding transcriptional regulator,20201227,-
134537,61182362,A8H39_RS23245,A8H39_RS23245,A8H39_23225,-,-,-,phosphodiesterase,protein-coding,-,-,-,phosphodiesterase,20201227,-
134537,61182363,A8H39_RS23250,A8H39_RS23250,A8H39_23230,-,-,-,bile acid:sodium symporter,protein-coding,-,-,-,bile acid:sodium symporter,20201230,-
134537,61182364,A8H39_RS23255,A8H39_RS23255,A8H39_23235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61182365,A8H39_RS23260,A8H39_RS23260,A8H39_23240,-,-,-,porin,protein-coding,-,-,-,porin,20201227,-
134537,61182366,A8H39_RS23265,A8H39_RS23265,A8H39_23245,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210424,-
134537,61182367,A8H39_RS23270,A8H39_RS23270,A8H39_23250,-,-,-,nitronate monooxygenase,protein-coding,-,-,-,nitronate monooxygenase,20201227,-
134537,61182368,A8H39_RS23275,A8H39_RS23275,A8H39_23255,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201227,-
134537,61182369,A8H39_RS23280,A8H39_RS23280,A8H39_23260,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20201227,-
134537,61182370,A8H39_RS23285,A8H39_RS23285,A8H39_23265,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20201227,-
134537,61182371,A8H39_RS23290,A8H39_RS23290,A8H39_23270,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201227,-
134537,61182372,A8H39_RS23295,A8H39_RS23295,A8H39_23275,-,-,-,MaoC family dehydratase,protein-coding,-,-,-,MaoC family dehydratase,20201227,-
134537,61182373,A8H39_RS23300,A8H39_RS23300,A8H39_23280,-,-,-,DUF1289 domain-containing protein,protein-coding,-,-,-,DUF1289 domain-containing protein,20210424,-
134537,61182374,A8H39_RS23305,A8H39_RS23305,A8H39_23285,-,-,-,YbaK/EbsC family protein,protein-coding,-,-,-,YbaK/EbsC family protein,20201227,-
134537,61182375,A8H39_RS23310,A8H39_RS23310,A8H39_23290,-,-,-,hydroxymethylglutaryl-CoA lyase,protein-coding,-,-,-,hydroxymethylglutaryl-CoA lyase,20201230,-
134537,61182376,A8H39_RS23315,A8H39_RS23315,A8H39_23295,-,-,-,glyoxylate/hydroxypyruvate reductase A,protein-coding,-,-,-,glyoxylate/hydroxypyruvate reductase A,20201227,-
134537,61182377,A8H39_RS23320,A8H39_RS23320,A8H39_23300,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210424,-
134537,61182378,A8H39_RS23325,A8H39_RS23325,A8H39_23305,-,-,-,sulfate ABC transporter substrate-binding protein,protein-coding,-,-,-,sulfate ABC transporter substrate-binding protein,20201227,-
134537,61182379,bioB,A8H39_RS23330,A8H39_23310,-,-,-,biotin synthase BioB,protein-coding,-,-,-,biotin synthase BioB,20201227,-
134537,61182380,bioD,A8H39_RS23335,A8H39_23315,-,-,-,dethiobiotin synthase,protein-coding,-,-,-,dethiobiotin synthase,20201227,-
134537,61182381,bioF,A8H39_RS23340,A8H39_23320,-,-,-,8-amino-7-oxononanoate synthase,protein-coding,-,-,-,8-amino-7-oxononanoate synthase,20201227,-
134537,61182382,A8H39_RS23345,A8H39_RS23345,A8H39_23325,-,-,-,adenosylmethionine--8-amino-7-oxononanoate transaminase,protein-coding,-,-,-,adenosylmethionine--8-amino-7-oxononanoate transaminase,20201227,-
