#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5741,3974679,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Giardia duodenalis; Giardia lamblia; Lamblia intestinalis).,other,-,-,-,-,20201024,-
5741,5700158,GL50803_0017480,GL50803_0017480,GL50803_17480,-,4,-,tRNA delta2-isopentenylpyrophosphate transferase,protein-coding,-,-,-,tRNA delta2-isopentenylpyrophosphate transferase,20201210,-
5741,5700159,GL50803_0021943,GL50803_0021943,GL50803_21943,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700160,GL50803_0017482,GL50803_0017482,GL50803_17482,-,4,-,TCP-1 chaperonin subunit delta,protein-coding,-,-,-,TCP-1 chaperonin subunit delta,20201210,-
5741,5700162,GL50803_001770,GL50803_001770,GL50803_1770,-,4,-,Chromatin associated protein KTI12,protein-coding,-,-,-,Chromatin associated protein KTI12,20201210,-
5741,5700163,GL50803_0017483,GL50803_0017483,GL50803_17483,-,4,-,Chaperone protein DnaJ subfamily B,protein-coding,-,-,-,Chaperone protein DnaJ subfamily B,20201210,-
5741,5700164,GL50803_003546,GL50803_003546,GL50803_3546,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700165,GL50803_003549,GL50803_003549,GL50803_3549,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700166,GL50803_0017484,GL50803_0017484,GL50803_17484,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700167,GL50803_0094662,GL50803_0094662,GL50803_94662,-,4,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5700169,GL50803_0094658,GL50803_0094658,GL50803_94658,-,4,-,NPL4-like protein,protein-coding,-,-,-,NPL4-like protein,20201210,-
5741,5700172,GL50803_003007,GL50803_003007,GL50803_3007,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700173,GL50803_0013220,GL50803_0013220,GL50803_13220,-,4,-,ATP-dependent RNA helicase,protein-coding,-,-,-,ATP-dependent RNA helicase,20201210,-
5741,5700174,GL50803_0094654,GL50803_0094654,GL50803_94654,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700175,GL50803_0094653,GL50803_0094653,GL50803_94653,-,4,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20201210,-
5741,5700177,GL50803_0013455,GL50803_0013455,GL50803_13455,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700179,GL50803_0013452,GL50803_0013452,GL50803_13452,-,4,-,Regulator of nonsense transcripts 1-like protein,protein-coding,-,-,-,Regulator of nonsense transcripts 1-like protein,20201210,-
5741,5700180,GL50803_0017492,GL50803_0017492,GL50803_17492,-,4,-,MYND finger domain-containing protein,protein-coding,-,-,-,MYND finger domain-containing protein,20201210,-
5741,5700181,GL50803_00103454,GL50803_00103454,GL50803_103454,-,4,-,High cysteine membrane protein Group 1,protein-coding,-,-,-,High cysteine membrane protein Group 1,20201210,-
5741,5700182,GL50803_0015564,GL50803_0015564,GL50803_15564,-,4,-,Cathepsin B,protein-coding,-,-,-,Cathepsin B,20210424,-
5741,5700185,GL50803_0029744,GL50803_0029744,GL50803_29744,-,4,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5700186,GL50803_0012055,GL50803_0012055,GL50803_12055,-,4,-,Elongation factor 2,protein-coding,-,-,-,Elongation factor 2,20201210,-
5741,5700188,GL50803_0012057,GL50803_0012057,GL50803_12057,-,4,-,Spc97/Spc98 family protein,protein-coding,-,-,-,Spc97/Spc98 family protein,20201210,-
5741,5700189,GL50803_0012059,GL50803_0012059,GL50803_12059,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700190,GL50803_0015566,GL50803_0015566,GL50803_15566,-,4,-,Peter pan protein,protein-coding,-,-,-,Peter pan protein,20201210,-
5741,5700192,GL50803_0012062,GL50803_0012062,GL50803_12062,-,4,-,Proteasome activator pa28 beta subunit,protein-coding,-,-,-,Proteasome activator pa28 beta subunit,20210424,-
5741,5700194,GL50803_0012063,GL50803_0012063,GL50803_12063,-,4,-,High cysteine protein,protein-coding,-,-,-,High cysteine protein,20201210,-
5741,5700196,GL50803_0015567,GL50803_0015567,GL50803_15567,-,4,-,Rab2a,protein-coding,-,-,-,Rab2a,20201210,-
5741,5700199,GL50803_0017495,GL50803_0017495,GL50803_17495,-,4,-,putative RAD50 DNA repair protein,protein-coding,-,-,-,putative RAD50 DNA repair protein,20201210,-
5741,5700200,GL50803_0012071,GL50803_0012071,GL50803_12071,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700201,GL50803_0015569,GL50803_0015569,GL50803_15569,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700202,GL50803_00114392,GL50803_00114392,GL50803_114392,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700203,GL50803_0012081,GL50803_0012081,GL50803_12081,-,4,-,O-linked GlcNAc transferase,protein-coding,-,-,-,O-linked GlcNAc transferase,20201210,-
5741,5700204,GL50803_0012082,GL50803_0012082,GL50803_12082,-,4,-,putative Biotin-protein ligase (birA),protein-coding,-,-,-,putative Biotin-protein ligase (birA),20201210,-
5741,5700205,GL50803_0017497,GL50803_0017497,GL50803_17497,-,4,-,Superfamily II DNA and RNA helicase,protein-coding,-,-,-,Superfamily II DNA and RNA helicase,20210424,-
5741,5700206,GL50803_0015573,GL50803_0015573,GL50803_15573,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700208,GL50803_0012089,GL50803_0012089,GL50803_12089,-,4,-,"Kinase, PEK",protein-coding,-,-,-,"Kinase, PEK",20201210,-
5741,5700209,GL50803_0015574,GL50803_0015574,GL50803_15574,-,4,-,Alanyl dipeptidyl peptidase,protein-coding,-,-,-,Alanyl dipeptidyl peptidase,20210424,-
5741,5700210,GL50803_0012091,GL50803_0012091,GL50803_12091,-,4,-,Macrophage migration inhibitory factor,protein-coding,-,-,-,Macrophage migration inhibitory factor,20201210,-
5741,5700212,GL50803_0021971,GL50803_0021971,GL50803_21971,-,4,-,Tetratricopeptide repeat-containing protein,protein-coding,-,-,-,Tetratricopeptide repeat-containing protein,20201210,-
5741,5700213,GL50803_0012093,GL50803_0012093,GL50803_12093,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700214,GL50803_0012094,GL50803_0012094,GL50803_12094,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700216,GL50803_0012095,GL50803_0012095,GL50803_12095,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700217,GL50803_0015576,GL50803_0015576,GL50803_15576,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5700218,GL50803_0017498,GL50803_0017498,GL50803_17498,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700219,GL50803_0017499,GL50803_0017499,GL50803_17499,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700220,GL50803_0012102,GL50803_0012102,GL50803_12102,-,4,-,Elongation factor 1-gamma,protein-coding,-,-,-,Elongation factor 1-gamma,20201210,-
5741,5700222,GL50803_0012105,GL50803_0012105,GL50803_12105,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700223,GL50803_0012108,GL50803_0012108,GL50803_12108,-,4,-,Threonine dehydratase,protein-coding,-,-,-,Threonine dehydratase,20201210,-
5741,5700225,GL50803_0012109,GL50803_0012109,GL50803_12109,-,4,-,Lysophosphatidylcholine acyltransferase/Lyso-PAF acetyltransferase,protein-coding,-,-,-,Lysophosphatidylcholine acyltransferase/Lyso-PAF acetyltransferase,20201210,-
5741,5700226,GL50803_0097072,GL50803_0097072,GL50803_97072,-,4,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5700227,GL50803_008468,GL50803_008468,GL50803_8468,-,4,-,Short chain dehydrogenase,protein-coding,-,-,-,Short chain dehydrogenase,20201210,-
5741,5700228,GL50803_00101138,GL50803_00101138,GL50803_101138,-,4,-,Dynein heavy chain,protein-coding,-,-,-,Dynein heavy chain,20201210,-
5741,5700229,GL50803_008471,GL50803_008471,GL50803_8471,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700230,GL50803_0016830,GL50803_0016830,GL50803_16830,-,4,-,putative Spindle pole protein,protein-coding,-,-,-,putative Spindle pole protein,20201210,-
5741,5700231,GL50803_009788,GL50803_009788,GL50803_9788,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700234,GL50803_0015046,GL50803_0015046,GL50803_15046,-,4,-,Ribosomal protein L26,protein-coding,-,-,-,Ribosomal protein L26,20201210,-
5741,5700236,GL50803_0015045,GL50803_0015045,GL50803_15045,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700237,GL50803_009782,GL50803_009782,GL50803_9782,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700240,GL50803_009780,GL50803_009780,GL50803_9780,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700241,GL50803_009779,GL50803_009779,GL50803_9779,-,4,-,Uridine phosphorylase 1,protein-coding,-,-,-,Uridine phosphorylase 1,20201210,-
5741,5700242,GL50803_009778,GL50803_009778,GL50803_9778,-,4,-,Tem-1-like protein,protein-coding,-,-,-,Tem-1-like protein,20201210,-
5741,5700244,GL50803_0016829,GL50803_0016829,GL50803_16829,-,4,-,Serine/threonine-protein phosphatase 2B regulatory subunit,protein-coding,-,-,-,Serine/threonine-protein phosphatase 2B regulatory subunit,20201210,-
5741,5700246,GL50803_0015042,GL50803_0015042,GL50803_15042,-,4,-,Cleavage stimulation factor 50K chain,protein-coding,-,-,-,Cleavage stimulation factor 50K chain,20201210,-
5741,5700248,GL50803_0015041,GL50803_0015041,GL50803_15041,-,4,-,"Hypothetical protein, enzyme with a TIM-barrel fold",protein-coding,-,-,-,"Hypothetical protein, enzyme with a TIM-barrel fold",20201210,-
5741,5700249,GL50803_0015039,GL50803_0015039,GL50803_15039,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700251,GL50803_0016827,GL50803_0016827,GL50803_16827,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700253,GL50803_00t0026,GL50803_00t0026,GL50803_t0026,-,4,-,tRNA,tRNA,-,-,-,-,20201210,-
5741,5700255,GL50803_0016826,GL50803_0016826,GL50803_16826,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700257,GL50803_0016824,GL50803_0016824,GL50803_16824,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700260,GL50803_0015035,GL50803_0015035,GL50803_15035,-,4,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20210424,-
5741,5700261,GL50803_0016823,GL50803_0016823,GL50803_16823,-,4,-,Non ATPase subunit MPR1 of 26S proteasome,protein-coding,-,-,-,Non ATPase subunit MPR1 of 26S proteasome,20210424,-
5741,5700263,GL50803_0015034,GL50803_0015034,GL50803_15034,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700266,GL50803_0050143,GL50803_0050143,GL50803_40592,-,4,-,VSP AS8,protein-coding,-,-,-,VSP AS8,20210424,-
5741,5700268,GL50803_0050142,GL50803_0050142,GL50803_41349,-,4,-,pVSP,pseudo,-,-,-,-,20201210,-
5741,5700269,GL50803_00115337,GL50803_00115337,GL50803_115337,-,4,-,Ubiquitin-like protein,protein-coding,-,-,-,Ubiquitin-like protein,20201210,-
5741,5700270,GL50803_00136021,GL50803_00136021,GL50803_136021,-,5,-,Beta-tubulin 2,protein-coding,-,-,-,Beta-tubulin 2,20201210,-
5741,5700271,GL50803_0040496,GL50803_0040496,GL50803_40496,-,5,-,IAD-4 Dynein heavy chain,protein-coding,-,-,-,IAD-4 Dynein heavy chain,20201210,-
5741,5700272,GL50803_0014098,GL50803_0014098,GL50803_14098,-,5,-,ATP-dependent RNA helicase,protein-coding,-,-,-,ATP-dependent RNA helicase,20210424,-
5741,5700274,GL50803_0016283,GL50803_0016283,GL50803_16283,-,5,-,Amino acid transporter family,protein-coding,-,-,-,Amino acid transporter family,20201210,-
5741,5700276,GL50803_0014100,GL50803_0014100,GL50803_14100,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5700277,GL50803_006048,GL50803_006048,GL50803_6048,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700278,GL50803_0014101,GL50803_0014101,GL50803_14101,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5700279,GL50803_0095003,GL50803_0095003,GL50803_95003,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700280,GL50803_004016,GL50803_004016,GL50803_4016,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700282,GL50803_004018,GL50803_004018,GL50803_4018,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700283,GL50803_00137684,GL50803_00137684,GL50803_137684,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5700284,GL50803_0016766,GL50803_0016766,GL50803_16766,-,5,-,Lysyl-tRNA synthetase,protein-coding,-,-,-,Lysyl-tRNA synthetase,20201210,-
5741,5700288,GL50803_00101291,GL50803_00101291,GL50803_101291,-,5,-,Beta-tubulin 1,protein-coding,-,-,-,Beta-tubulin 1,20201210,-
5741,5700290,GL50803_0016768,GL50803_0016768,GL50803_16768,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700291,GL50803_0095233,GL50803_0095233,GL50803_95233,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700292,GL50803_0015832,GL50803_0015832,GL50803_15832,-,5,-,Aminoacyl-histidine dipeptidase,protein-coding,-,-,-,Aminoacyl-histidine dipeptidase,20210424,-
5741,5700293,GL50803_0095023,GL50803_0095023,GL50803_95023,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700294,GL50803_0016343,GL50803_0016343,GL50803_16343,-,5,-,Median body protein,protein-coding,-,-,-,Median body protein,20201210,-
5741,5700295,GL50803_0016342,GL50803_0016342,GL50803_16342,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700296,GL50803_007562,GL50803_007562,GL50803_7562,-,5,-,ADP-ribosylation factor,protein-coding,-,-,-,ADP-ribosylation factor,20201210,-
5741,5700297,GL50803_007559,GL50803_007559,GL50803_7559,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700298,GL50803_0014481,GL50803_0014481,GL50803_14481,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700301,GL50803_006211,GL50803_006211,GL50803_6211,-,5,-,U3 small nucleolar RNA-associated SSU processome protein 25,protein-coding,-,-,-,U3 small nucleolar RNA-associated SSU processome protein 25,20201210,-
5741,5700302,GL50803_006212,GL50803_006212,GL50803_6212,-,5,-,RNA recognition motif-containing protein,protein-coding,-,-,-,RNA recognition motif-containing protein,20201210,-
5741,5700303,GL50803_0016765,GL50803_0016765,GL50803_16765,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700304,GL50803_0016279,GL50803_0016279,GL50803_16279,-,5,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5700305,GL50803_00101278,GL50803_00101278,GL50803_101278,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700306,GL50803_0025816,GL50803_0025816,GL50803_25816,-,5,-,High cysteine membrane protein Group 1,protein-coding,-,-,-,High cysteine membrane protein Group 1,20201210,-
5741,5700308,GL50803_0013075,GL50803_0013075,GL50803_13075,-,5,-,putative replication factor-a protein,protein-coding,-,-,-,putative replication factor-a protein,20201210,-
5741,5700309,GL50803_002616,GL50803_002616,GL50803_2616,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700311,GL50803_00136020,GL50803_00136020,GL50803_136020,-,5,-,Beta-tubulin 3,protein-coding,-,-,-,Beta-tubulin 3,20201210,-
5741,5700313,GL50803_00137672,GL50803_00137672,GL50803_137672,-,5,-,High cysteine membrane protein VSP-like,protein-coding,-,-,-,High cysteine membrane protein VSP-like,20201210,-
5741,5700314,GL50803_007556,GL50803_007556,GL50803_7556,-,5,-,Acid phosphatase,protein-coding,-,-,-,Acid phosphatase,20201210,-
5741,5700315,GL50803_0014480,GL50803_0014480,GL50803_14480,-,5,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5700316,GL50803_007552,GL50803_007552,GL50803_7552,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700317,GL50803_00115159,GL50803_00115159,GL50803_115159,-,5,-,Phospholipase B,protein-coding,-,-,-,Phospholipase B,20201210,-
5741,5700318,GL50803_00137685,GL50803_00137685,GL50803_137685,-,5,-,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase,protein-coding,-,-,-,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase,20201210,-
5741,5700319,GL50803_0014478,GL50803_0014478,GL50803_14478,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700320,GL50803_00115158,GL50803_00115158,GL50803_115158,-,5,-,High cysteine membrane protein,protein-coding,-,-,-,High cysteine membrane protein,20210424,-
5741,5700322,GL50803_00137617,GL50803_00137617,GL50803_137617,-,5,-,VSP,protein-coding,-,-,-,VSP,20201210,-
5741,5700323,GL50803_00101948,GL50803_00101948,GL50803_101948,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700324,GL50803_0016317,GL50803_0016317,GL50803_16317,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700326,GL50803_0027652,GL50803_0027652,GL50803_27652,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700327,GL50803_0016318,GL50803_0016318,GL50803_16318,-,5,-,High cysteine membrane protein Group 1,protein-coding,-,-,-,High cysteine membrane protein Group 1,20201210,-
5741,5700331,GL50803_009184,GL50803_009184,GL50803_9184,-,5,-,Transducin,protein-coding,-,-,-,Transducin,20201210,-
5741,5700332,GL50803_009183,GL50803_009183,GL50803_9183,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700335,GL50803_009180,GL50803_009180,GL50803_9180,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700336,GL50803_00101955,GL50803_00101955,GL50803_101955,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700337,GL50803_009174,GL50803_009174,GL50803_9174,-,5,-,Microsomal signal peptidase 18 kDa subunit,protein-coding,-,-,-,Microsomal signal peptidase 18 kDa subunit,20201210,-
5741,5700341,GL50803_009173,GL50803_009173,GL50803_9173,-,5,-,WD40 repeat protein,protein-coding,-,-,-,WD40 repeat protein,20201210,-
5741,5700343,GL50803_0016307,GL50803_0016307,GL50803_16307,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700344,GL50803_0086683,GL50803_0086683,GL50803_86683,-,5,-,26S protease regulatory subunit 7,protein-coding,-,-,-,26S protease regulatory subunit 7,20201210,-
5741,5700346,GL50803_0086681,GL50803_0086681,GL50803_86681,-,5,-,Glutamate-tRNA synthetase,protein-coding,-,-,-,Glutamate-tRNA synthetase,20201210,-
5741,5700347,GL50803_0086680,GL50803_0086680,GL50803_86680,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700349,GL50803_0086676,GL50803_0086676,GL50803_86676,-,5,-,Delta giardin,protein-coding,-,-,-,Delta giardin,20210417,-
5741,5700350,GL50803_0015906,GL50803_0015906,GL50803_15906,-,5,-,Tubulin specific chaperone D,protein-coding,-,-,-,Tubulin specific chaperone D,20201210,-
5741,5700351,GL50803_004447,GL50803_004447,GL50803_4447,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5700361,GL50803_004430,GL50803_004430,GL50803_4430,-,5,-,"Zinc finger, C3HC4 type (RING finger) domain-containing protein",protein-coding,-,-,-,"Zinc finger, C3HC4 type (RING finger) domain-containing protein",20201210,-
5741,5700362,GL50803_0013627,GL50803_0013627,GL50803_13627,-,5,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
