#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4781,36395056,PHALS_00001,PHALS_00001,-,-,Unknown,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",protein-coding,-,-,-,"Component of synaptic membrane glycine-, glutamate-and thienylcyclohexylpiperidine-binding glycoprotein (43kDa)",20201008,-
4781,36403907,PHALS_08852,PHALS_08852,-,-,Unknown,-,FOG: RCC1 domain,protein-coding,-,-,-,FOG: RCC1 domain,20201008,-
4781,36403908,PHALS_08853,PHALS_08853,-,-,Unknown,-,wee protein kinase,protein-coding,-,-,-,wee protein kinase,20201008,-
4781,36403909,PHALS_08854,PHALS_08854,-,-,Unknown,-,Predicted RNA-binding protein,protein-coding,-,-,-,Predicted RNA-binding protein,20201008,-
4781,36403910,PHALS_08855,PHALS_08855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36403911,PHALS_08856,PHALS_08856,-,-,Unknown,-,dna-directed rna polymerase iii subunit rpc2,protein-coding,-,-,-,dna-directed rna polymerase iii subunit rpc2,20201008,-
4781,36403912,PHALS_08857,PHALS_08857,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403913,PHALS_08858,PHALS_08858,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403914,PHALS_08859,PHALS_08859,-,-,Unknown,-,homeobox and zinc-finger domain-containing protein,protein-coding,-,-,-,homeobox and zinc-finger domain-containing protein,20201008,-
4781,36403915,PHALS_08860,PHALS_08860,-,-,Unknown,-,-dihydroxy-2-butanone-4-phosphate synthase,protein-coding,-,-,-,-dihydroxy-2-butanone-4-phosphate synthase,20201008,-
4781,36403916,PHALS_08861,PHALS_08861,-,-,Unknown,-,protein disulfide-isomerase domain,protein-coding,-,-,-,protein disulfide-isomerase domain,20201008,-
4781,36403917,PHALS_08862,PHALS_08862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403918,PHALS_08863,PHALS_08863,-,-,Unknown,-,Leucine-rich repeat protein,protein-coding,-,-,-,Leucine-rich repeat protein,20201008,-
4781,36403919,PHALS_08864,PHALS_08864,-,-,Unknown,-,Leucine-rich repeat protein,protein-coding,-,-,-,Leucine-rich repeat protein,20201008,-
4781,36403920,PHALS_08865,PHALS_08865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403921,PHALS_08866,PHALS_08866,-,-,Unknown,-,lysine-trna ligase,protein-coding,-,-,-,lysine-trna ligase,20201008,-
4781,36403922,PHALS_08867,PHALS_08867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403923,PHALS_08868,PHALS_08868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403924,PHALS_08869,PHALS_08869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403925,PHALS_08870,PHALS_08870,-,-,Unknown,-,mitochondrial thiamine pyrophosphate carrier-like,protein-coding,-,-,-,mitochondrial thiamine pyrophosphate carrier-like,20201008,-
4781,36403926,PHALS_08871,PHALS_08871,-,-,Unknown,-,Predicted coiled-coil protein,protein-coding,-,-,-,Predicted coiled-coil protein,20201008,-
4781,36403927,PHALS_08872,PHALS_08872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403928,PHALS_08873,PHALS_08873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403929,PHALS_08874,PHALS_08874,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403930,PHALS_08875,PHALS_08875,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403931,PHALS_08876,PHALS_08876,-,-,Unknown,-,GRIP,protein-coding,-,-,-,GRIP,20201008,-
4781,36403932,PHALS_08877,PHALS_08877,-,-,Unknown,-,atorc6 orc6,protein-coding,-,-,-,atorc6 orc6,20201008,-
4781,36403933,PHALS_08878,PHALS_08878,-,-,Unknown,-,dna-directed rna polymerase iii subunit rpc5-like protein,protein-coding,-,-,-,dna-directed rna polymerase iii subunit rpc5-like protein,20201008,-
4781,36403934,PHALS_08879,PHALS_08879,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403935,PHALS_08880,PHALS_08880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403936,PHALS_08881,PHALS_08881,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403937,PHALS_08882,PHALS_08882,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403938,PHALS_08883,PHALS_08883,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403939,PHALS_08884,PHALS_08884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403940,PHALS_08885,PHALS_08885,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403941,PHALS_08886,PHALS_08886,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403942,PHALS_08887,PHALS_08887,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403943,PHALS_08888,PHALS_08888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403944,PHALS_08889,PHALS_08889,-,-,Unknown,-,diacylglycerol o,protein-coding,-,-,-,diacylglycerol o,20201008,-
4781,36403945,PHALS_08890,PHALS_08890,-,-,Unknown,-,pas pac sensor hybrid histidine kinase,protein-coding,-,-,-,pas pac sensor hybrid histidine kinase,20201008,-
4781,36403946,PHALS_08891,PHALS_08891,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403947,PHALS_08892,PHALS_08892,-,-,Unknown,-,UNCHARACTERIZED,protein-coding,-,-,-,UNCHARACTERIZED,20201008,-
4781,36403948,PHALS_08893,PHALS_08893,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403949,PHALS_08894,PHALS_08894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403950,PHALS_08895,PHALS_08895,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403951,PHALS_08896,PHALS_08896,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403952,PHALS_08897,PHALS_08897,-,-,Unknown,-,hypothetical protein L915_12768,protein-coding,-,-,-,hypothetical protein L915_12768,20201008,-
4781,36403953,PHALS_08898,PHALS_08898,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403954,PHALS_08899,PHALS_08899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201008,-
4781,36403955,PHALS_08900,PHALS_08900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403956,PHALS_08901,PHALS_08901,-,-,Unknown,-,l-asparaginase i,protein-coding,-,-,-,l-asparaginase i,20201008,-
4781,36403957,PHALS_08902,PHALS_08902,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403958,PHALS_08903,PHALS_08903,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403959,PHALS_08904,PHALS_08904,-,-,Unknown,-,START-like domain,protein-coding,-,-,-,START-like domain,20201008,-
4781,36403960,PHALS_08905,PHALS_08905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403961,PHALS_08906,PHALS_08906,-,-,Unknown,-,START-like domain,protein-coding,-,-,-,START-like domain,20201008,-
4781,36403962,PHALS_08907,PHALS_08907,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403963,PHALS_08908,PHALS_08908,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403964,PHALS_08909,PHALS_08909,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403965,PHALS_08910,PHALS_08910,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403966,PHALS_08911,PHALS_08911,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403967,PHALS_08912,PHALS_08912,-,-,Unknown,-,pre-mrna-splicing factor,protein-coding,-,-,-,pre-mrna-splicing factor,20201008,-
4781,36403968,PHALS_08913,PHALS_08913,-,-,Unknown,-,cleavage and polyadenylation specificity factor cpsf30-like,protein-coding,-,-,-,cleavage and polyadenylation specificity factor cpsf30-like,20201008,-
4781,36403969,PHALS_08914,PHALS_08914,-,-,Unknown,-,translation initiation factor eif-2b beta subunit,protein-coding,-,-,-,translation initiation factor eif-2b beta subunit,20201008,-
4781,36403970,PHALS_08915,PHALS_08915,-,-,Unknown,-,Nuclear control of ATP synthase 2,protein-coding,-,-,-,Nuclear control of ATP synthase 2,20201008,-
4781,36403971,PHALS_08916,PHALS_08916,-,-,Unknown,-,Kinesin-like protein,protein-coding,-,-,-,Kinesin-like protein,20201008,-
4781,36403972,PHALS_08917,PHALS_08917,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403973,PHALS_08918,PHALS_08918,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403974,PHALS_08919,PHALS_08919,-,-,Unknown,-,polx_tobac ame: full=retrovirus-related pol polyprotein from transposon tnt 1-94 includes: ame: full=protease includes: ame: full=reverse transcriptase includes: ame: full=endonuclease,protein-coding,-,-,-,polx_tobac ame: full=retrovirus-related pol polyprotein from transposon tnt 1-94 includes: ame: full=protease includes: ame: full=reverse transcriptase includes: ame: full=endonuclease,20201008,-
4781,36403975,PHALS_08920,PHALS_08920,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403976,PHALS_08921,PHALS_08921,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403977,PHALS_08922,PHALS_08922,-,-,Unknown,-,reverse transcriptase,protein-coding,-,-,-,reverse transcriptase,20201008,-
4781,36403978,PHALS_08923,PHALS_08923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403979,PHALS_08924,PHALS_08924,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403980,PHALS_08925,PHALS_08925,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403981,PHALS_08926,PHALS_08926,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403982,PHALS_08927,PHALS_08927,-,-,Unknown,-,hypothetical protein PHYSODRAFT_362036,protein-coding,-,-,-,hypothetical protein PHYSODRAFT_362036,20201008,-
4781,36403983,PHALS_08928,PHALS_08928,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403984,PHALS_08929,PHALS_08929,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403985,PHALS_08930,PHALS_08930,-,-,Unknown,-,ars-binding protein,protein-coding,-,-,-,ars-binding protein,20201008,-
4781,36403986,PHALS_08931,PHALS_08931,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403987,PHALS_08932,PHALS_08932,-,-,Unknown,-,atp-binding cassette superfamily,protein-coding,-,-,-,atp-binding cassette superfamily,20201008,-
4781,36403988,PHALS_08933,PHALS_08933,-,-,Unknown,-,Stress up-regulated Nod 19,protein-coding,-,-,-,Stress up-regulated Nod 19,20201008,-
4781,36403989,PHALS_08934,PHALS_08934,-,-,Unknown,-,rna recognition motif-containing family protein,protein-coding,-,-,-,rna recognition motif-containing family protein,20201008,-
4781,36403990,PHALS_08935,PHALS_08935,-,-,Unknown,-,protein dek,protein-coding,-,-,-,protein dek,20201008,-
4781,36403991,PHALS_08936,PHALS_08936,-,-,Unknown,-,ankyrin-like protein,protein-coding,-,-,-,ankyrin-like protein,20201008,-
4781,36403992,PHALS_08937,PHALS_08937,-,-,Unknown,-,pyridoxal phosphate,protein-coding,-,-,-,pyridoxal phosphate,20201008,-
4781,36403993,PHALS_08938,PHALS_08938,-,-,Unknown,-,dolichyl-phosphate beta,protein-coding,-,-,-,dolichyl-phosphate beta,20201008,-
4781,36403994,PHALS_08939,PHALS_08939,-,-,Unknown,-,hypothetical protein L915_20228,protein-coding,-,-,-,hypothetical protein L915_20228,20201008,-
4781,36403995,PHALS_08940,PHALS_08940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403996,PHALS_08941,PHALS_08941,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403997,PHALS_08942,PHALS_08942,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36403998,PHALS_08943,PHALS_08943,-,-,Unknown,-,RxLR-like protein,protein-coding,-,-,-,RxLR-like protein,20201008,-
4781,36403999,PHALS_08944,PHALS_08944,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404000,PHALS_08945,PHALS_08945,-,-,Unknown,-,RxLR-like protein,protein-coding,-,-,-,RxLR-like protein,20201008,-
4781,36404001,PHALS_08946,PHALS_08946,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404002,PHALS_08947,PHALS_08947,-,-,Unknown,-,RxLR-like protein,protein-coding,-,-,-,RxLR-like protein,20201008,-
4781,36404003,PHALS_08948,PHALS_08948,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404004,PHALS_08949,PHALS_08949,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404005,PHALS_08950,PHALS_08950,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404006,PHALS_08951,PHALS_08951,-,-,Unknown,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,protein-coding,-,-,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,20201008,-
4781,36404007,PHALS_08952,PHALS_08952,-,-,Unknown,-,fumarylacetoacetase,protein-coding,-,-,-,fumarylacetoacetase,20201008,-
4781,36404008,PHALS_08953,PHALS_08953,-,-,Unknown,-,Fumarylacetoacetase,protein-coding,-,-,-,Fumarylacetoacetase,20201008,-
4781,36404009,PHALS_08954,PHALS_08954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404010,PHALS_08955,PHALS_08955,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404011,PHALS_08956,PHALS_08956,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404012,PHALS_08957,PHALS_08957,-,-,Unknown,-,dna repair protein swi snf-related matrix-associated actin-dependent regulator of,protein-coding,-,-,-,dna repair protein swi snf-related matrix-associated actin-dependent regulator of,20201008,-
4781,36404013,PHALS_08958,PHALS_08958,-,-,Unknown,-,cdk5 regulatory subunit-associated protein 1,protein-coding,-,-,-,cdk5 regulatory subunit-associated protein 1,20201008,-
4781,36404014,PHALS_08959,PHALS_08959,-,-,Unknown,-,prefoldin subunit 6,protein-coding,-,-,-,prefoldin subunit 6,20201008,-
4781,36404015,PHALS_08960,PHALS_08960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404016,PHALS_08961,PHALS_08961,-,-,Unknown,-,sugar transporter,protein-coding,-,-,-,sugar transporter,20201008,-
4781,36404017,PHALS_08962,PHALS_08962,-,-,Unknown,-,multicopper oxidase,protein-coding,-,-,-,multicopper oxidase,20201008,-
4781,36404018,PHALS_08963,PHALS_08963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404019,PHALS_08964,PHALS_08964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404020,PHALS_08965,PHALS_08965,-,-,Unknown,-,zinc-dependent alcohol dehydrogenase,protein-coding,-,-,-,zinc-dependent alcohol dehydrogenase,20201008,-
4781,36404021,PHALS_08966,PHALS_08966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404022,PHALS_08967,PHALS_08967,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404023,PHALS_08968,PHALS_08968,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404024,PHALS_08969,PHALS_08969,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404025,PHALS_08970,PHALS_08970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404026,PHALS_08971,PHALS_08971,-,-,Unknown,-,steroidogenic acute regulatory protein,protein-coding,-,-,-,steroidogenic acute regulatory protein,20201008,-
4781,36404027,PHALS_08972,PHALS_08972,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404028,PHALS_08973,PHALS_08973,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404029,PHALS_08974,PHALS_08974,-,-,Unknown,-,"hypothetical protein F443_04461, partial",protein-coding,-,-,-,"hypothetical protein F443_04461, partial",20201008,-
4781,36404030,PHALS_08975,PHALS_08975,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404031,PHALS_08976,PHALS_08976,-,-,Unknown,-,"chromodomain protein, putative",protein-coding,-,-,-,"chromodomain protein, putative",20201008,-
4781,36404032,PHALS_08977,PHALS_08977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404033,PHALS_08978,PHALS_08978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404034,PHALS_08979,PHALS_08979,-,-,Unknown,-,Phox homologous domain,protein-coding,-,-,-,Phox homologous domain,20201008,-
4781,36404035,PHALS_08980,PHALS_08980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404036,PHALS_08981,PHALS_08981,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404037,PHALS_08982,PHALS_08982,-,-,Unknown,-,protein phosphatase inhibitor ipp2,protein-coding,-,-,-,protein phosphatase inhibitor ipp2,20201008,-
4781,36404038,PHALS_08983,PHALS_08983,-,-,Unknown,-,Sperm-tail PG-rich repeat,protein-coding,-,-,-,Sperm-tail PG-rich repeat,20201008,-
4781,36404039,PHALS_08984,PHALS_08984,-,-,Unknown,-,Uncharacterized membrane protein,protein-coding,-,-,-,Uncharacterized membrane protein,20201008,-
4781,36404040,PHALS_08985,PHALS_08985,-,-,Unknown,-,WD40 repeat-containing protein,protein-coding,-,-,-,WD40 repeat-containing protein,20201008,-
4781,36404041,PHALS_08986,PHALS_08986,-,-,Unknown,-,cGMP-dependent protein kinase,protein-coding,-,-,-,cGMP-dependent protein kinase,20201008,-
4781,36404042,PHALS_08987,PHALS_08987,-,-,Unknown,-,propionyl-carboxylase alpha mitochondrial,protein-coding,-,-,-,propionyl-carboxylase alpha mitochondrial,20201008,-
4781,36404043,PHALS_08988,PHALS_08988,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201008,-
4781,36404044,PHALS_08989,PHALS_08989,-,-,Unknown,-,Predicted Yippee-type zinc-binding protein,protein-coding,-,-,-,Predicted Yippee-type zinc-binding protein,20201008,-
4781,36404045,PHALS_08990,PHALS_08990,-,-,Unknown,-,small nuclear ribonucleoprotein family protein,protein-coding,-,-,-,small nuclear ribonucleoprotein family protein,20201008,-
