#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
29519,3293299,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Borrelia garinii; Borrelia genomic group 20047.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210405,-
29519,64198866,DB281_RS03655,DB281_RS03655,DB281_03655,-,-,-,threonine--tRNA ligase,protein-coding,-,-,-,threonine--tRNA ligase,20210423,-
29519,64198867,pgsA,DB281_RS03660,DB281_03660,-,-,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,20210423,-
29519,64198868,DB281_RS03665,DB281_RS03665,DB281_03665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198869,cyaB,DB281_RS03670,DB281_03670,-,-,-,class IV adenylate cyclase,protein-coding,-,-,-,class IV adenylate cyclase,20210423,-
29519,64198870,DB281_RS03675,DB281_RS03675,DB281_03675,-,-,-,TrkH family potassium uptake protein,protein-coding,-,-,-,TrkH family potassium uptake protein,20210423,-
29519,64198871,DB281_RS03680,DB281_RS03680,DB281_03680,-,-,-,TrkA family potassium uptake protein,protein-coding,-,-,-,TrkA family potassium uptake protein,20210423,-
29519,64198872,DB281_RS03685,DB281_RS03685,DB281_03685,-,-,-,MinD/ParA family protein,protein-coding,-,-,-,MinD/ParA family protein,20210423,-
29519,64198873,DB281_RS03690,DB281_RS03690,DB281_03690,-,-,-,ATP-dependent 6-phosphofructokinase,protein-coding,-,-,-,ATP-dependent 6-phosphofructokinase,20210423,-
29519,64198874,DB281_RS03695,DB281_RS03695,DB281_03695,-,-,-,CoA-disulfide reductase,protein-coding,-,-,-,CoA-disulfide reductase,20210423,-
29519,64198875,DB281_RS03700,DB281_RS03700,DB281_03700,-,-,-,L-cystine transporter,protein-coding,-,-,-,L-cystine transporter,20210423,-
29519,64198876,DB281_RS03705,DB281_RS03705,DB281_03705,-,-,-,glucose-6-phosphate isomerase,protein-coding,-,-,-,glucose-6-phosphate isomerase,20210423,-
29519,64198877,DB281_RS03710,DB281_RS03710,DB281_03710,-,-,-,ParB N-terminal domain-containing protein,protein-coding,-,-,-,ParB N-terminal domain-containing protein,20210423,-
29519,64198878,DB281_RS03715,DB281_RS03715,DB281_03715,-,-,-,penicillin-binding protein 1A,protein-coding,-,-,-,penicillin-binding protein 1A,20210423,-
29519,64198879,DB281_RS03720,DB281_RS03720,DB281_03720,-,-,-,PilZ domain-containing protein,protein-coding,-,-,-,PilZ domain-containing protein,20210422,-
29519,64198880,DB281_RS03725,DB281_RS03725,DB281_03725,-,-,-,threonylcarbamoyl-AMP synthase,protein-coding,-,-,-,threonylcarbamoyl-AMP synthase,20210423,-
29519,64198881,DB281_RS03730,DB281_RS03730,DB281_03730,-,-,-,septal ring lytic transglycosylase RlpA family protein,protein-coding,-,-,-,septal ring lytic transglycosylase RlpA family protein,20210423,-
29519,64198882,DB281_RS03735,DB281_RS03735,DB281_03735,-,-,-,tRNA-dihydrouridine synthase,protein-coding,-,-,-,tRNA-dihydrouridine synthase,20210423,-
29519,64198883,valS,DB281_RS03740,DB281_03740,-,-,-,valine--tRNA ligase,protein-coding,-,-,-,valine--tRNA ligase,20210423,-
29519,64198884,DB281_RS03745,DB281_RS03745,DB281_03745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198885,mnmD,DB281_RS03750,DB281_03750,-,-,-,tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD,protein-coding,-,-,-,tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD,20210423,-
29519,64198886,groES,DB281_RS03755,DB281_03755,-,-,-,co-chaperone GroES,protein-coding,-,-,-,co-chaperone GroES,20210423,-
29519,64198887,DB281_RS03760,DB281_RS03760,DB281_03760,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210423,-
29519,64198888,DB281_RS03765,DB281_RS03765,DB281_03765,-,-,-,PQQ-like beta-propeller repeat protein,protein-coding,-,-,-,PQQ-like beta-propeller repeat protein,20210423,-
29519,64198889,DB281_RS03770,DB281_RS03770,DB281_03770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198890,DB281_RS03775,DB281_RS03775,DB281_03775,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198891,DB281_RS03780,DB281_RS03780,DB281_03780,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198892,DB281_RS03785,DB281_RS03785,DB281_03785,-,-,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20210423,-
29519,64198893,DB281_RS03790,DB281_RS03790,DB281_03790,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20210423,-
29519,64198894,DB281_RS03795,DB281_RS03795,DB281_03795,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210423,-
29519,64198895,DB281_RS03800,DB281_RS03800,DB281_03800,-,-,-,septum formation initiator family protein,protein-coding,-,-,-,septum formation initiator family protein,20210423,-
29519,64198896,DB281_RS03805,DB281_RS03805,DB281_03805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198897,DB281_RS03810,DB281_RS03810,DB281_03810,-,-,-,DUF4340 domain-containing protein,protein-coding,-,-,-,DUF4340 domain-containing protein,20210423,-
29519,64198898,DB281_RS03815,DB281_RS03815,DB281_03815,-,-,-,Gldg family protein,protein-coding,-,-,-,Gldg family protein,20210423,-
29519,64198899,DB281_RS03820,DB281_RS03820,DB281_03820,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20210423,-
29519,64198900,DB281_RS03825,DB281_RS03825,DB281_03825,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210423,-
29519,64198901,DB281_RS03830,DB281_RS03830,DB281_03830,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20210423,-
29519,64198902,DB281_RS03835,DB281_RS03835,DB281_03835,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20210423,-
29519,64198903,DB281_RS03840,DB281_RS03840,DB281_03840,-,-,-,ATP-dependent Clp protease proteolytic subunit,protein-coding,-,-,-,ATP-dependent Clp protease proteolytic subunit,20210423,-
29519,64198904,DB281_RS03845,DB281_RS03845,DB281_03845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198905,DB281_RS03850,DB281_RS03850,DB281_03850,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198906,DB281_RS03855,DB281_RS03855,DB281_03855,-,-,-,DUF368 domain-containing protein,protein-coding,-,-,-,DUF368 domain-containing protein,20210423,-
29519,64198907,DB281_RS03860,DB281_RS03860,DB281_03860,-,-,-,nucleoside triphosphate pyrophosphohydrolase family protein,protein-coding,-,-,-,nucleoside triphosphate pyrophosphohydrolase family protein,20210423,-
29519,64198908,DB281_RS03865,DB281_RS03865,DB281_03865,-,-,-,M23 family metallopeptidase,protein-coding,-,-,-,M23 family metallopeptidase,20210423,-
29519,64198909,DB281_RS03870,DB281_RS03870,DB281_03870,-,-,-,sigma-54-dependent Fis family transcriptional regulator,protein-coding,-,-,-,sigma-54-dependent Fis family transcriptional regulator,20210423,-
29519,64198910,DB281_RS03875,DB281_RS03875,DB281_03875,-,-,-,GHKL domain-containing protein,protein-coding,-,-,-,GHKL domain-containing protein,20210423,-
29519,64198911,DB281_RS03880,DB281_RS03880,DB281_03880,-,-,-,DNA polymerase III subunit gamma/tau,protein-coding,-,-,-,DNA polymerase III subunit gamma/tau,20210423,-
29519,64198912,DB281_RS03885,DB281_RS03885,DB281_03885,-,-,-,CvpA family protein,protein-coding,-,-,-,CvpA family protein,20210423,-
29519,64198913,murG,DB281_RS03890,DB281_03890,-,-,-,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,protein-coding,-,-,-,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,20210423,-
29519,64198914,DB281_RS03895,DB281_RS03895,DB281_03895,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,protein-coding,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,20210423,-
29519,64198915,tsaD,DB281_RS03900,DB281_03900,-,-,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,protein-coding,-,-,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,20210423,-
29519,64198916,DB281_RS03905,DB281_RS03905,DB281_03905,-,-,-,divergent polysaccharide deacetylase family protein,protein-coding,-,-,-,divergent polysaccharide deacetylase family protein,20210423,-
29519,64198917,rpoS,DB281_RS03910,DB281_03910,-,-,-,RNA polymerase sigma factor RpoS,protein-coding,-,-,-,RNA polymerase sigma factor RpoS,20210423,-
29519,64198918,DB281_RS03915,DB281_RS03915,DB281_03915,-,-,-,rod-binding protein,protein-coding,-,-,-,rod-binding protein,20210423,-
29519,64198919,DB281_RS03920,DB281_RS03920,DB281_03920,-,-,-,flagellar basal body P-ring protein FlgI,protein-coding,-,-,-,flagellar basal body P-ring protein FlgI,20210423,-
29519,64198920,DB281_RS03925,DB281_RS03925,DB281_03925,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198921,flgG,DB281_RS03930,DB281_03930,-,-,-,flagellar basal-body rod protein FlgG,protein-coding,-,-,-,flagellar basal-body rod protein FlgG,20210423,-
29519,64198922,DB281_RS03935,DB281_RS03935,DB281_03935,-,-,-,flagellar hook-basal body protein,protein-coding,-,-,-,flagellar hook-basal body protein,20210423,-
29519,64198923,DB281_RS03940,DB281_RS03940,DB281_03940,-,-,-,DUF2147 domain-containing protein,protein-coding,-,-,-,DUF2147 domain-containing protein,20210423,-
29519,64198924,DB281_RS03945,DB281_RS03945,DB281_03945,-,-,-,adenine phosphoribosyltransferase,protein-coding,-,-,-,adenine phosphoribosyltransferase,20210423,-
29519,64198925,rplU,DB281_RS03950,DB281_03950,-,-,-,50S ribosomal protein L21,protein-coding,-,-,-,50S ribosomal protein L21,20210423,-
29519,64198926,DB281_RS03955,DB281_RS03955,DB281_03955,-,-,-,ribosomal-processing cysteine protease Prp,protein-coding,-,-,-,ribosomal-processing cysteine protease Prp,20210423,-
29519,64198927,rpmA,DB281_RS03960,DB281_03960,-,-,-,50S ribosomal protein L27,protein-coding,-,-,-,50S ribosomal protein L27,20210423,-
29519,64198928,obgE,DB281_RS03965,DB281_03965,-,-,-,GTPase ObgE,protein-coding,-,-,-,GTPase ObgE,20210423,-
29519,64198929,nadD,DB281_RS03970,DB281_03970,-,-,-,nicotinate (nicotinamide) nucleotide adenylyltransferase,protein-coding,-,-,-,nicotinate (nicotinamide) nucleotide adenylyltransferase,20210423,-
29519,64198930,DB281_RS03975,DB281_RS03975,DB281_03975,-,-,-,LCP family protein,protein-coding,-,-,-,LCP family protein,20210423,-
29519,64198931,rsfS,DB281_RS03980,DB281_03980,-,-,-,ribosome silencing factor,protein-coding,-,-,-,ribosome silencing factor,20210423,-
29519,64198932,spoVG,DB281_RS03985,DB281_03985,-,-,-,DNA-binding protein SpoVG,protein-coding,-,-,-,DNA-binding protein SpoVG,20210423,-
29519,64198933,DB281_RS03990,DB281_RS03990,DB281_03990,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
29519,64198934,DB281_RS03995,DB281_RS03995,DB281_03995,-,-,-,50S ribosomal protein L25/general stress protein Ctc,protein-coding,-,-,-,50S ribosomal protein L25/general stress protein Ctc,20210423,-
29519,64198935,DB281_RS04000,DB281_RS04000,DB281_04000,-,-,-,aminoacyl-tRNA hydrolase,protein-coding,-,-,-,aminoacyl-tRNA hydrolase,20210423,-
29519,64198936,tilS,DB281_RS04005,DB281_04005,-,-,-,tRNA lysidine(34) synthetase TilS,protein-coding,-,-,-,tRNA lysidine(34) synthetase TilS,20210423,-
29519,64198937,ftsH,DB281_RS04010,DB281_04010,-,-,-,ATP-dependent zinc metalloprotease FtsH,protein-coding,-,-,-,ATP-dependent zinc metalloprotease FtsH,20210423,-
29519,64198938,DB281_RS04015,DB281_RS04015,DB281_04015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198939,DB281_RS04020,DB281_RS04020,DB281_04020,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20210423,-
29519,64198940,DB281_RS04025,DB281_RS04025,DB281_04025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198941,tmk,DB281_RS04030,DB281_04030,-,-,-,dTMP kinase,protein-coding,-,-,-,dTMP kinase,20210423,-
29519,64198942,DB281_RS04035,DB281_RS04035,DB281_04035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198943,bamA,DB281_RS04040,DB281_04040,-,-,-,outer membrane protein assembly factor BamA,protein-coding,-,-,-,outer membrane protein assembly factor BamA,20210423,-
29519,64198944,DB281_RS04045,DB281_RS04045,DB281_04045,-,-,-,OmpH family outer membrane protein,protein-coding,-,-,-,OmpH family outer membrane protein,20210423,-
29519,64198945,mutS,DB281_RS04050,DB281_04050,-,-,-,DNA mismatch repair protein MutS,protein-coding,-,-,-,DNA mismatch repair protein MutS,20210423,-
29519,64198946,DB281_RS04055,DB281_RS04055,DB281_04055,-,-,-,amidophosphoribosyltransferase,protein-coding,-,-,-,amidophosphoribosyltransferase,20210423,-
29519,64198947,rimP,DB281_RS04060,DB281_04060,-,-,-,ribosome maturation factor RimP,protein-coding,-,-,-,ribosome maturation factor RimP,20210423,-
29519,64198948,nusA,DB281_RS04065,DB281_04065,-,-,-,transcription termination/antitermination protein NusA,protein-coding,-,-,-,transcription termination/antitermination protein NusA,20210423,-
29519,64198949,infB,DB281_RS04070,DB281_04070,-,-,-,translation initiation factor IF-2,protein-coding,-,-,-,translation initiation factor IF-2,20210423,-
29519,64198950,rbfA,DB281_RS04075,DB281_04075,-,-,-,30S ribosome-binding factor RbfA,protein-coding,-,-,-,30S ribosome-binding factor RbfA,20210423,-
29519,64198951,truB,DB281_RS04080,DB281_04080,-,-,-,tRNA pseudouridine(55) synthase TruB,protein-coding,-,-,-,tRNA pseudouridine(55) synthase TruB,20210423,-
29519,64198952,rpsO,DB281_RS04085,DB281_04085,-,-,-,30S ribosomal protein S15,protein-coding,-,-,-,30S ribosomal protein S15,20210423,-
29519,64198953,pnp,DB281_RS04090,DB281_04090,-,-,-,polyribonucleotide nucleotidyltransferase,protein-coding,-,-,-,polyribonucleotide nucleotidyltransferase,20210423,-
29519,64198954,DB281_RS04095,DB281_RS04095,DB281_04095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198955,DB281_RS04100,DB281_RS04100,DB281_04100,-,-,-,YjgP/YjgQ family permease,protein-coding,-,-,-,YjgP/YjgQ family permease,20210423,-
29519,64198956,DB281_RS04105,DB281_RS04105,DB281_04105,-,-,-,YjgP/YjgQ family permease,protein-coding,-,-,-,YjgP/YjgQ family permease,20210423,-
29519,64198957,tgt,DB281_RS04110,DB281_04110,-,-,-,tRNA guanosine(34) transglycosylase Tgt,protein-coding,-,-,-,tRNA guanosine(34) transglycosylase Tgt,20210423,-
29519,64198958,murJ,DB281_RS04115,DB281_04115,-,-,-,murein biosynthesis integral membrane protein MurJ,protein-coding,-,-,-,murein biosynthesis integral membrane protein MurJ,20210423,-
29519,64198959,DB281_RS04120,DB281_RS04120,DB281_04120,-,-,-,HEAT repeat domain-containing protein,protein-coding,-,-,-,HEAT repeat domain-containing protein,20210423,-
29519,64198960,coaBC,DB281_RS04125,DB281_04125,-,-,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,protein-coding,-,-,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,20210423,-
29519,64198961,DB281_RS04130,DB281_RS04130,DB281_04130,-,-,-,DUF997 family protein,protein-coding,-,-,-,DUF997 family protein,20210423,-
29519,64198962,panF,DB281_RS04135,DB281_04135,-,-,-,sodium/pantothenate symporter,protein-coding,-,-,-,sodium/pantothenate symporter,20210423,-
29519,64198963,DB281_RS04140,DB281_RS04140,DB281_04140,-,-,-,RluA family pseudouridine synthase,protein-coding,-,-,-,RluA family pseudouridine synthase,20210423,-
29519,64198964,DB281_RS04145,DB281_RS04145,DB281_04145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198965,DB281_RS04150,DB281_RS04150,DB281_04150,-,-,-,UDP-N-acetylmuramate--L-alanine ligase,protein-coding,-,-,-,UDP-N-acetylmuramate--L-alanine ligase,20210423,-
29519,64198966,DB281_RS04155,DB281_RS04155,DB281_04155,-,-,-,YicC family protein,protein-coding,-,-,-,YicC family protein,20210423,-
29519,64198967,DB281_RS04160,DB281_RS04160,DB281_04160,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210423,-
29519,64198968,DB281_RS04165,DB281_RS04165,DB281_04165,-,-,-,DNA-directed RNA polymerase subunit omega,protein-coding,-,-,-,DNA-directed RNA polymerase subunit omega,20210423,-
29519,64198969,miaA,DB281_RS04170,DB281_04170,-,-,-,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,protein-coding,-,-,-,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,20210423,-
29519,64198970,DB281_RS04175,DB281_RS04175,DB281_04175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198971,DB281_RS04180,DB281_RS04180,DB281_04180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198972,DB281_RS04185,DB281_RS04185,DB281_04185,-,-,-,phosphodiester glycosidase family protein,protein-coding,-,-,-,phosphodiester glycosidase family protein,20210423,-
29519,64198973,DB281_RS04190,DB281_RS04190,DB281_04190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198974,DB281_RS04195,DB281_RS04195,DB281_04195,-,-,-,ATP-dependent RNA helicase,protein-coding,-,-,-,ATP-dependent RNA helicase,20210423,-
29519,64198975,topA,DB281_RS04200,DB281_04200,-,-,-,type I DNA topoisomerase,protein-coding,-,-,-,type I DNA topoisomerase,20210423,-
29519,64198976,DB281_RS04205,DB281_RS04205,DB281_04205,-,-,-,exonuclease SbcCD subunit D,protein-coding,-,-,-,exonuclease SbcCD subunit D,20210423,-
29519,64198977,DB281_RS04210,DB281_RS04210,DB281_04210,-,-,-,SMC family ATPase,protein-coding,-,-,-,SMC family ATPase,20210423,-
29519,64198978,DB281_RS04215,DB281_RS04215,DB281_04215,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20210423,-
29519,64198979,DB281_RS04220,DB281_RS04220,DB281_04220,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198980,DB281_RS04225,DB281_RS04225,DB281_04225,-,-,-,isoleucine--tRNA ligase,protein-coding,-,-,-,isoleucine--tRNA ligase,20210423,-
29519,64198981,DB281_RS04230,DB281_RS04230,DB281_04230,-,-,-,ATP-dependent Clp protease ATP-binding subunit,protein-coding,-,-,-,ATP-dependent Clp protease ATP-binding subunit,20210423,-
29519,64198982,DB281_RS04235,DB281_RS04235,DB281_04235,-,-,-,phospho-sugar mutase,protein-coding,-,-,-,phospho-sugar mutase,20210423,-
29519,64198983,uvrB,DB281_RS04240,DB281_04240,-,-,-,excinuclease ABC subunit B,protein-coding,-,-,-,excinuclease ABC subunit B,20210423,-
29519,64198984,uvrA,DB281_RS04245,DB281_04245,-,-,-,excinuclease ABC subunit UvrA,protein-coding,-,-,-,excinuclease ABC subunit UvrA,20210423,-
29519,64198985,DB281_RS04250,DB281_RS04250,DB281_04250,-,-,-,LPS-assembly protein LptD,protein-coding,-,-,-,LPS-assembly protein LptD,20210423,-
29519,64198986,DB281_RS04255,DB281_RS04255,DB281_04255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198987,DB281_RS04260,DB281_RS04260,DB281_04260,-,-,-,viroplasmin family protein,protein-coding,-,-,-,viroplasmin family protein,20210423,-
29519,64198988,DB281_RS04265,DB281_RS04265,DB281_04265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210522,-
29519,64198989,arcA,DB281_RS04270,DB281_04270,-,-,-,arginine deiminase,protein-coding,-,-,-,arginine deiminase,20210423,-
29519,64198990,argF,DB281_RS04275,DB281_04275,-,-,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20210423,-
29519,64198991,DB281_RS04280,DB281_RS04280,DB281_04280,-,-,-,YfcC family protein,protein-coding,-,-,-,YfcC family protein,20210423,-
29519,64198992,DB281_RS04285,DB281_RS04285,DB281_04285,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
29519,64198993,DB281_RS06070,DB281_RS06070,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
29519,64198994,DB281_RS06075,DB281_RS06075,-,-,-,-,P52 family lipoprotein,protein-coding,-,-,-,P52 family lipoprotein,20210423,-
29519,64198995,DB281_RS06080,DB281_RS06080,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198996,DB281_RS06085,DB281_RS06085,-,-,-,-,P52 family lipoprotein,protein-coding,-,-,-,P52 family lipoprotein,20210423,-
29519,64198997,DB281_RS06090,DB281_RS06090,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64198998,DB281_RS06095,DB281_RS06095,-,-,-,-,P52 family lipoprotein,protein-coding,-,-,-,P52 family lipoprotein,20210423,-
29519,64198999,DB281_RS06100,DB281_RS06100,-,-,-,-,DUF5425 family lipoprotein,protein-coding,-,-,-,DUF5425 family lipoprotein,20210422,-
29519,64199000,DB281_RS06105,DB281_RS06105,-,-,-,-,P12 family lipoprotein,protein-coding,-,-,-,P12 family lipoprotein,20210422,-
29519,64199001,DB281_RS06115,DB281_RS06115,-,-,-,-,complement regulator-acquiring protein,protein-coding,-,-,-,complement regulator-acquiring protein,20210423,-
29519,64199002,DB281_RS06120,DB281_RS06120,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64199003,DB281_RS06125,DB281_RS06125,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210423,-
29519,64199004,DB281_RS06130,DB281_RS06130,-,-,-,-,variable large family protein,protein-coding,-,-,-,variable large family protein,20210529,-
29519,64199005,DB281_RS06135,DB281_RS06135,-,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
29519,64199006,DB281_RS06140,DB281_RS06140,-,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
