#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1104324,11593814,P186_RS10315,P186_RS10315,P186_2210,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20201217,-
1104324,11595405,P186_RS05290,P186_RS05290,P186_1151,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20200905,-
1104324,11595406,P186_RS05295,P186_RS05295,P186_1152,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200218,-
1104324,11595407,P186_RS05300,P186_RS05300,P186_1153,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20201217,-
1104324,11595408,P186_RS05305,P186_RS05305,P186_1154,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,20201217,-
1104324,11595409,trpD,P186_RS05310,P186_1155,-,-,-,anthranilate phosphoribosyltransferase,protein-coding,-,-,-,anthranilate phosphoribosyltransferase,20200905,-
1104324,11595410,P186_RS05315,P186_RS05315,P186_1156,-,-,-,chorismate-binding protein,protein-coding,-,-,-,chorismate-binding protein,20201028,-
1104324,11595411,P186_RS05320,P186_RS05320,P186_1157,-,-,-,aminodeoxychorismate/anthranilate synthase component II,protein-coding,-,-,-,aminodeoxychorismate/anthranilate synthase component II,20200905,-
1104324,11595412,P186_RS05325,P186_RS05325,P186_1158,-,-,-,tryptophan synthase subunit alpha,protein-coding,-,-,-,tryptophan synthase subunit alpha,20200218,-
1104324,11595413,P186_RS05330,P186_RS05330,P186_1159,-,-,-,anion transporter,protein-coding,-,-,-,anion transporter,20201217,-
1104324,11595414,tsaA,P186_RS05335,P186_1160,-,-,-,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,protein-coding,-,-,-,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,20200218,-
1104324,11595415,P186_RS05340,P186_RS05340,P186_1161,-,-,-,30S ribosomal protein S30e,protein-coding,-,-,-,30S ribosomal protein S30e,20200218,-
1104324,11595416,P186_RS05345,P186_RS05345,P186_1162,-,-,-,DUF401 family protein,protein-coding,-,-,-,DUF401 family protein,20200218,-
1104324,11595417,P186_RS05350,P186_RS05350,P186_1163,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20201217,-
1104324,11595418,P186_RS05355,P186_RS05355,P186_1164,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201028,-
1104324,11595420,P186_RS05365,P186_RS05365,P186_1166,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20210208,-
1104324,11595421,P186_RS05370,P186_RS05370,P186_1167,-,-,-,DUF790 family protein,protein-coding,-,-,-,DUF790 family protein,20200905,-
1104324,11595422,P186_RS05375,P186_RS05375,P186_1168,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20201028,-
1104324,11595423,P186_RS05380,P186_RS05380,P186_1169,-,-,-,ornithine cyclodeaminase family protein,protein-coding,-,-,-,ornithine cyclodeaminase family protein,20201217,-
1104324,11595424,P186_RS05385,P186_RS05385,P186_1170,-,-,-,magnesium transporter CorA family protein,protein-coding,-,-,-,magnesium transporter CorA family protein,20200218,-
1104324,11595425,P186_RS05390,P186_RS05390,P186_1171,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210208,-
1104324,11595426,P186_RS05395,P186_RS05395,P186_1172,-,-,-,B12-binding domain-containing radical SAM protein,protein-coding,-,-,-,B12-binding domain-containing radical SAM protein,20200905,-
1104324,11595427,P186_RS05400,P186_RS05400,P186_1173,-,-,-,phosphate-starvation-inducible PsiE family protein,protein-coding,-,-,-,phosphate-starvation-inducible PsiE family protein,20201217,-
1104324,11595428,P186_RS05405,P186_RS05405,P186_1174,-,-,-,30S ribosomal protein S24e,protein-coding,-,-,-,30S ribosomal protein S24e,20200218,-
1104324,11595429,P186_RS05410,P186_RS05410,P186_1175,-,-,-,30S ribosomal protein S27ae,protein-coding,-,-,-,30S ribosomal protein S27ae,20200218,-
1104324,11595430,kae1,P186_RS05415,P186_1176,-,-,-,N(6)-L-threonylcarbamoyladenine synthase Kae1,protein-coding,-,-,-,N(6)-L-threonylcarbamoyladenine synthase Kae1,20200905,-
1104324,11595431,P186_RS05420,P186_RS05420,P186_1177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595432,P186_RS05425,P186_RS05425,P186_1178,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11595433,P186_RS05430,P186_RS05430,P186_1179,-,-,-,TIGR04013 family B12-binding domain/radical SAM domain-containing protein,protein-coding,-,-,-,TIGR04013 family B12-binding domain/radical SAM domain-containing protein,20201217,-
1104324,11595434,P186_RS05435,P186_RS05435,P186_1180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595435,ppsA,P186_RS05440,P186_1181,-,-,-,phosphoenolpyruvate synthase,protein-coding,-,-,-,phosphoenolpyruvate synthase,20200905,-
1104324,11595436,P186_RS05445,P186_RS05445,P186_1182,-,-,-,mechanosensitive ion channel,protein-coding,-,-,-,mechanosensitive ion channel,20200905,-
1104324,11595437,P186_RS05450,P186_RS05450,P186_1183,-,-,-,TrkA family potassium uptake protein,protein-coding,-,-,-,TrkA family potassium uptake protein,20200905,-
1104324,11595438,P186_RS05455,P186_RS05455,P186_1184,-,-,-,cystathionine gamma-synthase family protein,protein-coding,-,-,-,cystathionine gamma-synthase family protein,20200905,-
1104324,11595439,P186_RS05460,P186_RS05460,P186_1185,-,-,-,urocanate hydratase,protein-coding,-,-,-,urocanate hydratase,20200218,-
1104324,11595440,P186_RS05465,P186_RS05465,P186_1186,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11595441,P186_RS05470,P186_RS05470,P186_1188,-,-,-,aromatic amino acid lyase,protein-coding,-,-,-,aromatic amino acid lyase,20200905,-
1104324,11595442,P186_RS05475,P186_RS05475,P186_1189,-,-,-,agmatinase family protein,protein-coding,-,-,-,agmatinase family protein,20201217,-
1104324,11595444,P186_RS05480,P186_RS05480,P186_1191,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595445,P186_RS05485,P186_RS05485,P186_1192,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595446,P186_RS05490,P186_RS05490,P186_1193,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595447,P186_RS05495,P186_RS05495,P186_1194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595448,P186_RS05500,P186_RS05500,P186_1195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595449,P186_RS05505,P186_RS05505,P186_1196,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595450,P186_RS05510,P186_RS05510,P186_1197,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595451,P186_RS05515,P186_RS05515,P186_1198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595452,P186_RS05520,P186_RS05520,P186_1199,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595453,P186_RS05525,P186_RS05525,P186_1200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595454,P186_RS05530,P186_RS05530,P186_1201,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595455,P186_RS05535,P186_RS05535,P186_1202,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20200218,-
1104324,11595456,P186_RS05540,P186_RS05540,P186_1203,-,-,-,ATPase,protein-coding,-,-,-,ATPase,20200905,-
1104324,11595457,P186_RS05545,P186_RS05545,P186_1204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595458,P186_RS05550,P186_RS05550,P186_1205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595459,P186_RS05555,P186_RS05555,P186_1206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595460,P186_RS05565,P186_RS05565,P186_1207,-,-,-,ATP:cob(I)alamin adenosyltransferase,protein-coding,-,-,-,ATP:cob(I)alamin adenosyltransferase,20201217,-
1104324,11595461,P186_RS05570,P186_RS05570,P186_1208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595462,P186_RS05575,P186_RS05575,P186_R0012,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11595463,P186_RS05580,P186_RS05580,P186_1209,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210208,-
1104324,11595464,P186_RS05585,P186_RS05585,P186_1210,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20200218,-
1104324,11595465,P186_RS05590,P186_RS05590,P186_1211,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201217,-
1104324,11595466,P186_RS05595,P186_RS05595,P186_1212,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595467,P186_RS05600,P186_RS05600,P186_1213,-,-,-,sulfite exporter TauE/SafE family protein,protein-coding,-,-,-,sulfite exporter TauE/SafE family protein,20200905,-
1104324,11595468,P186_RS05605,P186_RS05605,P186_1214,-,-,-,preprotein translocase subunit Sec61beta,protein-coding,-,-,-,preprotein translocase subunit Sec61beta,20200905,-
1104324,11595469,P186_RS05610,P186_RS05610,P186_R0013,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11595470,P186_RS05615,P186_RS05615,P186_1215,-,-,-,peptide ABC transporter substrate-binding protein,protein-coding,-,-,-,peptide ABC transporter substrate-binding protein,20200905,-
1104324,11595471,P186_RS05620,P186_RS05620,P186_1216,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200905,-
1104324,11595472,P186_RS05625,P186_RS05625,P186_1217,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201217,-
1104324,11595473,P186_RS05630,P186_RS05630,P186_1218,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11595474,P186_RS05635,P186_RS05635,P186_1219,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201217,-
1104324,11595475,ppcA,P186_RS05640,P186_1221,-,-,-,phosphoenolpyruvate carboxylase,protein-coding,-,-,-,phosphoenolpyruvate carboxylase,20201217,-
1104324,11595476,P186_RS05645,P186_RS05645,P186_1222,-,-,-,BMP family ABC transporter substrate-binding protein,protein-coding,-,-,-,BMP family ABC transporter substrate-binding protein,20200905,-
1104324,11595477,P186_RS05650,P186_RS05650,P186_1223,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11595478,P186_RS05655,P186_RS05655,P186_1224,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200218,-
1104324,11595479,P186_RS05660,P186_RS05660,P186_1225,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200218,-
1104324,11595480,P186_RS05665,P186_RS05665,P186_R0014,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11595481,P186_RS05670,P186_RS05670,P186_1226,-,-,-,30S ribosomal protein S8,protein-coding,-,-,-,30S ribosomal protein S8,20201217,-
1104324,11595482,P186_RS05675,P186_RS05675,P186_1227,-,-,-,50S ribosomal protein L32e,protein-coding,-,-,-,50S ribosomal protein L32e,20200218,-
1104324,11595483,P186_RS05680,P186_RS05680,P186_1228,-,-,-,50S ribosomal protein L19e,protein-coding,-,-,-,50S ribosomal protein L19e,20200218,-
1104324,11595484,P186_RS05685,P186_RS05685,P186_1229,-,-,-,50S ribosomal protein L18,protein-coding,-,-,-,50S ribosomal protein L18,20200905,-
1104324,11595485,P186_RS05695,P186_RS05695,P186_1230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595486,P186_RS05700,P186_RS05700,P186_1231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11595488,panB,P186_RS05705,P186_1233,-,-,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,protein-coding,-,-,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,20200218,-
1104324,11595489,P186_RS05710,P186_RS05710,P186_1234,-,-,-,ketopantoate reductase family protein,protein-coding,-,-,-,ketopantoate reductase family protein,20201217,-
1104324,11595490,P186_RS05715,P186_RS05715,P186_1235,-,-,-,GHMP kinase,protein-coding,-,-,-,GHMP kinase,20200905,-
1104324,11595491,P186_RS05720,P186_RS05720,P186_1236,-,-,-,phosphopantothenate/pantothenate synthetase,protein-coding,-,-,-,phosphopantothenate/pantothenate synthetase,20200905,-
1104324,11595492,P186_RS05725,P186_RS05725,P186_1237,-,-,-,acyl-CoA thioesterase,protein-coding,-,-,-,acyl-CoA thioesterase,20201217,-
1104324,11595493,P186_RS05730,P186_RS05730,P186_1238,-,-,-,GTPase domain-containing protein,protein-coding,-,-,-,GTPase domain-containing protein,20200218,-
1104324,11595494,P186_RS05735,P186_RS05735,P186_1239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595495,P186_RS05740,P186_RS05740,P186_1240,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20201217,-
1104324,11595496,P186_RS05745,P186_RS05745,P186_1241,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11595497,P186_RS05750,P186_RS05750,P186_1242,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595498,P186_RS05755,P186_RS05755,P186_1243,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20200905,-
1104324,11595499,P186_RS05760,P186_RS05760,P186_1244,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595502,P186_RS05775,P186_RS05775,P186_1247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595504,P186_RS05780,P186_RS05780,P186_1249,-,-,-,"pyruvate, phosphate dikinase",protein-coding,-,-,-,"pyruvate, phosphate dikinase",20200905,-
1104324,11595505,P186_RS05785,P186_RS05785,P186_1250,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200905,-
1104324,11595506,P186_RS05790,P186_RS05790,P186_1251,-,-,-,DUF1028 domain-containing protein,protein-coding,-,-,-,DUF1028 domain-containing protein,20200905,-
1104324,11595507,sfsA,P186_RS05795,P186_1252,-,-,-,DNA/RNA nuclease SfsA,protein-coding,-,-,-,DNA/RNA nuclease SfsA,20201217,-
1104324,11595508,P186_RS05800,P186_RS05800,P186_1253,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20200905,-
1104324,11595509,P186_RS05805,P186_RS05805,P186_1254,-,-,-,MoaD/ThiS family protein,protein-coding,-,-,-,MoaD/ThiS family protein,20201028,-
1104324,11595513,P186_RS05820,P186_RS05820,P186_1258,-,-,-,gamma-glutamyltransferase,protein-coding,-,-,-,gamma-glutamyltransferase,20200905,-
1104324,11595514,guaA,P186_RS05825,P186_1259,-,-,-,glutamine-hydrolyzing GMP synthase,protein-coding,-,-,-,glutamine-hydrolyzing GMP synthase,20200905,-
1104324,11595515,P186_RS05830,P186_RS05830,P186_1260,-,-,-,tRNA pseudouridine(54/55) synthase Pus10,protein-coding,-,-,-,tRNA pseudouridine(54/55) synthase Pus10,20201217,-
1104324,11595516,P186_RS05835,P186_RS05835,P186_1261,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11595517,ffh,P186_RS05840,P186_1262,-,-,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20200905,-
1104324,11595518,P186_RS05845,P186_RS05845,P186_1263,-,-,-,circadian clock protein KaiC,protein-coding,-,-,-,circadian clock protein KaiC,20200905,-
1104324,11595519,P186_RS05850,P186_RS05850,P186_1264,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200905,-
1104324,11595520,P186_RS05855,P186_RS05855,P186_1265,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201217,-
1104324,11595521,P186_RS05860,P186_RS05860,P186_1266,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
1104324,11595522,P186_RS05865,P186_RS05865,P186_1267,-,-,-,COG1361 S-layer family protein,protein-coding,-,-,-,COG1361 S-layer family protein,20210208,-
1104324,11595523,P186_RS05870,P186_RS05870,P186_R0016,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11595524,P186_RS05875,P186_RS05875,P186_R0017,-,-,-,tRNA,tRNA,-,-,-,-,20201028,-
1104324,11595525,P186_RS05880,P186_RS05880,P186_1268,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11595526,P186_RS05885,P186_RS05885,P186_1269,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200905,-
1104324,11595527,P186_RS05890,P186_RS05890,P186_1270,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200218,-
1104324,11595528,P186_RS05895,P186_RS05895,P186_1271,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200218,-
1104324,11595529,P186_RS05900,P186_RS05900,P186_1272,-,-,-,50S ribosomal protein L7ae,protein-coding,-,-,-,50S ribosomal protein L7ae,20200218,-
1104324,11595530,P186_RS05905,P186_RS05905,P186_1273,-,-,-,50S ribosomal protein L24,protein-coding,-,-,-,50S ribosomal protein L24,20200218,-
1104324,11595531,P186_RS05910,P186_RS05910,P186_1274,-,-,-,30S ribosomal protein S28e,protein-coding,-,-,-,30S ribosomal protein S28e,20200218,-
1104324,11595532,P186_RS05915,P186_RS05915,P186_1275,-,-,-,arginine--tRNA ligase,protein-coding,-,-,-,arginine--tRNA ligase,20200905,-
1104324,11595533,P186_RS05920,P186_RS05920,P186_1276,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595534,P186_RS05930,P186_RS05930,P186_1277,-,-,-,translation initiation factor,protein-coding,-,-,-,translation initiation factor,20201217,-
1104324,11595535,P186_RS05935,P186_RS05935,P186_1278,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11595536,P186_RS05940,P186_RS05940,P186_1279,-,-,-,S-methyl-5'-thioadenosine phosphorylase,protein-coding,-,-,-,S-methyl-5'-thioadenosine phosphorylase,20200905,-
1104324,11595537,P186_RS05945,P186_RS05945,P186_1280,-,-,-,translation initiation factor IF-5A,protein-coding,-,-,-,translation initiation factor IF-5A,20200905,-
1104324,11595538,P186_RS05950,P186_RS05950,P186_1281,-,-,-,DUF655 domain-containing protein,protein-coding,-,-,-,DUF655 domain-containing protein,20200905,-
1104324,11595539,P186_RS05955,P186_RS05955,P186_1282,-,-,-,RNA polymerase Rpb4,protein-coding,-,-,-,RNA polymerase Rpb4,20200905,-
1104324,11595540,P186_RS05960,P186_RS05960,P186_1283,-,-,-,50S ribosomal protein L21e,protein-coding,-,-,-,50S ribosomal protein L21e,20200905,-
1104324,11595541,P186_RS05965,P186_RS05965,P186_1284,-,-,-,ATP/GTP-binding protein,protein-coding,-,-,-,ATP/GTP-binding protein,20201028,-
1104324,11595542,P186_RS05970,P186_RS05970,P186_1285,-,-,-,signal recognition particle,protein-coding,-,-,-,signal recognition particle,20200218,-
