#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448312,37169529,BO86DRAFT_100071,BO86DRAFT_100071,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200919,-
1448312,37177148,BO86DRAFT_397016,BO86DRAFT_397016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177149,BO86DRAFT_397038,BO86DRAFT_397038,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448312,37177150,BO86DRAFT_397043,BO86DRAFT_397043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177151,BO86DRAFT_397080,BO86DRAFT_397080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177152,BO86DRAFT_397088,BO86DRAFT_397088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177153,BO86DRAFT_397091,BO86DRAFT_397091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177154,BO86DRAFT_397092,BO86DRAFT_397092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177155,BO86DRAFT_397094,BO86DRAFT_397094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177156,BO86DRAFT_397095,BO86DRAFT_397095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177157,BO86DRAFT_397098,BO86DRAFT_397098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177158,BO86DRAFT_397101,BO86DRAFT_397101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177159,BO86DRAFT_397106,BO86DRAFT_397106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177160,BO86DRAFT_397111,BO86DRAFT_397111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177161,BO86DRAFT_397116,BO86DRAFT_397116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177162,BO86DRAFT_397117,BO86DRAFT_397117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177163,BO86DRAFT_397118,BO86DRAFT_397118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177164,BO86DRAFT_397120,BO86DRAFT_397120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177165,BO86DRAFT_397123,BO86DRAFT_397123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177166,BO86DRAFT_397126,BO86DRAFT_397126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177167,BO86DRAFT_397131,BO86DRAFT_397131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177168,BO86DRAFT_397134,BO86DRAFT_397134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177169,BO86DRAFT_397136,BO86DRAFT_397136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177170,BO86DRAFT_397138,BO86DRAFT_397138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177171,BO86DRAFT_397139,BO86DRAFT_397139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177172,BO86DRAFT_397140,BO86DRAFT_397140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177173,BO86DRAFT_397145,BO86DRAFT_397145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177174,BO86DRAFT_397163,BO86DRAFT_397163,-,-,Unknown,-,RTA1 like protein,protein-coding,-,-,-,RTA1 like protein,20200919,-
1448312,37177175,BO86DRAFT_397165,BO86DRAFT_397165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177176,BO86DRAFT_397168,BO86DRAFT_397168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177177,BO86DRAFT_397190,BO86DRAFT_397190,-,-,Unknown,-,uracil transporter,protein-coding,-,-,-,uracil transporter,20200919,-
1448312,37177178,BO86DRAFT_397193,BO86DRAFT_397193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177179,BO86DRAFT_397208,BO86DRAFT_397208,-,-,Unknown,-,beta-glucosidase,protein-coding,-,-,-,beta-glucosidase,20200919,-
1448312,37177180,BO86DRAFT_397212,BO86DRAFT_397212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177181,BO86DRAFT_397215,BO86DRAFT_397215,-,-,Unknown,-,terpenoid synthase,protein-coding,-,-,-,terpenoid synthase,20200919,-
1448312,37177182,BO86DRAFT_397218,BO86DRAFT_397218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177183,BO86DRAFT_397224,BO86DRAFT_397224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177184,BO86DRAFT_397226,BO86DRAFT_397226,-,-,Unknown,-,glycosyl hydrolase family 43 protein,protein-coding,-,-,-,glycosyl hydrolase family 43 protein,20200919,-
1448312,37177185,BO86DRAFT_397234,BO86DRAFT_397234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177186,BO86DRAFT_397272,BO86DRAFT_397272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177187,BO86DRAFT_397285,BO86DRAFT_397285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177188,BO86DRAFT_397299,BO86DRAFT_397299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177189,BO86DRAFT_397346,BO86DRAFT_397346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177190,BO86DRAFT_397415,BO86DRAFT_397415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177191,BO86DRAFT_397435,BO86DRAFT_397435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177192,BO86DRAFT_397448,BO86DRAFT_397448,-,-,Unknown,-,ubiquitin-conjugating enzyme E2-18 kDa,protein-coding,-,-,-,ubiquitin-conjugating enzyme E2-18 kDa,20200919,-
1448312,37177193,BO86DRAFT_397545,BO86DRAFT_397545,-,-,Unknown,-,UV excision repair protein Rad23,protein-coding,-,-,-,UV excision repair protein Rad23,20200919,-
1448312,37177194,BO86DRAFT_397565,BO86DRAFT_397565,-,-,Unknown,-,putative cora family metal ion transporter,protein-coding,-,-,-,putative cora family metal ion transporter,20200919,-
1448312,37177195,BO86DRAFT_397605,BO86DRAFT_397605,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177196,BO86DRAFT_397624,BO86DRAFT_397624,-,-,Unknown,-,ribosomal small subunit assembly protein,protein-coding,-,-,-,ribosomal small subunit assembly protein,20200919,-
1448312,37177197,BO86DRAFT_397631,BO86DRAFT_397631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177198,BO86DRAFT_397655,BO86DRAFT_397655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177199,BO86DRAFT_397656,BO86DRAFT_397656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177200,BO86DRAFT_397695,BO86DRAFT_397695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177201,BO86DRAFT_397717,BO86DRAFT_397717,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20200919,-
1448312,37177202,BO86DRAFT_397724,BO86DRAFT_397724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177203,BO86DRAFT_397747,BO86DRAFT_397747,-,-,Unknown,-,replication factor C subunit 2,protein-coding,-,-,-,replication factor C subunit 2,20200919,-
1448312,37177204,BO86DRAFT_397763,BO86DRAFT_397763,-,-,Unknown,-,60S ribosomal protein L35a,protein-coding,-,-,-,60S ribosomal protein L35a,20200919,-
1448312,37177205,BO86DRAFT_397828,BO86DRAFT_397828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177206,BO86DRAFT_397845,BO86DRAFT_397845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177207,BO86DRAFT_397854,BO86DRAFT_397854,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200919,-
1448312,37177208,BO86DRAFT_397884,BO86DRAFT_397884,-,-,Unknown,-,trimethyllysine dioxygenase TmlH,protein-coding,-,-,-,trimethyllysine dioxygenase TmlH,20200919,-
1448312,37177209,BO86DRAFT_397897,BO86DRAFT_397897,-,-,Unknown,-,"vesicle coat complex AP-1, gamma subunit",protein-coding,-,-,-,"vesicle coat complex AP-1, gamma subunit",20200919,-
1448312,37177210,BO86DRAFT_397900,BO86DRAFT_397900,-,-,Unknown,-,rpl16 ribosomal protein,protein-coding,-,-,-,rpl16 ribosomal protein,20200919,-
1448312,37177211,BO86DRAFT_397976,BO86DRAFT_397976,-,-,Unknown,-,Zn(II)2Cys6 transcription factor,protein-coding,-,-,-,Zn(II)2Cys6 transcription factor,20200919,-
1448312,37177212,BO86DRAFT_397985,BO86DRAFT_397985,-,-,Unknown,-,DUF726-domain-containing protein,protein-coding,-,-,-,DUF726-domain-containing protein,20200919,-
1448312,37177213,BO86DRAFT_397986,BO86DRAFT_397986,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448312,37177214,BO86DRAFT_39799,BO86DRAFT_39799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177215,BO86DRAFT_398029,BO86DRAFT_398029,-,-,Unknown,-,40S ribosomal protein S8e,protein-coding,-,-,-,40S ribosomal protein S8e,20200919,-
1448312,37177216,BO86DRAFT_398049,BO86DRAFT_398049,-,-,Unknown,-,ADP-ribosylation factor-like protein 8B,protein-coding,-,-,-,ADP-ribosylation factor-like protein 8B,20200919,-
1448312,37177217,BO86DRAFT_398058,BO86DRAFT_398058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177218,BO86DRAFT_39806,BO86DRAFT_39806,-,-,Unknown,-,putative integral membrane protein,protein-coding,-,-,-,putative integral membrane protein,20200919,-
1448312,37177219,BO86DRAFT_398091,BO86DRAFT_398091,-,-,Unknown,-,DUF647-domain-containing protein,protein-coding,-,-,-,DUF647-domain-containing protein,20200919,-
1448312,37177220,BO86DRAFT_398135,BO86DRAFT_398135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177221,BO86DRAFT_398167,BO86DRAFT_398167,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200919,-
1448312,37177222,BO86DRAFT_398185,BO86DRAFT_398185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177223,BO86DRAFT_398186,BO86DRAFT_398186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177224,BO86DRAFT_398195,BO86DRAFT_398195,-,-,Unknown,-,protein GCY,protein-coding,-,-,-,protein GCY,20200919,-
1448312,37177225,BO86DRAFT_398199,BO86DRAFT_398199,-,-,Unknown,-,putative isomerase YbhE,protein-coding,-,-,-,putative isomerase YbhE,20200919,-
1448312,37177226,BO86DRAFT_398202,BO86DRAFT_398202,-,-,Unknown,-,tyrosinase central domain protein,protein-coding,-,-,-,tyrosinase central domain protein,20200919,-
1448312,37177227,BO86DRAFT_398216,BO86DRAFT_398216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177228,BO86DRAFT_398220,BO86DRAFT_398220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177229,BO86DRAFT_398238,BO86DRAFT_398238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177230,BO86DRAFT_398240,BO86DRAFT_398240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177231,BO86DRAFT_398241,BO86DRAFT_398241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177232,BO86DRAFT_398242,BO86DRAFT_398242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177233,BO86DRAFT_398244,BO86DRAFT_398244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177234,BO86DRAFT_398278,BO86DRAFT_398278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177235,BO86DRAFT_398283,BO86DRAFT_398283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177236,BO86DRAFT_398284,BO86DRAFT_398284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177237,BO86DRAFT_398333,BO86DRAFT_398333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177238,BO86DRAFT_39834,BO86DRAFT_39834,-,-,Unknown,-,sterol o-acyltransferase,protein-coding,-,-,-,sterol o-acyltransferase,20200919,-
1448312,37177239,BO86DRAFT_398342,BO86DRAFT_398342,-,-,Unknown,-,DUF1766-domain-containing protein,protein-coding,-,-,-,DUF1766-domain-containing protein,20200919,-
1448312,37177240,BO86DRAFT_398347,BO86DRAFT_398347,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20200919,-
1448312,37177241,BO86DRAFT_398377,BO86DRAFT_398377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177242,BO86DRAFT_398381,BO86DRAFT_398381,-,-,Unknown,-,putative C6 transcription factor,protein-coding,-,-,-,putative C6 transcription factor,20200919,-
1448312,37177243,BO86DRAFT_398388,BO86DRAFT_398388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177244,BO86DRAFT_398400,BO86DRAFT_398400,-,-,Unknown,-,putative eukaryotic translation initiation factor subunit eIF2A,protein-coding,-,-,-,putative eukaryotic translation initiation factor subunit eIF2A,20200919,-
1448312,37177245,BO86DRAFT_398415,BO86DRAFT_398415,-,-,Unknown,-,"DASH complex, subunit Spc34",protein-coding,-,-,-,"DASH complex, subunit Spc34",20200919,-
1448312,37177246,BO86DRAFT_398431,BO86DRAFT_398431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177247,BO86DRAFT_398432,BO86DRAFT_398432,-,-,Unknown,-,aldo-keto reductase,protein-coding,-,-,-,aldo-keto reductase,20200919,-
1448312,37177248,BO86DRAFT_398457,BO86DRAFT_398457,-,-,Unknown,-,PMT-domain-containing protein,protein-coding,-,-,-,PMT-domain-containing protein,20200919,-
1448312,37177249,BO86DRAFT_39846,BO86DRAFT_39846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177250,BO86DRAFT_398464,BO86DRAFT_398464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177251,BO86DRAFT_398500,BO86DRAFT_398500,-,-,Unknown,-,calcium ATPase,protein-coding,-,-,-,calcium ATPase,20200919,-
1448312,37177252,BO86DRAFT_398502,BO86DRAFT_398502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177253,BO86DRAFT_398506,BO86DRAFT_398506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177254,BO86DRAFT_398525,BO86DRAFT_398525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177255,BO86DRAFT_398527,BO86DRAFT_398527,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200919,-
1448312,37177256,BO86DRAFT_398532,BO86DRAFT_398532,-,-,Unknown,-,benzoate 4-monooxygenase cytochrome P450,protein-coding,-,-,-,benzoate 4-monooxygenase cytochrome P450,20200919,-
1448312,37177257,BO86DRAFT_398580,BO86DRAFT_398580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177258,BO86DRAFT_398582,BO86DRAFT_398582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177259,BO86DRAFT_398603,BO86DRAFT_398603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177260,BO86DRAFT_398687,BO86DRAFT_398687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177261,BO86DRAFT_398717,BO86DRAFT_398717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177262,BO86DRAFT_398720,BO86DRAFT_398720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177263,BO86DRAFT_398726,BO86DRAFT_398726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177264,BO86DRAFT_398731,BO86DRAFT_398731,-,-,Unknown,-,ras-domain-containing protein,protein-coding,-,-,-,ras-domain-containing protein,20200919,-
1448312,37177265,BO86DRAFT_398798,BO86DRAFT_398798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177266,BO86DRAFT_398814,BO86DRAFT_398814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177267,BO86DRAFT_398818,BO86DRAFT_398818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177268,BO86DRAFT_398838,BO86DRAFT_398838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177269,BO86DRAFT_398849,BO86DRAFT_398849,-,-,Unknown,-,putative class V chitinase,protein-coding,-,-,-,putative class V chitinase,20200919,-
1448312,37177270,BO86DRAFT_398850,BO86DRAFT_398850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177271,BO86DRAFT_398857,BO86DRAFT_398857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177272,BO86DRAFT_398876,BO86DRAFT_398876,-,-,Unknown,-,putative RNA-binding protein,protein-coding,-,-,-,putative RNA-binding protein,20200919,-
1448312,37177273,BO86DRAFT_398890,BO86DRAFT_398890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177274,BO86DRAFT_398976,BO86DRAFT_398976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177275,BO86DRAFT_399007,BO86DRAFT_399007,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448312,37177276,BO86DRAFT_399018,BO86DRAFT_399018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177277,BO86DRAFT_399022,BO86DRAFT_399022,-,-,Unknown,-,stress responsive A/B barrel domain protein,protein-coding,-,-,-,stress responsive A/B barrel domain protein,20200919,-
1448312,37177278,BO86DRAFT_399025,BO86DRAFT_399025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177279,BO86DRAFT_399027,BO86DRAFT_399027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177280,BO86DRAFT_399028,BO86DRAFT_399028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177281,BO86DRAFT_399031,BO86DRAFT_399031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177282,BO86DRAFT_399038,BO86DRAFT_399038,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448312,37177283,BO86DRAFT_399053,BO86DRAFT_399053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177284,BO86DRAFT_399055,BO86DRAFT_399055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177285,BO86DRAFT_399063,BO86DRAFT_399063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177286,BO86DRAFT_399064,BO86DRAFT_399064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37177287,BO86DRAFT_399065,BO86DRAFT_399065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
