#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
215250,37039739,FA10DRAFT_100211,FA10DRAFT_100211,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200918,-
215250,37044719,FA10DRAFT_269561,FA10DRAFT_269561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044720,FA10DRAFT_269569,FA10DRAFT_269569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044721,FA10DRAFT_269577,FA10DRAFT_269577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044722,FA10DRAFT_269580,FA10DRAFT_269580,-,-,Unknown,-,phenylacetaldoxime dehydratase,protein-coding,-,-,-,phenylacetaldoxime dehydratase,20200918,-
215250,37044723,FA10DRAFT_269590,FA10DRAFT_269590,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044724,FA10DRAFT_269595,FA10DRAFT_269595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044725,FA10DRAFT_269600,FA10DRAFT_269600,-,-,Unknown,-,eEF1-gamma domain-containing protein,protein-coding,-,-,-,eEF1-gamma domain-containing protein,20200918,-
215250,37044726,FA10DRAFT_269601,FA10DRAFT_269601,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044727,FA10DRAFT_269604,FA10DRAFT_269604,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044728,FA10DRAFT_269605,FA10DRAFT_269605,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044729,FA10DRAFT_269607,FA10DRAFT_269607,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044730,FA10DRAFT_269608,FA10DRAFT_269608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044731,FA10DRAFT_269609,FA10DRAFT_269609,-,-,Unknown,-,rRNA adenine dimethylase,protein-coding,-,-,-,rRNA adenine dimethylase,20200918,-
215250,37044732,FA10DRAFT_269610,FA10DRAFT_269610,-,-,Unknown,-,phosphoribosylformylglycinamidin,protein-coding,-,-,-,phosphoribosylformylglycinamidin,20200918,-
215250,37044733,FA10DRAFT_269611,FA10DRAFT_269611,-,-,Unknown,-,UPF0041-domain-containing protein,protein-coding,-,-,-,UPF0041-domain-containing protein,20200918,-
215250,37044734,FA10DRAFT_269615,FA10DRAFT_269615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044735,FA10DRAFT_269617,FA10DRAFT_269617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044736,FA10DRAFT_269619,FA10DRAFT_269619,-,-,Unknown,-,eukaryotic translation initiation factor 5A,protein-coding,-,-,-,eukaryotic translation initiation factor 5A,20200918,-
215250,37044737,FA10DRAFT_269621,FA10DRAFT_269621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044738,FA10DRAFT_269623,FA10DRAFT_269623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044739,FA10DRAFT_269625,FA10DRAFT_269625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044740,FA10DRAFT_269627,FA10DRAFT_269627,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37044741,FA10DRAFT_269630,FA10DRAFT_269630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044742,FA10DRAFT_269631,FA10DRAFT_269631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044743,FA10DRAFT_269635,FA10DRAFT_269635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044744,FA10DRAFT_269637,FA10DRAFT_269637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044745,FA10DRAFT_269639,FA10DRAFT_269639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044746,FA10DRAFT_269640,FA10DRAFT_269640,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200918,-
215250,37044747,FA10DRAFT_269642,FA10DRAFT_269642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044748,FA10DRAFT_26965,FA10DRAFT_26965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044749,FA10DRAFT_269650,FA10DRAFT_269650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044750,FA10DRAFT_269658,FA10DRAFT_269658,-,-,Unknown,-,"2, 3 cyclic phosphodiesterase",protein-coding,-,-,-,"2, 3 cyclic phosphodiesterase",20200918,-
215250,37044751,FA10DRAFT_269663,FA10DRAFT_269663,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044752,FA10DRAFT_269665,FA10DRAFT_269665,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044753,FA10DRAFT_269666,FA10DRAFT_269666,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37044754,FA10DRAFT_269671,FA10DRAFT_269671,-,-,Unknown,-,TBP-domain-containing protein,protein-coding,-,-,-,TBP-domain-containing protein,20200918,-
215250,37044755,FA10DRAFT_269673,FA10DRAFT_269673,-,-,Unknown,-,putative Rho2-GTP binding protein Rho2,protein-coding,-,-,-,putative Rho2-GTP binding protein Rho2,20200918,-
215250,37044756,FA10DRAFT_269676,FA10DRAFT_269676,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200918,-
215250,37044757,FA10DRAFT_269681,FA10DRAFT_269681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044758,FA10DRAFT_269683,FA10DRAFT_269683,-,-,Unknown,-,putative exosome complex exonuclease rrp41,protein-coding,-,-,-,putative exosome complex exonuclease rrp41,20200918,-
215250,37044759,FA10DRAFT_269684,FA10DRAFT_269684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044760,FA10DRAFT_269685,FA10DRAFT_269685,-,-,Unknown,-,cysteine and glycine-rich protein 2,protein-coding,-,-,-,cysteine and glycine-rich protein 2,20200918,-
215250,37044761,FA10DRAFT_269686,FA10DRAFT_269686,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044762,FA10DRAFT_269689,FA10DRAFT_269689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044763,FA10DRAFT_269694,FA10DRAFT_269694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044764,FA10DRAFT_269698,FA10DRAFT_269698,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20200918,-
215250,37044765,FA10DRAFT_269699,FA10DRAFT_269699,-,-,Unknown,-,putative ubiquitin-conjugating enzyme E2,protein-coding,-,-,-,putative ubiquitin-conjugating enzyme E2,20200918,-
215250,37044766,FA10DRAFT_269701,FA10DRAFT_269701,-,-,Unknown,-,beta and beta-prime subunits of DNA dependent RNA-polymerase,protein-coding,-,-,-,beta and beta-prime subunits of DNA dependent RNA-polymerase,20200918,-
215250,37044767,FA10DRAFT_269703,FA10DRAFT_269703,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044768,FA10DRAFT_269705,FA10DRAFT_269705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044769,FA10DRAFT_269708,FA10DRAFT_269708,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044770,FA10DRAFT_269711,FA10DRAFT_269711,-,-,Unknown,-,DUF803-domain-containing protein,protein-coding,-,-,-,DUF803-domain-containing protein,20200918,-
215250,37044771,FA10DRAFT_269714,FA10DRAFT_269714,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044772,FA10DRAFT_269715,FA10DRAFT_269715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044773,FA10DRAFT_269717,FA10DRAFT_269717,-,-,Unknown,-,putative adapter-related protein complex 1 beta 1 subunit,protein-coding,-,-,-,putative adapter-related protein complex 1 beta 1 subunit,20200918,-
215250,37044774,FA10DRAFT_269719,FA10DRAFT_269719,-,-,Unknown,-,dihydrolipoyl dehydrogenase,protein-coding,-,-,-,dihydrolipoyl dehydrogenase,20200918,-
215250,37044775,FA10DRAFT_269723,FA10DRAFT_269723,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200918,-
215250,37044776,FA10DRAFT_269729,FA10DRAFT_269729,-,-,Unknown,-,SMAD/FHA domain-containing protein,protein-coding,-,-,-,SMAD/FHA domain-containing protein,20200918,-
215250,37044777,FA10DRAFT_269731,FA10DRAFT_269731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044778,FA10DRAFT_269736,FA10DRAFT_269736,-,-,Unknown,-,putative phospho-2-dehydro-3-deoxyheptonate aldolase,protein-coding,-,-,-,putative phospho-2-dehydro-3-deoxyheptonate aldolase,20200918,-
215250,37044779,FA10DRAFT_269740,FA10DRAFT_269740,-,-,Unknown,-,putative serine/threonine protein phosphatase ppe1,protein-coding,-,-,-,putative serine/threonine protein phosphatase ppe1,20200918,-
215250,37044780,FA10DRAFT_269745,FA10DRAFT_269745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044781,FA10DRAFT_269747,FA10DRAFT_269747,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200918,-
215250,37044782,FA10DRAFT_269749,FA10DRAFT_269749,-,-,Unknown,-,acetoacetate-CoA ligase,protein-coding,-,-,-,acetoacetate-CoA ligase,20200918,-
215250,37044783,FA10DRAFT_269752,FA10DRAFT_269752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044784,FA10DRAFT_269755,FA10DRAFT_269755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044785,FA10DRAFT_269758,FA10DRAFT_269758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044786,FA10DRAFT_269763,FA10DRAFT_269763,-,-,Unknown,-,putative phosphoenolpyruvate carboxykinase,protein-coding,-,-,-,putative phosphoenolpyruvate carboxykinase,20200918,-
215250,37044787,FA10DRAFT_269764,FA10DRAFT_269764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044788,FA10DRAFT_269766,FA10DRAFT_269766,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044789,FA10DRAFT_269773,FA10DRAFT_269773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044790,FA10DRAFT_269775,FA10DRAFT_269775,-,-,Unknown,-,DUF1620-domain-containing protein,protein-coding,-,-,-,DUF1620-domain-containing protein,20200918,-
215250,37044791,FA10DRAFT_269777,FA10DRAFT_269777,-,-,Unknown,-,COX5A-domain-containing protein,protein-coding,-,-,-,COX5A-domain-containing protein,20200918,-
215250,37044792,FA10DRAFT_269779,FA10DRAFT_269779,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20200918,-
215250,37044793,FA10DRAFT_269785,FA10DRAFT_269785,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200918,-
215250,37044794,FA10DRAFT_269787,FA10DRAFT_269787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044795,FA10DRAFT_269792,FA10DRAFT_269792,-,-,Unknown,-,putative 60s ribosomal protein L21-A,protein-coding,-,-,-,putative 60s ribosomal protein L21-A,20200918,-
215250,37044796,FA10DRAFT_269798,FA10DRAFT_269798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044797,FA10DRAFT_269799,FA10DRAFT_269799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044798,FA10DRAFT_269803,FA10DRAFT_269803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044799,FA10DRAFT_269804,FA10DRAFT_269804,-,-,Unknown,-,putative NADH2 dehydrogenase,protein-coding,-,-,-,putative NADH2 dehydrogenase,20200918,-
215250,37044800,FA10DRAFT_269806,FA10DRAFT_269806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044801,FA10DRAFT_269808,FA10DRAFT_269808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044802,FA10DRAFT_269809,FA10DRAFT_269809,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37044803,FA10DRAFT_269812,FA10DRAFT_269812,-,-,Unknown,-,"putative homogentisate 1,2-dioxygenase",protein-coding,-,-,-,"putative homogentisate 1,2-dioxygenase",20200918,-
215250,37044804,FA10DRAFT_269817,FA10DRAFT_269817,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37044805,FA10DRAFT_269819,FA10DRAFT_269819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044806,FA10DRAFT_269821,FA10DRAFT_269821,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044807,FA10DRAFT_269822,FA10DRAFT_269822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044808,FA10DRAFT_269824,FA10DRAFT_269824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044809,FA10DRAFT_269826,FA10DRAFT_269826,-,-,Unknown,-,carbohydrate esterase family 8 protein,protein-coding,-,-,-,carbohydrate esterase family 8 protein,20200918,-
215250,37044810,FA10DRAFT_269828,FA10DRAFT_269828,-,-,Unknown,-,putative monooxygenase,protein-coding,-,-,-,putative monooxygenase,20200918,-
215250,37044811,FA10DRAFT_269829,FA10DRAFT_269829,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37044812,FA10DRAFT_269831,FA10DRAFT_269831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044813,FA10DRAFT_269834,FA10DRAFT_269834,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37044814,FA10DRAFT_269836,FA10DRAFT_269836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044815,FA10DRAFT_269838,FA10DRAFT_269838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044816,FA10DRAFT_269844,FA10DRAFT_269844,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200918,-
215250,37044817,FA10DRAFT_269846,FA10DRAFT_269846,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044818,FA10DRAFT_269847,FA10DRAFT_269847,-,-,Unknown,-,carbon-nitrogen hydrolase,protein-coding,-,-,-,carbon-nitrogen hydrolase,20200918,-
215250,37044819,FA10DRAFT_269848,FA10DRAFT_269848,-,-,Unknown,-,NAD(P)H dehydrogenase,protein-coding,-,-,-,NAD(P)H dehydrogenase,20200918,-
215250,37044820,FA10DRAFT_269851,FA10DRAFT_269851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044821,FA10DRAFT_269853,FA10DRAFT_269853,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37044822,FA10DRAFT_269856,FA10DRAFT_269856,-,-,Unknown,-,short-chain dehydrogenase/reductase SDR,protein-coding,-,-,-,short-chain dehydrogenase/reductase SDR,20200918,-
215250,37044823,FA10DRAFT_269857,FA10DRAFT_269857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044824,FA10DRAFT_269858,FA10DRAFT_269858,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37044825,FA10DRAFT_269859,FA10DRAFT_269859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044826,FA10DRAFT_269860,FA10DRAFT_269860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044827,FA10DRAFT_269868,FA10DRAFT_269868,-,-,Unknown,-,fumarylacetoacetate hydrolase,protein-coding,-,-,-,fumarylacetoacetate hydrolase,20200918,-
215250,37044828,FA10DRAFT_269870,FA10DRAFT_269870,-,-,Unknown,-,amidohydrolase 2,protein-coding,-,-,-,amidohydrolase 2,20200918,-
215250,37044829,FA10DRAFT_269872,FA10DRAFT_269872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044830,FA10DRAFT_269875,FA10DRAFT_269875,-,-,Unknown,-,NADPH-dependent FMN reductase,protein-coding,-,-,-,NADPH-dependent FMN reductase,20200918,-
215250,37044831,FA10DRAFT_269880,FA10DRAFT_269880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044832,FA10DRAFT_269881,FA10DRAFT_269881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044833,FA10DRAFT_269887,FA10DRAFT_269887,-,-,Unknown,-,short-chain dehydrogenase,protein-coding,-,-,-,short-chain dehydrogenase,20200918,-
215250,37044834,FA10DRAFT_269888,FA10DRAFT_269888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044835,FA10DRAFT_269889,FA10DRAFT_269889,-,-,Unknown,-,putative hydrolase,protein-coding,-,-,-,putative hydrolase,20200918,-
215250,37044836,FA10DRAFT_269890,FA10DRAFT_269890,-,-,Unknown,-,Thioesterase/thiol ester dehydrase-isomerase,protein-coding,-,-,-,Thioesterase/thiol ester dehydrase-isomerase,20200918,-
215250,37044837,FA10DRAFT_269896,FA10DRAFT_269896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044838,FA10DRAFT_269901,FA10DRAFT_269901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044839,FA10DRAFT_269904,FA10DRAFT_269904,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200918,-
215250,37044840,FA10DRAFT_269906,FA10DRAFT_269906,-,-,Unknown,-,RmlC-like cupin,protein-coding,-,-,-,RmlC-like cupin,20200918,-
215250,37044841,FA10DRAFT_269908,FA10DRAFT_269908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044842,FA10DRAFT_269910,FA10DRAFT_269910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044843,FA10DRAFT_269913,FA10DRAFT_269913,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200918,-
215250,37044844,FA10DRAFT_269914,FA10DRAFT_269914,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37044845,FA10DRAFT_269915,FA10DRAFT_269915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044846,FA10DRAFT_269917,FA10DRAFT_269917,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200918,-
215250,37044847,FA10DRAFT_269918,FA10DRAFT_269918,-,-,Unknown,-,ERG2 and sigma1 receptor-like protein,protein-coding,-,-,-,ERG2 and sigma1 receptor-like protein,20200918,-
215250,37044848,FA10DRAFT_269923,FA10DRAFT_269923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37044849,FA10DRAFT_269925,FA10DRAFT_269925,-,-,Unknown,-,DNA binding methylated-DNA--cysteine S-methyltransferase,protein-coding,-,-,-,DNA binding methylated-DNA--cysteine S-methyltransferase,20200918,-
215250,37044850,FA10DRAFT_269926,FA10DRAFT_269926,-,-,Unknown,-,Phosphoenolpyruvate/pyruvate domain-containing protein,protein-coding,-,-,-,Phosphoenolpyruvate/pyruvate domain-containing protein,20200918,-
215250,37044851,FA10DRAFT_269928,FA10DRAFT_269928,-,-,Unknown,-,putative mitochondrion protein,protein-coding,-,-,-,putative mitochondrion protein,20200918,-
215250,37044852,FA10DRAFT_269931,FA10DRAFT_269931,-,-,Unknown,-,"putative translation initiation inhibitor, yjgF family",protein-coding,-,-,-,"putative translation initiation inhibitor, yjgF family",20200918,-
