#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5322,5666623,LOC5666623,-,-,-,MT,-,cox1,protein-coding,-,-,-,cytochrome c oxidase subunit 1;hypothetical protein,20201029,-
5322,59376864,PC9H_007046,PC9H_007046,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376865,PC9H_007047,PC9H_007047,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376866,PC9H_007048,PC9H_007048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376867,PC9H_007049,PC9H_007049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376868,PC9H_007050,PC9H_007050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376869,PC9H_007051,PC9H_007051,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376870,PC9H_007052,PC9H_007052,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376871,PC9H_007053,PC9H_007053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376872,PC9H_007054,PC9H_007054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376873,SNX3,PC9H_007055,-,-,Unknown,-,Sorting nexin-3,protein-coding,-,-,-,Sorting nexin-3,20210116,-
5322,59376874,PC9H_007056,PC9H_007056,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376875,PC9H_007057,PC9H_007057,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376876,PC9H_007058,PC9H_007058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376877,PC9H_007059,PC9H_007059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376878,PC9H_007060,PC9H_007060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376879,PC9H_007061,PC9H_007061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376880,PC9H_007062,PC9H_007062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376881,PC9H_007063,PC9H_007063,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376882,PC9H_007064,PC9H_007064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376883,PC9H_007065,PC9H_007065,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376884,PC9H_007066,PC9H_007066,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376885,PC9H_007067,PC9H_007067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376886,PC9H_007068,PC9H_007068,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376887,PC9H_007069,PC9H_007069,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376888,PC9H_007070,PC9H_007070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376889,PC9H_007071,PC9H_007071,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376890,PC9H_007072,PC9H_007072,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376891,PC9H_007073,PC9H_007073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376892,PC9H_007074,PC9H_007074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376893,PC9H_007075,PC9H_007075,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376894,PC9H_007076,PC9H_007076,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376895,PC9H_007077,PC9H_007077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376896,PC9H_007078,PC9H_007078,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376897,PC9H_007079,PC9H_007079,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376898,PC9H_007080,PC9H_007080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376899,PC9H_007081,PC9H_007081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376900,PC9H_007082,PC9H_007082,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376901,PC9H_007083,PC9H_007083,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376902,PC9H_007084,PC9H_007084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376903,PC9H_007085,PC9H_007085,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376904,PC9H_007086,PC9H_007086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376905,PC9H_007087,PC9H_007087,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376906,PC9H_007088,PC9H_007088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376907,SAM4,PC9H_007089,-,-,Unknown,-,AdoMet-homocysteine methyltransferase,protein-coding,-,-,-,AdoMet-homocysteine methyltransferase,20210529,-
5322,59376908,RPS0,PC9H_007090,-,-,Unknown,-,structural constituent of ribosome,protein-coding,-,-,-,structural constituent of ribosome,20210424,-
5322,59376909,PC9H_007091,PC9H_007091,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376910,PC9H_007092,PC9H_007092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376911,PC9H_007093,PC9H_007093,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201029,-
5322,59376912,PC9H_007094,PC9H_007094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376913,PC9H_007095,PC9H_007095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376914,PC9H_007096,PC9H_007096,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376915,PC9H_007097,PC9H_007097,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376916,PC9H_007098,PC9H_007098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376917,PC9H_007099,PC9H_007099,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376918,PC9H_007100,PC9H_007100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376919,PC9H_007101,PC9H_007101,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376920,PC9H_007102,PC9H_007102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376921,PC9H_007103,PC9H_007103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376922,YMC2,PC9H_007104,-,-,Unknown,-,Mitochondrial carrier protein ymc2,protein-coding,-,-,-,Mitochondrial carrier protein ymc2,20210424,-
5322,59376923,PC9H_007105,PC9H_007105,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376924,PC9H_007106,PC9H_007106,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376925,PC9H_007107,PC9H_007107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376926,PC9H_007108,PC9H_007108,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376927,PC9H_007109,PC9H_007109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376928,PC9H_007110,PC9H_007110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376929,PC9H_007111,PC9H_007111,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376930,PC9H_007112,PC9H_007112,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376931,PC9H_007113,PC9H_007113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376932,PC9H_007114,PC9H_007114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376933,PC9H_007115,PC9H_007115,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376934,PC9H_007116,PC9H_007116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376935,PC9H_007117,PC9H_007117,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376936,PC9H_007118,PC9H_007118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376937,PC9H_007119,PC9H_007119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376938,PC9H_007120,PC9H_007120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376939,PC9H_007121,PC9H_007121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376940,PC9H_007122,PC9H_007122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376941,PC9H_007123,PC9H_007123,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376942,ADA2,PC9H_007124,-,-,Unknown,-,Transcriptional adapter ada2,protein-coding,-,-,-,Transcriptional adapter ada2,20210529,-
5322,59376943,PC9H_007125,PC9H_007125,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376944,PC9H_007126,PC9H_007126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376945,PC9H_007127,PC9H_007127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376946,PC9H_007128,PC9H_007128,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376947,PC9H_007129,PC9H_007129,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376948,PC9H_007130,PC9H_007130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376949,PC9H_007131,PC9H_007131,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376950,PC9H_007132,PC9H_007132,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376951,PC9H_007133,PC9H_007133,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376952,PC9H_007134,PC9H_007134,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376953,PC9H_007135,PC9H_007135,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376954,PC9H_007136,PC9H_007136,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376955,PC9H_007137,PC9H_007137,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376956,PC9H_007138,PC9H_007138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376957,PC9H_007139,PC9H_007139,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376958,PC9H_007140,PC9H_007140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376959,PC9H_007141,PC9H_007141,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376960,PC9H_007142,PC9H_007142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376961,PC9H_007143,PC9H_007143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376962,CYR1,PC9H_007144,-,-,Unknown,-,cysteinyl-tRNA synthetase,protein-coding,-,-,-,cysteinyl-tRNA synthetase,20210529,-
5322,59376963,PC9H_007145,PC9H_007145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376964,PC9H_007146,PC9H_007146,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376965,PC9H_007147,PC9H_007147,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376966,PC9H_007148,PC9H_007148,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376967,PC9H_007149,PC9H_007149,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376968,PC9H_007150,PC9H_007150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376969,PC9H_007151,PC9H_007151,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376970,PC9H_007152,PC9H_007152,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376971,PC9H_007153,PC9H_007153,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376972,PC9H_007154,PC9H_007154,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376973,PC9H_007155,PC9H_007155,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376974,PC9H_007156,PC9H_007156,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376975,PC9H_007157,PC9H_007157,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376976,PC9H_007158,PC9H_007158,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376977,PC9H_007159,PC9H_007159,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376978,NOG1,PC9H_007160,-,-,Unknown,-,Nucleolar GTP-binding protein 1,protein-coding,-,-,-,Nucleolar GTP-binding protein 1,20210424,-
5322,59376979,PC9H_007161,PC9H_007161,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376980,PC9H_007162,PC9H_007162,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376981,PC9H_007163,PC9H_007163,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376982,PC9H_007164,PC9H_007164,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376983,PC9H_007165,PC9H_007165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376984,PC9H_007166,PC9H_007166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376985,PC9H_007167,PC9H_007167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376986,GLO1,PC9H_007168,-,-,Unknown,-,Lactoylglutathione lyase,protein-coding,-,-,-,Lactoylglutathione lyase,20210424,-
5322,59376987,PC9H_007169,PC9H_007169,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376988,PC9H_007170,PC9H_007170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376989,VMA16,PC9H_007171,-,-,Unknown,-,H(+)-transporting V0 sector ATPase subunit c'',protein-coding,-,-,-,H(+)-transporting V0 sector ATPase subunit c'',20210529,-
5322,59376990,ARL3,PC9H_007172,-,-,Unknown,-,ADP-ribosylation factor protein 3,protein-coding,-,-,-,ADP-ribosylation factor protein 3,20210424,-
5322,59376991,COG3,PC9H_007173,-,-,Unknown,-,Golgi transport complex subunit 3,protein-coding,-,-,-,Golgi transport complex subunit 3,20210529,-
5322,59376992,PC9H_007174,PC9H_007174,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376993,GEF1,PC9H_007175,-,-,Unknown,-,"glycerol ethanol, ferric requiring protein",protein-coding,-,-,-,"glycerol ethanol, ferric requiring protein",20210529,-
5322,59376994,PC9H_007176,PC9H_007176,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59376995,PC9H_007177,PC9H_007177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376996,DPH2,PC9H_007178,-,-,Unknown,-,Diphthamide biosynthesis protein 2,protein-coding,-,-,-,Diphthamide biosynthesis protein 2,20210529,-
5322,59376997,PC9H_007179,PC9H_007179,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59376998,PC9H_007180,PC9H_007180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59376999,PC9H_007181,PC9H_007181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59377000,CWC24,PC9H_007182,-,-,Unknown,-,RNA-splicing factor,protein-coding,-,-,-,RNA-splicing factor,20210529,-
5322,59377001,PC9H_007183,PC9H_007183,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5322,59377002,PPG1,PC9H_007184,-,-,Unknown,-,putative serine/threonine protein phosphatase,protein-coding,-,-,-,putative serine/threonine protein phosphatase,20210424,-
5322,59377003,PC9H_007185,PC9H_007185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59377004,PC9H_007186,PC9H_007186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59377005,PC9H_007187,PC9H_007187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59377006,PC9H_007188,PC9H_007188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201029,-
5322,59377007,PC9H_007189,PC9H_007189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59377008,PC9H_007190,PC9H_007190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5322,59377009,PC9H_007191,PC9H_007191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
