#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392245,54402276,P153DRAFT_100011,P153DRAFT_100011,-,-,Unknown,-,D-tyrosyl-tRNA deacylase-like protein,protein-coding,-,-,-,D-tyrosyl-tRNA deacylase-like protein,20210320,-
1392245,54409907,P153DRAFT_373752,P153DRAFT_373752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409908,P153DRAFT_373755,P153DRAFT_373755,-,-,Unknown,-,ATP-sulfurylase,protein-coding,-,-,-,ATP-sulfurylase,20210320,-
1392245,54409909,P153DRAFT_373757,P153DRAFT_373757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409910,P153DRAFT_373765,P153DRAFT_373765,-,-,Unknown,-,uroporphyrin-III C-methyltransferas-like protein,protein-coding,-,-,-,uroporphyrin-III C-methyltransferas-like protein,20210320,-
1392245,54409911,P153DRAFT_373800,P153DRAFT_373800,-,-,Unknown,-,cat eye syndrome critical region protein 5 precursor,protein-coding,-,-,-,cat eye syndrome critical region protein 5 precursor,20210320,-
1392245,54409912,P153DRAFT_373823,P153DRAFT_373823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409913,P153DRAFT_373838,P153DRAFT_373838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409914,P153DRAFT_373868,P153DRAFT_373868,-,-,Unknown,-,glycoside hydrolase family 28 protein,protein-coding,-,-,-,glycoside hydrolase family 28 protein,20210320,-
1392245,54409915,P153DRAFT_373871,P153DRAFT_373871,-,-,Unknown,-,low-affinity zinc ion transporter-like protein,protein-coding,-,-,-,low-affinity zinc ion transporter-like protein,20210320,-
1392245,54409916,P153DRAFT_373882,P153DRAFT_373882,-,-,Unknown,-,MFS transporter-like protein,protein-coding,-,-,-,MFS transporter-like protein,20210320,-
1392245,54409917,P153DRAFT_373883,P153DRAFT_373883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409918,P153DRAFT_373898,P153DRAFT_373898,-,-,Unknown,-,histidine acid phosphatase-like protein,protein-coding,-,-,-,histidine acid phosphatase-like protein,20200919,-
1392245,54409919,P153DRAFT_373932,P153DRAFT_373932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409920,P153DRAFT_373941,P153DRAFT_373941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409921,P153DRAFT_373952,P153DRAFT_373952,-,-,Unknown,-,MFS monocarboxylate transporter-like protein,protein-coding,-,-,-,MFS monocarboxylate transporter-like protein,20210320,-
1392245,54409922,P153DRAFT_373969,P153DRAFT_373969,-,-,Unknown,-,40S ribosomal protein S9,protein-coding,-,-,-,40S ribosomal protein S9,20210320,-
1392245,54409923,P153DRAFT_374003,P153DRAFT_374003,-,-,Unknown,-,integral membrane protein-like protein,protein-coding,-,-,-,integral membrane protein-like protein,20210320,-
1392245,54409924,P153DRAFT_374017,P153DRAFT_374017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409925,P153DRAFT_374036,P153DRAFT_374036,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210320,-
1392245,54409926,P153DRAFT_374041,P153DRAFT_374041,-,-,Unknown,-,MAT1-1-1,protein-coding,-,-,-,MAT1-1-1,20210320,-
1392245,54409927,P153DRAFT_374055,P153DRAFT_374055,-,-,Unknown,-,syntaxin-5,protein-coding,-,-,-,syntaxin-5,20210320,-
1392245,54409928,P153DRAFT_374064,P153DRAFT_374064,-,-,Unknown,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20210320,-
1392245,54409929,P153DRAFT_374111,P153DRAFT_374111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409930,P153DRAFT_374116,P153DRAFT_374116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409931,P153DRAFT_374121,P153DRAFT_374121,-,-,Unknown,-,EF-hand,protein-coding,-,-,-,EF-hand,20210320,-
1392245,54409932,P153DRAFT_374127,P153DRAFT_374127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409933,P153DRAFT_374152,P153DRAFT_374152,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1392245,54409934,P153DRAFT_374159,P153DRAFT_374159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409935,P153DRAFT_374186,P153DRAFT_374186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409936,P153DRAFT_374191,P153DRAFT_374191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409937,P153DRAFT_374194,P153DRAFT_374194,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1392245,54409938,P153DRAFT_374197,P153DRAFT_374197,-,-,Unknown,-,carbohydrate-binding module family 50 protein,protein-coding,-,-,-,carbohydrate-binding module family 50 protein,20210320,-
1392245,54409939,P153DRAFT_374218,P153DRAFT_374218,-,-,Unknown,-,glycerol uptake facilitator protein,protein-coding,-,-,-,glycerol uptake facilitator protein,20210320,-
1392245,54409940,P153DRAFT_374243,P153DRAFT_374243,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20210320,-
1392245,54409941,P153DRAFT_374269,P153DRAFT_374269,-,-,Unknown,-,Rox3-domain-containing protein,protein-coding,-,-,-,Rox3-domain-containing protein,20210320,-
1392245,54409942,P153DRAFT_374341,P153DRAFT_374341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409943,P153DRAFT_374392,P153DRAFT_374392,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
1392245,54409944,P153DRAFT_374399,P153DRAFT_374399,-,-,Unknown,-,arrestin domain conatining protein,protein-coding,-,-,-,arrestin domain conatining protein,20210320,-
1392245,54409945,P153DRAFT_374407,P153DRAFT_374407,-,-,Unknown,-,transcription factor Tfb4,protein-coding,-,-,-,transcription factor Tfb4,20210320,-
1392245,54409946,P153DRAFT_374432,P153DRAFT_374432,-,-,Unknown,-,meiosis induction protein kinase-like protein,protein-coding,-,-,-,meiosis induction protein kinase-like protein,20210320,-
1392245,54409947,P153DRAFT_374453,P153DRAFT_374453,-,-,Unknown,-,Thioesterase/thiol ester dehydrase-isomerase,protein-coding,-,-,-,Thioesterase/thiol ester dehydrase-isomerase,20210320,-
1392245,54409948,P153DRAFT_374458,P153DRAFT_374458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409949,P153DRAFT_374478,P153DRAFT_374478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409950,P153DRAFT_374493,P153DRAFT_374493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409951,P153DRAFT_374511,P153DRAFT_374511,-,-,Unknown,-,calcium dependent mitochondrial carrier protein,protein-coding,-,-,-,calcium dependent mitochondrial carrier protein,20210320,-
1392245,54409952,P153DRAFT_374512,P153DRAFT_374512,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409953,P153DRAFT_374513,P153DRAFT_374513,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210320,-
1392245,54409954,P153DRAFT_374515,P153DRAFT_374515,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
1392245,54409955,P153DRAFT_374519,P153DRAFT_374519,-,-,Unknown,-,salicylate 1-hydroxylase-like protein,protein-coding,-,-,-,salicylate 1-hydroxylase-like protein,20210320,-
1392245,54409956,P153DRAFT_374533,P153DRAFT_374533,-,-,Unknown,-,U1 zinc finger domain-containing protein,protein-coding,-,-,-,U1 zinc finger domain-containing protein,20210320,-
1392245,54409957,P153DRAFT_374545,P153DRAFT_374545,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409958,P153DRAFT_374556,P153DRAFT_374556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409959,P153DRAFT_374584,P153DRAFT_374584,-,-,Unknown,-,aldo/keto reductase-like protein,protein-coding,-,-,-,aldo/keto reductase-like protein,20210320,-
1392245,54409960,P153DRAFT_374595,P153DRAFT_374595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409961,P153DRAFT_374614,P153DRAFT_374614,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20210320,-
1392245,54409962,P153DRAFT_374641,P153DRAFT_374641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409963,P153DRAFT_374646,P153DRAFT_374646,-,-,Unknown,-,zf-CSL-domain-containing protein,protein-coding,-,-,-,zf-CSL-domain-containing protein,20210320,-
1392245,54409964,P153DRAFT_374672,P153DRAFT_374672,-,-,Unknown,-,DNA/RNA polymerase,protein-coding,-,-,-,DNA/RNA polymerase,20210320,-
1392245,54409965,P153DRAFT_374697,P153DRAFT_374697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409966,P153DRAFT_374699,P153DRAFT_374699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409967,P153DRAFT_374709,P153DRAFT_374709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409968,P153DRAFT_374769,P153DRAFT_374769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409969,P153DRAFT_374776,P153DRAFT_374776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409970,P153DRAFT_374786,P153DRAFT_374786,-,-,Unknown,-,cytochrome c,protein-coding,-,-,-,cytochrome c,20210320,-
1392245,54409971,P153DRAFT_374796,P153DRAFT_374796,-,-,Unknown,-,Rgp1-domain-containing protein,protein-coding,-,-,-,Rgp1-domain-containing protein,20210320,-
1392245,54409972,P153DRAFT_374814,P153DRAFT_374814,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1392245,54409973,P153DRAFT_374817,P153DRAFT_374817,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
1392245,54409974,P153DRAFT_374832,P153DRAFT_374832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409975,P153DRAFT_374836,P153DRAFT_374836,-,-,Unknown,-,urease accessory protein UreG,protein-coding,-,-,-,urease accessory protein UreG,20210320,-
1392245,54409976,P153DRAFT_374841,P153DRAFT_374841,-,-,Unknown,-,alcohol dehydrogenase-like protein,protein-coding,-,-,-,alcohol dehydrogenase-like protein,20210320,-
1392245,54409977,P153DRAFT_374844,P153DRAFT_374844,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1392245,54409978,P153DRAFT_374862,P153DRAFT_374862,-,-,Unknown,-,maintenance of ploidy protein MOB2,protein-coding,-,-,-,maintenance of ploidy protein MOB2,20210320,-
1392245,54409979,P153DRAFT_374900,P153DRAFT_374900,-,-,Unknown,-,glycoside hydrolase family 16 protein,protein-coding,-,-,-,glycoside hydrolase family 16 protein,20210320,-
1392245,54409980,P153DRAFT_374915,P153DRAFT_374915,-,-,Unknown,-,serine/threonine-protein kinase-like protein GIN4,protein-coding,-,-,-,serine/threonine-protein kinase-like protein GIN4,20210320,-
1392245,54409981,P153DRAFT_374929,P153DRAFT_374929,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54409982,P153DRAFT_374936,P153DRAFT_374936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409983,P153DRAFT_374971,P153DRAFT_374971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54409984,P153DRAFT_374982,P153DRAFT_374982,-,-,Unknown,-,putative C6 transcription factor,protein-coding,-,-,-,putative C6 transcription factor,20210320,-
1392245,54409985,P153DRAFT_374996,P153DRAFT_374996,-,-,Unknown,-,autophagy-related protein 13,protein-coding,-,-,-,autophagy-related protein 13,20210320,-
1392245,54409986,P153DRAFT_374998,P153DRAFT_374998,-,-,Unknown,-,UbiE/COQ5 methyltransferase,protein-coding,-,-,-,UbiE/COQ5 methyltransferase,20210320,-
1392245,54409987,P153DRAFT_375029,P153DRAFT_375029,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54409988,P153DRAFT_375048,P153DRAFT_375048,-,-,Unknown,-,60S ribosomal protein L15,protein-coding,-,-,-,60S ribosomal protein L15,20210320,-
1392245,54409989,P153DRAFT_375058,P153DRAFT_375058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54409990,P153DRAFT_375078,P153DRAFT_375078,-,-,Unknown,-,GMC oxidoreductase,protein-coding,-,-,-,GMC oxidoreductase,20210320,-
1392245,54409991,P153DRAFT_375087,P153DRAFT_375087,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1392245,54409992,P153DRAFT_375111,P153DRAFT_375111,-,-,Unknown,-,Utp14-domain-containing protein,protein-coding,-,-,-,Utp14-domain-containing protein,20210320,-
1392245,54409993,P153DRAFT_375113,P153DRAFT_375113,-,-,Unknown,-,vacuolar calcium ion transporter /H(+) exchanger,protein-coding,-,-,-,vacuolar calcium ion transporter /H(+) exchanger,20210320,-
1392245,54409994,P153DRAFT_375119,P153DRAFT_375119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54409995,P153DRAFT_375134,P153DRAFT_375134,-,-,Unknown,-,3-methyl-2-oxobutanoate hydroxymethyltransferas-like protein,protein-coding,-,-,-,3-methyl-2-oxobutanoate hydroxymethyltransferas-like protein,20210320,-
1392245,54409996,P153DRAFT_375147,P153DRAFT_375147,-,-,Unknown,-,glycosyltransferase family 76 protein,protein-coding,-,-,-,glycosyltransferase family 76 protein,20210320,-
1392245,54409997,P153DRAFT_375154,P153DRAFT_375154,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392245,54409998,P153DRAFT_375184,P153DRAFT_375184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54409999,P153DRAFT_375187,P153DRAFT_375187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410000,P153DRAFT_375189,P153DRAFT_375189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410001,P153DRAFT_375210,P153DRAFT_375210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410002,P153DRAFT_375212,P153DRAFT_375212,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
1392245,54410003,P153DRAFT_375252,P153DRAFT_375252,-,-,Unknown,-,nucleotide-diphospho-sugar transferase,protein-coding,-,-,-,nucleotide-diphospho-sugar transferase,20210320,-
1392245,54410004,P153DRAFT_375260,P153DRAFT_375260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410005,P153DRAFT_375263,P153DRAFT_375263,-,-,Unknown,-,carbonic anhydrase,protein-coding,-,-,-,carbonic anhydrase,20210320,-
1392245,54410006,P153DRAFT_375265,P153DRAFT_375265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410007,P153DRAFT_375269,P153DRAFT_375269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392245,54410008,P153DRAFT_375270,P153DRAFT_375270,-,-,Unknown,-,SH3-domain-containing protein,protein-coding,-,-,-,SH3-domain-containing protein,20210320,-
1392245,54410009,P153DRAFT_375285,P153DRAFT_375285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410010,P153DRAFT_375315,P153DRAFT_375315,-,-,Unknown,-,glycoside hydrolase family 88 protein,protein-coding,-,-,-,glycoside hydrolase family 88 protein,20200919,-
1392245,54410011,P153DRAFT_375322,P153DRAFT_375322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
1392245,54410012,P153DRAFT_375335,P153DRAFT_375335,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
1392245,54410013,P153DRAFT_375338,P153DRAFT_375338,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
1392245,54410014,P153DRAFT_375357,P153DRAFT_375357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392245,54410015,P153DRAFT_375379,P153DRAFT_375379,-,-,Unknown,-,DUF341 domain protein,protein-coding,-,-,-,DUF341 domain protein,20210320,-
1392245,54410016,P153DRAFT_375404,P153DRAFT_375404,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210320,-
1392245,54410017,P153DRAFT_375420,P153DRAFT_375420,-,-,Unknown,-,Sec7 domain-containing protein,protein-coding,-,-,-,Sec7 domain-containing protein,20210320,-
1392245,54410018,P153DRAFT_375428,P153DRAFT_375428,-,-,Unknown,-,Adenylosuccinate synthetase,protein-coding,-,-,-,Adenylosuccinate synthetase,20210320,-
1392245,54410019,P153DRAFT_375432,P153DRAFT_375432,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1392245,54410020,P153DRAFT_375435,P153DRAFT_375435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54410021,P153DRAFT_375456,P153DRAFT_375456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54410022,P153DRAFT_375475,P153DRAFT_375475,-,-,Unknown,-,glutathione transferase omega-1,protein-coding,-,-,-,glutathione transferase omega-1,20210320,-
1392245,54410023,P153DRAFT_375488,P153DRAFT_375488,-,-,Unknown,-,taurine catabolism dioxygenase-like protein TauD,protein-coding,-,-,-,taurine catabolism dioxygenase-like protein TauD,20210320,-
1392245,54410024,P153DRAFT_375496,P153DRAFT_375496,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54410025,P153DRAFT_375504,P153DRAFT_375504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54410026,P153DRAFT_375526,P153DRAFT_375526,-,-,Unknown,-,carbohydrate-binding module family 1 protein,protein-coding,-,-,-,carbohydrate-binding module family 1 protein,20210320,-
1392245,54410027,P153DRAFT_375534,P153DRAFT_375534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54410028,P153DRAFT_375578,P153DRAFT_375578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54410029,P153DRAFT_375637,P153DRAFT_375637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54410030,P153DRAFT_375640,P153DRAFT_375640,-,-,Unknown,-,RecQ mediated genome instability protein Rmi1,protein-coding,-,-,-,RecQ mediated genome instability protein Rmi1,20210320,-
1392245,54410031,P153DRAFT_375647,P153DRAFT_375647,-,-,Unknown,-,metal homeostatis protein bsd2,protein-coding,-,-,-,metal homeostatis protein bsd2,20210320,-
1392245,54410032,P153DRAFT_375740,P153DRAFT_375740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54410033,P153DRAFT_375750,P153DRAFT_375750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
