#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1537102,15802624,BEWA_015190,BEWA_015190,-,-,4,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200911,-
1537102,15804966,BEWA_045230,BEWA_045230,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804967,BEWA_050090,BEWA_050090,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804968,BEWA_050100,BEWA_050100,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804969,BEWA_050110,BEWA_050110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804970,BEWA_050120,BEWA_050120,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804971,BEWA_050570,BEWA_050570,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804972,BEWA_050580,BEWA_050580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804973,BEWA_050590,BEWA_050590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804974,BEWA_050600,BEWA_050600,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804975,BEWA_050410,BEWA_050410,-,-,4,-,"DNA polymerase alpha catalytic subunit, putative",protein-coding,-,-,-,"DNA polymerase alpha catalytic subunit, putative",20200911,-
1537102,15804976,BEWA_050420,BEWA_050420,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804977,BEWA_046640,BEWA_046640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804978,BEWA_046650,BEWA_046650,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804979,BEWA_046660,BEWA_046660,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804980,BEWA_046580,BEWA_046580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804981,BEWA_046590,BEWA_046590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804982,BEWA_046600,BEWA_046600,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804983,BEWA_050200,BEWA_050200,-,-,4,-,haloacid dehalogenase-like hydrolase family member protein,protein-coding,-,-,-,haloacid dehalogenase-like hydrolase family member protein,20200911,-
1537102,15804984,BEWA_050210,BEWA_050210,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804985,BEWA_050220,BEWA_050220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804986,BEWA_050230,BEWA_050230,-,-,4,-,"DNA-directed RNA polymerase, alpha subunit, N terminal domain containing protein",protein-coding,-,-,-,"DNA-directed RNA polymerase, alpha subunit, N terminal domain containing protein",20200911,-
1537102,15804987,BEWA_050500,BEWA_050500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804988,BEWA_050510,BEWA_050510,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804989,BEWA_050520,BEWA_050520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804990,BEWA_050530,BEWA_050530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804991,BEWA_049180,BEWA_049180,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804992,BEWA_049190,BEWA_049190,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804993,BEWA_049200,BEWA_049200,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804994,BEWA_049210,BEWA_049210,-,-,4,-,"adenosylhomocysteinase, putative",protein-coding,-,-,-,"adenosylhomocysteinase, putative",20200911,-
1537102,15804995,BEWA_048970,BEWA_048970,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804996,BEWA_048980,BEWA_048980,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804997,BEWA_048990,BEWA_048990,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15804998,BEWA_045280,BEWA_045280,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15804999,BEWA_048480,BEWA_048480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805000,BEWA_048490,BEWA_048490,-,-,4,-,haloacid dehalogenase-like hydrolase family member protein,protein-coding,-,-,-,haloacid dehalogenase-like hydrolase family member protein,20200911,-
1537102,15805001,BEWA_048500,BEWA_048500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805002,BEWA_047320,BEWA_047320,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805003,BEWA_047330,BEWA_047330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805004,BEWA_047340,BEWA_047340,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805005,BEWA_048210,BEWA_048210,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805006,BEWA_048220,BEWA_048220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805007,BEWA_048230,BEWA_048230,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805008,BEWA_046310,BEWA_046310,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805009,BEWA_046320,BEWA_046320,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805010,BEWA_046330,BEWA_046330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805011,BEWA_046450,BEWA_046450,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805012,BEWA_046460,BEWA_046460,-,-,4,-,reverse transcriptase domain containing protein,protein-coding,-,-,-,reverse transcriptase domain containing protein,20200911,-
1537102,15805013,BEWA_046470,BEWA_046470,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805014,BEWA_046520,BEWA_046520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805015,BEWA_046530,BEWA_046530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805016,BEWA_046540,BEWA_046540,-,-,4,-,flavodoxin domain containing protein,protein-coding,-,-,-,flavodoxin domain containing protein,20200911,-
1537102,15805017,BEWA_046210,BEWA_046210,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805018,BEWA_046220,BEWA_046220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805019,BEWA_046230,BEWA_046230,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805020,BEWA_046670,BEWA_046670,-,-,4,-,Papain family cysteine protease family member protein,protein-coding,-,-,-,Papain family cysteine protease family member protein,20200911,-
1537102,15805021,BEWA_046680,BEWA_046680,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805022,BEWA_046690,BEWA_046690,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805023,BEWA_050170,BEWA_050170,-,-,4,-,DEAD box ATP-dependent RNA helicase family member protein,protein-coding,-,-,-,DEAD box ATP-dependent RNA helicase family member protein,20200911,-
1537102,15805024,BEWA_050180,BEWA_050180,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805025,BEWA_050190,BEWA_050190,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805026,BEWA_048170,BEWA_048170,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805027,BEWA_048180,BEWA_048180,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805028,BEWA_048190,BEWA_048190,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805029,BEWA_048200,BEWA_048200,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805030,BEWA_045270,BEWA_045270,-,-,4,-,TBC domain containing protein,protein-coding,-,-,-,TBC domain containing protein,20200911,-
1537102,15805031,BEWA_045210,BEWA_045210,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805032,BEWA_046700,BEWA_046700,-,-,4,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15805033,BEWA_046710,BEWA_046710,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805034,BEWA_046720,BEWA_046720,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805035,BEWA_046730,BEWA_046730,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805036,BEWA_048410,BEWA_048410,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805037,BEWA_048420,BEWA_048420,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805038,BEWA_048430,BEWA_048430,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805039,BEWA_047730,BEWA_047730,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805040,BEWA_047740,BEWA_047740,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805041,BEWA_047750,BEWA_047750,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805042,BEWA_049220,BEWA_049220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805043,BEWA_049230,BEWA_049230,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805044,BEWA_049240,BEWA_049240,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805045,BEWA_047490,BEWA_047490,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805046,BEWA_047500,BEWA_047500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805047,BEWA_047510,BEWA_047510,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805048,BEWA_047420,BEWA_047420,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805049,BEWA_047430,BEWA_047430,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805050,BEWA_047440,BEWA_047440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805051,BEWA_049920,BEWA_049920,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805052,BEWA_049930,BEWA_049930,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805053,BEWA_049940,BEWA_049940,-,-,4,-,"ABC transporter, ATP-binding protein family member protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein family member protein",20200911,-
1537102,15805054,BEWA_049950,BEWA_049950,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805055,BEWA_047100,BEWA_047100,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805056,BEWA_047110,BEWA_047110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805057,BEWA_047120,BEWA_047120,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805058,BEWA_047130,BEWA_047130,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805059,BEWA_049000,BEWA_049000,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805060,BEWA_049010,BEWA_049010,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805061,BEWA_049020,BEWA_049020,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805062,BEWA_049030,BEWA_049030,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805063,BEWA_048310,BEWA_048310,-,-,4,-,"adaptin, alpha, putative",protein-coding,-,-,-,"adaptin, alpha, putative",20200911,-
1537102,15805064,BEWA_048320,BEWA_048320,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805065,BEWA_048330,BEWA_048330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805066,BEWA_045400,BEWA_045400,-,-,4,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15805067,BEWA_045410,BEWA_045410,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805068,BEWA_045420,BEWA_045420,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805069,BEWA_045430,BEWA_045430,-,-,4,-,"choline/ethanolamine kinase, putative",protein-coding,-,-,-,"choline/ethanolamine kinase, putative",20200911,-
1537102,15805070,BEWA_045440,BEWA_045440,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805071,BEWA_045450,BEWA_045450,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805072,BEWA_045460,BEWA_045460,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805073,BEWA_050300,BEWA_050300,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805074,BEWA_050310,BEWA_050310,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805075,BEWA_050320,BEWA_050320,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805076,BEWA_050330,BEWA_050330,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805077,BEWA_049960,BEWA_049960,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805078,BEWA_049970,BEWA_049970,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805079,BEWA_049980,BEWA_049980,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805080,BEWA_049990,BEWA_049990,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805081,BEWA_046110,BEWA_046110,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805082,BEWA_046120,BEWA_046120,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805083,BEWA_046130,BEWA_046130,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805084,BEWA_048440,BEWA_048440,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805085,BEWA_048450,BEWA_048450,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805086,BEWA_048460,BEWA_048460,-,-,4,-,"histone H2a, putative",protein-coding,-,-,-,"histone H2a, putative",20200911,-
1537102,15805087,BEWA_048470,BEWA_048470,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805088,BEWA_046800,BEWA_046800,-,-,4,-,Papain cysteine protease family protein,protein-coding,-,-,-,Papain cysteine protease family protein,20200911,-
1537102,15805089,BEWA_046810,BEWA_046810,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805090,BEWA_046820,BEWA_046820,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805091,BEWA_046830,BEWA_046830,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805092,BEWA_050540,BEWA_050540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805093,BEWA_050550,BEWA_050550,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805094,BEWA_050560,BEWA_050560,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805095,BEWA_050270,BEWA_050270,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805096,BEWA_050280,BEWA_050280,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805097,BEWA_050290,BEWA_050290,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805098,BEWA_047910,BEWA_047910,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805099,BEWA_047920,BEWA_047920,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15805100,BEWA_050240,BEWA_050240,-,-,4,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15805101,BEWA_050250,BEWA_050250,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
