#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4956,5848217,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Saccharomyces rouxii).,other,-,-,-,-,20181022,-
4956,8203882,ZYRO0D04554g,ZYRO0D04554g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203883,ZYRO0D04576g,ZYRO0D04576g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203884,ZYRO0D04598g,ZYRO0D04598g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203885,ZYRO0D04620r,ZYRO0D04620r,-,-,D,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203886,ZYRO0D04642g,ZYRO0D04642g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203887,ZYRO0D04664g,ZYRO0D04664g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203888,ZYRO0D04686g,ZYRO0D04686g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203889,ZYRO0D04708g,ZYRO0D04708g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203890,ZYRO0D04730g,ZYRO0D04730g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203891,ZYRO0D04752g,ZYRO0D04752g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203892,ZYRO0D04774g,ZYRO0D04774g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203893,ZYRO0D04796g,ZYRO0D04796g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203894,ZYRO0D04818g,ZYRO0D04818g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203895,ZYRO0D04840g,ZYRO0D04840g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203896,ZYRO0D04862g,ZYRO0D04862g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203897,ZYRO0D04884g,ZYRO0D04884g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203898,ZYRO0D04906g,ZYRO0D04906g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203899,ZYRO0D04928g,ZYRO0D04928g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203900,ZYRO0D04950g,ZYRO0D04950g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203901,ZYRO0D04972g,ZYRO0D04972g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203902,ZYRO0D04994g,ZYRO0D04994g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203903,ZYRO0D05016g,ZYRO0D05016g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203904,ZYRO0D05038g,ZYRO0D05038g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203905,ZYRO0D05060g,ZYRO0D05060g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203906,ZYRO0D05082g,ZYRO0D05082g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203907,ZYRO0D05104g,ZYRO0D05104g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203908,ZYRO0D05126g,ZYRO0D05126g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203909,ZYRO0D05148g,ZYRO0D05148g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203910,ZYRO0D05170g,ZYRO0D05170g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203911,ZYRO0D05192g,ZYRO0D05192g,-,-,D,-,66S preribosome component MAK16,protein-coding,-,-,-,-,20180130,-
4956,8203912,ZYRO0D05214g,ZYRO0D05214g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203913,ZYRO0D05236g,ZYRO0D05236g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203914,ZYRO0D05258g,ZYRO0D05258g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203915,ZYRO0D05280g,ZYRO0D05280g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203916,ZYRO0D05302g,ZYRO0D05302g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203917,ZYRO0D05324g,ZYRO0D05324g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203918,ZYRO0D05346g,ZYRO0D05346g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203919,ZYRO0D05368g,ZYRO0D05368g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203920,ZYRO0D05390g,ZYRO0D05390g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203921,ZYRO0D05412g,ZYRO0D05412g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203922,ZYRO0D05434g,ZYRO0D05434g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203923,ZYRO0D05456g,ZYRO0D05456g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203924,ZYRO0D05478g,ZYRO0D05478g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203925,ZYRO0D05500g,ZYRO0D05500g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203926,ZYRO0D05522g,ZYRO0D05522g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203927,ZYRO0D05544g,ZYRO0D05544g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203928,ZYRO0D05566g,ZYRO0D05566g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203929,ZYRO0D05588g,ZYRO0D05588g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203930,ZYRO0D05610g,ZYRO0D05610g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203931,ZYRO0D05632g,ZYRO0D05632g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203932,ZYRO0D05654g,ZYRO0D05654g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203933,ZYRO0D05676g,ZYRO0D05676g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203934,ZYRO0D05698g,ZYRO0D05698g,-,-,D,-,40S ribosomal protein S15,protein-coding,-,-,-,-,20180130,-
4956,8203935,ZYRO0D05720g,ZYRO0D05720g,-,-,D,-,60S acidic ribosomal protein P2,protein-coding,-,-,-,-,20170926,-
4956,8203936,ZYRO0D05742g,ZYRO0D05742g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203937,ZYRO0D05764g,ZYRO0D05764g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203938,ZYRO0D05786g,ZYRO0D05786g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203939,ZYRO0D05808g,ZYRO0D05808g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203940,ZYRO0D05830g,ZYRO0D05830g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203941,ZYRO0D05852g,ZYRO0D05852g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203942,ZYRO0D05874g,ZYRO0D05874g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203943,ZYRO0D05896g,ZYRO0D05896g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203944,ZYRO0D05918g,ZYRO0D05918g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203945,ZYRO0D05940g,ZYRO0D05940g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203946,ZYRO0D05962g,ZYRO0D05962g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203947,ZYRO0D05984g,ZYRO0D05984g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203948,ZYRO0D06006g,ZYRO0D06006g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203949,ZYRO0D06028g,ZYRO0D06028g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203950,ZYRO0D06050g,ZYRO0D06050g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203951,ZYRO0D06072g,ZYRO0D06072g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203952,ZYRO0D06094g,ZYRO0D06094g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203953,ZYRO0D06116g,ZYRO0D06116g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203954,ZYRO0D06138r,ZYRO0D06138r,-,-,D,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203955,ZYRO0D06160g,ZYRO0D06160g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203956,ZYRO0D06182g,ZYRO0D06182g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203957,ZYRO0D06204g,ZYRO0D06204g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203958,ZYRO0D06226r,ZYRO0D06226r,-,-,D,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8203959,ZYRO0D06248g,ZYRO0D06248g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203960,ZYRO0D06270g,ZYRO0D06270g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203961,SNR6,ZYRO0D06292r,-,-,D,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8203962,ZYRO0D06336g,ZYRO0D06336g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203963,ZYRO0D06358g,ZYRO0D06358g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203964,ZYRO0D06380g,ZYRO0D06380g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203965,SNR79,ZYRO0D06402r,-,-,D,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8203966,ZYRO0D06446g,ZYRO0D06446g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203967,ZYRO0D06468g,ZYRO0D06468g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203968,ZYRO0D06490g,ZYRO0D06490g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203969,ZYRO0D06512g,ZYRO0D06512g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203970,ZYRO0D06534g,ZYRO0D06534g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203971,ZYRO0D06556g,ZYRO0D06556g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203972,ZYRO0D06578g,ZYRO0D06578g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203973,ZYRO0D06600g,ZYRO0D06600g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203974,ZYRO0D06622g,ZYRO0D06622g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203975,ZYRO0D06644g,ZYRO0D06644g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203976,ZYRO0D06666g,ZYRO0D06666g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203977,ZYRO0D06688g,ZYRO0D06688g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203978,ZYRO0D06710g,ZYRO0D06710g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203979,ZYRO0D06732g,ZYRO0D06732g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203980,ZYRO0D06754g,ZYRO0D06754g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203981,ZYRO0D06776g,ZYRO0D06776g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203982,ZYRO0D06798g,ZYRO0D06798g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203983,ZYRO0D06820g,ZYRO0D06820g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203984,ZYRO0D06842g,ZYRO0D06842g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203985,ZYRO0D06864g,ZYRO0D06864g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203986,ZYRO0D06886g,ZYRO0D06886g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203987,ZYRO0D06908g,ZYRO0D06908g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203988,ZYRO0D06930g,ZYRO0D06930g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203989,ZYRO0D06952g,ZYRO0D06952g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203990,ZYRO0D06974g,ZYRO0D06974g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203991,ZYRO0D06996g,ZYRO0D06996g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203992,ZYRO0D07018g,ZYRO0D07018g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203993,ZYRO0D07040g,ZYRO0D07040g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203994,ZYRO0D07062g,ZYRO0D07062g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203995,ZYRO0D07084g,ZYRO0D07084g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203996,ZYRO0D07106g,ZYRO0D07106g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203997,ZYRO0D07128g,ZYRO0D07128g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8203998,ZYRO0D07150g,ZYRO0D07150g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8203999,ZYRO0D07172g,ZYRO0D07172g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204000,ZYRO0D07194g,ZYRO0D07194g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204001,ZYRO0D07216g,ZYRO0D07216g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204002,ZYRO0D07238g,ZYRO0D07238g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204003,ZYRO0D07260g,ZYRO0D07260g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204004,ZYRO0D07282g,ZYRO0D07282g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204005,ZYRO0D07304g,ZYRO0D07304g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204006,ZYRO0D07326g,ZYRO0D07326g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204007,ZYRO0D07348g,ZYRO0D07348g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204008,ZYRO0D07370g,ZYRO0D07370g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204009,ZYRO0D07392g,ZYRO0D07392g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204010,ZYRO0D07414g,ZYRO0D07414g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204011,ZYRO0D07436g,ZYRO0D07436g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204012,ZYRO0D07458g,ZYRO0D07458g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204013,ZYRO0D07480g,ZYRO0D07480g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204014,ZYRO0D07502g,ZYRO0D07502g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204015,ZYRO0D07524g,ZYRO0D07524g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204016,ZYRO0D07546g,ZYRO0D07546g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204017,ZYRO0D07568g,ZYRO0D07568g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204018,ZYRO0D07590g,ZYRO0D07590g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204019,ZYRO0D07612g,ZYRO0D07612g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204020,ZYRO0D07634g,ZYRO0D07634g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204021,ZYRO0D07656g,ZYRO0D07656g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204022,ZYRO0D07678g,ZYRO0D07678g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204023,ZYRO0D07700g,ZYRO0D07700g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204024,ZYRO0D07722g,ZYRO0D07722g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204025,ZYRO0D07744g,ZYRO0D07744g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204026,ZYRO0D07766r,ZYRO0D07766r,-,-,D,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8204027,ZYRO0D07788g,ZYRO0D07788g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204028,ZYRO0D07810g,ZYRO0D07810g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204029,ZYRO0D07832g,ZYRO0D07832g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204030,ZYRO0D07854g,ZYRO0D07854g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204031,ZYRO0D07876g,ZYRO0D07876g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204032,ZYRO0D07898g,ZYRO0D07898g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204033,ZYRO0D07920r,ZYRO0D07920r,-,-,D,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8204034,ZYRO0D07942g,ZYRO0D07942g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204035,ZYRO0D07964g,ZYRO0D07964g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204036,ZYRO0D07986g,ZYRO0D07986g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204037,ZYRO0D08008g,ZYRO0D08008g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204038,ZYRO0D08030g,ZYRO0D08030g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204039,ZYRO0D08052g,ZYRO0D08052g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204040,ZYRO0D08074g,ZYRO0D08074g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204041,ZYRO0D08096g,ZYRO0D08096g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204042,ZYRO0D08118g,ZYRO0D08118g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204043,ZYRO0D08140g,ZYRO0D08140g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204044,ZYRO0D08162g,ZYRO0D08162g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204045,ZYRO0D08184g,ZYRO0D08184g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204046,ZYRO0D08206g,ZYRO0D08206g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204047,ZYRO0D08228g,ZYRO0D08228g,-,-,D,-,mitochondrial 54S ribosomal protein IMG2,protein-coding,-,-,-,-,20180130,-
4956,8204048,ZYRO0D08250g,ZYRO0D08250g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204049,ZYRO0D08272g,ZYRO0D08272g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204050,ZYRO0D08294g,ZYRO0D08294g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204051,ZYRO0D08316g,ZYRO0D08316g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204052,ZYRO0D08338g,ZYRO0D08338g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204053,ZYRO0D08360g,ZYRO0D08360g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204054,ZYRO0D08382g,ZYRO0D08382g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204055,ZYRO0D08404g,ZYRO0D08404g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204056,ZYRO0D08426g,ZYRO0D08426g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204057,ZYRO0D08448g,ZYRO0D08448g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204058,ZYRO0D08470r,ZYRO0D08470r,-,-,D,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8204059,ZYRO0D08492g,ZYRO0D08492g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204060,ZYRO0D08514g,ZYRO0D08514g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204061,ZYRO0D08536g,ZYRO0D08536g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204062,ZYRO0D08558g,ZYRO0D08558g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204063,ZYRO0D08580g,ZYRO0D08580g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204064,ZYRO0D08602g,ZYRO0D08602g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204065,ZYRO0D08624g,ZYRO0D08624g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204066,ZYRO0D08646g,ZYRO0D08646g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204067,ZYRO0D08668g,ZYRO0D08668g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204068,ZYRO0D08690g,ZYRO0D08690g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204069,ZYRO0D08712g,ZYRO0D08712g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204070,ZYRO0D08734g,ZYRO0D08734g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204071,ZYRO0D08756g,ZYRO0D08756g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204072,ZYRO0D08778g,ZYRO0D08778g,-,-,D,-,mitochondrial 54S ribosomal protein IMG1,protein-coding,-,-,-,-,20180130,-
4956,8204073,ZYRO0D08800g,ZYRO0D08800g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20171220,-
4956,8204074,ZYRO0D08822g,ZYRO0D08822g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204075,ZYRO0D08844g,ZYRO0D08844g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204076,ZYRO0D08866g,ZYRO0D08866g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204077,ZYRO0D08888g,ZYRO0D08888g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204078,ZYRO0D08910g,ZYRO0D08910g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204079,ZYRO0D08932g,ZYRO0D08932g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204080,ZYRO0D08954g,ZYRO0D08954g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204081,ZYRO0D08976g,ZYRO0D08976g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204082,ZYRO0D08998g,ZYRO0D08998g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204083,ZYRO0D09020g,ZYRO0D09020g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204084,ZYRO0D09042g,ZYRO0D09042g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204085,ZYRO0D09064g,ZYRO0D09064g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20180130,-
4956,8204086,ZYRO0D09086g,ZYRO0D09086g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204087,ZYRO0D09108g,ZYRO0D09108g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204088,ZYRO0D09130g,ZYRO0D09130g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204089,ZYRO0D09152g,ZYRO0D09152g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204090,ZYRO0D09174g,ZYRO0D09174g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204091,ZYRO0D09196g,ZYRO0D09196g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204092,ZYRO0D09218g,ZYRO0D09218g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
4956,8204093,ZYRO0D09240g,ZYRO0D09240g,-,-,D,-,hypothetical protein,protein-coding,-,-,-,-,20170926,-
