#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
192010,26836085,nad3,AYC56_gp02,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210607,-
192010,65087993,FMAN_08733,FMAN_08733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65087994,FMAN_08734,FMAN_08734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65087995,FMAN_08735,FMAN_08735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65087996,FMAN_08736,FMAN_08736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65087997,FMAN_08737,FMAN_08737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65087998,FMAN_08738,FMAN_08738,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65087999,FMAN_08739,FMAN_08739,-,-,Unknown,-,putative GTP-binding protein rac1,protein-coding,-,-,-,putative GTP-binding protein rac1,20210607,-
192010,65088000,FMAN_08740,FMAN_08740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088001,FMAN_08741,FMAN_08741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088002,FMAN_08742,FMAN_08742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088003,FMAN_08743,FMAN_08743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088004,FMAN_08744,FMAN_08744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088005,FMAN_08745,FMAN_08745,-,-,Unknown,-,putative 2-methylcitrate dehydratase,protein-coding,-,-,-,putative 2-methylcitrate dehydratase,20210607,-
192010,65088006,FMAN_08746,FMAN_08746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088007,FMAN_08747,FMAN_08747,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088008,FMAN_08748,FMAN_08748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088009,FMAN_08749,FMAN_08749,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088010,FMAN_08750,FMAN_08750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088011,FMAN_08751,FMAN_08751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088012,FMAN_08752,FMAN_08752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088013,FMAN_08753,FMAN_08753,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088014,FMAN_08754,FMAN_08754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088015,FMAN_08755,FMAN_08755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088016,FMAN_08756,FMAN_08756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088017,FMAN_08757,FMAN_08757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088018,FMAN_08758,FMAN_08758,-,-,Unknown,-,putative phenylacetyl-CoA ligase,protein-coding,-,-,-,putative phenylacetyl-CoA ligase,20210607,-
192010,65088019,FMAN_08759,FMAN_08759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088020,FMAN_08760,FMAN_08760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088021,FMAN_08761,FMAN_08761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088022,FMAN_08762,FMAN_08762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088023,FMAN_08763,FMAN_08763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088024,FMAN_08764,FMAN_08764,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088025,FMAN_08765,FMAN_08765,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088026,FMAN_08766,FMAN_08766,-,-,Unknown,-,putative C6 transcription factor,protein-coding,-,-,-,putative C6 transcription factor,20210607,-
192010,65088027,FMAN_08767,FMAN_08767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088028,FMAN_08768,FMAN_08768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088029,FMAN_08769,FMAN_08769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088030,FMAN_08770,FMAN_08770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088031,FMAN_08771,FMAN_08771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088032,FMAN_08772,FMAN_08772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088033,FMAN_08773,FMAN_08773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088034,FMAN_08774,FMAN_08774,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088035,FMAN_08775,FMAN_08775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088036,FMAN_08776,FMAN_08776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088037,FMAN_08777,FMAN_08777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088038,FMAN_08778,FMAN_08778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088039,FMAN_08779,FMAN_08779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088040,FMAN_08780,FMAN_08780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088041,FMAN_08781,FMAN_08781,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088042,FMAN_08782,FMAN_08782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088043,FMAN_08783,FMAN_08783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088044,FMAN_08784,FMAN_08784,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088045,FMAN_08785,FMAN_08785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088046,FMAN_08786,FMAN_08786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088047,FMAN_08787,FMAN_08787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088048,FMAN_08788,FMAN_08788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088049,FMAN_08789,FMAN_08789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088050,FMAN_08790,FMAN_08790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088051,FMAN_08791,FMAN_08791,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088052,FMAN_08792,FMAN_08792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088053,FMAN_08793,FMAN_08793,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088054,FMAN_08794,FMAN_08794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088055,FMAN_08795,FMAN_08795,-,-,Unknown,-,"related to myosins, conserved, ubiquitous membrane protein required for cell viability",protein-coding,-,-,-,"related to myosins, conserved, ubiquitous membrane protein required for cell viability",20210607,-
192010,65088056,FMAN_08796,FMAN_08796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088057,FMAN_08797,FMAN_08797,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088058,FMAN_08798,FMAN_08798,-,-,Unknown,-,putative novel protein of ras superfamily KREV-1,protein-coding,-,-,-,putative novel protein of ras superfamily KREV-1,20210607,-
192010,65088059,FMAN_08799,FMAN_08799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088060,FMAN_08800,FMAN_08800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088061,FMAN_08801,FMAN_08801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088062,FMAN_08802,FMAN_08802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088063,FMAN_08803,FMAN_08803,-,-,Unknown,-,putative splicing factor 3B subunit 10,protein-coding,-,-,-,putative splicing factor 3B subunit 10,20210607,-
192010,65088064,FMAN_08804,FMAN_08804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088065,FMAN_08805,FMAN_08805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088066,FMAN_08806,FMAN_08806,-,-,Unknown,-,translation elongation factor 1 alpha,protein-coding,-,-,-,translation elongation factor 1 alpha,20210607,-
192010,65088067,FMAN_08807,FMAN_08807,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088068,FMAN_08808,FMAN_08808,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088069,FMAN_08809,FMAN_08809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088070,FMAN_08810,FMAN_08810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088071,FMAN_08811,FMAN_08811,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088072,FMAN_08812,FMAN_08812,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088073,FMAN_08813,FMAN_08813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088074,FMAN_08814,FMAN_08814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088075,FMAN_08815,FMAN_08815,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088076,FMAN_08816,FMAN_08816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088077,FMAN_08817,FMAN_08817,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088078,FMAN_08818,FMAN_08818,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088079,FMAN_08819,FMAN_08819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088080,FMAN_08820,FMAN_08820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088081,FMAN_08821,FMAN_08821,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088082,FMAN_08822,FMAN_08822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088083,FMAN_08823,FMAN_08823,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088084,FMAN_08824,FMAN_08824,-,-,Unknown,-,putative MGM101-mitochondrial genome maintenance protein,protein-coding,-,-,-,putative MGM101-mitochondrial genome maintenance protein,20210607,-
192010,65088085,FMAN_08825,FMAN_08825,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088086,FMAN_08826,FMAN_08826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088087,FMAN_08827,FMAN_08827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088088,FMAN_08828,FMAN_08828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088089,FMAN_08829,FMAN_08829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088090,FMAN_08830,FMAN_08830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088091,FMAN_08831,FMAN_08831,-,-,Unknown,-,putative mitochondria-associated signaling protein,protein-coding,-,-,-,putative mitochondria-associated signaling protein,20210607,-
192010,65088092,FMAN_08832,FMAN_08832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088093,FMAN_08833,FMAN_08833,-,-,Unknown,-,putative ribosomal protein L13B,protein-coding,-,-,-,putative ribosomal protein L13B,20210607,-
192010,65088094,FMAN_08834,FMAN_08834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088095,FMAN_08835,FMAN_08835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088096,FMAN_08836,FMAN_08836,-,-,Unknown,-,putative 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase isoenzyme,protein-coding,-,-,-,putative 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase isoenzyme,20210607,-
192010,65088097,FMAN_08837,FMAN_08837,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088098,FMAN_08838,FMAN_08838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088099,FMAN_08839,FMAN_08839,-,-,Unknown,-,putative APE2-aminopeptidase yscII,protein-coding,-,-,-,putative APE2-aminopeptidase yscII,20210607,-
192010,65088100,FMAN_08840,FMAN_08840,-,-,Unknown,-,putative taurine dioxygenase,protein-coding,-,-,-,putative taurine dioxygenase,20210607,-
192010,65088101,FMAN_08841,FMAN_08841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088102,FMAN_08842,FMAN_08842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088103,FMAN_08843,FMAN_08843,-,-,Unknown,-,putative PMA1-H+-transporting P-type ATPase,protein-coding,-,-,-,putative PMA1-H+-transporting P-type ATPase,20210607,-
192010,65088104,FMAN_08844,FMAN_08844,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088105,FMAN_08845,FMAN_08845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088106,FMAN_08846,FMAN_08846,-,-,Unknown,-,putative potassium channel beta subunit protein,protein-coding,-,-,-,putative potassium channel beta subunit protein,20210607,-
192010,65088107,FMAN_08847,FMAN_08847,-,-,Unknown,-,putative oxidoreductase CipA-like,protein-coding,-,-,-,putative oxidoreductase CipA-like,20210607,-
192010,65088108,FMAN_08848,FMAN_08848,-,-,Unknown,-,choline permease,protein-coding,-,-,-,choline permease,20210607,-
192010,65088109,FMAN_08849,FMAN_08849,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088110,FMAN_08850,FMAN_08850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088111,FMAN_08851,FMAN_08851,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088112,FMAN_08852,FMAN_08852,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088113,FMAN_08853,FMAN_08853,-,-,Unknown,-,putative glycine hydroxymethyltransferase,protein-coding,-,-,-,putative glycine hydroxymethyltransferase,20210607,-
192010,65088114,FMAN_08854,FMAN_08854,-,-,Unknown,-,"putative GCV3-glycine decarboxylase, subunit H",protein-coding,-,-,-,"putative GCV3-glycine decarboxylase, subunit H",20210607,-
192010,65088115,FMAN_08855,FMAN_08855,-,-,Unknown,-,putative glycine decarboxylase P subunit,protein-coding,-,-,-,putative glycine decarboxylase P subunit,20210607,-
192010,65088116,FMAN_08857,FMAN_08857,-,-,Unknown,-,putative integral peroxisomal membrane protein,protein-coding,-,-,-,putative integral peroxisomal membrane protein,20210607,-
192010,65088117,FMAN_08858,FMAN_08858,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088118,FMAN_08859,FMAN_08859,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088119,FMAN_08860,FMAN_08860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088120,FMAN_08861,FMAN_08861,-,-,Unknown,-,"putative homogentisate 1,2-dioxygenase",protein-coding,-,-,-,"putative homogentisate 1,2-dioxygenase",20210607,-
192010,65088121,FMAN_08862,FMAN_08862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088122,FMAN_08863,FMAN_08863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088123,FMAN_08864,FMAN_08864,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088124,FMAN_08865,FMAN_08865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088125,FMAN_08866,FMAN_08866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088126,FMAN_08867,FMAN_08867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088127,FMAN_08868,FMAN_08868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088128,FMAN_08869,FMAN_08869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65088129,FMAN_08870,FMAN_08870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
