#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
120017,64860427,UHO2_00001,UHO2_00001,-,-,Unknown,-,putative zinc metallo-protease,protein-coding,-,-,-,putative zinc metallo-protease,20210514,-
120017,64864048,UHO2_03625,UHO2_03625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864049,UHO2_03626,UHO2_03626,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864050,UHO2_03627,UHO2_03627,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864051,UHO2_03628,UHO2_03628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864052,UHO2_03629,UHO2_03629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864053,UHO2_03630,UHO2_03630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864054,UHO2_03631,UHO2_03631,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864055,UHO2_03632,UHO2_03632,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864056,UHO2_03633,UHO2_03633,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864057,UHO2_03634,UHO2_03634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864058,UHO2_03635,UHO2_03635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864059,UHO2_03636,UHO2_03636,-,-,Unknown,-,putative dihydroxy-acid dehydratase,protein-coding,-,-,-,putative dihydroxy-acid dehydratase,20210514,-
120017,64864060,UHO2_03637,UHO2_03637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864061,UHO2_03638,UHO2_03638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864062,UHO2_03639,UHO2_03639,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864063,UHO2_03640,UHO2_03640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864064,UHO2_03641,UHO2_03641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864065,UHO2_03642,UHO2_03642,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864066,UHO2_03643,UHO2_03643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864067,UHO2_03644,UHO2_03644,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864068,UHO2_03645,UHO2_03645,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864069,UHO2_03646,UHO2_03646,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864070,UHO2_03647,UHO2_03647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864071,UHO2_03648,UHO2_03648,-,-,Unknown,-,"related to fatty acid synthase, beta and alpha chains",protein-coding,-,-,-,"related to fatty acid synthase, beta and alpha chains",20210514,-
120017,64864072,UHO2_03649,UHO2_03649,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864073,UHO2_03650,UHO2_03650,-,-,Unknown,-,putative ubiquitin-conjugating enzyme e2-23 kda,protein-coding,-,-,-,putative ubiquitin-conjugating enzyme e2-23 kda,20210514,-
120017,64864074,UHO2_03651,UHO2_03651,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864075,UHO2_03652,UHO2_03652,-,-,Unknown,-,putative YNK1 - nucleoside diphosphate kinase,protein-coding,-,-,-,putative YNK1 - nucleoside diphosphate kinase,20210514,-
120017,64864076,UHO2_03653,UHO2_03653,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864077,UHO2_03654,UHO2_03654,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864078,UHO2_03655,UHO2_03655,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864079,UHO2_03656,UHO2_03656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864080,UHO2_03657,UHO2_03657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864081,UHO2_03658,UHO2_03658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864082,UHO2_03659,UHO2_03659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864083,UHO2_03660,UHO2_03660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864084,UHO2_03661,UHO2_03661,-,-,Unknown,-,probable ser/thr protein phosphatase 2A regulatory subunit A,protein-coding,-,-,-,probable ser/thr protein phosphatase 2A regulatory subunit A,20210514,-
120017,64864085,UHO2_03662,UHO2_03662,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864086,UHO2_03663,UHO2_03663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864087,UHO2_03664,UHO2_03664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864088,UHO2_03665,UHO2_03665,-,-,Unknown,-,related to protein tag-253,protein-coding,-,-,-,related to protein tag-253,20210514,-
120017,64864089,UHO2_03666,UHO2_03666,-,-,Unknown,-,putative 40S ribosomal protein S3,protein-coding,-,-,-,putative 40S ribosomal protein S3,20210514,-
120017,64864090,UHO2_03667,UHO2_03667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864091,UHO2_03668,UHO2_03668,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864092,UHO2_03669,UHO2_03669,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864093,UHO2_03670,UHO2_03670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864094,UHO2_03671,UHO2_03671,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864095,UHO2_03672,UHO2_03672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864096,UHO2_03673,UHO2_03673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864097,UHO2_03674,UHO2_03674,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864098,UHO2_03675,UHO2_03675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864099,UHO2_03676,UHO2_03676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864100,UHO2_03677,UHO2_03677,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864101,UHO2_03678,UHO2_03678,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864102,UHO2_03679,UHO2_03679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864103,UHO2_03680,UHO2_03680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864104,UHO2_03681,UHO2_03681,-,-,Unknown,-,putative MET16 - 3`-phosphoadenylylsulfate reductase,protein-coding,-,-,-,putative MET16 - 3`-phosphoadenylylsulfate reductase,20210514,-
120017,64864105,UHO2_03682,UHO2_03682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864106,UHO2_03683,UHO2_03683,-,-,Unknown,-,putative Mannose-1-phosphate guanylyltransferase,protein-coding,-,-,-,putative Mannose-1-phosphate guanylyltransferase,20210514,-
120017,64864107,UHO2_03684,UHO2_03684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864108,UHO2_03685,UHO2_03685,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864109,UHO2_03686,UHO2_03686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864110,UHO2_03687,UHO2_03687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864111,UHO2_03688,UHO2_03688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864112,UHO2_03689,UHO2_03689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864113,UHO2_03690,UHO2_03690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864114,UHO2_03691,UHO2_03691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864115,UHO2_03692,UHO2_03692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864116,UHO2_03693,UHO2_03693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864117,UHO2_03694,UHO2_03694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864118,UHO2_03695,UHO2_03695,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864119,UHO2_03696,UHO2_03696,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864120,UHO2_03697,UHO2_03697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864121,UHO2_03698,UHO2_03698,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864122,UHO2_03699,UHO2_03699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864123,UHO2_03700,UHO2_03700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864124,UHO2_03701,UHO2_03701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864125,UHO2_03702,UHO2_03702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864126,UHO2_03703,UHO2_03703,-,-,Unknown,-,putative ribosomal protein L13B,protein-coding,-,-,-,putative ribosomal protein L13B,20210514,-
120017,64864127,UHO2_03704,UHO2_03704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864128,UHO2_03705,UHO2_03705,-,-,Unknown,-,putative sulfite reductase cys-4,protein-coding,-,-,-,putative sulfite reductase cys-4,20210514,-
120017,64864129,UHO2_03706,UHO2_03706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864130,UHO2_03707,UHO2_03707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864131,UHO2_03708,UHO2_03708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864132,UHO2_03709,UHO2_03709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864133,UHO2_03710,UHO2_03710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864134,UHO2_03711,UHO2_03711,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864135,UHO2_03712,UHO2_03712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864136,UHO2_03713,UHO2_03713,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864137,UHO2_03714,UHO2_03714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864138,UHO2_03715,UHO2_03715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864139,UHO2_03716,UHO2_03716,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864140,UHO2_03717,UHO2_03717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864141,UHO2_03718,UHO2_03718,-,-,Unknown,-,putative dUTP pyrophosphatase,protein-coding,-,-,-,putative dUTP pyrophosphatase,20210514,-
120017,64864142,UHO2_03719,UHO2_03719,-,-,Unknown,-,putative MGM1 - Mitochondrial GTPase related to dynamin,protein-coding,-,-,-,putative MGM1 - Mitochondrial GTPase related to dynamin,20210514,-
120017,64864143,UHO2_03720,UHO2_03720,-,-,Unknown,-,related to COT1 - Vacuolar zinc (and possibly other metals) transporter,protein-coding,-,-,-,related to COT1 - Vacuolar zinc (and possibly other metals) transporter,20210514,-
120017,64864144,UHO2_03721,UHO2_03721,-,-,Unknown,-,putative RPN1 - 26S proteasome regulatory subunit,protein-coding,-,-,-,putative RPN1 - 26S proteasome regulatory subunit,20210514,-
120017,64864145,UHO2_03722,UHO2_03722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864146,UHO2_03723,UHO2_03723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864147,UHO2_03724,UHO2_03724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864148,UHO2_03725,UHO2_03725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864149,UHO2_03726,UHO2_03726,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864150,UHO2_03727,UHO2_03727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864151,UHO2_03728,UHO2_03728,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864152,UHO2_03729,UHO2_03729,-,-,Unknown,-,putative aconitase,protein-coding,-,-,-,putative aconitase,20210514,-
120017,64864153,UHO2_03730,UHO2_03730,-,-,Unknown,-,putative RPL4A - ribosomal protein L4-A,protein-coding,-,-,-,putative RPL4A - ribosomal protein L4-A,20210514,-
120017,64864154,UHO2_03731,UHO2_03731,-,-,Unknown,-,putative UDP-N-acetylglucosamine pyrophosphorylase,protein-coding,-,-,-,putative UDP-N-acetylglucosamine pyrophosphorylase,20210514,-
120017,64864155,UHO2_03732,UHO2_03732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864156,UHO2_03733,UHO2_03733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864157,UHO2_03734,UHO2_03734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864158,UHO2_03735,UHO2_03735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864159,UHO2_03736,UHO2_03736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864160,UHO2_03737,UHO2_03737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864161,UHO2_03738,UHO2_03738,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864162,UHO2_03739,UHO2_03739,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864163,UHO2_03740,UHO2_03740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864164,UHO2_03741,UHO2_03741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864165,UHO2_03742,UHO2_03742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864166,UHO2_03743,UHO2_03743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864167,UHO2_03744,UHO2_03744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864168,UHO2_03745,UHO2_03745,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864169,UHO2_03746,UHO2_03746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864170,UHO2_03747,UHO2_03747,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864171,UHO2_03748,UHO2_03748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864172,UHO2_03749,UHO2_03749,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864173,UHO2_03750,UHO2_03750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864174,UHO2_03751,UHO2_03751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864175,UHO2_03752,UHO2_03752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864176,UHO2_03753,UHO2_03753,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864177,UHO2_03754,UHO2_03754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864178,UHO2_03755,UHO2_03755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864179,UHO2_03756,UHO2_03756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864180,UHO2_03757,UHO2_03757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864181,UHO2_03758,UHO2_03758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864182,UHO2_03759,UHO2_03759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
120017,64864183,UHO2_03760,UHO2_03760,-,-,Unknown,-,putative methylcrotonoyl-CoA carboxylase biotin carboxylase chain,protein-coding,-,-,-,putative methylcrotonoyl-CoA carboxylase biotin carboxylase chain,20210514,-
120017,64864184,UHO2_03761,UHO2_03761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210514,-
