#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1365176,16572651,N186_RS00010,N186_RS00010,N186_00010,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16573802,N186_RS05620,N186_RS05620,N186_05795,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,20200829,-
1365176,16573803,N186_RS05625,N186_RS05625,N186_05800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573804,N186_RS05630,N186_RS05630,N186_05805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573805,N186_RS05635,N186_RS05635,N186_05810,-,-,-,ASCH domain-containing protein,protein-coding,-,-,-,ASCH domain-containing protein,20200829,-
1365176,16573806,N186_RS05640,N186_RS05640,N186_05815,-,-,-,DNA topoisomerase III,protein-coding,-,-,-,DNA topoisomerase III,20200829,-
1365176,16573807,N186_RS05645,N186_RS05645,N186_05820,-,-,-,PhoH family protein,protein-coding,-,-,-,PhoH family protein,20200829,-
1365176,16573808,N186_RS05650,N186_RS05650,N186_05825,-,-,-,TIM barrel protein,protein-coding,-,-,-,TIM barrel protein,20200829,-
1365176,16573809,dph2,N186_RS05655,N186_05830,-,-,-,diphthamide biosynthesis enzyme Dph2,protein-coding,-,-,-,diphthamide biosynthesis enzyme Dph2,20200829,-
1365176,16573810,N186_RS05660,N186_RS05660,N186_05835,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200829,-
1365176,16573811,tpiA,N186_RS05665,N186_05840,-,-,-,triose-phosphate isomerase,protein-coding,-,-,-,triose-phosphate isomerase,20200829,-
1365176,16573812,N186_RS05670,N186_RS05670,N186_05845,-,-,-,prepilin peptidase,protein-coding,-,-,-,prepilin peptidase,20200829,-
1365176,16573813,N186_RS05675,N186_RS05675,N186_05850,-,-,-,50S ribosomal protein P1,protein-coding,-,-,-,50S ribosomal protein P1,20200829,-
1365176,16573814,N186_RS05680,N186_RS05680,N186_05855,-,-,-,DUF354 domain-containing protein,protein-coding,-,-,-,DUF354 domain-containing protein,20200829,-
1365176,16573815,N186_RS05685,N186_RS05685,N186_05860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573816,N186_RS05690,N186_RS05690,N186_05865,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200829,-
1365176,16573817,N186_RS05695,N186_RS05695,N186_05870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573818,N186_RS05700,N186_RS05700,N186_05875,-,-,-,Lrp/AsnC ligand binding domain-containing protein,protein-coding,-,-,-,Lrp/AsnC ligand binding domain-containing protein,20201026,-
1365176,16573819,N186_RS05705,N186_RS05705,N186_05880,-,-,-,pyruvoyl-dependent arginine decarboxylase,protein-coding,-,-,-,pyruvoyl-dependent arginine decarboxylase,20201026,-
1365176,16573820,N186_RS05710,N186_RS05710,N186_05885,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20201026,-
1365176,16573821,N186_RS05715,N186_RS05715,N186_05890,-,-,-,DUF59 domain-containing protein,protein-coding,-,-,-,DUF59 domain-containing protein,20201217,-
1365176,16573822,N186_RS05720,N186_RS05720,N186_05895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573823,N186_RS05725,N186_RS05725,N186_05900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573824,N186_RS05730,N186_RS05730,N186_05905,-,-,-,RuvB-like helicase,protein-coding,-,-,-,RuvB-like helicase,20200829,-
1365176,16573825,N186_RS05735,N186_RS05735,N186_05910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573827,N186_RS05740,N186_RS05740,N186_05920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573831,N186_RS05750,N186_RS05750,N186_05940,-,-,-,site-2 protease family protein,protein-coding,-,-,-,site-2 protease family protein,20201026,-
1365176,16573832,N186_RS05755,N186_RS05755,N186_05945,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573833,N186_RS05760,N186_RS05760,N186_05950,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20201217,-
1365176,16573834,N186_RS05765,N186_RS05765,N186_05955,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200919,-
1365176,16573835,asnS,N186_RS05770,N186_05960,-,-,-,asparagine--tRNA ligase,protein-coding,-,-,-,asparagine--tRNA ligase,20200829,-
1365176,16573836,N186_RS05775,N186_RS05775,N186_05965,-,-,-,ferrous iron transport protein A,protein-coding,-,-,-,ferrous iron transport protein A,20201026,-
1365176,16573837,feoB,N186_RS05780,N186_05970,-,-,-,ferrous iron transport protein B,protein-coding,-,-,-,ferrous iron transport protein B,20200829,-
1365176,16573838,N186_RS05785,N186_RS05785,N186_05975,-,-,-,anaerobic ribonucleoside-triphosphate reductase activating protein,protein-coding,-,-,-,anaerobic ribonucleoside-triphosphate reductase activating protein,20201217,-
1365176,16573839,N186_RS05790,N186_RS05790,N186_05980,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201026,-
1365176,16573840,N186_RS05795,N186_RS05795,N186_05985,-,-,-,4-demethylwyosine synthase TYW1,protein-coding,-,-,-,4-demethylwyosine synthase TYW1,20201026,-
1365176,16573841,N186_RS05800,N186_RS05800,N186_05990,-,-,-,DUF91 domain-containing protein,protein-coding,-,-,-,DUF91 domain-containing protein,20201026,-
1365176,16573842,N186_RS05805,N186_RS05805,N186_05995,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573843,N186_RS05810,N186_RS05810,N186_06000,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16573844,N186_RS05815,N186_RS05815,N186_06005,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,20210529,-
1365176,16573845,N186_RS05820,N186_RS05820,N186_06010,-,-,-,DUF123 domain-containing protein,protein-coding,-,-,-,DUF123 domain-containing protein,20201217,-
1365176,16573846,N186_RS05825,N186_RS05825,N186_06015,-,-,-,nicotinate phosphoribosyltransferase,protein-coding,-,-,-,nicotinate phosphoribosyltransferase,20201026,-
1365176,16573847,N186_RS05830,N186_RS05830,N186_06020,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201217,-
1365176,16573848,N186_RS05835,N186_RS05835,N186_06025,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,16573849,N186_RS05840,N186_RS05840,N186_06030,-,-,-,DUF2208 domain-containing protein,protein-coding,-,-,-,DUF2208 domain-containing protein,20200829,-
1365176,16573850,N186_RS05845,N186_RS05845,N186_06035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573852,N186_RS05850,N186_RS05850,N186_06045,-,-,-,Glu/Leu/Phe/Val dehydrogenase,protein-coding,-,-,-,Glu/Leu/Phe/Val dehydrogenase,20200829,-
1365176,16573853,N186_RS05855,N186_RS05855,N186_06050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573854,N186_RS05860,N186_RS05860,N186_06055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573855,N186_RS05865,N186_RS05865,N186_06060,-,-,-,ROK family protein,protein-coding,-,-,-,ROK family protein,20200829,-
1365176,16573856,N186_RS05870,N186_RS05870,N186_06065,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210529,-
1365176,16573857,N186_RS05875,N186_RS05875,N186_06070,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20201217,-
1365176,16573858,N186_RS05880,N186_RS05880,N186_06075,-,-,-,cysteine--tRNA ligase,protein-coding,-,-,-,cysteine--tRNA ligase,20200829,-
1365176,16573859,N186_RS05885,N186_RS05885,N186_06080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573860,N186_RS05890,N186_RS05890,N186_06085,-,-,-,amino acid ABC transporter ATP-binding protein,protein-coding,-,-,-,amino acid ABC transporter ATP-binding protein,20200829,-
1365176,16573861,N186_RS05895,N186_RS05895,N186_06090,-,-,-,amino acid ABC transporter permease,protein-coding,-,-,-,amino acid ABC transporter permease,20201026,-
1365176,16573862,N186_RS05900,N186_RS05900,N186_06095,-,-,-,amino acid ABC transporter substrate-binding protein,protein-coding,-,-,-,amino acid ABC transporter substrate-binding protein,20200829,-
1365176,16573863,N186_RS05905,N186_RS05905,N186_06100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573864,N186_RS05910,N186_RS05910,N186_06105,-,-,-,P-loop NTPase,protein-coding,-,-,-,P-loop NTPase,20201026,-
1365176,16573865,N186_RS05915,N186_RS05915,N186_06110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573866,N186_RS05920,N186_RS05920,N186_06115,-,-,-,spermidine/putrescine ABC transporter substrate-binding protein,protein-coding,-,-,-,spermidine/putrescine ABC transporter substrate-binding protein,20200829,-
1365176,16573867,N186_RS05925,N186_RS05925,N186_06120,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
1365176,16573868,N186_RS05930,N186_RS05930,N186_06125,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
1365176,16573869,N186_RS05935,N186_RS05935,N186_06130,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
1365176,16573870,N186_RS05940,N186_RS05940,N186_06135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573871,N186_RS05945,N186_RS05945,N186_06140,-,-,-,nitroreductase family protein,protein-coding,-,-,-,nitroreductase family protein,20210529,-
1365176,16573872,N186_RS05950,N186_RS05950,N186_06145,-,-,-,XTP/dITP diphosphatase,protein-coding,-,-,-,XTP/dITP diphosphatase,20201026,-
1365176,16573873,N186_RS05955,N186_RS05955,N186_06150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573874,N186_RS05960,N186_RS05960,N186_06155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573875,N186_RS05965,N186_RS05965,N186_06160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573876,N186_RS05970,N186_RS05970,N186_06165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573877,N186_RS05975,N186_RS05975,N186_06170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573878,N186_RS05980,N186_RS05980,N186_06175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573879,N186_RS05985,N186_RS05985,N186_06180,-,-,-,TIGR00269 family protein,protein-coding,-,-,-,TIGR00269 family protein,20201026,-
1365176,16573880,N186_RS05990,N186_RS05990,N186_06185,-,-,-,MoaD/ThiS family protein,protein-coding,-,-,-,MoaD/ThiS family protein,20201217,-
1365176,16573881,N186_RS05995,N186_RS05995,N186_06190,-,-,-,YhbY family RNA-binding protein,protein-coding,-,-,-,YhbY family RNA-binding protein,20201026,-
1365176,16573882,N186_RS06000,N186_RS06000,N186_06195,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200829,-
1365176,16573883,N186_RS06005,N186_RS06005,N186_06200,-,-,-,"hydroxymethylglutaryl-CoA reductase, degradative",protein-coding,-,-,-,"hydroxymethylglutaryl-CoA reductase, degradative",20200829,-
1365176,16573884,N186_RS06010,N186_RS06010,N186_06205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573885,N186_RS06015,N186_RS06015,N186_06210,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20200829,-
1365176,16573886,N186_RS06020,N186_RS06020,N186_06215,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20200829,-
1365176,16573887,N186_RS06025,N186_RS06025,N186_06220,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20200829,-
1365176,16573888,N186_RS06030,N186_RS06030,N186_06225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573889,N186_RS06035,N186_RS06035,N186_06230,-,-,-,M28 family peptidase,protein-coding,-,-,-,M28 family peptidase,20200829,-
1365176,16573890,N186_RS06040,N186_RS06040,N186_06235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573891,N186_RS06045,N186_RS06045,N186_06240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573892,N186_RS06050,N186_RS06050,N186_06245,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20200829,-
1365176,16573893,N186_RS06055,N186_RS06055,N186_06250,-,-,-,(2Fe-2S)-binding protein,protein-coding,-,-,-,(2Fe-2S)-binding protein,20200829,-
1365176,16573894,N186_RS06060,N186_RS06060,N186_06255,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200829,-
1365176,16573895,N186_RS06065,N186_RS06065,N186_06260,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20200829,-
1365176,16573896,N186_RS06070,N186_RS06070,N186_06265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573897,N186_RS06075,N186_RS06075,N186_06270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573898,N186_RS06080,N186_RS06080,N186_06275,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201026,-
1365176,16573899,N186_RS06085,N186_RS06085,N186_06280,-,-,-,N-6 DNA methylase,protein-coding,-,-,-,N-6 DNA methylase,20201217,-
1365176,16573901,N186_RS06095,N186_RS06095,N186_06290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573902,N186_RS00015,N186_RS00015,N186_00015,-,-,-,DUF488 family protein,protein-coding,-,-,-,DUF488 family protein,20200919,-
1365176,16573903,N186_RS06100,N186_RS06100,N186_06295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573904,N186_RS06105,N186_RS06105,N186_06300,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20200829,-
1365176,16573905,N186_RS06110,N186_RS06110,N186_06305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
1365176,16573906,N186_RS06115,N186_RS06115,N186_06310,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210529,-
1365176,16573907,N186_RS06120,N186_RS06120,N186_06315,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20200829,-
1365176,16573908,N186_RS06125,N186_RS06125,N186_06320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573909,N186_RS06130,N186_RS06130,N186_06325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573910,N186_RS06135,N186_RS06135,N186_06330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573911,sufS,N186_RS06140,N186_06335,-,-,-,SufS family cysteine desulfurase,protein-coding,-,-,-,SufS family cysteine desulfurase,20200829,-
1365176,16573912,N186_RS06145,N186_RS06145,N186_06340,-,-,-,phenylalanine--tRNA ligase subunit alpha,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit alpha,20200829,-
1365176,16573913,N186_RS06150,N186_RS06150,N186_06345,-,-,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20200829,-
1365176,16573914,N186_RS06155,N186_RS06155,N186_06350,-,-,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20200829,-
1365176,16573915,N186_RS06160,N186_RS06160,N186_06355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573917,surE,N186_RS06165,N186_06365,-,-,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20200829,-
1365176,16573918,N186_RS06170,N186_RS06170,N186_06370,-,-,-,NTPase,protein-coding,-,-,-,NTPase,20200829,-
1365176,16573919,N186_RS06175,N186_RS06175,N186_06375,-,-,-,iron-containing alcohol dehydrogenase,protein-coding,-,-,-,iron-containing alcohol dehydrogenase,20201217,-
1365176,16573920,N186_RS06180,N186_RS06180,N186_06380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573921,N186_RS06185,N186_RS06185,N186_06385,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20200829,-
1365176,16573922,N186_RS06190,N186_RS06190,N186_06390,-,-,-,HIT family protein,protein-coding,-,-,-,HIT family protein,20210424,-
1365176,16573923,N186_RS06195,N186_RS06195,N186_06395,-,-,-,diphthine--ammonia ligase,protein-coding,-,-,-,diphthine--ammonia ligase,20200829,-
1365176,16573924,N186_RS06200,N186_RS06200,N186_06400,-,-,-,AT hook motif protein,protein-coding,-,-,-,AT hook motif protein,20200829,-
1365176,16573925,N186_RS06205,N186_RS06205,N186_06405,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200829,-
1365176,16573926,N186_RS06210,N186_RS06210,N186_06410,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573927,N186_RS06215,N186_RS06215,N186_06415,-,-,-,Gfo/Idh/MocA family oxidoreductase,protein-coding,-,-,-,Gfo/Idh/MocA family oxidoreductase,20200829,-
1365176,16573928,N186_RS06220,N186_RS06220,N186_06420,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200829,-
1365176,16573929,N186_RS06225,N186_RS06225,N186_06425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573930,N186_RS06230,N186_RS06230,N186_06430,-,-,-,30S ribosomal protein S25e,protein-coding,-,-,-,30S ribosomal protein S25e,20201026,-
1365176,16573931,radA,N186_RS06235,N186_06435,-,-,-,DNA repair and recombination protein RadA,protein-coding,-,-,-,DNA repair and recombination protein RadA,20201026,-
1365176,16573932,N186_RS06240,N186_RS06240,N186_06440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573933,N186_RS06245,N186_RS06245,N186_06445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573934,N186_RS06250,N186_RS06250,N186_06450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573935,radA,N186_RS06255,N186_06455,-,-,-,DNA repair and recombination protein RadA,protein-coding,-,-,-,DNA repair and recombination protein RadA,20201026,-
1365176,16573936,N186_RS06260,N186_RS06260,N186_06460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573937,N186_RS06265,N186_RS06265,N186_06465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16573938,tmk,N186_RS06270,N186_06470,-,-,-,dTMP kinase,protein-coding,-,-,-,dTMP kinase,20200829,-
1365176,16573939,N186_RS06275,N186_RS06275,N186_06475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
