#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1324617,52325162,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia aspalathi.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1324617,64451379,BM438_RS26550,BM438_RS26550,SAMN05192563_10202,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64451380,BM438_RS26555,BM438_RS26555,SAMN05192563_10203,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64451381,BM438_RS26560,BM438_RS26560,SAMN05192563_10204,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210430,-
1324617,64451382,BM438_RS26565,BM438_RS26565,SAMN05192563_10205,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210430,-
1324617,64451383,BM438_RS26570,BM438_RS26570,SAMN05192563_10206,-,-,-,acyl-CoA thioesterase,protein-coding,-,-,-,acyl-CoA thioesterase,20210430,-
1324617,64451384,BM438_RS26575,BM438_RS26575,SAMN05192563_10207,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210430,-
1324617,64451385,BM438_RS26580,BM438_RS26580,SAMN05192563_10208,-,-,-,low specificity L-threonine aldolase,protein-coding,-,-,-,low specificity L-threonine aldolase,20210430,-
1324617,64451386,BM438_RS26585,BM438_RS26585,SAMN05192563_10209,-,-,-,YbfB/YjiJ family MFS transporter,protein-coding,-,-,-,YbfB/YjiJ family MFS transporter,20210430,-
1324617,64451387,BM438_RS26590,BM438_RS26590,SAMN05192563_102010,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64451388,alaS,BM438_RS26595,SAMN05192563_102011,-,-,-,alanine--tRNA ligase,protein-coding,-,-,-,alanine--tRNA ligase,20210430,-
1324617,64451389,BM438_RS26600,BM438_RS26600,SAMN05192563_102012,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210430,-
1324617,64451390,BM438_RS26605,BM438_RS26605,SAMN05192563_102013,-,-,-,serine hydrolase family protein,protein-coding,-,-,-,serine hydrolase family protein,20210430,-
1324617,64451391,ggt,BM438_RS26610,SAMN05192563_102014,-,-,-,gamma-glutamyltransferase,protein-coding,-,-,-,gamma-glutamyltransferase,20210430,-
1324617,64451392,BM438_RS26615,BM438_RS26615,SAMN05192563_102015,-,-,-,glutamine--tRNA ligase/YqeY domain fusion protein,protein-coding,-,-,-,glutamine--tRNA ligase/YqeY domain fusion protein,20210430,-
1324617,64451393,BM438_RS26620,BM438_RS26620,SAMN05192563_102016,-,-,-,transporter substrate-binding domain-containing protein,protein-coding,-,-,-,transporter substrate-binding domain-containing protein,20210430,-
1324617,64451394,BM438_RS26625,BM438_RS26625,SAMN05192563_102017,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210430,-
1324617,64451395,BM438_RS26630,BM438_RS26630,SAMN05192563_102018,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451396,BM438_RS26635,BM438_RS26635,SAMN05192563_102019,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451397,BM438_RS26640,BM438_RS26640,SAMN05192563_102020,-,-,-,c-type cytochrome,protein-coding,-,-,-,c-type cytochrome,20210430,-
1324617,64451398,BM438_RS26645,BM438_RS26645,SAMN05192563_102021,-,-,-,acid phosphatase,protein-coding,-,-,-,acid phosphatase,20210430,-
1324617,64451399,BM438_RS26650,BM438_RS26650,SAMN05192563_102022,-,-,-,DUF427 domain-containing protein,protein-coding,-,-,-,DUF427 domain-containing protein,20210430,-
1324617,64451400,BM438_RS26655,BM438_RS26655,SAMN05192563_102023,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64451401,BM438_RS26660,BM438_RS26660,SAMN05192563_102024,-,-,-,undecaprenyl-diphosphate phosphatase,protein-coding,-,-,-,undecaprenyl-diphosphate phosphatase,20210430,-
1324617,64451402,BM438_RS26665,BM438_RS26665,SAMN05192563_102026,-,-,-,aldose epimerase,protein-coding,-,-,-,aldose epimerase,20210430,-
1324617,64451403,BM438_RS26670,BM438_RS26670,SAMN05192563_102027,-,-,-,peptidoglycan DD-metalloendopeptidase family protein,protein-coding,-,-,-,peptidoglycan DD-metalloendopeptidase family protein,20210430,-
1324617,64451404,BM438_RS26675,BM438_RS26675,SAMN05192563_102028,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451405,BM438_RS26680,BM438_RS26680,SAMN05192563_102029,-,-,-,pentapeptide repeat-containing protein,protein-coding,-,-,-,pentapeptide repeat-containing protein,20210430,-
1324617,64451406,BM438_RS26685,BM438_RS26685,SAMN05192563_102030,-,-,-,DUF2288 domain-containing protein,protein-coding,-,-,-,DUF2288 domain-containing protein,20210430,-
1324617,64451407,BM438_RS26690,BM438_RS26690,SAMN05192563_102031,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20210429,-
1324617,64451408,BM438_RS26695,BM438_RS26695,SAMN05192563_102034,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64451409,BM438_RS26700,BM438_RS26700,SAMN05192563_102035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451410,BM438_RS26705,BM438_RS26705,SAMN05192563_102036,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451411,BM438_RS26710,BM438_RS26710,SAMN05192563_102037,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451412,BM438_RS26715,BM438_RS26715,SAMN05192563_102038,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451413,BM438_RS26720,BM438_RS26720,SAMN05192563_102039,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64451414,BM438_RS26730,BM438_RS26730,SAMN05192563_102041,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451415,BM438_RS26735,BM438_RS26735,SAMN05192563_102042,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451416,BM438_RS26740,BM438_RS26740,SAMN05192563_102043,-,-,-,bifunctional DNA primase/polymerase,protein-coding,-,-,-,bifunctional DNA primase/polymerase,20210430,-
1324617,64451417,BM438_RS26745,BM438_RS26745,SAMN05192563_102046,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451418,BM438_RS26750,BM438_RS26750,SAMN05192563_102047,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210430,-
1324617,64451419,BM438_RS26755,BM438_RS26755,SAMN05192563_102048,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451420,BM438_RS26760,BM438_RS26760,SAMN05192563_102049,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20210430,-
1324617,64451421,sixA,BM438_RS26770,SAMN05192563_102051,-,-,-,phosphohistidine phosphatase SixA,protein-coding,-,-,-,phosphohistidine phosphatase SixA,20210430,-
1324617,64451422,BM438_RS26775,BM438_RS26775,SAMN05192563_102052,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64451423,ppx,BM438_RS26780,SAMN05192563_102053,-,-,-,exopolyphosphatase,protein-coding,-,-,-,exopolyphosphatase,20210430,-
1324617,64451424,ppk1,BM438_RS26785,SAMN05192563_102054,-,-,-,polyphosphate kinase 1,protein-coding,-,-,-,polyphosphate kinase 1,20210430,-
1324617,64451425,phoR,BM438_RS26790,SAMN05192563_102055,-,-,-,phosphate regulon sensor histidine kinase PhoR,protein-coding,-,-,-,phosphate regulon sensor histidine kinase PhoR,20210430,-
1324617,64451426,phoB,BM438_RS26795,SAMN05192563_102056,-,-,-,phosphate regulon transcriptional regulator PhoB,protein-coding,-,-,-,phosphate regulon transcriptional regulator PhoB,20210430,-
1324617,64451427,phoU,BM438_RS26800,SAMN05192563_102057,-,-,-,phosphate signaling complex protein PhoU,protein-coding,-,-,-,phosphate signaling complex protein PhoU,20210430,-
1324617,64451428,pstB,BM438_RS26805,SAMN05192563_102058,-,-,-,phosphate ABC transporter ATP-binding protein PstB,protein-coding,-,-,-,phosphate ABC transporter ATP-binding protein PstB,20210430,-
1324617,64451429,pstA,BM438_RS26810,SAMN05192563_102059,-,-,-,phosphate ABC transporter permease PstA,protein-coding,-,-,-,phosphate ABC transporter permease PstA,20210430,-
1324617,64451430,pstC,BM438_RS26815,SAMN05192563_102060,-,-,-,phosphate ABC transporter permease PstC,protein-coding,-,-,-,phosphate ABC transporter permease PstC,20210430,-
1324617,64451431,pstS,BM438_RS26820,SAMN05192563_102061,-,-,-,phosphate ABC transporter substrate-binding protein PstS,protein-coding,-,-,-,phosphate ABC transporter substrate-binding protein PstS,20210430,-
1324617,64451432,glmM,BM438_RS26830,SAMN05192563_102062,-,-,-,phosphoglucosamine mutase,protein-coding,-,-,-,phosphoglucosamine mutase,20210430,-
1324617,64451433,folP,BM438_RS26835,SAMN05192563_102063,-,-,-,dihydropteroate synthase,protein-coding,-,-,-,dihydropteroate synthase,20210429,-
1324617,64451434,ftsH,BM438_RS26840,SAMN05192563_102064,-,-,-,ATP-dependent zinc metalloprotease FtsH,protein-coding,-,-,-,ATP-dependent zinc metalloprotease FtsH,20210430,-
1324617,64451435,BM438_RS26845,BM438_RS26845,SAMN05192563_102065,-,-,-,RlmE family RNA methyltransferase,protein-coding,-,-,-,RlmE family RNA methyltransferase,20210430,-
1324617,64451436,BM438_RS26850,BM438_RS26850,SAMN05192563_102066,-,-,-,YhbY family RNA-binding protein,protein-coding,-,-,-,YhbY family RNA-binding protein,20210430,-
1324617,64451437,BM438_RS26855,BM438_RS26855,SAMN05192563_102067,-,-,-,DUF4149 domain-containing protein,protein-coding,-,-,-,DUF4149 domain-containing protein,20210430,-
1324617,64451438,greA,BM438_RS26860,SAMN05192563_102068,-,-,-,transcription elongation factor GreA,protein-coding,-,-,-,transcription elongation factor GreA,20210430,-
1324617,64451439,carB,BM438_RS26865,SAMN05192563_102069,-,-,-,carbamoyl-phosphate synthase large subunit,protein-coding,-,-,-,carbamoyl-phosphate synthase large subunit,20210430,-
1324617,64451440,carA,BM438_RS26870,SAMN05192563_102070,-,-,-,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,protein-coding,-,-,-,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,20210430,-
1324617,64451441,BM438_RS26875,BM438_RS26875,SAMN05192563_102071,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64451442,BM438_RS26880,BM438_RS26880,SAMN05192563_102072,-,-,-,transglycosylase SLT domain-containing protein,protein-coding,-,-,-,transglycosylase SLT domain-containing protein,20210430,-
1324617,64451443,gloB,BM438_RS26885,SAMN05192563_102073,-,-,-,hydroxyacylglutathione hydrolase,protein-coding,-,-,-,hydroxyacylglutathione hydrolase,20210430,-
1324617,64451444,BM438_RS26890,BM438_RS26890,SAMN05192563_102074,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210430,-
1324617,64451445,rnhA,BM438_RS26895,SAMN05192563_102075,-,-,-,ribonuclease HI,protein-coding,-,-,-,ribonuclease HI,20210430,-
1324617,64451446,dnaQ,BM438_RS26900,SAMN05192563_102076,-,-,-,DNA polymerase III subunit epsilon,protein-coding,-,-,-,DNA polymerase III subunit epsilon,20210430,-
1324617,64451447,BM438_RS26905,BM438_RS26905,SAMN05192563_102077,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64451448,BM438_RS26910,BM438_RS26910,SAMN05192563_102078,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64451449,BM438_RS26915,BM438_RS26915,SAMN05192563_102079,-,-,-,DUF2214 family protein,protein-coding,-,-,-,DUF2214 family protein,20210430,-
1324617,64451450,BM438_RS26920,BM438_RS26920,SAMN05192563_102080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451451,BM438_RS26925,BM438_RS26925,SAMN05192563_102081,-,-,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20210430,-
1324617,64451452,BM438_RS26930,BM438_RS26930,SAMN05192563_102082,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64451453,otsA,BM438_RS26935,SAMN05192563_102083,-,-,-,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",protein-coding,-,-,-,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",20210430,-
1324617,64451454,otsB,BM438_RS26940,SAMN05192563_102084,-,-,-,trehalose-phosphatase,protein-coding,-,-,-,trehalose-phosphatase,20210430,-
1324617,64451455,BM438_RS26945,BM438_RS26945,SAMN05192563_102085,-,-,-,SCO family protein,protein-coding,-,-,-,SCO family protein,20210430,-
1324617,64451456,BM438_RS26950,BM438_RS26950,SAMN05192563_102086,-,-,-,copper chaperone PCu(A)C,protein-coding,-,-,-,copper chaperone PCu(A)C,20210430,-
1324617,64451457,BM438_RS26955,BM438_RS26955,SAMN05192563_102087,-,-,-,cytochrome c oxidase assembly protein,protein-coding,-,-,-,cytochrome c oxidase assembly protein,20210430,-
1324617,64451458,BM438_RS26960,BM438_RS26960,SAMN05192563_102088,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64451459,BM438_RS26965,BM438_RS26965,SAMN05192563_102089,-,-,-,sensor domain-containing diguanylate cyclase,protein-coding,-,-,-,sensor domain-containing diguanylate cyclase,20210430,-
1324617,64451460,BM438_RS26970,BM438_RS26970,SAMN05192563_102090,-,-,-,TraB/GumN family protein,protein-coding,-,-,-,TraB/GumN family protein,20210430,-
1324617,64451461,BM438_RS26975,BM438_RS26975,SAMN05192563_102091,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451462,BM438_RS26980,BM438_RS26980,SAMN05192563_102092,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451463,BM438_RS26985,BM438_RS26985,SAMN05192563_102093,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451464,BM438_RS26990,BM438_RS26990,SAMN05192563_102094,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64451465,BM438_RS26995,BM438_RS26995,SAMN05192563_102095,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64451466,BM438_RS27000,BM438_RS27000,SAMN05192563_102096,-,-,-,tRNA,tRNA,-,-,-,-,20210429,-
1324617,64451467,pgsA,BM438_RS27005,SAMN05192563_102097,-,-,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,20210430,-
1324617,64451468,uvrC,BM438_RS27010,SAMN05192563_102098,-,-,-,excinuclease ABC subunit UvrC,protein-coding,-,-,-,excinuclease ABC subunit UvrC,20210430,-
1324617,64451469,earP,BM438_RS27015,SAMN05192563_102099,-,-,-,elongation factor P maturation arginine rhamnosyltransferase EarP,protein-coding,-,-,-,elongation factor P maturation arginine rhamnosyltransferase EarP,20210430,-
1324617,64451470,efp,BM438_RS27020,SAMN05192563_1020100,-,-,-,elongation factor P,protein-coding,-,-,-,elongation factor P,20210430,-
1324617,64451471,BM438_RS27025,BM438_RS27025,SAMN05192563_1020101,-,-,-,CsbD family protein,protein-coding,-,-,-,CsbD family protein,20210430,-
1324617,64451472,BM438_RS27030,BM438_RS27030,SAMN05192563_1020102,-,-,-,sigma-54-dependent Fis family transcriptional regulator,protein-coding,-,-,-,sigma-54-dependent Fis family transcriptional regulator,20210430,-
1324617,64451473,nagZ,BM438_RS27035,SAMN05192563_1020103,-,-,-,beta-N-acetylhexosaminidase,protein-coding,-,-,-,beta-N-acetylhexosaminidase,20210430,-
1324617,64451474,BM438_RS27040,BM438_RS27040,SAMN05192563_1020104,-,-,-,holo-ACP synthase,protein-coding,-,-,-,holo-ACP synthase,20210430,-
1324617,64451475,pdxJ,BM438_RS27045,SAMN05192563_1020105,-,-,-,pyridoxine 5'-phosphate synthase,protein-coding,-,-,-,pyridoxine 5'-phosphate synthase,20210430,-
1324617,64451476,recO,BM438_RS27050,SAMN05192563_1020106,-,-,-,DNA repair protein RecO,protein-coding,-,-,-,DNA repair protein RecO,20210430,-
1324617,64451477,era,BM438_RS27055,SAMN05192563_1020107,-,-,-,GTPase Era,protein-coding,-,-,-,GTPase Era,20210430,-
1324617,64451478,BM438_RS27060,BM438_RS27060,SAMN05192563_1020108,-,-,-,ribonuclease III,protein-coding,-,-,-,ribonuclease III,20210430,-
1324617,64451479,lepB,BM438_RS27065,SAMN05192563_1020109,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20210430,-
1324617,64451480,lepA,BM438_RS27070,SAMN05192563_1020110,-,-,-,translation elongation factor 4,protein-coding,-,-,-,translation elongation factor 4,20210430,-
1324617,64451481,BM438_RS27075,BM438_RS27075,SAMN05192563_1020111,-,-,-,glutaredoxin family protein,protein-coding,-,-,-,glutaredoxin family protein,20210430,-
1324617,64451482,BM438_RS27080,BM438_RS27080,SAMN05192563_1020112,-,-,-,DegQ family serine endoprotease,protein-coding,-,-,-,DegQ family serine endoprotease,20210430,-
1324617,64451483,BM438_RS27085,BM438_RS27085,SAMN05192563_1020113,-,-,-,MucB/RseB C-terminal domain-containing protein,protein-coding,-,-,-,MucB/RseB C-terminal domain-containing protein,20210430,-
1324617,64451484,BM438_RS27090,BM438_RS27090,SAMN05192563_1020114,-,-,-,sigma-E factor negative regulatory protein,protein-coding,-,-,-,sigma-E factor negative regulatory protein,20210430,-
1324617,64451485,rpoE,BM438_RS27095,SAMN05192563_1020115,-,-,-,RNA polymerase sigma factor RpoE,protein-coding,-,-,-,RNA polymerase sigma factor RpoE,20210430,-
1324617,64451486,BM438_RS27100,BM438_RS27100,SAMN05192563_1020116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64451487,fabF,BM438_RS27105,SAMN05192563_1020117,-,-,-,beta-ketoacyl-ACP synthase II,protein-coding,-,-,-,beta-ketoacyl-ACP synthase II,20210430,-
1324617,64451488,acpP,BM438_RS27110,SAMN05192563_1020118,-,-,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20210430,-
1324617,64451489,fabG,BM438_RS27115,SAMN05192563_1020119,-,-,-,3-oxoacyl-ACP reductase FabG,protein-coding,-,-,-,3-oxoacyl-ACP reductase FabG,20210430,-
1324617,64451490,fabD,BM438_RS27120,SAMN05192563_1020120,-,-,-,ACP S-malonyltransferase,protein-coding,-,-,-,ACP S-malonyltransferase,20210430,-
1324617,64451491,BM438_RS27125,BM438_RS27125,SAMN05192563_1020121,-,-,-,ketoacyl-ACP synthase III,protein-coding,-,-,-,ketoacyl-ACP synthase III,20210430,-
1324617,64451492,plsX,BM438_RS27130,SAMN05192563_1020122,-,-,-,phosphate acyltransferase PlsX,protein-coding,-,-,-,phosphate acyltransferase PlsX,20210430,-
1324617,64451493,rpmF,BM438_RS27140,SAMN05192563_1020123,-,-,-,50S ribosomal protein L32,protein-coding,-,-,-,50S ribosomal protein L32,20210430,-
1324617,64451494,BM438_RS27145,BM438_RS27145,SAMN05192563_1020124,-,-,-,DUF177 domain-containing protein,protein-coding,-,-,-,DUF177 domain-containing protein,20210430,-
1324617,64451495,maf,BM438_RS27150,SAMN05192563_1020125,-,-,-,septum formation protein Maf,protein-coding,-,-,-,septum formation protein Maf,20210430,-
1324617,64451496,BM438_RS27155,BM438_RS27155,SAMN05192563_1020126,-,-,-,SAM-dependent methyltransferase,protein-coding,-,-,-,SAM-dependent methyltransferase,20210430,-
1324617,64451497,BM438_RS27160,BM438_RS27160,SAMN05192563_1020127,-,-,-,S49 family peptidase,protein-coding,-,-,-,S49 family peptidase,20210430,-
1324617,64451498,BM438_RS27165,BM438_RS27165,SAMN05192563_1020128,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20210430,-
1324617,64451499,BM438_RS27170,BM438_RS27170,SAMN05192563_1020129,-,-,-,HAD-IIIA family hydrolase,protein-coding,-,-,-,HAD-IIIA family hydrolase,20210430,-
