#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1485682,25257867,DI09_100p10,DI09_100p10,-,-,Unknown,-,tectonin beta-propeller repeat-containing protein 1,protein-coding,-,-,-,tectonin beta-propeller repeat-containing protein 1,20200318,-
1485682,25259755,DI09_38p10,DI09_38p10,-,-,Unknown,-,40s ribosomal protein S15,protein-coding,-,-,-,40s ribosomal protein S15,20200318,-
1485682,25259756,DI09_38p100,DI09_38p100,-,-,Unknown,-,regulatory protein suaprga1,protein-coding,-,-,-,regulatory protein suaprga1,20200318,-
1485682,25259757,DI09_38p110,DI09_38p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259758,DI09_38p120,DI09_38p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259759,DI09_38p130,DI09_38p130,-,-,Unknown,-,subunit TIM14 of mitochondrial import inner membrane translocase,protein-coding,-,-,-,subunit TIM14 of mitochondrial import inner membrane translocase,20200318,-
1485682,25259760,DI09_38p140,DI09_38p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259761,DI09_38p150,DI09_38p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259762,DI09_38p160,DI09_38p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259763,DI09_38p170,DI09_38p170,-,-,Unknown,-,endonuclease/exonuclease phosphatase,protein-coding,-,-,-,endonuclease/exonuclease phosphatase,20200318,-
1485682,25259764,DI09_38p180,DI09_38p180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259765,DI09_38p190,DI09_38p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259766,DI09_38p20,DI09_38p20,-,-,Unknown,-,subunit delta of coatomer,protein-coding,-,-,-,subunit delta of coatomer,20200318,-
1485682,25259767,DI09_38p200,DI09_38p200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259768,DI09_38p210,DI09_38p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259769,DI09_38p220,DI09_38p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259770,DI09_38p230,DI09_38p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259771,DI09_38p240,DI09_38p240,-,-,Unknown,-,retinoblastoma binding protein 4-like protein,protein-coding,-,-,-,retinoblastoma binding protein 4-like protein,20200318,-
1485682,25259772,DI09_38p250,DI09_38p250,-,-,Unknown,-,ArbP-ProV-like protein,protein-coding,-,-,-,ArbP-ProV-like protein,20200318,-
1485682,25259773,DI09_38p260,DI09_38p260,-,-,Unknown,-,alpha type subunit of oroteasome,protein-coding,-,-,-,alpha type subunit of oroteasome,20200318,-
1485682,25259774,DI09_38p270,DI09_38p270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259775,DI09_38p280,DI09_38p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259776,DI09_38p30,DI09_38p30,-,-,Unknown,-,putative IKK epsilon kinase,protein-coding,-,-,-,putative IKK epsilon kinase,20200318,-
1485682,25259777,DI09_38p40,DI09_38p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259778,DI09_38p50,DI09_38p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259779,DI09_38p60,DI09_38p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259780,DI09_38p70,DI09_38p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259781,DI09_38p80,DI09_38p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259782,DI09_38p90,DI09_38p90,-,-,Unknown,-,glycyl-tRNA synthetase 1,protein-coding,-,-,-,glycyl-tRNA synthetase 1,20200318,-
1485682,25259783,DI09_390p10,DI09_390p10,-,-,Unknown,-,putative cell division control protein 15,protein-coding,-,-,-,putative cell division control protein 15,20200318,-
1485682,25259784,DI09_394p10,DI09_394p10,-,-,Unknown,-,60S ribosomal protein L34,protein-coding,-,-,-,60S ribosomal protein L34,20200318,-
1485682,25259785,DI09_395p10,DI09_395p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259786,DI09_397p10,DI09_397p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259787,DI09_398p10,DI09_398p10,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25259788,DI09_399p10,DI09_399p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259789,DI09_39p10,DI09_39p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259790,DI09_39p100,DI09_39p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259791,DI09_39p110,DI09_39p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259792,DI09_39p120,DI09_39p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259793,DI09_39p130,DI09_39p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259794,DI09_39p140,DI09_39p140,-,-,Unknown,-,60S ribosomal protein L20,protein-coding,-,-,-,60S ribosomal protein L20,20200318,-
1485682,25259795,DI09_39p150,DI09_39p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259796,DI09_39p160,DI09_39p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259797,DI09_39p170,DI09_39p170,-,-,Unknown,-,40S ribosomal protein S21,protein-coding,-,-,-,40S ribosomal protein S21,20200318,-
1485682,25259798,DI09_39p20,DI09_39p20,-,-,Unknown,-,Prp18 domain-containing protein,protein-coding,-,-,-,Prp18 domain-containing protein,20200318,-
1485682,25259799,DI09_39p30,DI09_39p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259800,DI09_39p40,DI09_39p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259801,DI09_39p50,DI09_39p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259802,DI09_39p60,DI09_39p60,-,-,Unknown,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20200318,-
1485682,25259803,DI09_39p70,DI09_39p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259804,DI09_39p80,DI09_39p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259805,DI09_39p90,DI09_39p90,-,-,Unknown,-,putative WD repeat-containing protein,protein-coding,-,-,-,putative WD repeat-containing protein,20200318,-
1485682,25259806,DI09_3p10,DI09_3p10,-,-,Unknown,-,mitochondrial Lon protease,protein-coding,-,-,-,mitochondrial Lon protease,20200318,-
1485682,25259807,DI09_3p100,DI09_3p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259808,DI09_3p110,DI09_3p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259809,DI09_3p120,DI09_3p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259810,DI09_3p130,DI09_3p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259811,DI09_3p140,DI09_3p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259812,DI09_3p150,DI09_3p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259813,DI09_3p160,DI09_3p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259814,DI09_3p170,DI09_3p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259815,DI09_3p180,DI09_3p180,-,-,Unknown,-,elongation factor Tu GTP binding domain-containing protein,protein-coding,-,-,-,elongation factor Tu GTP binding domain-containing protein,20200318,-
1485682,25259816,DI09_3p190,DI09_3p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259817,DI09_3p20,DI09_3p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259818,DI09_3p200,DI09_3p200,-,-,Unknown,-,subunit D of eukaryotic translation initiation factor 3,protein-coding,-,-,-,subunit D of eukaryotic translation initiation factor 3,20200318,-
1485682,25259819,DI09_3p210,DI09_3p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259820,DI09_3p220,DI09_3p220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259821,DI09_3p230,DI09_3p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259822,DI09_3p240,DI09_3p240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259823,DI09_3p250,DI09_3p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259824,DI09_3p260,DI09_3p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259825,DI09_3p270,DI09_3p270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259826,DI09_3p280,DI09_3p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259827,DI09_3p290,DI09_3p290,-,-,Unknown,-,GTP-binding protein TypA,protein-coding,-,-,-,GTP-binding protein TypA,20200318,-
1485682,25259828,DI09_3p30,DI09_3p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259829,DI09_3p300,DI09_3p300,-,-,Unknown,-,spindle assembly checkpoint protein Mad2,protein-coding,-,-,-,spindle assembly checkpoint protein Mad2,20200318,-
1485682,25259830,DI09_3p310,DI09_3p310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259831,DI09_3p320,DI09_3p320,-,-,Unknown,-,putative sorting and assembly machinery protein,protein-coding,-,-,-,putative sorting and assembly machinery protein,20200318,-
1485682,25259832,DI09_3p330,DI09_3p330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259833,DI09_3p340,DI09_3p340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259834,DI09_3p350,DI09_3p350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259835,DI09_3p360,DI09_3p360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259836,DI09_3p370,DI09_3p370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259837,DI09_3p380,DI09_3p380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259838,DI09_3p390,DI09_3p390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259839,DI09_3p40,DI09_3p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259840,DI09_3p400,DI09_3p400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259841,DI09_3p410,DI09_3p410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259842,DI09_3p420,DI09_3p420,-,-,Unknown,-,regulatory subunit N5 of 26S proteasome,protein-coding,-,-,-,regulatory subunit N5 of 26S proteasome,20200318,-
1485682,25259843,DI09_3p430,DI09_3p430,-,-,Unknown,-,subunit 1 of splicing factor 3B,protein-coding,-,-,-,subunit 1 of splicing factor 3B,20200318,-
1485682,25259844,DI09_3p440,DI09_3p440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259845,DI09_3p450,DI09_3p450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259846,DI09_3p460,DI09_3p460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259847,DI09_3p470,DI09_3p470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259848,DI09_3p480,DI09_3p480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259849,DI09_3p490,DI09_3p490,-,-,Unknown,-,putative DNA mismatch repair protein,protein-coding,-,-,-,putative DNA mismatch repair protein,20200318,-
1485682,25259850,DI09_3p50,DI09_3p50,-,-,Unknown,-,epsilon subunit of translation initiation factor eIF2B,protein-coding,-,-,-,epsilon subunit of translation initiation factor eIF2B,20200318,-
1485682,25259851,DI09_3p500,DI09_3p500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259852,DI09_3p510,DI09_3p510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259853,DI09_3p520,DI09_3p520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259854,DI09_3p530,DI09_3p530,-,-,Unknown,-,subunit 7 of CCR4-NOT transcription complex,protein-coding,-,-,-,subunit 7 of CCR4-NOT transcription complex,20200318,-
1485682,25259855,DI09_3p540,DI09_3p540,-,-,Unknown,-,DNA mismatch repair protein MutS,protein-coding,-,-,-,DNA mismatch repair protein MutS,20200318,-
1485682,25259856,DI09_3p550,DI09_3p550,-,-,Unknown,-,Plk/Plk1 protein kinase,protein-coding,-,-,-,Plk/Plk1 protein kinase,20200318,-
1485682,25259857,DI09_3p560,DI09_3p560,-,-,Unknown,-,Polo-like kinase,protein-coding,-,-,-,Polo-like kinase,20200318,-
1485682,25259858,DI09_3p570,DI09_3p570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259859,DI09_3p580,DI09_3p580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259860,DI09_3p590,DI09_3p590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259861,DI09_3p60,DI09_3p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259862,DI09_3p600,DI09_3p600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259863,DI09_3p610,DI09_3p610,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259864,DI09_3p620,DI09_3p620,-,-,Unknown,-,Snf7 family protein,protein-coding,-,-,-,Snf7 family protein,20200318,-
1485682,25259865,DI09_3p630,DI09_3p630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259866,DI09_3p640,DI09_3p640,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259867,DI09_3p650,DI09_3p650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259868,DI09_3p660,DI09_3p660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259869,DI09_3p670,DI09_3p670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259870,DI09_3p680,DI09_3p680,-,-,Unknown,-,subunit alpha of isocitrate dehydrogenase,protein-coding,-,-,-,subunit alpha of isocitrate dehydrogenase,20200318,-
1485682,25259871,DI09_3p70,DI09_3p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259872,DI09_3p80,DI09_3p80,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20200318,-
1485682,25259873,DI09_3p90,DI09_3p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259874,DI09_400p10,DI09_400p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259875,DI09_401p10,DI09_401p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259876,DI09_402p10,DI09_402p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259877,DI09_403p10,DI09_403p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259878,DI09_404p10,DI09_404p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259879,DI09_406p10,DI09_406p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259880,DI09_407p10,DI09_407p10,-,-,Unknown,-,mRNA cleavage and polyadenylation factor Clp1,protein-coding,-,-,-,mRNA cleavage and polyadenylation factor Clp1,20200318,-
1485682,25259881,DI09_40p10,DI09_40p10,-,-,Unknown,-,transcription elongation factor Spt4,protein-coding,-,-,-,transcription elongation factor Spt4,20200318,-
1485682,25259882,DI09_40p100,DI09_40p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259883,DI09_40p110,DI09_40p110,-,-,Unknown,-,putative programmed cell death protein,protein-coding,-,-,-,putative programmed cell death protein,20200318,-
1485682,25259884,DI09_40p120,DI09_40p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259885,DI09_40p130,DI09_40p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259886,DI09_40p140,DI09_40p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259887,DI09_40p150,DI09_40p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259888,DI09_40p160,DI09_40p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259889,DI09_40p170,DI09_40p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259890,DI09_40p180,DI09_40p180,-,-,Unknown,-,alpha/beta fold family hydrolase,protein-coding,-,-,-,alpha/beta fold family hydrolase,20200318,-
1485682,25259891,DI09_40p20,DI09_40p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259892,DI09_40p30,DI09_40p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259893,DI09_40p40,DI09_40p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259894,DI09_40p50,DI09_40p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259895,DI09_40p60,DI09_40p60,-,-,Unknown,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20200318,-
1485682,25259896,DI09_40p70,DI09_40p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25259897,DI09_40p80,DI09_40p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
