#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5661,13385311,LDBPK_291900,LDBPK_291900,-,-,29,-,"diphthamide synthesis protein, putative",protein-coding,-,-,-,"diphthamide synthesis protein, putative",20210424,-
5661,13390691,LDBPK_040170,LDBPK_040170,-,-,4,-,surface antigen-like protein,protein-coding,-,-,-,surface antigen-like protein,20200918,-
5661,13390692,LDBPK_040180,LDBPK_040180,-,-,4,-,surface antigen-like protein,protein-coding,-,-,-,surface antigen-like protein,20200918,-
5661,13390693,LDBPK_040190,LDBPK_040190,-,-,4,-,surface antigen-like protein,protein-coding,-,-,-,surface antigen-like protein,20200918,-
5661,13390694,LDBPK_040200,LDBPK_040200,-,-,4,-,surface antigen-like protein,protein-coding,-,-,-,surface antigen-like protein,20200918,-
5661,13390695,LDBPK_040210,LDBPK_040210,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390696,LDBPK_040220,LDBPK_040220,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390697,LDBPK_040230,LDBPK_040230,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390698,LDBPK_040240,LDBPK_040240,-,-,4,-,RNA pseudouridylate synthase-like protein,protein-coding,-,-,-,RNA pseudouridylate synthase-like protein,20200918,-
5661,13390699,LDBPK_040250,LDBPK_040250,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390700,LDBPK_040260,LDBPK_040260,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13390701,LDBPK_040270,LDBPK_040270,-,-,4,-,"adenosine monophosphate deaminase, putative",protein-coding,-,-,-,"adenosine monophosphate deaminase, putative",20200918,-
5661,13390702,LDBPK_040280,LDBPK_040280,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390703,LDBPK_040290,LDBPK_040290,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390704,LDBPK_040300,LDBPK_040300,-,-,4,-,"beta-fructofuranosidase, putative",protein-coding,-,-,-,"beta-fructofuranosidase, putative",20200918,-
5661,13390705,LDBPK_040310,LDBPK_040310,-,-,4,-,"beta-fructofuranosidase, putative",protein-coding,-,-,-,"beta-fructofuranosidase, putative",20200918,-
5661,13390706,LDBPK_040320,LDBPK_040320,-,-,4,-,"mitochondrial exoribonuclease DSS-1, putative",protein-coding,-,-,-,"mitochondrial exoribonuclease DSS-1, putative",20200918,-
5661,13390707,LDBPK_040330,LDBPK_040330,-,-,4,-,"ADP-ribosylation factor, putative",protein-coding,-,-,-,"ADP-ribosylation factor, putative",20200918,-
5661,13390708,LDBPK_040340,LDBPK_040340,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390709,LDBPK_040350,LDBPK_040350,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390710,LDBPK_040360,LDBPK_040360,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390711,LDBPK_040370,LDBPK_040370,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390712,LDBPK_040380,LDBPK_040380,-,-,4,-,"anaphase promoting complex, subunit 10-like protein",protein-coding,-,-,-,"anaphase promoting complex, subunit 10-like protein",20200926,-
5661,13390713,LDBPK_040390,LDBPK_040390,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390714,LDBPK_040400,LDBPK_040400,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13390715,LDBPK_040410,LDBPK_040410,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390716,LDBPK_040420,LDBPK_040420,-,-,4,-,serine/threonine protein kinase-like protein,protein-coding,-,-,-,serine/threonine protein kinase-like protein,20200918,-
5661,13390717,LDBPK_040430,LDBPK_040430,-,-,4,-,"calpain-like cysteine peptidase, putative",protein-coding,-,-,-,"calpain-like cysteine peptidase, putative",20200918,-
5661,13390718,LDBPK_040440,LDBPK_040440,-,-,4,-,"adenylosuccinate lyase, putative",protein-coding,-,-,-,"adenylosuccinate lyase, putative",20200926,-
5661,13390719,LDBPK_040450,LDBPK_040450,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390720,LDBPK_040470,LDBPK_040470,-,-,4,-,"ADP-ribosylation factor, putative",protein-coding,-,-,-,"ADP-ribosylation factor, putative",20200918,-
5661,13390721,LDBPK_040480,LDBPK_040480,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390722,LDBPK_040490,LDBPK_040490,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390723,LDBPK_040500,LDBPK_040500,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390724,LDBPK_040510,LDBPK_040510,-,-,4,-,"huntingtin interacting protein (HIP), putative",protein-coding,-,-,-,"huntingtin interacting protein (HIP), putative",20200918,-
5661,13390725,LDBPK_040520,LDBPK_040520,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390726,LDBPK_040530,LDBPK_040530,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390727,LDBPK_040540,LDBPK_040540,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390728,LDBPK_040550,LDBPK_040550,-,-,4,-,"tyrosine phosphatase, putative",protein-coding,-,-,-,"tyrosine phosphatase, putative",20200918,-
5661,13390729,LDBPK_040560,LDBPK_040560,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390730,LDBPK_040570,LDBPK_040570,-,-,4,-,"spermidine synthase, putative",protein-coding,-,-,-,"spermidine synthase, putative",20200918,-
5661,13390731,LDBPK_040580,LDBPK_040580,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390732,LDBPK_040590,LDBPK_040590,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390733,LDBPK_040600,LDBPK_040600,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390734,LDBPK_040610,LDBPK_040610,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390735,LDBPK_040620,LDBPK_040620,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390736,LDBPK_040630,LDBPK_040630,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390737,LDBPK_040640,LDBPK_040640,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390738,LDBPK_040650,LDBPK_040650,-,-,4,-,serine-threonine protein kinase-like protein,protein-coding,-,-,-,serine-threonine protein kinase-like protein,20200918,-
5661,13390739,LDBPK_040660,LDBPK_040660,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390740,LDBPK_040670,LDBPK_040670,-,-,4,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390741,LDBPK_131030,LDBPK_131030,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390742,LDBPK_131040,LDBPK_131040,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5661,13390743,LDBPK_131050,LDBPK_131050,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390744,LDBPK_131060,LDBPK_131060,-,-,13,-,"calmodulin, putative",protein-coding,-,-,-,"calmodulin, putative",20200918,-
5661,13390745,LDBPK_131070,LDBPK_131070,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390746,LDBPK_131080,LDBPK_131080,-,-,13,-,outer arm dynein-like protein,protein-coding,-,-,-,outer arm dynein-like protein,20210424,-
5661,13390747,LDBPK_131090,LDBPK_131090,-,-,13,-,"adenylosuccinate synthetase, putative",protein-coding,-,-,-,"adenylosuccinate synthetase, putative",20200918,-
5661,13390748,LDBPK_131100,LDBPK_131100,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390749,LDBPK_131110,LDBPK_131110,-,-,13,-,nucleobase transporter,protein-coding,-,-,-,nucleobase transporter,20200918,-
5661,13390750,LDBPK_131120,LDBPK_131120,-,-,13,-,"40S ribosomal protein S4, putative",protein-coding,-,-,-,"40S ribosomal protein S4, putative",20200918,-
5661,13390751,LDBPK_131130,LDBPK_131130,-,-,13,-,"40S ribosomal protein S4, putative",protein-coding,-,-,-,"40S ribosomal protein S4, putative",20200918,-
5661,13390752,LDBPK_131140,LDBPK_131140,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390753,LDBPK_131150,LDBPK_131150,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390754,LDBPK_131160,LDBPK_131160,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390755,LDBPK_131170,LDBPK_131170,-,-,13,-,DNA/RNA non-specific endonuclease-like protein,protein-coding,-,-,-,DNA/RNA non-specific endonuclease-like protein,20200918,-
5661,13390756,LDBPK_131180,LDBPK_131180,-,-,13,-,"XPA-interacting protein, putative",protein-coding,-,-,-,"XPA-interacting protein, putative",20200926,-
5661,13390757,LDBPK_131190,LDBPK_131190,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390758,LDBPK_131200,LDBPK_131200,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390759,LDBPK_131210,LDBPK_131210,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390760,LDBPK_131220,LDBPK_131220,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5661,13390761,LDBPK_131230,LDBPK_131230,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390762,LDBPK_131240,LDBPK_131240,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390763,LDBPK_131250,LDBPK_131250,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390764,LDBPK_131260,LDBPK_131260,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390765,LDBPK_131270,LDBPK_131270,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390766,LDBPK_131280,LDBPK_131280,-,-,13,-,"endomembrane protein, putative",protein-coding,-,-,-,"endomembrane protein, putative",20200918,-
5661,13390767,LDBPK_131290,LDBPK_131290,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390768,LDBPK_131300,LDBPK_131300,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390769,LDBPK_131310,LDBPK_131310,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390770,LDBPK_131320,LDBPK_131320,-,-,13,-,ubiquitin-conjugating enzyme-like protein,protein-coding,-,-,-,ubiquitin-conjugating enzyme-like protein,20210424,-
5661,13390771,LDBPK_131330,LDBPK_131330,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390772,LDBPK_131340,LDBPK_131340,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390773,LDBPK_131350,LDBPK_131350,-,-,13,-,"MCAK-like kinesin, putative",protein-coding,-,-,-,"MCAK-like kinesin, putative",20210424,-
5661,13390774,LDBPK_131360,LDBPK_131360,-,-,13,-,squalene monooxygenase-like protein,protein-coding,-,-,-,squalene monooxygenase-like protein,20200918,-
5661,13390775,LDBPK_131370,LDBPK_131370,-,-,13,-,"mitochondrial DNA polymerase I protein D, putative",protein-coding,-,-,-,"mitochondrial DNA polymerase I protein D, putative",20200918,-
5661,13390776,LDBPK_131380,LDBPK_131380,-,-,13,-,"mitogen-activated protein kinase 7, putative",protein-coding,-,-,-,"mitogen-activated protein kinase 7, putative",20200918,-
5661,13390777,LDBPK_131390,LDBPK_131390,-,-,13,-,"dynein heavy chain, putative",protein-coding,-,-,-,"dynein heavy chain, putative",20200918,-
5661,13390778,LDBPK_131400,LDBPK_131400,-,-,13,-,"chaperonin TCP20, putative",protein-coding,-,-,-,"chaperonin TCP20, putative",20200918,-
5661,13390779,LDBPK_131410,LDBPK_131410,-,-,13,-,"60S ribosomal protein L44, putative",protein-coding,-,-,-,"60S ribosomal protein L44, putative",20200918,-
5661,13390780,LDBPK_131420,LDBPK_131420,-,-,13,-,pyrroline-5-carboxylate reductase,protein-coding,-,-,-,pyrroline-5-carboxylate reductase,20200918,-
5661,13390781,LDBPK_131430,LDBPK_131430,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
5661,13390782,LDBPK_131440,LDBPK_131440,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390783,LDBPK_131560,LDBPK_131560,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390784,LDBPK_131480,LDBPK_131480,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390785,LDBPK_131490,LDBPK_131490,-,-,13,-,EF hand-like protein,protein-coding,-,-,-,EF hand-like protein,20200918,-
5661,13390786,LDBPK_131500,LDBPK_131500,-,-,13,-,programmed cell death 6 protein-like protein,protein-coding,-,-,-,programmed cell death 6 protein-like protein,20210424,-
5661,13390787,LDBPK_131510,LDBPK_131510,LDBPK_131520,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390788,LDBPK_131530,LDBPK_131530,-,-,13,-,"Ran-binding protein 1, putative",protein-coding,-,-,-,"Ran-binding protein 1, putative",20200918,-
5661,13390790,LDBPK_131540,LDBPK_131540,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390791,LDBPK_131550,LDBPK_131550,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390792,LDBPK_131570,LDBPK_131570,-,-,13,-,"phosphoprotein phosphatase, putative",protein-coding,-,-,-,"phosphoprotein phosphatase, putative",20200918,-
5661,13390793,LDBPK_131470,LDBPK_131470,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390794,LDBPK_131580,LDBPK_131580,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390795,LDBPK_131590,LDBPK_131590,-,-,13,-,phospholipid-transporting ATPase 1-like protein,protein-coding,-,-,-,phospholipid-transporting ATPase 1-like protein,20200918,-
5661,13390796,LDBPK_131600,LDBPK_131600,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390797,LDBPK_131610,LDBPK_131610,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390798,LDBPK_131620,LDBPK_131620,-,-,13,-,"ras-like small GTPases, putative",protein-coding,-,-,-,"ras-like small GTPases, putative",20210424,-
5661,13390799,LDBPK_131630,LDBPK_131630,-,-,13,-,phosphoprotein phosphatase-like protein,protein-coding,-,-,-,phosphoprotein phosphatase-like protein,20200918,-
5661,13390800,LDBPK_130010,LDBPK_130010,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390801,LDBPK_130020,LDBPK_130020,-,-,13,-,cis-prenyltransferase-like protein,protein-coding,-,-,-,cis-prenyltransferase-like protein,20200918,-
5661,13390802,LDBPK_130030,LDBPK_130030,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390803,LDBPK_130040,LDBPK_130040,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390804,LDBPK_130050,LDBPK_130050,-,-,13,-,"ribonuclease HII, putative",protein-coding,-,-,-,"ribonuclease HII, putative",20200918,-
5661,13390805,LDBPK_130060,LDBPK_130060,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390806,LDBPK_130070,LDBPK_130070,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390807,LDBPK_130080,LDBPK_130080,-,-,13,-,"mitochondrial DNA polymerase I protein B, putative",protein-coding,-,-,-,"mitochondrial DNA polymerase I protein B, putative",20200918,-
5661,13390808,LDBPK_130090,LDBPK_130090,-,-,13,-,"carboxypeptidase, putative",protein-coding,-,-,-,"carboxypeptidase, putative",20200918,-
5661,13390809,LDBPK_130100,LDBPK_130100,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390810,LDBPK_130110,LDBPK_130110,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390811,LDBPK_130120,LDBPK_130120,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390812,LDBPK_130130,LDBPK_130130,-,-,13,-,"MCAK-like kinesin, putative",protein-coding,-,-,-,"MCAK-like kinesin, putative",20200918,-
5661,13390813,LDBPK_130140,LDBPK_130140,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390814,LDBPK_130150,LDBPK_130150,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390815,LDBPK_130160,LDBPK_130160,-,-,13,-,"protein kinase A regulatory subunit, putative",protein-coding,-,-,-,"protein kinase A regulatory subunit, putative",20200918,-
5661,13390816,LDBPK_130170,LDBPK_130170,-,-,13,-,"MOZ/SAS family acetyltransferase, putative",protein-coding,-,-,-,"MOZ/SAS family acetyltransferase, putative",20200918,-
5661,13390817,LDBPK_130180,LDBPK_130180,-,-,13,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390818,LDBPK_130190,LDBPK_130190,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390819,LDBPK_130200,LDBPK_130200,-,-,13,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390820,LDBPK_240430,LDBPK_240430,-,-,24,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20200918,-
5661,13390821,LDBPK_240450,LDBPK_240450,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390822,LDBPK_240460,LDBPK_240460,-,-,24,-,hypothetical predicted transmembrane protein,protein-coding,-,-,-,hypothetical predicted transmembrane protein,20200918,-
5661,13390823,LDBPK_240470,LDBPK_240470,-,-,24,-,"ubiquitin-activating enzyme, putative",protein-coding,-,-,-,"ubiquitin-activating enzyme, putative",20200918,-
5661,13390824,LDBPK_240480,LDBPK_240480,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390825,LDBPK_240490,LDBPK_240490,-,-,24,-,hypothetical predicted Kelch-domain protein,protein-coding,-,-,-,hypothetical predicted Kelch-domain protein,20200918,-
5661,13390826,LDBPK_240500,LDBPK_240500,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390827,LDBPK_240510,LDBPK_240510,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390828,LDBPK_240520,LDBPK_240520,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390829,LDBPK_240530,LDBPK_240530,-,-,24,-,"DNAJ domain protein, putative",protein-coding,-,-,-,"DNAJ domain protein, putative",20200918,-
5661,13390830,LDBPK_240540,LDBPK_240540,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390831,LDBPK_240550,LDBPK_240550,-,-,24,-,"hypothetical protein, unknown function",protein-coding,-,-,-,"hypothetical protein, unknown function",20210424,-
5661,13390832,LDBPK_240560,LDBPK_240560,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5661,13390833,LDBPK_240570,LDBPK_240570,-,-,24,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
