#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48586,64673043,DFJ58DRAFT_100404,DFJ58DRAFT_100404,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
48586,64682635,DFJ58DRAFT_757260,DFJ58DRAFT_757260,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682636,DFJ58DRAFT_757263,DFJ58DRAFT_757263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682637,DFJ58DRAFT_757265,DFJ58DRAFT_757265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682638,DFJ58DRAFT_757267,DFJ58DRAFT_757267,-,-,Unknown,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20210605,-
48586,64682639,DFJ58DRAFT_75727,DFJ58DRAFT_75727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682640,DFJ58DRAFT_757271,DFJ58DRAFT_757271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682641,DFJ58DRAFT_757276,DFJ58DRAFT_757276,-,-,Unknown,-,ribulose-5-phosphate 3-epimerase,protein-coding,-,-,-,ribulose-5-phosphate 3-epimerase,20210605,-
48586,64682642,DFJ58DRAFT_757279,DFJ58DRAFT_757279,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210605,-
48586,64682643,DFJ58DRAFT_757297,DFJ58DRAFT_757297,-,-,Unknown,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210605,-
48586,64682644,DFJ58DRAFT_757305,DFJ58DRAFT_757305,-,-,Unknown,-,small GTPase superfamily,protein-coding,-,-,-,small GTPase superfamily,20210605,-
48586,64682645,DFJ58DRAFT_757309,DFJ58DRAFT_757309,-,-,Unknown,-,glycoside hydrolase family 2 protein,protein-coding,-,-,-,glycoside hydrolase family 2 protein,20210605,-
48586,64682646,DFJ58DRAFT_757315,DFJ58DRAFT_757315,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210605,-
48586,64682647,DFJ58DRAFT_757323,DFJ58DRAFT_757323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682648,DFJ58DRAFT_757339,DFJ58DRAFT_757339,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210605,-
48586,64682649,DFJ58DRAFT_757341,DFJ58DRAFT_757341,-,-,Unknown,-,NIF-domain-containing protein,protein-coding,-,-,-,NIF-domain-containing protein,20210605,-
48586,64682650,DFJ58DRAFT_757343,DFJ58DRAFT_757343,-,-,Unknown,-,Snf7-domain-containing protein,protein-coding,-,-,-,Snf7-domain-containing protein,20210605,-
48586,64682651,DFJ58DRAFT_757393,DFJ58DRAFT_757393,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210605,-
48586,64682652,DFJ58DRAFT_757404,DFJ58DRAFT_757404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682653,DFJ58DRAFT_757407,DFJ58DRAFT_757407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682654,DFJ58DRAFT_757421,DFJ58DRAFT_757421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682655,DFJ58DRAFT_757470,DFJ58DRAFT_757470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682656,DFJ58DRAFT_757472,DFJ58DRAFT_757472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682657,DFJ58DRAFT_757513,DFJ58DRAFT_757513,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682658,DFJ58DRAFT_757529,DFJ58DRAFT_757529,-,-,Unknown,-,1-Cys peroxiredoxin,protein-coding,-,-,-,1-Cys peroxiredoxin,20210605,-
48586,64682659,DFJ58DRAFT_757536,DFJ58DRAFT_757536,-,-,Unknown,-,phosphoprotein phosphatase,protein-coding,-,-,-,phosphoprotein phosphatase,20210605,-
48586,64682660,DFJ58DRAFT_757539,DFJ58DRAFT_757539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682661,DFJ58DRAFT_757542,DFJ58DRAFT_757542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682662,DFJ58DRAFT_757549,DFJ58DRAFT_757549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682663,DFJ58DRAFT_757552,DFJ58DRAFT_757552,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210605,-
48586,64682664,DFJ58DRAFT_757571,DFJ58DRAFT_757571,-,-,Unknown,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20210605,-
48586,64682665,DFJ58DRAFT_757609,DFJ58DRAFT_757609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682666,DFJ58DRAFT_757637,DFJ58DRAFT_757637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682667,DFJ58DRAFT_757640,DFJ58DRAFT_757640,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64682668,DFJ58DRAFT_757652,DFJ58DRAFT_757652,-,-,Unknown,-,arginine-tRNA-protein transferase,protein-coding,-,-,-,arginine-tRNA-protein transferase,20210605,-
48586,64682669,DFJ58DRAFT_757706,DFJ58DRAFT_757706,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682670,DFJ58DRAFT_757710,DFJ58DRAFT_757710,-,-,Unknown,-,SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing protein,protein-coding,-,-,-,SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing protein,20210605,-
48586,64682671,DFJ58DRAFT_757712,DFJ58DRAFT_757712,-,-,Unknown,-,nucleophile aminohydrolase,protein-coding,-,-,-,nucleophile aminohydrolase,20210605,-
48586,64682672,DFJ58DRAFT_757717,DFJ58DRAFT_757717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682673,DFJ58DRAFT_757720,DFJ58DRAFT_757720,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210507,-
48586,64682674,DFJ58DRAFT_757722,DFJ58DRAFT_757722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682675,DFJ58DRAFT_757727,DFJ58DRAFT_757727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682676,DFJ58DRAFT_757741,DFJ58DRAFT_757741,-,-,Unknown,-,immunoglobulin E-set,protein-coding,-,-,-,immunoglobulin E-set,20210605,-
48586,64682677,DFJ58DRAFT_757747,DFJ58DRAFT_757747,-,-,Unknown,-,RNA polymerase I,protein-coding,-,-,-,RNA polymerase I,20210605,-
48586,64682678,DFJ58DRAFT_757750,DFJ58DRAFT_757750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682679,DFJ58DRAFT_757768,DFJ58DRAFT_757768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682680,DFJ58DRAFT_757770,DFJ58DRAFT_757770,-,-,Unknown,-,cyclic nucleotide-binding-like protein,protein-coding,-,-,-,cyclic nucleotide-binding-like protein,20210605,-
48586,64682681,DFJ58DRAFT_757772,DFJ58DRAFT_757772,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210605,-
48586,64682682,DFJ58DRAFT_757778,DFJ58DRAFT_757778,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210605,-
48586,64682683,DFJ58DRAFT_757781,DFJ58DRAFT_757781,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682684,DFJ58DRAFT_757787,DFJ58DRAFT_757787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682685,DFJ58DRAFT_757835,DFJ58DRAFT_757835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682686,DFJ58DRAFT_757839,DFJ58DRAFT_757839,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64682687,DFJ58DRAFT_757849,DFJ58DRAFT_757849,-,-,Unknown,-,magnesium transporter NIPA-domain-containing protein,protein-coding,-,-,-,magnesium transporter NIPA-domain-containing protein,20210605,-
48586,64682688,DFJ58DRAFT_757856,DFJ58DRAFT_757856,-,-,Unknown,-,FeS cluster assembly scaffold IscU,protein-coding,-,-,-,FeS cluster assembly scaffold IscU,20210605,-
48586,64682689,DFJ58DRAFT_757865,DFJ58DRAFT_757865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682690,DFJ58DRAFT_757878,DFJ58DRAFT_757878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682691,DFJ58DRAFT_757884,DFJ58DRAFT_757884,-,-,Unknown,-,HSF-type DNA-binding-domain-containing protein,protein-coding,-,-,-,HSF-type DNA-binding-domain-containing protein,20210605,-
48586,64682692,DFJ58DRAFT_757927,DFJ58DRAFT_757927,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682693,DFJ58DRAFT_757938,DFJ58DRAFT_757938,-,-,Unknown,-,DNA directed RNA polymerase,protein-coding,-,-,-,DNA directed RNA polymerase,20210605,-
48586,64682694,DFJ58DRAFT_757948,DFJ58DRAFT_757948,-,-,Unknown,-,glycosyl hydrolase catalytic core-domain-containing protein,protein-coding,-,-,-,glycosyl hydrolase catalytic core-domain-containing protein,20210605,-
48586,64682695,DFJ58DRAFT_757951,DFJ58DRAFT_757951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682696,DFJ58DRAFT_757958,DFJ58DRAFT_757958,-,-,Unknown,-,"ribosomal protein L11, RNA binding domain-containing protein",protein-coding,-,-,-,"ribosomal protein L11, RNA binding domain-containing protein",20210605,-
48586,64682697,DFJ58DRAFT_757968,DFJ58DRAFT_757968,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
48586,64682698,DFJ58DRAFT_757976,DFJ58DRAFT_757976,-,-,Unknown,-,Six-hairpin glycosidase-like protein,protein-coding,-,-,-,Six-hairpin glycosidase-like protein,20210605,-
48586,64682699,DFJ58DRAFT_757978,DFJ58DRAFT_757978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682700,DFJ58DRAFT_757984,DFJ58DRAFT_757984,-,-,Unknown,-,aconitase family-domain-containing protein,protein-coding,-,-,-,aconitase family-domain-containing protein,20210605,-
48586,64682701,DFJ58DRAFT_757986,DFJ58DRAFT_757986,-,-,Unknown,-,RNA polymerase III transcription factor IIIC subunit-domain-containing protein,protein-coding,-,-,-,RNA polymerase III transcription factor IIIC subunit-domain-containing protein,20210605,-
48586,64682702,DFJ58DRAFT_757987,DFJ58DRAFT_757987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682703,DFJ58DRAFT_757992,DFJ58DRAFT_757992,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682704,DFJ58DRAFT_758020,DFJ58DRAFT_758020,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
48586,64682705,DFJ58DRAFT_758027,DFJ58DRAFT_758027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682706,DFJ58DRAFT_75803,DFJ58DRAFT_75803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682707,DFJ58DRAFT_758040,DFJ58DRAFT_758040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682708,DFJ58DRAFT_758051,DFJ58DRAFT_758051,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682709,DFJ58DRAFT_758054,DFJ58DRAFT_758054,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682710,DFJ58DRAFT_758059,DFJ58DRAFT_758059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682711,DFJ58DRAFT_758076,DFJ58DRAFT_758076,-,-,Unknown,-,BOP1NT-domain-containing protein,protein-coding,-,-,-,BOP1NT-domain-containing protein,20210605,-
48586,64682712,DFJ58DRAFT_758079,DFJ58DRAFT_758079,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682713,DFJ58DRAFT_758084,DFJ58DRAFT_758084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682714,DFJ58DRAFT_758086,DFJ58DRAFT_758086,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210605,-
48586,64682715,DFJ58DRAFT_758096,DFJ58DRAFT_758096,-,-,Unknown,-,Ribokinase-like protein,protein-coding,-,-,-,Ribokinase-like protein,20210605,-
48586,64682716,DFJ58DRAFT_758124,DFJ58DRAFT_758124,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210605,-
48586,64682717,DFJ58DRAFT_758137,DFJ58DRAFT_758137,-,-,Unknown,-,acyl-CoA dehydrogenase/oxidase,protein-coding,-,-,-,acyl-CoA dehydrogenase/oxidase,20210605,-
48586,64682718,DFJ58DRAFT_758148,DFJ58DRAFT_758148,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210605,-
48586,64682719,DFJ58DRAFT_758151,DFJ58DRAFT_758151,-,-,Unknown,-,Sucrase/ferredoxin-like-domain-containing protein,protein-coding,-,-,-,Sucrase/ferredoxin-like-domain-containing protein,20210605,-
48586,64682720,DFJ58DRAFT_758152,DFJ58DRAFT_758152,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682721,DFJ58DRAFT_758165,DFJ58DRAFT_758165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682722,DFJ58DRAFT_758186,DFJ58DRAFT_758186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682723,DFJ58DRAFT_758192,DFJ58DRAFT_758192,-,-,Unknown,-,"cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis-domain-containing protein",protein-coding,-,-,-,"cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis-domain-containing protein",20210605,-
48586,64682724,DFJ58DRAFT_758236,DFJ58DRAFT_758236,-,-,Unknown,-,putative diphthamide synthesis protein-domain-containing protein,protein-coding,-,-,-,putative diphthamide synthesis protein-domain-containing protein,20210605,-
48586,64682725,DFJ58DRAFT_758245,DFJ58DRAFT_758245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682726,DFJ58DRAFT_758254,DFJ58DRAFT_758254,-,-,Unknown,-,mid region of cactin-domain-containing protein,protein-coding,-,-,-,mid region of cactin-domain-containing protein,20210605,-
48586,64682727,DFJ58DRAFT_758257,DFJ58DRAFT_758257,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682728,DFJ58DRAFT_758259,DFJ58DRAFT_758259,-,-,Unknown,-,ran/spi1 binding protein,protein-coding,-,-,-,ran/spi1 binding protein,20210605,-
48586,64682729,DFJ58DRAFT_758261,DFJ58DRAFT_758261,-,-,Unknown,-,emp24/gp25L/p24 family/GOLD-domain-containing protein,protein-coding,-,-,-,emp24/gp25L/p24 family/GOLD-domain-containing protein,20210605,-
48586,64682730,DFJ58DRAFT_758276,DFJ58DRAFT_758276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682731,DFJ58DRAFT_758296,DFJ58DRAFT_758296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682732,DFJ58DRAFT_758298,DFJ58DRAFT_758298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682733,DFJ58DRAFT_758301,DFJ58DRAFT_758301,-,-,Unknown,-,mitochondrial NAD-homo-isocitrate dehydrogenase LysB,protein-coding,-,-,-,mitochondrial NAD-homo-isocitrate dehydrogenase LysB,20210605,-
48586,64682734,DFJ58DRAFT_758309,DFJ58DRAFT_758309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682735,DFJ58DRAFT_758343,DFJ58DRAFT_758343,-,-,Unknown,-,MT-A70-domain-containing protein,protein-coding,-,-,-,MT-A70-domain-containing protein,20210605,-
48586,64682736,DFJ58DRAFT_758372,DFJ58DRAFT_758372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682737,DFJ58DRAFT_758396,DFJ58DRAFT_758396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682738,DFJ58DRAFT_758402,DFJ58DRAFT_758402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682739,DFJ58DRAFT_758403,DFJ58DRAFT_758403,-,-,Unknown,-,ubiquinol-cytochrome C reductase UQCRX/QCR9-like protein,protein-coding,-,-,-,ubiquinol-cytochrome C reductase UQCRX/QCR9-like protein,20210605,-
48586,64682740,DFJ58DRAFT_758408,DFJ58DRAFT_758408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682741,DFJ58DRAFT_75843,DFJ58DRAFT_75843,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682742,DFJ58DRAFT_758451,DFJ58DRAFT_758451,-,-,Unknown,-,Longin-like domain-containing protein,protein-coding,-,-,-,Longin-like domain-containing protein,20210605,-
48586,64682743,DFJ58DRAFT_758486,DFJ58DRAFT_758486,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
48586,64682744,DFJ58DRAFT_758508,DFJ58DRAFT_758508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682745,DFJ58DRAFT_758625,DFJ58DRAFT_758625,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
48586,64682746,DFJ58DRAFT_758629,DFJ58DRAFT_758629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682747,DFJ58DRAFT_758634,DFJ58DRAFT_758634,-,-,Unknown,-,ribosomal protein L7/L12 C-terminal domain-containing protein,protein-coding,-,-,-,ribosomal protein L7/L12 C-terminal domain-containing protein,20210605,-
48586,64682748,DFJ58DRAFT_758636,DFJ58DRAFT_758636,-,-,Unknown,-,"Not1 N-terminal domain, CCR4-Not complex component-domain-containing protein",protein-coding,-,-,-,"Not1 N-terminal domain, CCR4-Not complex component-domain-containing protein",20210605,-
48586,64682749,DFJ58DRAFT_758641,DFJ58DRAFT_758641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682750,DFJ58DRAFT_758649,DFJ58DRAFT_758649,-,-,Unknown,-,NDUFA12-domain-containing protein,protein-coding,-,-,-,NDUFA12-domain-containing protein,20210605,-
48586,64682751,DFJ58DRAFT_758650,DFJ58DRAFT_758650,-,-,Unknown,-,pyridine nucleotide disulfide oxidoreductase-like protein,protein-coding,-,-,-,pyridine nucleotide disulfide oxidoreductase-like protein,20210605,-
48586,64682752,DFJ58DRAFT_758658,DFJ58DRAFT_758658,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
48586,64682753,DFJ58DRAFT_758684,DFJ58DRAFT_758684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682754,DFJ58DRAFT_758686,DFJ58DRAFT_758686,-,-,Unknown,-,ribosomal protein L3-domain-containing protein,protein-coding,-,-,-,ribosomal protein L3-domain-containing protein,20210605,-
48586,64682755,DFJ58DRAFT_758721,DFJ58DRAFT_758721,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682756,DFJ58DRAFT_758742,DFJ58DRAFT_758742,-,-,Unknown,-,transcription factor/nuclear export subunit protein 2-domain-containing protein,protein-coding,-,-,-,transcription factor/nuclear export subunit protein 2-domain-containing protein,20210605,-
48586,64682757,DFJ58DRAFT_758746,DFJ58DRAFT_758746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
48586,64682758,DFJ58DRAFT_758768,DFJ58DRAFT_758768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
48586,64682759,DFJ58DRAFT_758796,DFJ58DRAFT_758796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
