#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448311,37205778,BO88DRAFT_100227,BO88DRAFT_100227,-,-,Unknown,-,prenyltransferase,protein-coding,-,-,-,prenyltransferase,20200919,-
1448311,37210313,BO88DRAFT_400967,BO88DRAFT_400967,-,-,Unknown,-,orotate phosphoribosyltransferase,protein-coding,-,-,-,orotate phosphoribosyltransferase,20200919,-
1448311,37210314,BO88DRAFT_400969,BO88DRAFT_400969,-,-,Unknown,-,MFS multidrug transporter,protein-coding,-,-,-,MFS multidrug transporter,20200919,-
1448311,37210315,BO88DRAFT_400973,BO88DRAFT_400973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210316,BO88DRAFT_400974,BO88DRAFT_400974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210317,BO88DRAFT_400975,BO88DRAFT_400975,-,-,Unknown,-,quinate 5-dehydrogenase,protein-coding,-,-,-,quinate 5-dehydrogenase,20200919,-
1448311,37210318,BO88DRAFT_400976,BO88DRAFT_400976,-,-,Unknown,-,catabolic 3-dehydroquinase,protein-coding,-,-,-,catabolic 3-dehydroquinase,20200919,-
1448311,37210319,BO88DRAFT_400982,BO88DRAFT_400982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210320,BO88DRAFT_400986,BO88DRAFT_400986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210321,BO88DRAFT_400993,BO88DRAFT_400993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210322,BO88DRAFT_400998,BO88DRAFT_400998,-,-,Unknown,-,cercosporin toxin biosynthesis protein,protein-coding,-,-,-,cercosporin toxin biosynthesis protein,20200919,-
1448311,37210323,BO88DRAFT_401000,BO88DRAFT_401000,-,-,Unknown,-,t-complex protein 1 theta subunit,protein-coding,-,-,-,t-complex protein 1 theta subunit,20200919,-
1448311,37210324,BO88DRAFT_401010,BO88DRAFT_401010,-,-,Unknown,-,cysteine dioxygenase type I,protein-coding,-,-,-,cysteine dioxygenase type I,20200919,-
1448311,37210325,BO88DRAFT_401015,BO88DRAFT_401015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210326,BO88DRAFT_401016,BO88DRAFT_401016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210327,BO88DRAFT_401019,BO88DRAFT_401019,-,-,Unknown,-,Nitroreductase,protein-coding,-,-,-,Nitroreductase,20200919,-
1448311,37210328,BO88DRAFT_401022,BO88DRAFT_401022,-,-,Unknown,-,DUF1682 domain protein,protein-coding,-,-,-,DUF1682 domain protein,20200919,-
1448311,37210329,BO88DRAFT_401025,BO88DRAFT_401025,-,-,Unknown,-,ABC multidrug transporter Mdr2,protein-coding,-,-,-,ABC multidrug transporter Mdr2,20200919,-
1448311,37210330,BO88DRAFT_401026,BO88DRAFT_401026,-,-,Unknown,-,Hsp90 co-chaperone Cdc37,protein-coding,-,-,-,Hsp90 co-chaperone Cdc37,20200919,-
1448311,37210331,BO88DRAFT_401030,BO88DRAFT_401030,-,-,Unknown,-,DUF618 domain protein,protein-coding,-,-,-,DUF618 domain protein,20210424,-
1448311,37210332,BO88DRAFT_401056,BO88DRAFT_401056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210333,BO88DRAFT_401060,BO88DRAFT_401060,-,-,Unknown,-,"alpha-1,2-mannosyltransferase",protein-coding,-,-,-,"alpha-1,2-mannosyltransferase",20200919,-
1448311,37210334,BO88DRAFT_401062,BO88DRAFT_401062,-,-,Unknown,-,putative small nuclear ribonucleo protein SmD3,protein-coding,-,-,-,putative small nuclear ribonucleo protein SmD3,20200919,-
1448311,37210335,BO88DRAFT_401064,BO88DRAFT_401064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210336,BO88DRAFT_401077,BO88DRAFT_401077,-,-,Unknown,-,RING and UBP finger domain protein,protein-coding,-,-,-,RING and UBP finger domain protein,20200919,-
1448311,37210337,BO88DRAFT_401080,BO88DRAFT_401080,-,-,Unknown,-,YagE family protein,protein-coding,-,-,-,YagE family protein,20200919,-
1448311,37210338,BO88DRAFT_401084,BO88DRAFT_401084,-,-,Unknown,-,DNA binding protein SART-1,protein-coding,-,-,-,DNA binding protein SART-1,20200919,-
1448311,37210339,BO88DRAFT_401086,BO88DRAFT_401086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210340,BO88DRAFT_401088,BO88DRAFT_401088,-,-,Unknown,-,sphinganine-1-phosphate aldolase BST1,protein-coding,-,-,-,sphinganine-1-phosphate aldolase BST1,20200919,-
1448311,37210341,BO88DRAFT_401090,BO88DRAFT_401090,-,-,Unknown,-,mitochondrial 54S ribosomal protein YmL33,protein-coding,-,-,-,mitochondrial 54S ribosomal protein YmL33,20200919,-
1448311,37210342,BO88DRAFT_401092,BO88DRAFT_401092,-,-,Unknown,-,Frataxin,protein-coding,-,-,-,Frataxin,20200919,-
1448311,37210343,BO88DRAFT_401094,BO88DRAFT_401094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210344,BO88DRAFT_401096,BO88DRAFT_401096,-,-,Unknown,-,small nucleolar ribonucleo protein complex component,protein-coding,-,-,-,small nucleolar ribonucleo protein complex component,20200919,-
1448311,37210345,BO88DRAFT_401097,BO88DRAFT_401097,-,-,Unknown,-,geranylgeranyl transferase type II alpha subunit,protein-coding,-,-,-,geranylgeranyl transferase type II alpha subunit,20200919,-
1448311,37210346,BO88DRAFT_401099,BO88DRAFT_401099,-,-,Unknown,-,GTPase activating protein,protein-coding,-,-,-,GTPase activating protein,20200919,-
1448311,37210347,BO88DRAFT_401100,BO88DRAFT_401100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210348,BO88DRAFT_401105,BO88DRAFT_401105,-,-,Unknown,-,iron sulfur assembly protein 1,protein-coding,-,-,-,iron sulfur assembly protein 1,20200919,-
1448311,37210349,BO88DRAFT_401111,BO88DRAFT_401111,-,-,Unknown,-,TIP49-domain-containing protein,protein-coding,-,-,-,TIP49-domain-containing protein,20200919,-
1448311,37210350,BO88DRAFT_401112,BO88DRAFT_401112,-,-,Unknown,-,50S ribosomal protein L24,protein-coding,-,-,-,50S ribosomal protein L24,20200919,-
1448311,37210351,BO88DRAFT_401113,BO88DRAFT_401113,-,-,Unknown,-,"alpha-1,6-mannosyltransferase subunit",protein-coding,-,-,-,"alpha-1,6-mannosyltransferase subunit",20200919,-
1448311,37210352,BO88DRAFT_401131,BO88DRAFT_401131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210353,BO88DRAFT_401133,BO88DRAFT_401133,-,-,Unknown,-,3-ketoacyl-CoA thiolase peroxisomal A precursor,protein-coding,-,-,-,3-ketoacyl-CoA thiolase peroxisomal A precursor,20200919,-
1448311,37210354,BO88DRAFT_401134,BO88DRAFT_401134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210355,BO88DRAFT_401138,BO88DRAFT_401138,-,-,Unknown,-,charged multivesicular body protein 5,protein-coding,-,-,-,charged multivesicular body protein 5,20210424,-
1448311,37210356,BO88DRAFT_401143,BO88DRAFT_401143,-,-,Unknown,-,mitochondrial carrier protein,protein-coding,-,-,-,mitochondrial carrier protein,20200919,-
1448311,37210357,BO88DRAFT_401144,BO88DRAFT_401144,-,-,Unknown,-,putative autophagic death protein Aut7/IDI-7,protein-coding,-,-,-,putative autophagic death protein Aut7/IDI-7,20200919,-
1448311,37210358,BO88DRAFT_401147,BO88DRAFT_401147,-,-,Unknown,-,coproporphyrinogen III oxidase,protein-coding,-,-,-,coproporphyrinogen III oxidase,20200919,-
1448311,37210359,BO88DRAFT_401149,BO88DRAFT_401149,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448311,37210360,BO88DRAFT_401154,BO88DRAFT_401154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210361,BO88DRAFT_401155,BO88DRAFT_401155,-,-,Unknown,-,acetyl-coenzyme A synthetase,protein-coding,-,-,-,acetyl-coenzyme A synthetase,20200919,-
1448311,37210362,BO88DRAFT_401164,BO88DRAFT_401164,-,-,Unknown,-,kynurenine aminotransferase,protein-coding,-,-,-,kynurenine aminotransferase,20200919,-
1448311,37210363,BO88DRAFT_401175,BO88DRAFT_401175,-,-,Unknown,-,vacuolar ATPase 98 kDa subunit,protein-coding,-,-,-,vacuolar ATPase 98 kDa subunit,20200919,-
1448311,37210364,BO88DRAFT_401176,BO88DRAFT_401176,-,-,Unknown,-,"fructose-1,6-bisphosphatase Fbp1",protein-coding,-,-,-,"fructose-1,6-bisphosphatase Fbp1",20200919,-
1448311,37210365,BO88DRAFT_401183,BO88DRAFT_401183,-,-,Unknown,-,saccharopine dehydrogenase,protein-coding,-,-,-,saccharopine dehydrogenase,20210424,-
1448311,37210366,BO88DRAFT_401188,BO88DRAFT_401188,-,-,Unknown,-,ubiquinol-cytochrome c reductase complex 17 kd protein,protein-coding,-,-,-,ubiquinol-cytochrome c reductase complex 17 kd protein,20200919,-
1448311,37210367,BO88DRAFT_401201,BO88DRAFT_401201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1448311,37210368,BO88DRAFT_401205,BO88DRAFT_401205,-,-,Unknown,-,G-patch domain protein,protein-coding,-,-,-,G-patch domain protein,20200919,-
1448311,37210369,BO88DRAFT_401206,BO88DRAFT_401206,-,-,Unknown,-,Mn superoxide dismutase SodB,protein-coding,-,-,-,Mn superoxide dismutase SodB,20210424,-
1448311,37210370,BO88DRAFT_401208,BO88DRAFT_401208,-,-,Unknown,-,iron superoxide dismutase A,protein-coding,-,-,-,iron superoxide dismutase A,20200919,-
1448311,37210371,BO88DRAFT_401211,BO88DRAFT_401211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210372,BO88DRAFT_401214,BO88DRAFT_401214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210373,BO88DRAFT_401217,BO88DRAFT_401217,-,-,Unknown,-,2-oxoglutarate dehydrogenase E1 component mitochondrial precursor,protein-coding,-,-,-,2-oxoglutarate dehydrogenase E1 component mitochondrial precursor,20200919,-
1448311,37210374,BO88DRAFT_401219,BO88DRAFT_401219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210375,BO88DRAFT_401220,BO88DRAFT_401220,-,-,Unknown,-,transsulfuration enzyme family protein,protein-coding,-,-,-,transsulfuration enzyme family protein,20200919,-
1448311,37210376,BO88DRAFT_401221,BO88DRAFT_401221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210377,BO88DRAFT_401222,BO88DRAFT_401222,-,-,Unknown,-,catechol O-methyltransferase,protein-coding,-,-,-,catechol O-methyltransferase,20200919,-
1448311,37210378,BO88DRAFT_401227,BO88DRAFT_401227,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200919,-
1448311,37210379,BO88DRAFT_401228,BO88DRAFT_401228,-,-,Unknown,-,GNAT family acetyltransferase,protein-coding,-,-,-,GNAT family acetyltransferase,20200919,-
1448311,37210380,BO88DRAFT_401232,BO88DRAFT_401232,-,-,Unknown,-,DUF1772-domain-containing protein,protein-coding,-,-,-,DUF1772-domain-containing protein,20200919,-
1448311,37210381,BO88DRAFT_401234,BO88DRAFT_401234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210382,BO88DRAFT_401236,BO88DRAFT_401236,-,-,Unknown,-,phosphate transporter,protein-coding,-,-,-,phosphate transporter,20200919,-
1448311,37210383,BO88DRAFT_401238,BO88DRAFT_401238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210384,BO88DRAFT_401239,BO88DRAFT_401239,-,-,Unknown,-,S-adenosyl-methionine-sterol-C-methyltransferase,protein-coding,-,-,-,S-adenosyl-methionine-sterol-C-methyltransferase,20200919,-
1448311,37210385,BO88DRAFT_401242,BO88DRAFT_401242,-,-,Unknown,-,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",protein-coding,-,-,-,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",20200919,-
1448311,37210386,BO88DRAFT_401243,BO88DRAFT_401243,-,-,Unknown,-,L-ornithine aminotransferase Car2,protein-coding,-,-,-,L-ornithine aminotransferase Car2,20200919,-
1448311,37210387,BO88DRAFT_401246,BO88DRAFT_401246,-,-,Unknown,-,GTPase activating protein for Arf,protein-coding,-,-,-,GTPase activating protein for Arf,20200919,-
1448311,37210388,BO88DRAFT_401251,BO88DRAFT_401251,-,-,Unknown,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210424,-
1448311,37210389,BO88DRAFT_401258,BO88DRAFT_401258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210390,BO88DRAFT_401260,BO88DRAFT_401260,-,-,Unknown,-,phosphatidate cytidylyltransferase,protein-coding,-,-,-,phosphatidate cytidylyltransferase,20200919,-
1448311,37210391,BO88DRAFT_401273,BO88DRAFT_401273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210392,BO88DRAFT_401276,BO88DRAFT_401276,-,-,Unknown,-,apospory-associated protein c,protein-coding,-,-,-,apospory-associated protein c,20200919,-
1448311,37210393,BO88DRAFT_401277,BO88DRAFT_401277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210394,BO88DRAFT_401281,BO88DRAFT_401281,-,-,Unknown,-,dienelactone hydrolase family protein,protein-coding,-,-,-,dienelactone hydrolase family protein,20200919,-
1448311,37210395,BO88DRAFT_401283,BO88DRAFT_401283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210396,BO88DRAFT_401287,BO88DRAFT_401287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210397,BO88DRAFT_401288,BO88DRAFT_401288,-,-,Unknown,-,lysophospholipase,protein-coding,-,-,-,lysophospholipase,20200919,-
1448311,37210398,BO88DRAFT_401293,BO88DRAFT_401293,-,-,Unknown,-,short chain dehydrogenase,protein-coding,-,-,-,short chain dehydrogenase,20200919,-
1448311,37210399,BO88DRAFT_401305,BO88DRAFT_401305,-,-,Unknown,-,calcium homeostasis protein Regucalcin,protein-coding,-,-,-,calcium homeostasis protein Regucalcin,20200919,-
1448311,37210400,BO88DRAFT_401308,BO88DRAFT_401308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210401,BO88DRAFT_401309,BO88DRAFT_401309,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20200919,-
1448311,37210402,BO88DRAFT_401312,BO88DRAFT_401312,-,-,Unknown,-,AT DNA binding protein,protein-coding,-,-,-,AT DNA binding protein,20200919,-
1448311,37210403,BO88DRAFT_401314,BO88DRAFT_401314,-,-,Unknown,-,mitochondrial peroxiredoxin PRX1,protein-coding,-,-,-,mitochondrial peroxiredoxin PRX1,20200919,-
1448311,37210404,BO88DRAFT_401317,BO88DRAFT_401317,-,-,Unknown,-,pantetheine-phosphate adenylyltransferase family protein,protein-coding,-,-,-,pantetheine-phosphate adenylyltransferase family protein,20200919,-
1448311,37210405,BO88DRAFT_401318,BO88DRAFT_401318,-,-,Unknown,-,WD repeat protein,protein-coding,-,-,-,WD repeat protein,20200919,-
1448311,37210406,BO88DRAFT_401322,BO88DRAFT_401322,-,-,Unknown,-,26S proteasome regulatory subunit Rpn2,protein-coding,-,-,-,26S proteasome regulatory subunit Rpn2,20200919,-
1448311,37210407,BO88DRAFT_401323,BO88DRAFT_401323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210408,BO88DRAFT_401332,BO88DRAFT_401332,-,-,Unknown,-,aspartyl-tRNA synthetase,protein-coding,-,-,-,aspartyl-tRNA synthetase,20200919,-
1448311,37210409,BO88DRAFT_401338,BO88DRAFT_401338,-,-,Unknown,-,DNA mismatch repair protein Msh6,protein-coding,-,-,-,DNA mismatch repair protein Msh6,20200919,-
1448311,37210410,BO88DRAFT_401350,BO88DRAFT_401350,-,-,Unknown,-,aldo-keto reductase,protein-coding,-,-,-,aldo-keto reductase,20200919,-
1448311,37210411,BO88DRAFT_401359,BO88DRAFT_401359,-,-,Unknown,-,mitochondrial hypoxia responsive domain protein,protein-coding,-,-,-,mitochondrial hypoxia responsive domain protein,20200919,-
1448311,37210412,BO88DRAFT_401364,BO88DRAFT_401364,-,-,Unknown,-,TLDc domain-containing protein 2,protein-coding,-,-,-,TLDc domain-containing protein 2,20200919,-
1448311,37210413,BO88DRAFT_401366,BO88DRAFT_401366,-,-,Unknown,-,peptide N-myristoyl transferase,protein-coding,-,-,-,peptide N-myristoyl transferase,20200919,-
1448311,37210414,BO88DRAFT_401373,BO88DRAFT_401373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210415,BO88DRAFT_401375,BO88DRAFT_401375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210416,BO88DRAFT_401394,BO88DRAFT_401394,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20200919,-
1448311,37210417,BO88DRAFT_401395,BO88DRAFT_401395,-,-,Unknown,-,UPF0041 domain protein,protein-coding,-,-,-,UPF0041 domain protein,20210424,-
1448311,37210418,BO88DRAFT_401397,BO88DRAFT_401397,-,-,Unknown,-,Sm-like ribonucleo protein,protein-coding,-,-,-,Sm-like ribonucleo protein,20200919,-
1448311,37210419,BO88DRAFT_401400,BO88DRAFT_401400,-,-,Unknown,-,pyruvate carboxylase,protein-coding,-,-,-,pyruvate carboxylase,20200919,-
1448311,37210420,BO88DRAFT_401402,BO88DRAFT_401402,-,-,Unknown,-,bifunctional purine biosynthesis protein Ade16,protein-coding,-,-,-,bifunctional purine biosynthesis protein Ade16,20200919,-
1448311,37210421,BO88DRAFT_401407,BO88DRAFT_401407,-,-,Unknown,-,S13-like H2TH domain-containing protein,protein-coding,-,-,-,S13-like H2TH domain-containing protein,20200919,-
1448311,37210422,BO88DRAFT_401411,BO88DRAFT_401411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210423,BO88DRAFT_401412,BO88DRAFT_401412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210424,BO88DRAFT_401413,BO88DRAFT_401413,-,-,Unknown,-,CaaX prenyl protease Ste24,protein-coding,-,-,-,CaaX prenyl protease Ste24,20200919,-
1448311,37210425,BO88DRAFT_401415,BO88DRAFT_401415,-,-,Unknown,-,60S ribosome biogenesis protein Mak11,protein-coding,-,-,-,60S ribosome biogenesis protein Mak11,20200919,-
1448311,37210426,BO88DRAFT_401416,BO88DRAFT_401416,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210427,BO88DRAFT_401418,BO88DRAFT_401418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210428,BO88DRAFT_401419,BO88DRAFT_401419,-,-,Unknown,-,small nucleolar ribonucleo protein complex subunit,protein-coding,-,-,-,small nucleolar ribonucleo protein complex subunit,20200919,-
1448311,37210429,BO88DRAFT_401422,BO88DRAFT_401422,-,-,Unknown,-,small nucleolar ribonucleo protein complex subunit,protein-coding,-,-,-,small nucleolar ribonucleo protein complex subunit,20200919,-
1448311,37210430,BO88DRAFT_401426,BO88DRAFT_401426,-,-,Unknown,-,cytochrome c oxidase-assembly factor cox23,protein-coding,-,-,-,cytochrome c oxidase-assembly factor cox23,20200919,-
1448311,37210431,BO88DRAFT_401429,BO88DRAFT_401429,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20200919,-
1448311,37210432,BO88DRAFT_401431,BO88DRAFT_401431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210433,BO88DRAFT_401438,BO88DRAFT_401438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210434,BO88DRAFT_401440,BO88DRAFT_401440,-,-,Unknown,-,ubiquitin fusion degradation protein UfdB,protein-coding,-,-,-,ubiquitin fusion degradation protein UfdB,20200919,-
1448311,37210435,BO88DRAFT_401441,BO88DRAFT_401441,-,-,Unknown,-,DUF1977-domain-containing protein,protein-coding,-,-,-,DUF1977-domain-containing protein,20200919,-
1448311,37210436,BO88DRAFT_401455,BO88DRAFT_401455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448311,37210437,BO88DRAFT_401458,BO88DRAFT_401458,-,-,Unknown,-,Cut8-domain-containing protein,protein-coding,-,-,-,Cut8-domain-containing protein,20210424,-
1448311,37210438,BO88DRAFT_401461,BO88DRAFT_401461,-,-,Unknown,-,elongator complex protein 1,protein-coding,-,-,-,elongator complex protein 1,20200919,-
1448311,37210439,BO88DRAFT_401463,BO88DRAFT_401463,-,-,Unknown,-,diphosphomevalonate decarboxylase,protein-coding,-,-,-,diphosphomevalonate decarboxylase,20200919,-
1448311,37210440,BO88DRAFT_401464,BO88DRAFT_401464,-,-,Unknown,-,cytochrome c1 heme lyase,protein-coding,-,-,-,cytochrome c1 heme lyase,20200919,-
1448311,37210441,BO88DRAFT_401474,BO88DRAFT_401474,-,-,Unknown,-,acyl-CoA thioester hydrolase,protein-coding,-,-,-,acyl-CoA thioester hydrolase,20200919,-
1448311,37210442,BO88DRAFT_401475,BO88DRAFT_401475,-,-,Unknown,-,L-lactate dehydrogenase,protein-coding,-,-,-,L-lactate dehydrogenase,20210424,-
1448311,37210443,BO88DRAFT_401476,BO88DRAFT_401476,-,-,Unknown,-,aspartic protease PEPAd,protein-coding,-,-,-,aspartic protease PEPAd,20200919,-
1448311,37210444,BO88DRAFT_401483,BO88DRAFT_401483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
