#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
185431,2828229,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Trypanosoma brucei TREU927; Trypanosoma brucei brucei strain 927/4 GUTat10.1; Trypanosoma brucei strain TREU927).,other,-,-,-,-,20200224,-
185431,3661893,Tb10.70.7150,Tb10.70.7150,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661894,Tb10.70.7140,Tb10.70.7140,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661895,Tb10.70.7120,Tb10.70.7120,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661896,Tb10.70.7110,Tb10.70.7110,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661897,Tb10.70.7100,Tb10.70.7100,-,-,10,-,"serine carboxypeptidase III precursor, putative",protein-coding,-,-,-,"serine carboxypeptidase III precursor, putative",20200919,-
185431,3661898,Tb10.70.7090,Tb10.70.7090,-,-,10,-,"serine carboxypeptidase III precursor, putative",protein-coding,-,-,-,"serine carboxypeptidase III precursor, putative",20200919,-
185431,3661899,Tb10.70.7080,Tb10.70.7080,-,-,10,-,"serine carboxypeptidase III precursor, putative",protein-coding,-,-,-,"serine carboxypeptidase III precursor, putative",20200919,-
185431,3661900,Tb10.6k15.1870,Tb10.6k15.1870,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661901,Tb10.6k15.1860,Tb10.6k15.1860,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661902,Tb10.6k15.1850,Tb10.6k15.1850,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661903,Tb10.6k15.1830,Tb10.6k15.1830,-,-,10,-,"centrin, putative",protein-coding,-,-,-,"centrin, putative",20200919,-
185431,3661904,Tb10.6k15.1820,Tb10.6k15.1820,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661905,Tb10.70.2020,Tb10.70.2020,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661906,Tb10.100.0170,Tb10.100.0170,-,-,10,-,proteasome subunit alpha 2,protein-coding,-,-,-,proteasome subunit alpha 2,20200919,-
185431,3661907,Tb10.100.0180,Tb10.100.0180,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661908,Tb10.100.0190,Tb10.100.0190,-,-,10,-,pumilio RNA-binding protein,protein-coding,-,-,-,pumilio RNA-binding protein,20200919,-
185431,3661909,Tb10.100.0200,Tb10.100.0200,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661910,Tb10.100.0210,Tb10.100.0210,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661911,Tb10.100.0220,Tb10.100.0220,-,-,10,-,"mitochondrial structure specific endonuclease I (SSE-1), putative",protein-coding,-,-,-,"mitochondrial structure specific endonuclease I (SSE-1), putative",20200919,-
185431,3661912,Tb10.70.1810,Tb10.70.1810,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661913,Tb10.70.1800,Tb10.70.1800,-,-,10,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3661914,Tb10.70.1790,Tb10.70.1790,-,-,10,-,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative",protein-coding,-,-,-,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative",20200919,-
185431,3661915,Tb10.70.1780,Tb10.70.1780,-,-,10,-,"HIRA-interacting protein 5, putative",protein-coding,-,-,-,"HIRA-interacting protein 5, putative",20200919,-
185431,3661916,Tb10.70.1770,Tb10.70.1770,-,-,10,-,eukaryotic translation initiation factor 6,protein-coding,-,-,-,eukaryotic translation initiation factor 6,20200919,-
185431,3661917,Tb10.389.0770,Tb10.389.0770,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661918,Tb10.70.1760,Tb10.70.1760,-,-,10,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3661919,Tb10.70.1750,Tb10.70.1750,-,-,10,-,RNA editing complex protein MP67,protein-coding,-,-,-,RNA editing complex protein MP67,20200919,-
185431,3661920,Tb10.70.1740,Tb10.70.1740,-,-,10,-,"40S ribosomal protein S18, putative",protein-coding,-,-,-,"40S ribosomal protein S18, putative",20200923,-
185431,3661921,Tb10.70.1730,Tb10.70.1730,-,-,10,-,"40S ribosomal protein S18, putative",protein-coding,-,-,-,"40S ribosomal protein S18, putative",20200923,-
185431,3661922,Tb10.70.1720,Tb10.70.1720,-,-,10,-,"dynein heavy chain, putative",protein-coding,-,-,-,"dynein heavy chain, putative",20200919,-
185431,3661923,Tb10.70.1690,Tb10.70.1690,-,-,10,-,"40S ribosomal protein S10, putative",protein-coding,-,-,-,"40S ribosomal protein S10, putative",20200919,-
185431,3661924,Tb10.70.1670,Tb10.70.1670,-,-,10,-,"40S ribosomal protein S10, putative",protein-coding,-,-,-,"40S ribosomal protein S10, putative",20200923,-
185431,3661925,Tb10.70.2280,Tb10.70.2280,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661926,Tb10.70.2270,Tb10.70.2270,-,-,10,-,"protein phosphatase 2C-like, putative",protein-coding,-,-,-,"protein phosphatase 2C-like, putative",20200919,-
185431,3661927,Tb10.70.2260,Tb10.70.2260,-,-,10,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20200919,-
185431,3661928,Tb10.70.2250,Tb10.70.2250,-,-,10,-,"small nuclear ribonucleoprotein, putative",protein-coding,-,-,-,"small nuclear ribonucleoprotein, putative",20200919,-
185431,3661929,Tb10.70.2240,Tb10.70.2240,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661930,Tb10.70.2230,Tb10.70.2230,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661931,Tb10.70.2220,Tb10.70.2220,-,-,10,-,"ubiquitin-like protein DSK2, putative",protein-coding,-,-,-,"ubiquitin-like protein DSK2, putative",20200919,-
185431,3661932,Tb10.70.2210,Tb10.70.2210,-,-,10,-,cell division-related protein kinase 2,protein-coding,-,-,-,cell division-related protein kinase 2,20200919,-
185431,3661933,Tb10.70.1910,Tb10.70.1910,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661934,Tb10.70.1900,Tb10.70.1900,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661935,Tb10.70.1890,Tb10.70.1890,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661936,Tb10.70.1880,Tb10.70.1880,-,-,10,-,"ADP-ribosylation factor, putative",protein-coding,-,-,-,"ADP-ribosylation factor, putative",20200919,-
185431,3661937,Tb10.70.1860,Tb10.70.1860,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661938,Tb10.70.4170,Tb10.70.4170,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661939,Tb10.70.4155,Tb10.70.4155,-,-,10,-,60S ribosomal protein L38,protein-coding,-,-,-,60S ribosomal protein L38,20200919,-
185431,3661940,Tb10.70.4150,Tb10.70.4150,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661941,Tb10.70.4140,Tb10.70.4140,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661942,Tb10.70.4130,Tb10.70.4130,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661943,Tb10.70.1380,Tb10.70.1380,-,-,10,-,"40S ribosomal protein S9, putative",protein-coding,-,-,-,"40S ribosomal protein S9, putative",20200923,-
185431,3661944,Tb10.70.1370,Tb10.70.1370,-,-,10,-,fructose-bisphosphate aldolase glycosomal,protein-coding,-,-,-,fructose-bisphosphate aldolase glycosomal,20200919,-
185431,3661945,Tb10.70.1360,Tb10.70.1360,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661946,Tb10.70.1350,Tb10.70.1350,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661947,Tb10.70.1340,Tb10.70.1340,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661948,Tb10.70.1330,Tb10.70.1330,-,-,10,-,"heat shock protein, putative",protein-coding,-,-,-,"heat shock protein, putative",20200919,-
185431,3661949,Tb10.70.1320,Tb10.70.1320,-,-,10,-,"N-acetyltransferase subunit Nat1, putative",protein-coding,-,-,-,"N-acetyltransferase subunit Nat1, putative",20200919,-
185431,3661950,Tb10.61.3130,Tb10.61.3130,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661951,Tb10.61.3120,Tb10.61.3120,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661952,Tb10.61.3115,Tb10.61.3115,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661953,Tb10.61.3110,Tb10.61.3110,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661954,Tb10.61.3100,Tb10.61.3100,-,-,10,-,chaperone protein DnaJ,protein-coding,-,-,-,chaperone protein DnaJ,20200919,-
185431,3661955,Tb10.61.3080,Tb10.61.3080,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661956,Tb10.61.3070,Tb10.61.3070,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661957,Tb10.61.3060,Tb10.61.3060,-,-,10,-,GPI-anchor transamidase subunit 8 (GPI8),protein-coding,-,-,-,GPI-anchor transamidase subunit 8 (GPI8),20200919,-
185431,3661958,Tb10.61.3050,Tb10.61.3050,-,-,10,-,"tubulin tyrosine ligase protein, putative",protein-coding,-,-,-,"tubulin tyrosine ligase protein, putative",20200919,-
185431,3661959,Tb10.61.3040,Tb10.61.3040,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661960,Tb10.61.3020,Tb10.61.3020,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661961,Tb10.61.3010,Tb10.61.3010,-,-,10,-,"UDP-galactose transporter, putative",protein-coding,-,-,-,"UDP-galactose transporter, putative",20200919,-
185431,3661962,Tb10.61.3000,Tb10.61.3000,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661963,Tb10_snoRNA_0017,Tb10_snoRNA_0017,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3661964,Tb10.6k15.3780,Tb10.6k15.3780,-,-,10,-,"caltractin, putative",protein-coding,-,-,-,"caltractin, putative",20200919,-
185431,3661965,Tb10.6k15.3760,Tb10.6k15.3760,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661966,Tb10.6k15.3750,Tb10.6k15.3750,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661967,Tb10.6k15.3740,Tb10.6k15.3740,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661968,Tb10.6k15.3720,Tb10.6k15.3720,-,-,10,-,"acid phosphatase, putative",protein-coding,-,-,-,"acid phosphatase, putative",20200919,-
185431,3661969,Tb10.6k15.3710,Tb10.6k15.3710,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661970,Tb10.70.6250,Tb10.70.6250,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661971,Tb10.70.6220,Tb10.70.6220,-,-,10,-,histone deacetylase,protein-coding,-,-,-,histone deacetylase,20200919,-
185431,3661972,Tb10.70.6210,Tb10.70.6210,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661973,Tb10.70.6200,Tb10.70.6200,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661974,Tb10.70.6190,Tb10.70.6190,-,-,10,-,"DNA polymerase eta, putative",protein-coding,-,-,-,"DNA polymerase eta, putative",20200919,-
185431,3661975,Tb10.70.6180,Tb10.70.6180,-,-,10,-,"ATP-dependent DEAD/H RNA helicase, putative",protein-coding,-,-,-,"ATP-dependent DEAD/H RNA helicase, putative",20200919,-
185431,3661976,Tb10.389.0940,Tb10.389.0940,-,-,10,-,pumilio RNA-binding protein,protein-coding,-,-,-,pumilio RNA-binding protein,20200919,-
185431,3661977,Tb10.389.0920,Tb10.389.0920,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661978,Tb10.389.0910,Tb10.389.0910,-,-,10,-,"60S ribosomal protein L34, putative",protein-coding,-,-,-,"60S ribosomal protein L34, putative",20200919,-
185431,3661979,Tb10.389.0900,Tb10.389.0900,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661980,Tb10_snoRNA_0046,Tb10_snoRNA_0046,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3661981,Tb10_snoRNA_0047,Tb10_snoRNA_0047,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3661982,Tb10_snoRNA_0048,Tb10_snoRNA_0048,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3661983,Tb10_snoRNA_0049,Tb10_snoRNA_0049,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3661984,Tb10.389.0030,Tb10.389.0030,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661985,Tb10.389.0020,Tb10.389.0020,-,-,10,-,"phosphatidic acid phosphatase alpha, putative",protein-coding,-,-,-,"phosphatidic acid phosphatase alpha, putative",20200919,-
185431,3661986,Tb10.61.3210,Tb10.61.3210,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661987,Tb10.61.3200,Tb10.61.3200,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661988,Tb10.61.3190,Tb10.61.3190,-,-,10,-,"60S ribosomal protein L7, putative",protein-coding,-,-,-,"60S ribosomal protein L7, putative",20200919,-
185431,3661989,Tb10.61.3180,Tb10.61.3180,-,-,10,-,"calcium-dependent lipid binding protein, putative",protein-coding,-,-,-,"calcium-dependent lipid binding protein, putative",20200919,-
185431,3661990,Tb10.61.3170,Tb10.61.3170,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661991,Tb10.61.3160,Tb10.61.3160,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661992,Tb10.61.3155,Tb10.61.3155,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661993,Tb10.61.3140,Tb10.61.3140,-,-,10,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200923,-
185431,3661994,Tb10.6k15.1210,Tb10.6k15.1210,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661995,Tb10.6k15.1200,Tb10.6k15.1200,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661996,Tb10.6k15.1190,Tb10.6k15.1190,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661997,Tb10.6k15.1180,Tb10.6k15.1180,-,-,10,-,"adaptin complex 4 subunit, putative",protein-coding,-,-,-,"adaptin complex 4 subunit, putative",20200919,-
185431,3661998,Tb10.6k15.1170,Tb10.6k15.1170,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3661999,Tb10.70.0970,Tb10.70.0970,-,-,10,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3662000,Tb10.70.0960,Tb10.70.0960,-,-,10,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3662001,Tb10.70.0940,Tb10.70.0940,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662002,Tb10.70.0930,Tb10.70.0930,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662003,Tb10.26.0550,Tb10.26.0550,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662004,Tb10.26.0540,Tb10.26.0540,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662005,Tb10.26.0530,Tb10.26.0530,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662006,Tb10_snoRNA_0018,Tb10_snoRNA_0018,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662007,Tb10_snoRNA_0019,Tb10_snoRNA_0019,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662008,Tb10_snoRNA_0020,Tb10_snoRNA_0020,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662009,Tb10_snoRNA_0021,Tb10_snoRNA_0021,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662010,Tb10_snoRNA_0022,Tb10_snoRNA_0022,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662011,Tb10_snoRNA_0023,Tb10_snoRNA_0023,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662012,Tb10.05.0260,Tb10.05.0260,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662013,Tb10.05.0270,Tb10.05.0270,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662014,Tb10.05.0010,Tb10.05.0010,-,-,10,-,"diphosphomevalonate decarboxylase, putative",protein-coding,-,-,-,"diphosphomevalonate decarboxylase, putative",20200919,-
185431,3662015,Tb10.05.0020,Tb10.05.0020,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662016,Tb10.61.2750,Tb10.61.2750,-,-,10,-,"transporter, putative",protein-coding,-,-,-,"transporter, putative",20200919,-
185431,3662017,Tb10.05.0040,Tb10.05.0040,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662018,Tb10.05.0050,Tb10.05.0050,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662019,Tb10.05.0060,Tb10.05.0060,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662020,Tb10.05.0070,Tb10.05.0070,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662021,Tb10.05.0080,Tb10.05.0080,-,-,10,-,"glucosidase, putative",protein-coding,-,-,-,"glucosidase, putative",20200919,-
185431,3662022,Tb10.05.0090,Tb10.05.0090,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662023,Tb10.05.0100,Tb10.05.0100,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662024,Tb10.05.0110,Tb10.05.0110,-,-,10,-,serine/threonine protein phosphatase type 5,protein-coding,-,-,-,serine/threonine protein phosphatase type 5,20200919,-
185431,3662025,Tb10.05.0120,Tb10.05.0120,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662026,Tb10_snoRNA_0044,Tb10_snoRNA_0044,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662027,Tb10_snoRNA_0045,Tb10_snoRNA_0045,-,-,10,-,ncRNA,ncRNA,-,-,-,-,20200919,-
185431,3662028,Tb10.26.0260,Tb10.26.0260,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662029,Tb10.26.0245,Tb10.26.0245,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662030,Tb10.6k15.1800,Tb10.6k15.1800,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662031,Tb10.6k15.1790,Tb10.6k15.1790,-,-,10,-,"GTPase activating protein, putative",protein-coding,-,-,-,"GTPase activating protein, putative",20200919,-
185431,3662032,Tb10.6k15.1780,Tb10.6k15.1780,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662033,Tb10.6k15.1770,Tb10.6k15.1770,-,-,10,-,"GTPase activating protein, putative",protein-coding,-,-,-,"GTPase activating protein, putative",20200919,-
185431,3662034,Tb10.6k15.1760,Tb10.6k15.1760,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662035,Tb10.6k15.1750,Tb10.6k15.1750,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662036,Tb10.6k15.1740,Tb10.6k15.1740,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662037,Tb10.6k15.3090,Tb10.6k15.3090,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662038,Tb10.6k15.3080,Tb10.6k15.3080,-,-,10,-,"dihydrolipoamide acetyltransferase precursor, putative",protein-coding,-,-,-,"dihydrolipoamide acetyltransferase precursor, putative",20200919,-
185431,3662039,Tb10.6k15.3070,Tb10.6k15.3070,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662040,Tb10.6k15.3060,Tb10.6k15.3060,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662041,Tb10.6k15.3050,Tb10.6k15.3050,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662042,Tb10.6k15.3040,Tb10.6k15.3040,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662043,Tb10.6k15.3030,Tb10.6k15.3030,-,-,10,-,"mitochondrial ATP-dependent zinc metallopeptidase, putative",protein-coding,-,-,-,"mitochondrial ATP-dependent zinc metallopeptidase, putative",20200919,-
185431,3662044,Tb10.6k15.3020,Tb10.6k15.3020,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662045,Tb10.389.1340,Tb10.389.1340,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662046,Tb10.389.1330,Tb10.389.1330,-,-,10,-,"membrane transporter protein, putative",protein-coding,-,-,-,"membrane transporter protein, putative",20200919,-
185431,3662047,Tb10.389.1320,Tb10.389.1320,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662048,Tb10.389.1310,Tb10.389.1310,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662049,Tb10.389.1290,Tb10.389.1290,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662050,Tb10.389.1270,Tb10.389.1270,-,-,10,-,"kinesin, putative",protein-coding,-,-,-,"kinesin, putative",20200919,-
185431,3662051,Tb10.389.1260,Tb10.389.1260,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3662052,Tb10.389.1250,Tb10.389.1250,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
