#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
573,2827931,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene ('Klebsiella aerogenes' (Kruse) Taylor et al. 1956; Bacillus pneumoniae; Bacterium pneumoniae crouposae; Hyalococcus pneumoniae; Klebsiella pneumoniae aerogenes.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210522,-
573,39637949,C2M15_RS27010,C2M15_RS27010,C2M15_27215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39637999,C2M15_RS27260,C2M15_RS27260,C2M15_27465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638003,C2M15_RS27280,C2M15_RS27280,C2M15_27485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638004,C2M15_RS27285,C2M15_RS27285,C2M15_27490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638005,C2M15_RS27290,C2M15_RS27290,C2M15_27495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638006,C2M15_RS27295,C2M15_RS27295,C2M15_27500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638007,C2M15_RS27300,C2M15_RS27300,C2M15_27505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638008,C2M15_RS27305,C2M15_RS27305,C2M15_27510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638009,C2M15_RS27310,C2M15_RS27310,C2M15_27515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638011,C2M15_RS27320,C2M15_RS27320,C2M15_27525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638017,C2M15_RS27350,C2M15_RS27350,C2M15_27555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39638093,A6D82_RS27530,A6D82_RS27530,A6D82_027795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
573,39638170,A6D82_RS27915,A6D82_RS27915,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39638427,A6D82_RS29200,A6D82_RS29200,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39638471,A6D82_RS29420,A6D82_RS29420,A6D82_029685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638531,A6D82_RS29725,A6D82_RS29725,A6D82_029990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638534,A6D82_RS29705,A6D82_RS29705,A6D82_029970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638551,C2D60_RS25960,C2D60_RS25960,C2D60_26130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638568,C2D60_RS26040,C2D60_RS26040,C2D60_26210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638571,C2D60_RS26055,C2D60_RS26055,C2D60_26225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638589,C2D60_RS26145,C2D60_RS26145,C2D60_26320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638590,C2D60_RS26150,C2D60_RS26150,C2D60_26325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638611,C2D60_RS26255,C2D60_RS26255,C2D60_26430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638627,C2D60_RS26335,C2D60_RS26335,C2D60_26510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638632,C2D60_RS26360,C2D60_RS26360,C2D60_26535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638740,C2D60_RS26900,C2D60_RS26900,C2D60_27075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39638905,AXA55_RS00790,AXA55_RS00790,AXA55_29005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39638976,AXA55_RS01150,AXA55_RS01150,AXA55_16510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638978,AXA55_RS01160,AXA55_RS01160,AXA55_16520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39638990,AXA55_RS01215,AXA55_RS01215,AXA55_16575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39638991,AXA55_RS01220,AXA55_RS01220,AXA55_16580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639013,AXA55_RS01330,AXA55_RS01330,AXA55_16695,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639035,AXA55_RS01440,AXA55_RS01440,AXA55_16805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639053,AXA55_RS01530,AXA55_RS01530,AXA55_16900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639056,AXA55_RS01545,AXA55_RS01545,AXA55_16915,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639092,AXA55_RS01725,AXA55_RS01725,AXA55_17095,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639096,AXA55_RS01745,AXA55_RS01745,AXA55_17115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639098,AXA55_RS01755,AXA55_RS01755,AXA55_17125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639099,AXA55_RS01760,AXA55_RS01760,AXA55_17130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639100,AXA55_RS01765,AXA55_RS01765,AXA55_17135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639106,AXA55_RS01795,AXA55_RS01795,AXA55_17165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639120,AXA55_RS01865,AXA55_RS01865,AXA55_17235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639125,AXA55_RS01890,AXA55_RS01890,AXA55_17260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
573,39639126,AXA55_RS01895,AXA55_RS01895,AXA55_17265,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639128,AXA55_RS01905,AXA55_RS01905,AXA55_17275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639134,AXA55_RS01935,AXA55_RS01935,AXA55_17305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
573,39639163,AXA55_RS02080,AXA55_RS02080,AXA55_17455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639171,AXA55_RS02120,AXA55_RS02120,AXA55_17500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639178,AXA55_RS02155,AXA55_RS02155,AXA55_17535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639181,AXA55_RS02170,AXA55_RS02170,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639184,AXA55_RS02185,AXA55_RS02185,AXA55_17560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639224,EXT45_RS00020,EXT45_RS00020,EXT45_00470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639251,EXT45_RS00145,EXT45_RS00145,EXT45_00595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639253,EXT45_RS00155,EXT45_RS00155,EXT45_00605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39639260,EXT45_RS00190,EXT45_RS00190,EXT45_00640,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190814,-
573,39639277,EXT45_RS00275,EXT45_RS00275,EXT45_00725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639285,EXT45_RS00315,EXT45_RS00315,EXT45_00765,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639294,EXT45_RS00360,EXT45_RS00360,EXT45_00810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639297,EXT45_RS00375,EXT45_RS00375,EXT45_00825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639298,EXT45_RS00380,EXT45_RS00380,EXT45_00830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639304,EXT45_RS00410,EXT45_RS00410,EXT45_00860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639312,EXT45_RS00450,EXT45_RS00450,EXT45_00900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639314,EXT45_RS00460,EXT45_RS00460,EXT45_00910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639315,EXT45_RS00465,EXT45_RS00465,EXT45_00915,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639316,EXT45_RS00470,EXT45_RS00470,EXT45_00920,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639317,EXT45_RS00475,EXT45_RS00475,EXT45_00925,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639318,EXT45_RS00480,EXT45_RS00480,EXT45_00930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639322,EXT45_RS00500,EXT45_RS00500,EXT45_00950,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190608,-
573,39639327,EXT45_RS00525,EXT45_RS00525,EXT45_00975,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639328,EXT45_RS00530,EXT45_RS00530,EXT45_00980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639335,EXT45_RS00565,EXT45_RS00565,EXT45_01015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
573,39639363,EXT45_RS00710,EXT45_RS00710,EXT45_01160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
573,39639407,EXT45_RS00925,EXT45_RS00925,EXT45_01375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39639421,EXT45_RS00995,EXT45_RS00995,EXT45_01445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639432,EXT45_RS01050,EXT45_RS01050,EXT45_01500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
573,39639465,DSN96_RS00150,DSN96_RS00150,DSN96_28015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639508,DSN96_RS00365,DSN96_RS00365,DSN96_28240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639528,DSN96_RS00465,DSN96_RS00465,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639530,DSN96_RS00475,DSN96_RS00475,DSN96_28350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639538,DSN96_RS00515,DSN96_RS00515,DSN96_28390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639539,DSN96_RS00520,DSN96_RS00520,DSN96_28395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39639549,DSN96_RS00570,DSN96_RS00570,DSN96_28445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639552,DSN96_RS00585,DSN96_RS00585,DSN96_28460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639553,DSN96_RS00590,DSN96_RS00590,DSN96_28465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639555,DSN96_RS00600,DSN96_RS00600,DSN96_28480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639572,DSN96_RS00685,DSN96_RS00685,DSN96_28565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639573,DSN96_RS00690,DSN96_RS00690,DSN96_28570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639576,DSN96_RS00705,DSN96_RS00705,DSN96_28585,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639594,DSN96_RS00795,DSN96_RS00795,DSN96_28675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639595,DSN96_RS00800,DSN96_RS00800,DSN96_28680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639618,DSN96_RS00915,DSN96_RS00915,DSN96_28795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639634,DSN96_RS00995,DSN96_RS00995,DSN96_28875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639639,DSN96_RS01020,DSN96_RS01020,DSN96_28900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639676,DSN96_RS01200,DSN96_RS01200,DSN96_29080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639688,DSN96_RS01270,DSN96_RS01270,DSN96_29150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639711,DSN96_RS01380,DSN96_RS01380,DSN96_29260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639714,DSN96_RS01395,DSN96_RS01395,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639745,DSN96_RS01550,DSN96_RS01550,DSN96_29425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639762,DSN96_RS01635,DSN96_RS01635,DSN96_29510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39639808,DSN96_RS01865,DSN96_RS01865,DSN96_29735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639809,DSN96_RS01870,DSN96_RS01870,DSN96_29740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639819,DSN96_RS01920,DSN96_RS01920,DSN96_29790,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639822,DSN96_RS01935,DSN96_RS01935,DSN96_29805,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639835,DSN96_RS02000,DSN96_RS02000,DSN96_29870,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639836,DSN96_RS02005,DSN96_RS02005,DSN96_29875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39639841,DSN96_RS02030,DSN96_RS02030,DSN96_29900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639867,DSN96_RS02160,DSN96_RS02160,DSN96_30040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639880,CTM43_RS26420,CTM43_RS26420,CTM43_26480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39639887,CTM43_RS26455,CTM43_RS26455,CTM43_26520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639888,CTM43_RS26460,CTM43_RS26460,CTM43_26525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39639903,CTM43_RS26530,CTM43_RS26530,CTM43_26595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639904,CTM43_RS26535,CTM43_RS26535,CTM43_26600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639909,CTM43_RS26560,CTM43_RS26560,CTM43_26625,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39639993,CTM43_RS26980,CTM43_RS26980,CTM43_27045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640047,CTM43_RS27250,CTM43_RS27250,CTM43_27315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640050,CTM43_RS27265,CTM43_RS27265,CTM43_27330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640053,CTM43_RS27280,CTM43_RS27280,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640061,CTM43_RS27320,CTM43_RS27320,CTM43_27380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640062,CTM43_RS27325,CTM43_RS27325,CTM43_27385,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39640073,CTM43_RS27380,CTM43_RS27380,CTM43_27445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640074,CTM43_RS27385,CTM43_RS27385,CTM43_27450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640075,CTM43_RS27390,CTM43_RS27390,CTM43_27455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640078,CTM43_RS27405,CTM43_RS27405,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39640079,CTM43_RS27410,CTM43_RS27410,CTM43_27470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640080,CTM43_RS27415,CTM43_RS27415,CTM43_27475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640081,CTM43_RS27420,CTM43_RS27420,CTM43_27480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640083,CTM43_RS27430,CTM43_RS27430,CTM43_27490,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640087,CTM43_RS27450,CTM43_RS27450,CTM43_27510,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640096,CTM43_RS27495,CTM43_RS27495,CTM43_27555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,39640138,CTM43_RS27705,CTM43_RS27705,CTM43_27765,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640139,CTM43_RS27710,CTM43_RS27710,CTM43_27770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640146,CTM43_RS27755,CTM43_RS27755,CTM43_27810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39640147,CTM43_RS27760,CTM43_RS27760,CTM43_27815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640149,CTM43_RS27745,CTM43_RS27745,CTM43_27800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640150,CTM43_RS27770,CTM43_RS27770,CTM43_27825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39640153,CTM43_RS27785,CTM43_RS27785,CTM43_27840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39640157,CTM43_RS27805,CTM43_RS27805,CTM43_27860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39640160,CTM43_RS27820,CTM43_RS27820,CTM43_27875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640161,CTM43_RS27825,CTM43_RS27825,CTM43_27880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640162,CTM43_RS27830,CTM43_RS27830,CTM43_27885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39640164,CTM43_RS27840,CTM43_RS27840,CTM43_27895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640165,CTM43_RS27845,CTM43_RS27845,CTM43_27900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640167,CTM43_RS27855,CTM43_RS27855,CTM43_27910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640173,CTM43_RS27880,CTM43_RS27880,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640198,CTM43_RS28005,CTM43_RS28005,CTM43_28065,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
573,39640199,CTM43_RS28010,CTM43_RS28010,CTM43_28070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640200,CTM43_RS28015,CTM43_RS28015,CTM43_28075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640202,CTM43_RS28025,CTM43_RS28025,CTM43_28085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640203,CTM43_RS27740,CTM43_RS27740,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640205,A6D82_RS29770,A6D82_RS29770,A6D82_030035,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640206,A6D82_RS29775,A6D82_RS29775,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640240,C2L61_RS28070,C2L61_RS28070,C2L61_28290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640243,C2L61_RS28085,C2L61_RS28085,C2L61_28305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640253,C2L61_RS28135,C2L61_RS28135,C2L61_28355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39640254,C2L61_RS28140,C2L61_RS28140,C2L61_28360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
