#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
697581,25405473,TCARB_RS00005,TCARB_RS00005,TCARB_0001,-,-,-,adenosine-specific kinase,protein-coding,-,-,-,adenosine-specific kinase,20201026,-
697581,25406565,TCARB_RS05465,TCARB_RS05465,TCARB_1154,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210529,-
697581,25406566,TCARB_RS05470,TCARB_RS05470,TCARB_1155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406567,TCARB_RS05475,TCARB_RS05475,TCARB_1156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406568,TCARB_RS05480,TCARB_RS05480,TCARB_1157,-,-,-,NAD(P)-dependent alcohol dehydrogenase,protein-coding,-,-,-,NAD(P)-dependent alcohol dehydrogenase,20200919,-
697581,25406569,TCARB_RS05485,TCARB_RS05485,TCARB_1158,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20201026,-
697581,25406570,TCARB_RS05490,TCARB_RS05490,TCARB_1159,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25406571,TCARB_RS05495,TCARB_RS05495,TCARB_1161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406572,TCARB_RS05500,TCARB_RS05500,TCARB_1162,-,-,-,ZIP family metal transporter,protein-coding,-,-,-,ZIP family metal transporter,20200919,-
697581,25406573,TCARB_RS05505,TCARB_RS05505,-,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20201217,-
697581,25406574,TCARB_RS05510,TCARB_RS05510,TCARB_1164,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406575,TCARB_RS05515,TCARB_RS05515,TCARB_1165,-,-,-,aspartyl protease family protein,protein-coding,-,-,-,aspartyl protease family protein,20201026,-
697581,25406576,TCARB_RS05520,TCARB_RS05520,TCARB_1166,-,-,-,RNA 2'-phosphotransferase,protein-coding,-,-,-,RNA 2'-phosphotransferase,20200829,-
697581,25406577,TCARB_RS05525,TCARB_RS05525,TCARB_1167,-,-,-,glycogen/starch/alpha-glucan phosphorylase,protein-coding,-,-,-,glycogen/starch/alpha-glucan phosphorylase,20201026,-
697581,25406578,TCARB_RS05530,TCARB_RS05530,TCARB_1168,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25406579,TCARB_RS05535,TCARB_RS05535,TCARB_1169,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25406580,TCARB_RS05540,TCARB_RS05540,TCARB_1170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406581,TCARB_RS05545,TCARB_RS05545,TCARB_1171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406582,TCARB_RS05550,TCARB_RS05550,TCARB_1172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406583,TCARB_RS05555,TCARB_RS05555,TCARB_1173,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20201026,-
697581,25406584,TCARB_RS05560,TCARB_RS05560,TCARB_1174,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406585,TCARB_RS05565,TCARB_RS05565,TCARB_1175,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20210529,-
697581,25406586,TCARB_RS05570,TCARB_RS05570,TCARB_1176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406587,TCARB_RS05575,TCARB_RS05575,TCARB_1177,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20201026,-
697581,25406588,TCARB_RS05580,TCARB_RS05580,TCARB_1178,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25406589,TCARB_RS05585,TCARB_RS05585,TCARB_1179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406590,TCARB_RS05590,TCARB_RS05590,TCARB_1180,-,-,-,DNA-3-methyladenine glycosylase,protein-coding,-,-,-,DNA-3-methyladenine glycosylase,20200919,-
697581,25406591,TCARB_RS05595,TCARB_RS05595,TCARB_1182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406592,TCARB_RS05600,TCARB_RS05600,TCARB_1183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406594,TCARB_RS05610,TCARB_RS05610,TCARB_1185,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201217,-
697581,25406595,TCARB_RS05615,TCARB_RS05615,TCARB_1186,-,-,-,amino acid ABC transporter ATP-binding protein,protein-coding,-,-,-,amino acid ABC transporter ATP-binding protein,20201217,-
697581,25406596,TCARB_RS05620,TCARB_RS05620,TCARB_1187,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201026,-
697581,25406597,TCARB_RS05625,TCARB_RS05625,TCARB_1188,-,-,-,substrate-binding domain-containing protein,protein-coding,-,-,-,substrate-binding domain-containing protein,20210529,-
697581,25406598,TCARB_RS05630,TCARB_RS05630,TCARB_1189,-,-,-,plasma-membrane proton-efflux P-type ATPase,protein-coding,-,-,-,plasma-membrane proton-efflux P-type ATPase,20201026,-
697581,25406599,TCARB_RS05635,TCARB_RS05635,TCARB_1190,-,-,-,ATP-cone domain-containing protein,protein-coding,-,-,-,ATP-cone domain-containing protein,20201026,-
697581,25406600,TCARB_RS05640,TCARB_RS05640,TCARB_1191,-,-,-,QueT transporter family protein,protein-coding,-,-,-,QueT transporter family protein,20201026,-
697581,25406601,TCARB_RS05645,TCARB_RS05645,TCARB_1192,-,-,-,DUF4013 domain-containing protein,protein-coding,-,-,-,DUF4013 domain-containing protein,20201026,-
697581,25406602,TCARB_RS05650,TCARB_RS05650,TCARB_1194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406603,brxL,TCARB_RS05655,TCARB_1195,-,-,-,BREX system Lon protease-like protein BrxL,protein-coding,-,-,-,BREX system Lon protease-like protein BrxL,20201026,-
697581,25406604,TCARB_RS05660,TCARB_RS05660,TCARB_1196,-,-,-,DUF1641 domain-containing protein,protein-coding,-,-,-,DUF1641 domain-containing protein,20201217,-
697581,25406605,TCARB_RS05665,TCARB_RS05665,TCARB_1197,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20200829,-
697581,25406606,TCARB_RS05670,TCARB_RS05670,TCARB_1198,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20201026,-
697581,25406607,TCARB_RS05675,TCARB_RS05675,TCARB_1199,-,-,-,DsrE/DsrF/DrsH-like family protein,protein-coding,-,-,-,DsrE/DsrF/DrsH-like family protein,20200829,-
697581,25406608,TCARB_RS05680,TCARB_RS05680,TCARB_1200,-,-,-,creatininase family protein,protein-coding,-,-,-,creatininase family protein,20201026,-
697581,25406609,TCARB_RS05685,TCARB_RS05685,TCARB_1201,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200829,-
697581,25406610,TCARB_RS05690,TCARB_RS05690,TCARB_1202,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20201026,-
697581,25406611,TCARB_RS05695,TCARB_RS05695,TCARB_1203,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200829,-
697581,25406612,TCARB_RS05700,TCARB_RS05700,TCARB_1204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
697581,25406613,TCARB_RS05705,TCARB_RS05705,TCARB_1205,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20210529,-
697581,25406614,TCARB_RS05710,TCARB_RS05710,TCARB_1206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406615,TCARB_RS05715,TCARB_RS05715,TCARB_1207,-,-,-,ATP-dependent DNA helicase,protein-coding,-,-,-,ATP-dependent DNA helicase,20200829,-
697581,25406616,TCARB_RS05720,TCARB_RS05720,TCARB_1208,-,-,-,threonylcarbamoyl-AMP synthase,protein-coding,-,-,-,threonylcarbamoyl-AMP synthase,20200829,-
697581,25406617,TCARB_RS05725,TCARB_RS05725,TCARB_1209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406618,TCARB_RS05730,TCARB_RS05730,TCARB_1210,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20200829,-
697581,25406619,TCARB_RS05735,TCARB_RS05735,TCARB_1211,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200831,-
697581,25406620,TCARB_RS05740,TCARB_RS05740,TCARB_1213,-,-,-,aldehyde ferredoxin oxidoreductase family protein,protein-coding,-,-,-,aldehyde ferredoxin oxidoreductase family protein,20200829,-
697581,25406621,sfsA,TCARB_RS05745,TCARB_1214,-,-,-,DNA/RNA nuclease SfsA,protein-coding,-,-,-,DNA/RNA nuclease SfsA,20200829,-
697581,25406622,TCARB_RS05750,TCARB_RS05750,TCARB_1215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406623,mobB,TCARB_RS05755,TCARB_1216,-,-,-,molybdopterin-guanine dinucleotide biosynthesis protein B,protein-coding,-,-,-,molybdopterin-guanine dinucleotide biosynthesis protein B,20200829,-
697581,25406624,TCARB_RS05760,TCARB_RS05760,TCARB_1217,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210529,-
697581,25406625,TCARB_RS05765,TCARB_RS05765,TCARB_1218,-,-,-,HesA/MoeB/ThiF family protein,protein-coding,-,-,-,HesA/MoeB/ThiF family protein,20200919,-
697581,25406626,TCARB_RS05770,TCARB_RS05770,TCARB_1219,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20200829,-
697581,25406627,TCARB_RS05775,TCARB_RS05775,TCARB_1220,-,-,-,heavy metal translocating P-type ATPase,protein-coding,-,-,-,heavy metal translocating P-type ATPase,20200829,-
697581,25406628,TCARB_RS05780,TCARB_RS05780,TCARB_1222,-,-,-,pyridoxal-phosphate dependent enzyme,protein-coding,-,-,-,pyridoxal-phosphate dependent enzyme,20200829,-
697581,25406630,TCARB_RS05790,TCARB_RS05790,-,-,-,-,ParB N-terminal domain-containing protein,protein-coding,-,-,-,ParB N-terminal domain-containing protein,20200919,-
697581,25406631,TCARB_RS05795,TCARB_RS05795,TCARB_1223,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20201217,-
697581,25406632,TCARB_RS05800,TCARB_RS05800,-,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200919,-
697581,25406633,TCARB_RS05805,TCARB_RS05805,TCARB_1225,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406634,TCARB_RS05810,TCARB_RS05810,TCARB_1226,-,-,-,twin-arginine translocation signal domain-containing protein,protein-coding,-,-,-,twin-arginine translocation signal domain-containing protein,20200829,-
697581,25406635,TCARB_RS05815,TCARB_RS05815,TCARB_1227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406636,TCARB_RS05820,TCARB_RS05820,TCARB_1228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406637,TCARB_RS05825,TCARB_RS05825,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406639,TCARB_RS05835,TCARB_RS05835,-,-,-,-,YeeE/YedE family protein,protein-coding,-,-,-,YeeE/YedE family protein,20200829,-
697581,25406640,TCARB_RS05840,TCARB_RS05840,TCARB_1229,-,-,-,ThiF family adenylyltransferase,protein-coding,-,-,-,ThiF family adenylyltransferase,20201217,-
697581,25406641,tatA,TCARB_RS05845,TCARB_1230,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20200919,-
697581,25406642,TCARB_RS05850,TCARB_RS05850,TCARB_1231,-,-,-,DUF981 family protein,protein-coding,-,-,-,DUF981 family protein,20200919,-
697581,25406643,TCARB_RS05855,TCARB_RS05855,TCARB_1232,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
697581,25406644,TCARB_RS05860,TCARB_RS05860,TCARB_1233,-,-,-,dihydrolipoyl dehydrogenase,protein-coding,-,-,-,dihydrolipoyl dehydrogenase,20200829,-
697581,25406645,sppA,TCARB_RS05865,TCARB_1234,-,-,-,signal peptide peptidase SppA,protein-coding,-,-,-,signal peptide peptidase SppA,20200831,-
697581,25406646,TCARB_RS05870,TCARB_RS05870,-,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210424,-
697581,25406647,TCARB_RS05875,TCARB_RS05875,-,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20200919,-
697581,25406648,TCARB_RS05880,TCARB_RS05880,TCARB_1237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406649,TCARB_RS05885,TCARB_RS05885,TCARB_1238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406650,TCARB_RS05890,TCARB_RS05890,TCARB_1239,-,-,-,NTP transferase domain-containing protein,protein-coding,-,-,-,NTP transferase domain-containing protein,20201026,-
697581,25406651,TCARB_RS05895,TCARB_RS05895,TCARB_1240,-,-,-,class II SORL domain-containing protein,protein-coding,-,-,-,class II SORL domain-containing protein,20201026,-
697581,25406652,TCARB_RS05900,TCARB_RS05900,TCARB_1241,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200829,-
697581,25406653,TCARB_RS05905,TCARB_RS05905,TCARB_1242,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20201026,-
697581,25406654,TCARB_RS05910,TCARB_RS05910,TCARB_1243,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406655,TCARB_RS05915,TCARB_RS05915,TCARB_1244,-,-,-,asparagine synthetase,protein-coding,-,-,-,asparagine synthetase,20200829,-
697581,25406656,TCARB_RS05920,TCARB_RS05920,TCARB_1245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406657,TCARB_RS05925,TCARB_RS05925,TCARB_1246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406658,TCARB_RS05930,TCARB_RS05930,TCARB_1247,-,-,-,ferritin,protein-coding,-,-,-,ferritin,20200829,-
697581,25406659,TCARB_RS05935,TCARB_RS05935,TCARB_1248,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406660,TCARB_RS05940,TCARB_RS05940,TCARB_1249,-,-,-,dipeptide epimerase,protein-coding,-,-,-,dipeptide epimerase,20201026,-
697581,25406661,TCARB_RS05945,TCARB_RS05945,TCARB_1250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406662,TCARB_RS05950,TCARB_RS05950,TCARB_1251,-,-,-,pyrroline-5-carboxylate reductase,protein-coding,-,-,-,pyrroline-5-carboxylate reductase,20201026,-
697581,25406663,TCARB_RS05955,TCARB_RS05955,TCARB_1252,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20210529,-
697581,25406664,TCARB_RS05960,TCARB_RS05960,TCARB_1253,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406665,TCARB_RS05965,TCARB_RS05965,TCARB_1254,-,-,-,phosphatase PAP2 family protein,protein-coding,-,-,-,phosphatase PAP2 family protein,20201026,-
697581,25406666,TCARB_RS05970,TCARB_RS05970,TCARB_1255,-,-,-,M42 family metallopeptidase,protein-coding,-,-,-,M42 family metallopeptidase,20201026,-
697581,25406667,TCARB_RS05975,TCARB_RS05975,TCARB_1256,-,-,-,rubrerythrin family protein,protein-coding,-,-,-,rubrerythrin family protein,20200829,-
697581,25406668,TCARB_RS05980,TCARB_RS05980,TCARB_1257,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201026,-
697581,25406669,TCARB_RS05985,TCARB_RS05985,TCARB_1259,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20201026,-
697581,25406670,TCARB_RS05990,TCARB_RS05990,TCARB_1260,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
697581,25406672,TCARB_RS06000,TCARB_RS06000,TCARB_1261,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20201026,-
697581,25406673,TCARB_RS06005,TCARB_RS06005,TCARB_1262,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201026,-
697581,25406674,TCARB_RS06010,TCARB_RS06010,TCARB_1263,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25406675,TCARB_RS06015,TCARB_RS06015,TCARB_1264,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210424,-
697581,25406676,TCARB_RS06020,TCARB_RS06020,TCARB_1265,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,protein-coding,-,-,-,energy-coupling factor transporter transmembrane protein EcfT,20210529,-
697581,25406677,TCARB_RS06025,TCARB_RS06025,TCARB_1266,-,-,-,QueT transporter family protein,protein-coding,-,-,-,QueT transporter family protein,20201026,-
697581,25406678,TCARB_RS06030,TCARB_RS06030,TCARB_1267,-,-,-,transglutaminase domain-containing protein,protein-coding,-,-,-,transglutaminase domain-containing protein,20200829,-
697581,25406679,TCARB_RS06035,TCARB_RS06035,TCARB_1268,-,-,-,nucleoside monophosphate kinase,protein-coding,-,-,-,nucleoside monophosphate kinase,20201026,-
697581,25406680,TCARB_RS06040,TCARB_RS06040,TCARB_1269,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200831,-
697581,25406681,TCARB_RS06045,TCARB_RS06045,TCARB_1270,-,-,-,AAA-associated domain-containing protein,protein-coding,-,-,-,AAA-associated domain-containing protein,20201026,-
697581,25406682,TCARB_RS06050,TCARB_RS06050,TCARB_1271,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20201026,-
697581,25406683,TCARB_RS06055,TCARB_RS06055,TCARB_1272,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
697581,25406684,TCARB_RS06060,TCARB_RS06060,TCARB_1273,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406685,TCARB_RS06065,TCARB_RS06065,TCARB_1274,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25406686,TCARB_RS06070,TCARB_RS06070,TCARB_1275,-,-,-,nucleoside 2-deoxyribosyltransferase,protein-coding,-,-,-,nucleoside 2-deoxyribosyltransferase,20201026,-
697581,25406687,TCARB_RS06075,TCARB_RS06075,TCARB_1276,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20201026,-
697581,25406688,TCARB_RS06080,TCARB_RS06080,TCARB_1277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406689,TCARB_RS06085,TCARB_RS06085,TCARB_1278,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406690,TCARB_RS06090,TCARB_RS06090,TCARB_1279,-,-,-,HAD-IA family hydrolase,protein-coding,-,-,-,HAD-IA family hydrolase,20201026,-
697581,25406691,TCARB_RS06095,TCARB_RS06095,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
697581,25406692,TCARB_RS06100,TCARB_RS06100,TCARB_1280,-,-,-,DUF4430 domain-containing protein,protein-coding,-,-,-,DUF4430 domain-containing protein,20210529,-
697581,25406693,TCARB_RS06105,TCARB_RS06105,TCARB_1281,-,-,-,ECF transporter S component,protein-coding,-,-,-,ECF transporter S component,20201026,-
697581,25406694,TCARB_RS06110,TCARB_RS06110,TCARB_1282,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25406695,TCARB_RS06115,TCARB_RS06115,TCARB_1283,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20201026,-
697581,25406696,TCARB_RS06120,TCARB_RS06120,TCARB_1284,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20200919,-
