#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
7209,9937370,LOAG_00014,LOAG_00014,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201104,-
7209,9944383,LOAG_06966,LOAG_06966,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944384,LOAG_06968,LOAG_06968,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20201104,-
7209,9944385,LOAG_06967,LOAG_06967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944386,LOAG_06970,LOAG_06970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944387,LOAG_06971,LOAG_06971,-,-,Unknown,-,LIN-24 Like family member,protein-coding,-,-,-,LIN-24 Like family member,20201104,-
7209,9944388,LOAG_06969,LOAG_06969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944389,LOAG_06974,LOAG_06974,-,-,Unknown,-,proteasome 26S subunit,protein-coding,-,-,-,proteasome 26S subunit,20201104,-
7209,9944390,LOAG_06973,LOAG_06973,-,-,Unknown,-,guanylate kinase,protein-coding,-,-,-,guanylate kinase,20201104,-
7209,9944391,LOAG_06972,LOAG_06972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944392,LOAG_06976,LOAG_06976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944393,LOAG_06975,LOAG_06975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944394,LOAG_16406,LOAG_16406,LOAG_06978,-,Unknown,-,polyubiquitin,protein-coding,-,-,-,polyubiquitin,20201104,-
7209,9944396,LOAG_06980,LOAG_06980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944397,LOAG_06981,LOAG_06981,-,-,Unknown,-,O-methyltransferase,protein-coding,-,-,-,O-methyltransferase,20201104,-
7209,9944398,LOAG_06977,LOAG_06977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944399,LOAG_17479,LOAG_17479,LOAG_06983,-,Unknown,-,CBR-RHGF-2 protein,protein-coding,-,-,-,CBR-RHGF-2 protein,20201104,-
7209,9944400,LOAG_17478,LOAG_17478,LOAG_06982,-,Unknown,-,Sart3 protein,protein-coding,-,-,-,Sart3 protein,20201104,-
7209,9944401,LOAG_06985,LOAG_06985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944402,LOAG_18449,LOAG_18449,LOAG_06984,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944403,LOAG_06988,LOAG_06988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944404,LOAG_06987,LOAG_06987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944405,LOAG_18038,LOAG_18038,LOAG_06986,-,Unknown,-,NF-X1 type zinc finger family protein,protein-coding,-,-,-,NF-X1 type zinc finger family protein,20201104,-
7209,9944406,LOAG_06989,LOAG_06989,-,-,Unknown,-,transmembrane amino acid transporter,protein-coding,-,-,-,transmembrane amino acid transporter,20201104,-
7209,9944408,LOAG_06993,LOAG_06993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944409,LOAG_06992,LOAG_06992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944410,LOAG_06991,LOAG_06991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944411,LOAG_06995,LOAG_06995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944412,LOAG_06994,LOAG_06994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944413,LOAG_06997,LOAG_06997,-,-,Unknown,-,uridine phosphorylase,protein-coding,-,-,-,uridine phosphorylase,20201104,-
7209,9944414,LOAG_06998,LOAG_06998,-,-,Unknown,-,fas apoptotic inhibitory molecule isoform c,protein-coding,-,-,-,fas apoptotic inhibitory molecule isoform c,20201104,-
7209,9944415,LOAG_06999,LOAG_06999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944418,LOAG_17192,LOAG_17192,LOAG_07002,-,Unknown,-,fibronectin type III domain-containing protein,protein-coding,-,-,-,fibronectin type III domain-containing protein,20201104,-
7209,9944419,LOAG_07001,LOAG_07001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944420,LOAG_07004,LOAG_07004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944421,LOAG_07005,LOAG_07005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944422,LOAG_07003,LOAG_07003,-,-,Unknown,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20201104,-
7209,9944423,LOAG_07007,LOAG_07007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944424,LOAG_07006,LOAG_07006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944425,LOAG_07009,LOAG_07009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944426,LOAG_07008,LOAG_07008,-,-,Unknown,-,WW domain-containing protein,protein-coding,-,-,-,WW domain-containing protein,20201104,-
7209,9944427,LOAG_07011,LOAG_07011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944429,LOAG_07010,LOAG_07010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944431,LOAG_07014,LOAG_07014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944432,LOAG_07013,LOAG_07013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944433,LOAG_07020,LOAG_07020,-,-,Unknown,-,DNA-directed RNA polymerase II polypeptide,protein-coding,-,-,-,DNA-directed RNA polymerase II polypeptide,20201104,-
7209,9944434,LOAG_07021,LOAG_07021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944435,LOAG_07023,LOAG_07023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944436,LOAG_07024,LOAG_07024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944437,LOAG_07019,LOAG_07019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944438,LOAG_07016,LOAG_07016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944439,LOAG_07018,LOAG_07018,-,-,Unknown,-,Ras family protein,protein-coding,-,-,-,Ras family protein,20201104,-
7209,9944440,LOAG_17336,LOAG_17336,LOAG_07022,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944442,LOAG_07025,LOAG_07025,-,-,Unknown,-,AGC/NDR protein kinase,protein-coding,-,-,-,AGC/NDR protein kinase,20201104,-
7209,9944443,LOAG_07026,LOAG_07026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944444,LOAG_07027,LOAG_07027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944445,LOAG_07029,LOAG_07029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944446,LOAG_07028,LOAG_07028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944447,LOAG_17117,LOAG_17117,LOAG_07032,-,Unknown,-,immunoglobulin I-set domain-containing protein,protein-coding,-,-,-,immunoglobulin I-set domain-containing protein,20201104,-
7209,9944448,LOAG_07031,LOAG_07031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944449,LOAG_07030,LOAG_07030,-,-,Unknown,-,5-hydroxytryptamine 2C receptor,protein-coding,-,-,-,5-hydroxytryptamine 2C receptor,20201104,-
7209,9944450,LOAG_16729,LOAG_16729,LOAG_07033,-,Unknown,-,voltage-gated calcium channel,protein-coding,-,-,-,voltage-gated calcium channel,20201104,-
7209,9944451,LOAG_07037,LOAG_07037,-,-,Unknown,-,acyl CoA DeHydrogenase family member,protein-coding,-,-,-,acyl CoA DeHydrogenase family member,20201104,-
7209,9944452,LOAG_07036,LOAG_07036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944453,LOAG_07035,LOAG_07035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944454,LOAG_07034,LOAG_07034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944455,LOAG_16821,LOAG_16821,LOAG_07039,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944456,LOAG_07038,LOAG_07038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944457,LOAG_07041,LOAG_07041,-,-,Unknown,-,glutathione synthetase,protein-coding,-,-,-,glutathione synthetase,20201104,-
7209,9944458,LOAG_17237,LOAG_17237,LOAG_07040,-,Unknown,-,nucleolar complex protein,protein-coding,-,-,-,nucleolar complex protein,20201104,-
7209,9944459,LOAG_07043,LOAG_07043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944460,LOAG_07042,LOAG_07042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944461,LOAG_07044,LOAG_07044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944462,LOAG_07046,LOAG_07046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944463,LOAG_07045,LOAG_07045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944464,LOAG_20003,LOAG_20003,LOAG_20049,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9944466,LOAG_18733,LOAG_18733,LOAG_07053,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944467,LOAG_07049,LOAG_07049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944468,LOAG_07048,LOAG_07048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944470,LOAG_17809,LOAG_17809,LOAG_07054,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944471,LOAG_07050,LOAG_07050,-,-,Unknown,-,50S ribosomal protein L32,protein-coding,-,-,-,50S ribosomal protein L32,20201104,-
7209,9944472,LOAG_17808,LOAG_17808,LOAG_07047,-,Unknown,-,PWWP domain-containing protein,protein-coding,-,-,-,PWWP domain-containing protein,20201104,-
7209,9944473,LOAG_07057,LOAG_07057,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20201104,-
7209,9944474,LOAG_07058,LOAG_07058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944475,LOAG_07059,LOAG_07059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944476,LOAG_07056,LOAG_07056,-,-,Unknown,-,enoyl-CoA hydratase/isomerase,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase,20201104,-
7209,9944477,LOAG_07055,LOAG_07055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944478,LOAG_07061,LOAG_07061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944479,LOAG_07060,LOAG_07060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944480,LOAG_07063,LOAG_07063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944481,LOAG_07064,LOAG_07064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944482,LOAG_07062,LOAG_07062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944483,LOAG_07066,LOAG_07066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944484,LOAG_07068,LOAG_07068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944485,LOAG_07069,LOAG_07069,-,-,Unknown,-,40S ribosomal protein S10,protein-coding,-,-,-,40S ribosomal protein S10,20201104,-
7209,9944486,LOAG_07067,LOAG_07067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944487,LOAG_07065,LOAG_07065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944488,LOAG_07071,LOAG_07071,-,-,Unknown,-,tetraspanin family protein,protein-coding,-,-,-,tetraspanin family protein,20201104,-
7209,9944489,LOAG_07070,LOAG_07070,-,-,Unknown,-,NAS-15 protein,protein-coding,-,-,-,NAS-15 protein,20201104,-
7209,9944490,LOAG_07074,LOAG_07074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944491,LOAG_07073,LOAG_07073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944492,LOAG_07072,LOAG_07072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944493,LOAG_16476,LOAG_16476,LOAG_07075,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944495,LOAG_07077,LOAG_07077,-,-,Unknown,-,UDP-sugar diphosphatase,protein-coding,-,-,-,UDP-sugar diphosphatase,20201104,-
7209,9944496,LOAG_07078,LOAG_07078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944497,LOAG_17013,LOAG_17013,LOAG_07081,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944500,LOAG_07079,LOAG_07079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944501,LOAG_07084,LOAG_07084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944502,LOAG_07083,LOAG_07083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944503,LOAG_07087,LOAG_07087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944504,LOAG_07086,LOAG_07086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944505,LOAG_07085,LOAG_07085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944506,LOAG_07092,LOAG_07092,-,-,Unknown,-,CAMK protein kinase,protein-coding,-,-,-,CAMK protein kinase,20201104,-
7209,9944507,LOAG_07089,LOAG_07089,-,-,Unknown,-,TK protein kinase,protein-coding,-,-,-,TK protein kinase,20201104,-
7209,9944508,LOAG_07088,LOAG_07088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944509,LOAG_07093,LOAG_07093,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944510,LOAG_07091,LOAG_07091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944511,LOAG_07090,LOAG_07090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944513,LOAG_17783,LOAG_17783,LOAG_07095,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944515,LOAG_07098,LOAG_07098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944516,LOAG_07099,LOAG_07099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944518,LOAG_07094,LOAG_07094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944519,LOAG_07104,LOAG_07104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944520,LOAG_07103,LOAG_07103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944521,LOAG_07102,LOAG_07102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944522,LOAG_07101,LOAG_07101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944523,LOAG_07107,LOAG_07107,-,-,Unknown,-,CAMK/TSSK protein kinase,protein-coding,-,-,-,CAMK/TSSK protein kinase,20201104,-
7209,9944524,LOAG_18145,LOAG_18145,LOAG_07106,-,Unknown,-,1-pyrroline-5-carboxylate dehydrogenase,protein-coding,-,-,-,1-pyrroline-5-carboxylate dehydrogenase,20201104,-
7209,9944525,LOAG_18144,LOAG_18144,LOAG_07105,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944526,LOAG_07110,LOAG_07110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944527,LOAG_07111,LOAG_07111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944528,LOAG_07109,LOAG_07109,-,-,Unknown,-,alpha amylase,protein-coding,-,-,-,alpha amylase,20201104,-
7209,9944529,LOAG_07108,LOAG_07108,-,-,Unknown,-,fic protein family protein,protein-coding,-,-,-,fic protein family protein,20201104,-
7209,9944530,LOAG_07114,LOAG_07114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944531,LOAG_07115,LOAG_07115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944532,LOAG_07116,LOAG_07116,-,-,Unknown,-,erythroblast macrophage protein EMP,protein-coding,-,-,-,erythroblast macrophage protein EMP,20201104,-
7209,9944533,LOAG_18672,LOAG_18672,LOAG_07117,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944534,LOAG_07113,LOAG_07113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944535,LOAG_07112,LOAG_07112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944536,LOAG_07120,LOAG_07120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944538,LOAG_07119,LOAG_07119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944539,LOAG_07118,LOAG_07118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944540,LOAG_07124,LOAG_07124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944541,LOAG_07125,LOAG_07125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944542,LOAG_07123,LOAG_07123,-,-,Unknown,-,dCMP deaminase,protein-coding,-,-,-,dCMP deaminase,20201104,-
7209,9944545,LOAG_07127,LOAG_07127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944546,LOAG_07126,LOAG_07126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944547,LOAG_07130,LOAG_07130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944548,LOAG_07129,LOAG_07129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944549,LOAG_07133,LOAG_07133,-,-,Unknown,-,Nedd4-PD,protein-coding,-,-,-,Nedd4-PD,20201104,-
7209,9944551,LOAG_07132,LOAG_07132,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20201104,-
7209,9944553,LOAG_07135,LOAG_07135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944554,LOAG_07137,LOAG_07137,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20201104,-
7209,9944555,LOAG_17952,LOAG_17952,LOAG_07136,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944556,LOAG_07140,LOAG_07140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944557,LOAG_07141,LOAG_07141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944558,LOAG_07142,LOAG_07142,-,-,Unknown,-,small GTP binding protein RAB28,protein-coding,-,-,-,small GTP binding protein RAB28,20201104,-
7209,9944559,LOAG_07139,LOAG_07139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944560,LOAG_07138,LOAG_07138,-,-,Unknown,-,28S ribosomal protein S24,protein-coding,-,-,-,28S ribosomal protein S24,20201104,-
7209,9944561,LOAG_07143,LOAG_07143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944562,LOAG_07145,LOAG_07145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9944563,LOAG_07144,LOAG_07144,-,-,Unknown,-,FAM40A protein,protein-coding,-,-,-,FAM40A protein,20201104,-
