#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
595528,14894399,CAOG_08376,CAOG_08376,-,-,Unknown,-,propionyl-CoA carboxylase subunit alpha,protein-coding,-,-,-,propionyl-CoA carboxylase subunit alpha,20201223,-
595528,14900267,CAOG_02206,CAOG_02206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900268,CAOG_02207,CAOG_02207,-,-,Unknown,-,tousled-Like Kinase family member,protein-coding,-,-,-,tousled-Like Kinase family member,20201223,-
595528,14900269,CAOG_02208,CAOG_02208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900270,CAOG_02209,CAOG_02209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900271,CAOG_02210,CAOG_02210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900272,CAOG_02211,CAOG_02211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900273,CAOG_02212,CAOG_02212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900274,CAOG_02213,CAOG_02213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900275,CAOG_02214,CAOG_02214,-,-,Unknown,-,tRNA and rRNA cytosine-C5-methylase,protein-coding,-,-,-,tRNA and rRNA cytosine-C5-methylase,20201223,-
595528,14900276,CAOG_02215,CAOG_02215,-,-,Unknown,-,tyrosine phosphatase,protein-coding,-,-,-,tyrosine phosphatase,20201223,-
595528,14900277,CAOG_02216,CAOG_02216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900278,CAOG_02217,CAOG_02217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900279,CAOG_02218,CAOG_02218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900280,CAOG_02219,CAOG_02219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900281,CAOG_02220,CAOG_02220,-,-,Unknown,-,SNF2 family DNA-dependent ATPase,protein-coding,-,-,-,SNF2 family DNA-dependent ATPase,20201223,-
595528,14900282,CAOG_02221,CAOG_02221,-,-,Unknown,-,ribosomal protein L21,protein-coding,-,-,-,ribosomal protein L21,20201223,-
595528,14900283,CAOG_02222,CAOG_02222,-,-,Unknown,-,ribosomal protein S19,protein-coding,-,-,-,ribosomal protein S19,20201223,-
595528,14900284,CAOG_02223,CAOG_02223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900285,CAOG_02224,CAOG_02224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900286,CAOG_02225,CAOG_02225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900287,CAOG_02226,CAOG_02226,-,-,Unknown,-,post-GPI attachment to protein factor 3,protein-coding,-,-,-,post-GPI attachment to protein factor 3,20201223,-
595528,14900288,CAOG_02227,CAOG_02227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900289,CAOG_02228,CAOG_02228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900290,CAOG_02229,CAOG_02229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900292,CAOG_02231,CAOG_02231,-,-,Unknown,-,transcription factor tfb2,protein-coding,-,-,-,transcription factor tfb2,20201223,-
595528,14900293,CAOG_02232,CAOG_02232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900294,CAOG_02233,CAOG_02233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900295,CAOG_02234,CAOG_02234,-,-,Unknown,-,uridine kinase,protein-coding,-,-,-,uridine kinase,20201223,-
595528,14900296,CAOG_02235,CAOG_02235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900297,CAOG_02236,CAOG_02236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900298,CAOG_02237,CAOG_02237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900299,CAOG_02238,CAOG_02238,-,-,Unknown,-,phosphoinositide-3-kinase,protein-coding,-,-,-,phosphoinositide-3-kinase,20201223,-
595528,14900300,CAOG_02239,CAOG_02239,-,-,Unknown,-,leucine-rich repeat-containing protein 69,protein-coding,-,-,-,leucine-rich repeat-containing protein 69,20201223,-
595528,14900301,CAOG_02240,CAOG_02240,-,-,Unknown,-,small GTPase rabE,protein-coding,-,-,-,small GTPase rabE,20201223,-
595528,14900302,CAOG_02241,CAOG_02241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900303,CAOG_02242,CAOG_02242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900304,CAOG_02243,CAOG_02243,-,-,Unknown,-,U6 snRNA-associated Sm-like protein LSm6,protein-coding,-,-,-,U6 snRNA-associated Sm-like protein LSm6,20201223,-
595528,14900305,CAOG_02244,CAOG_02244,-,-,Unknown,-,mitotic check point protein,protein-coding,-,-,-,mitotic check point protein,20201223,-
595528,14900306,CAOG_02245,CAOG_02245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900307,CAOG_02246,CAOG_02246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900310,CAOG_02247,CAOG_02247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900311,CAOG_02248,CAOG_02248,-,-,Unknown,-,F-box domain-containing protein,protein-coding,-,-,-,F-box domain-containing protein,20201223,-
595528,14900312,CAOG_02249,CAOG_02249,-,-,Unknown,-,Ras-like protein Rap-1b,protein-coding,-,-,-,Ras-like protein Rap-1b,20201223,-
595528,14900313,CAOG_02250,CAOG_02250,-,-,Unknown,-,histone 1,protein-coding,-,-,-,histone 1,20201223,-
595528,14900314,CAOG_02251,CAOG_02251,-,-,Unknown,-,histone H2A ,protein-coding,-,-,-,histone H2A ,20201223,-
595528,14900315,CAOG_02252,CAOG_02252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900316,CAOG_02253,CAOG_02253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900317,CAOG_02254,CAOG_02254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900318,CAOG_02255,CAOG_02255,-,-,Unknown,-,aarF domain containing kinase 1,protein-coding,-,-,-,aarF domain containing kinase 1,20201223,-
595528,14900319,CAOG_02256,CAOG_02256,-,-,Unknown,-,proteasome subunit alpha type-5,protein-coding,-,-,-,proteasome subunit alpha type-5,20201223,-
595528,14900320,CAOG_02257,CAOG_02257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900321,CAOG_02258,CAOG_02258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900322,CAOG_02259,CAOG_02259,-,-,Unknown,-,Yip1 domain-containing protein,protein-coding,-,-,-,Yip1 domain-containing protein,20201223,-
595528,14900324,CAOG_02261,CAOG_02261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900325,CAOG_02262,CAOG_02262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900326,CAOG_02263,CAOG_02263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900327,CAOG_02264,CAOG_02264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900328,CAOG_02265,CAOG_02265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900329,CAOG_02266,CAOG_02266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900330,CAOG_02267,CAOG_02267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900331,CAOG_02268,CAOG_02268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900332,CAOG_02269,CAOG_02269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900333,CAOG_02270,CAOG_02270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900334,CAOG_02271,CAOG_02271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900335,CAOG_02272,CAOG_02272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900336,CAOG_02273,CAOG_02273,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit E,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit E,20201223,-
595528,14900337,CAOG_02274,CAOG_02274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900338,CAOG_02275,CAOG_02275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900339,CAOG_02276,CAOG_02276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900340,CAOG_02277,CAOG_02277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900341,CAOG_02278,CAOG_02278,-,-,Unknown,-,glycosyl transferase,protein-coding,-,-,-,glycosyl transferase,20201223,-
595528,14900342,CAOG_02279,CAOG_02279,-,-,Unknown,-,glutathione transferase,protein-coding,-,-,-,glutathione transferase,20201223,-
595528,14900343,CAOG_02280,CAOG_02280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900344,CAOG_02281,CAOG_02281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900345,CAOG_02282,CAOG_02282,-,-,Unknown,-,EF-hand domain family,protein-coding,-,-,-,EF-hand domain family,20201223,-
595528,14900346,CAOG_02283,CAOG_02283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900347,CAOG_02284,CAOG_02284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900348,CAOG_02285,CAOG_02285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900349,CAOG_02286,CAOG_02286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900350,CAOG_02287,CAOG_02287,-,-,Unknown,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20201223,-
595528,14900351,CAOG_02288,CAOG_02288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900352,CAOG_02289,CAOG_02289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900353,CAOG_02290,CAOG_02290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900354,CAOG_02291,CAOG_02291,-,-,Unknown,-,ubiquitin-conjugating enzyme E2N,protein-coding,-,-,-,ubiquitin-conjugating enzyme E2N,20201223,-
595528,14900356,CAOG_02292,CAOG_02292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900357,CAOG_02293,CAOG_02293,-,-,Unknown,-,adenosylmethionine decarboxylase 1,protein-coding,-,-,-,adenosylmethionine decarboxylase 1,20201223,-
595528,14900358,CAOG_02294,CAOG_02294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900359,CAOG_02295,CAOG_02295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900360,CAOG_02296,CAOG_02296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900361,CAOG_02297,CAOG_02297,-,-,Unknown,-,histone H2A ,protein-coding,-,-,-,histone H2A ,20201223,-
595528,14900362,CAOG_02298,CAOG_02298,-,-,Unknown,-,histone 1,protein-coding,-,-,-,histone 1,20201223,-
595528,14900363,CAOG_02299,CAOG_02299,-,-,Unknown,-,ubiquitin ligase E3,protein-coding,-,-,-,ubiquitin ligase E3,20201223,-
595528,14900364,CAOG_02300,CAOG_02300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900365,CAOG_02301,CAOG_02301,-,-,Unknown,-,mmaa protein,protein-coding,-,-,-,mmaa protein,20201223,-
595528,14900366,CAOG_02302,CAOG_02302,-,-,Unknown,-,poly A binding protein,protein-coding,-,-,-,poly A binding protein,20201223,-
595528,14900367,CAOG_02303,CAOG_02303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900368,CAOG_02304,CAOG_02304,-,-,Unknown,-,5'-AMP-activated protein kinase catalytic subunit alpha-1,protein-coding,-,-,-,5'-AMP-activated protein kinase catalytic subunit alpha-1,20201223,-
595528,14900369,CAOG_02305,CAOG_02305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900370,CAOG_02306,CAOG_02306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900372,CAOG_02308,CAOG_02308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900376,CAOG_02309,CAOG_02309,-,-,Unknown,-,orotate phosphoribosyltransferase,protein-coding,-,-,-,orotate phosphoribosyltransferase,20201223,-
595528,14900378,CAOG_02310,CAOG_02310,-,-,Unknown,-,ribonuclease P/MRP 30 subunit,protein-coding,-,-,-,ribonuclease P/MRP 30 subunit,20201223,-
595528,14900379,CAOG_02311,CAOG_02311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900380,CAOG_02312,CAOG_02312,-,-,Unknown,-,SNF5/INI1 protein,protein-coding,-,-,-,SNF5/INI1 protein,20201223,-
595528,14900381,CAOG_02313,CAOG_02313,-,-,Unknown,-,solute carrier family 41 member 1,protein-coding,-,-,-,solute carrier family 41 member 1,20201223,-
595528,14900382,CAOG_02314,CAOG_02314,-,-,Unknown,-,zinc finger CDGSH-type domain-containing protein,protein-coding,-,-,-,zinc finger CDGSH-type domain-containing protein,20201223,-
595528,14900383,CAOG_02315,CAOG_02315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900384,CAOG_02316,CAOG_02316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900385,CAOG_02317,CAOG_02317,-,-,Unknown,-,WD repeat domain-containing protein,protein-coding,-,-,-,WD repeat domain-containing protein,20201223,-
595528,14900386,CAOG_02318,CAOG_02318,-,-,Unknown,-,transforming protein ral,protein-coding,-,-,-,transforming protein ral,20201223,-
595528,14900387,CAOG_02319,CAOG_02319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900388,CAOG_02320,CAOG_02320,-,-,Unknown,-,Ormdl2 protein,protein-coding,-,-,-,Ormdl2 protein,20201223,-
595528,14900389,CAOG_02321,CAOG_02321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900390,CAOG_02322,CAOG_02322,-,-,Unknown,-,arp2/3,protein-coding,-,-,-,arp2/3,20201223,-
595528,14900391,CAOG_02323,CAOG_02323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900392,CAOG_02324,CAOG_02324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900393,CAOG_02325,CAOG_02325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900394,CAOG_02326,CAOG_02326,-,-,Unknown,-,testis mitotic checkpoint BUB3,protein-coding,-,-,-,testis mitotic checkpoint BUB3,20201223,-
595528,14900395,CAOG_02327,CAOG_02327,-,-,Unknown,-,myosin-VIIa motor domain-containing protein,protein-coding,-,-,-,myosin-VIIa motor domain-containing protein,20201223,-
595528,14900396,CAOG_02328,CAOG_02328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900397,CAOG_02329,CAOG_02329,-,-,Unknown,-,GTP-binding protein yptV3,protein-coding,-,-,-,GTP-binding protein yptV3,20201223,-
595528,14900398,CAOG_02330,CAOG_02330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900399,CAOG_02331,CAOG_02331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900400,CAOG_02332,CAOG_02332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900401,CAOG_02333,CAOG_02333,-,-,Unknown,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201223,-
595528,14900402,CAOG_02334,CAOG_02334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900403,CAOG_02335,CAOG_02335,-,-,Unknown,-,cell division protein kinase,protein-coding,-,-,-,cell division protein kinase,20201223,-
595528,14900404,CAOG_02336,CAOG_02336,-,-,Unknown,-,transmembrane CLPTM1 family protein,protein-coding,-,-,-,transmembrane CLPTM1 family protein,20201223,-
595528,14900405,CAOG_02337,CAOG_02337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900406,CAOG_02338,CAOG_02338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900407,CAOG_02339,CAOG_02339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900408,CAOG_02340,CAOG_02340,-,-,Unknown,-,peptidase beta,protein-coding,-,-,-,peptidase beta,20201223,-
595528,14900409,CAOG_02341,CAOG_02341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900410,CAOG_02342,CAOG_02342,-,-,Unknown,-,histone,protein-coding,-,-,-,histone,20201223,-
595528,14900411,CAOG_02343,CAOG_02343,-,-,Unknown,-,histone H4,protein-coding,-,-,-,histone H4,20201223,-
595528,14900412,CAOG_02344,CAOG_02344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900413,CAOG_02345,CAOG_02345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900414,CAOG_02346,CAOG_02346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900415,CAOG_02347,CAOG_02347,-,-,Unknown,-,metal-dependent phosphohydrolase,protein-coding,-,-,-,metal-dependent phosphohydrolase,20201223,-
595528,14900416,CAOG_02348,CAOG_02348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900417,CAOG_02349,CAOG_02349,-,-,Unknown,-,cytohesin-4,protein-coding,-,-,-,cytohesin-4,20201223,-
595528,14900418,CAOG_02350,CAOG_02350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900419,CAOG_02351,CAOG_02351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900420,CAOG_02352,CAOG_02352,-,-,Unknown,-,rab GDP dissociation inhibitor beta,protein-coding,-,-,-,rab GDP dissociation inhibitor beta,20201223,-
595528,14900424,CAOG_02355,CAOG_02355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900425,CAOG_02356,CAOG_02356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900426,CAOG_02357,CAOG_02357,-,-,Unknown,-,Phtf1 protein,protein-coding,-,-,-,Phtf1 protein,20201223,-
595528,14900427,CAOG_02358,CAOG_02358,-,-,Unknown,-,glucose-regulated protein 94,protein-coding,-,-,-,glucose-regulated protein 94,20201223,-
595528,14900428,CAOG_02359,CAOG_02359,-,-,Unknown,-,3-beta-hydroxysteroid dehydrogenase,protein-coding,-,-,-,3-beta-hydroxysteroid dehydrogenase,20201223,-
595528,14900429,CAOG_02360,CAOG_02360,-,-,Unknown,-,tyrosine-protein kinase CSK,protein-coding,-,-,-,tyrosine-protein kinase CSK,20201223,-
595528,14900430,CAOG_02361,CAOG_02361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900431,CAOG_02362,CAOG_02362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900432,CAOG_02363,CAOG_02363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900433,CAOG_02364,CAOG_02364,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14900434,CAOG_02365,CAOG_02365,-,-,Unknown,-,engulfment and cell motility protein 2,protein-coding,-,-,-,engulfment and cell motility protein 2,20201223,-
