#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
933801,10044094,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Acidianus hospitalis str. W1; Acidianus hospitalis strain W1).,other,-,-,-,-,20101221,-
933801,10600711,AHOS_RS06355,AHOS_RS06355,Ahos_1234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600712,AHOS_RS06365,AHOS_RS06365,Ahos_1235,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600713,AHOS_RS06370,AHOS_RS06370,Ahos_1236,-,-,-,glutamate synthase,protein-coding,-,-,-,glutamate synthase,20190827,-
933801,10600714,AHOS_RS06375,AHOS_RS06375,Ahos_1237,-,-,-,alpha-hydroxy-acid oxidizing protein,protein-coding,-,-,-,alpha-hydroxy-acid oxidizing protein,20200905,-
933801,10600715,AHOS_RS06380,AHOS_RS06380,Ahos_t0029,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600717,AHOS_RS06385,AHOS_RS06385,Ahos_1238,-,-,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20190827,-
933801,10600718,cca,AHOS_RS06390,Ahos_1239,-,-,-,CCA tRNA nucleotidyltransferase,protein-coding,-,-,-,CCA tRNA nucleotidyltransferase,20190827,-
933801,10600719,thpR,AHOS_RS06395,Ahos_1240,-,-,-,"RNA 2',3'-cyclic phosphodiesterase",protein-coding,-,-,-,"RNA 2',3'-cyclic phosphodiesterase",20200905,-
933801,10600720,AHOS_RS06400,AHOS_RS06400,Ahos_1241,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200905,-
933801,10600721,AHOS_RS06405,AHOS_RS06405,Ahos_1242,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600722,AHOS_RS06410,AHOS_RS06410,Ahos_1243,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20190827,-
933801,10600723,AHOS_RS06415,AHOS_RS06415,Ahos_1244,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20190827,-
933801,10600724,AHOS_RS06420,AHOS_RS06420,Ahos_1245,-,-,-,ribose-phosphate diphosphokinase,protein-coding,-,-,-,ribose-phosphate diphosphokinase,20190827,-
933801,10600725,AHOS_RS06425,AHOS_RS06425,Ahos_1246,-,-,-,ATP/GTP-binding protein,protein-coding,-,-,-,ATP/GTP-binding protein,20200830,-
933801,10600726,AHOS_RS06430,AHOS_RS06430,Ahos_1247,-,-,-,DNA polymerase sliding clamp,protein-coding,-,-,-,DNA polymerase sliding clamp,20190827,-
933801,10600727,priS,AHOS_RS06435,Ahos_1248,-,-,-,DNA primase small subunit PriS,protein-coding,-,-,-,DNA primase small subunit PriS,20190827,-
933801,10600728,AHOS_RS06440,AHOS_RS06440,Ahos_1249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600729,AHOS_RS06445,AHOS_RS06445,Ahos_1250,-,-,-,50S ribosomal protein L44e,protein-coding,-,-,-,50S ribosomal protein L44e,20200830,-
933801,10600730,AHOS_RS06450,AHOS_RS06450,Ahos_1251,-,-,-,30S ribosomal protein S27e,protein-coding,-,-,-,30S ribosomal protein S27e,20200830,-
933801,10600731,AHOS_RS06455,AHOS_RS06455,Ahos_1252,-,-,-,translation initiation factor IF-2 subunit alpha,protein-coding,-,-,-,translation initiation factor IF-2 subunit alpha,20190827,-
933801,10600732,AHOS_RS06460,AHOS_RS06460,Ahos_1253,-,-,-,RNA-protein complex protein Nop10,protein-coding,-,-,-,RNA-protein complex protein Nop10,20200905,-
933801,10600733,AHOS_RS06465,AHOS_RS06465,Ahos_1254,-,-,-,peptide transporter,protein-coding,-,-,-,peptide transporter,20190827,-
933801,10600734,AHOS_RS06470,AHOS_RS06470,Ahos_1255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600735,AHOS_RS06475,AHOS_RS06475,Ahos_t0030,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600736,AHOS_RS06480,AHOS_RS06480,Ahos_t0031,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600737,AHOS_RS06485,AHOS_RS06485,Ahos_1256,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20190827,-
933801,10600738,AHOS_RS06490,AHOS_RS06490,Ahos_1257,-,-,-,substrate-binding domain-containing protein,protein-coding,-,-,-,substrate-binding domain-containing protein,20200830,-
933801,10600739,AHOS_RS06495,AHOS_RS06495,Ahos_1258,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20190827,-
933801,10600740,AHOS_RS06500,AHOS_RS06500,Ahos_1259,-,-,-,TatD family hydrolase,protein-coding,-,-,-,TatD family hydrolase,20200830,-
933801,10600741,AHOS_RS06505,AHOS_RS06505,Ahos_1260,-,-,-,"cob(I)yrinic acid a,c-diamide adenosyltransferase",protein-coding,-,-,-,"cob(I)yrinic acid a,c-diamide adenosyltransferase",20200912,-
933801,10600742,AHOS_RS06510,AHOS_RS06510,Ahos_1261,-,-,-,ornithine cyclodeaminase family protein,protein-coding,-,-,-,ornithine cyclodeaminase family protein,20190827,-
933801,10600743,AHOS_RS06515,AHOS_RS06515,Ahos_1262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600744,AHOS_RS06520,AHOS_RS06520,Ahos_1263,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20190827,-
933801,10600745,AHOS_RS06525,AHOS_RS06525,Ahos_1264,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20200905,-
933801,10600746,AHOS_RS06530,AHOS_RS06530,Ahos_1265,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20190827,-
933801,10600747,AHOS_RS06535,AHOS_RS06535,Ahos_1266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600748,AHOS_RS06540,AHOS_RS06540,Ahos_1267,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,protein-coding,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,20190827,-
933801,10600749,AHOS_RS06545,AHOS_RS06545,Ahos_1268,-,-,-,beta-ribofuranosylaminobenzene 5'-phosphate synthase,protein-coding,-,-,-,beta-ribofuranosylaminobenzene 5'-phosphate synthase,20190827,-
933801,10600750,AHOS_RS06550,AHOS_RS06550,Ahos_1269,-,-,-,acyl--CoA ligase,protein-coding,-,-,-,acyl--CoA ligase,20190827,-
933801,10600751,trxA,AHOS_RS06555,Ahos_1270,-,-,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20200830,-
933801,10600752,AHOS_RS06560,AHOS_RS06560,Ahos_1271,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200905,-
933801,10600753,glnA,AHOS_RS06565,Ahos_1272,-,-,-,type I glutamate--ammonia ligase,protein-coding,-,-,-,type I glutamate--ammonia ligase,20190827,-
933801,10600754,AHOS_RS06570,AHOS_RS06570,Ahos_1273,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20200905,-
933801,10600755,AHOS_RS06575,AHOS_RS06575,Ahos_1274,-,-,-,GTP cyclohydrolase I,protein-coding,-,-,-,GTP cyclohydrolase I,20190827,-
933801,10600756,AHOS_RS06580,AHOS_RS06580,Ahos_1275,-,-,-,aminopeptidase P family protein,protein-coding,-,-,-,aminopeptidase P family protein,20190827,-
933801,10600757,moaA,AHOS_RS06585,Ahos_1276,-,-,-,"GTP 3',8-cyclase MoaA",protein-coding,-,-,-,"GTP 3',8-cyclase MoaA",20190827,-
933801,10600758,AHOS_RS06590,AHOS_RS06590,Ahos_1277,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600759,AHOS_RS06595,AHOS_RS06595,Ahos_1278,-,-,-,serine/threonine protein kinase,protein-coding,-,-,-,serine/threonine protein kinase,20190827,-
933801,10600760,AHOS_RS06600,AHOS_RS06600,Ahos_1279,-,-,-,cysteine synthase family protein,protein-coding,-,-,-,cysteine synthase family protein,20190827,-
933801,10600761,AHOS_RS06605,AHOS_RS06605,Ahos_1280,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20190827,-
933801,10600762,AHOS_RS06610,AHOS_RS06610,Ahos_1281,-,-,-,DsrE/DsrF/DrsH-like family protein,protein-coding,-,-,-,DsrE/DsrF/DrsH-like family protein,20200830,-
933801,10600763,AHOS_RS06615,AHOS_RS06615,Ahos_1282,-,-,-,DUF711 family protein,protein-coding,-,-,-,DUF711 family protein,20190827,-
933801,10600764,AHOS_RS06620,AHOS_RS06620,Ahos_1283,-,-,-,phosphate uptake regulator PhoU,protein-coding,-,-,-,phosphate uptake regulator PhoU,20190827,-
933801,10600765,AHOS_RS06625,AHOS_RS06625,Ahos_1284,-,-,-,nicotinate phosphoribosyltransferase,protein-coding,-,-,-,nicotinate phosphoribosyltransferase,20200830,-
933801,10600766,AHOS_RS06630,AHOS_RS06630,Ahos_1285,-,-,-,30S ribosomal protein S19e,protein-coding,-,-,-,30S ribosomal protein S19e,20190827,-
933801,10600767,AHOS_RS06635,AHOS_RS06635,Ahos_1286,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20190827,-
933801,10600768,AHOS_RS06640,AHOS_RS06640,Ahos_1287,-,-,-,50S ribosomal protein L39e,protein-coding,-,-,-,50S ribosomal protein L39e,20200830,-
933801,10600769,AHOS_RS06645,AHOS_RS06645,Ahos_1288,-,-,-,50S ribosomal protein L31e,protein-coding,-,-,-,50S ribosomal protein L31e,20190827,-
933801,10600770,AHOS_RS06650,AHOS_RS06650,Ahos_1289,-,-,-,translation initiation factor IF-6,protein-coding,-,-,-,translation initiation factor IF-6,20190827,-
933801,10600771,AHOS_RS06655,AHOS_RS06655,Ahos_1290,-,-,-,50S ribosomal protein L18a,protein-coding,-,-,-,50S ribosomal protein L18a,20200830,-
933801,10600772,AHOS_RS06660,AHOS_RS06660,Ahos_1291,-,-,-,prefoldin subunit alpha,protein-coding,-,-,-,prefoldin subunit alpha,20190827,-
933801,10600773,ftsY,AHOS_RS06665,Ahos_1292,-,-,-,signal recognition particle-docking protein FtsY,protein-coding,-,-,-,signal recognition particle-docking protein FtsY,20190827,-
933801,10600774,AHOS_RS06670,AHOS_RS06670,Ahos_1293,-,-,-,protein translocase SEC61 complex subunit gamma,protein-coding,-,-,-,protein translocase SEC61 complex subunit gamma,20190827,-
933801,10600775,AHOS_RS06675,AHOS_RS06675,Ahos_1294,-,-,-,transcription elongation factor Spt5,protein-coding,-,-,-,transcription elongation factor Spt5,20190827,-
933801,10600776,AHOS_RS06680,AHOS_RS06680,Ahos_1295,-,-,-,50S ribosomal protein L11,protein-coding,-,-,-,50S ribosomal protein L11,20190827,-
933801,10600777,AHOS_RS06685,AHOS_RS06685,Ahos_1296,-,-,-,50S ribosomal protein L1,protein-coding,-,-,-,50S ribosomal protein L1,20200830,-
933801,10600778,AHOS_RS06690,AHOS_RS06690,Ahos_1297,-,-,-,50S ribosomal protein L10,protein-coding,-,-,-,50S ribosomal protein L10,20190827,-
933801,10600779,AHOS_RS06695,AHOS_RS06695,Ahos_1298,-,-,-,50S ribosomal protein P1,protein-coding,-,-,-,50S ribosomal protein P1,20200830,-
933801,10600780,AHOS_RS06700,AHOS_RS06700,Ahos_1299,-,-,-,alanine--tRNA ligase,protein-coding,-,-,-,alanine--tRNA ligase,20200830,-
933801,10600781,AHOS_RS06705,AHOS_RS06705,Ahos_1300,-,-,-,DUF434 domain-containing protein,protein-coding,-,-,-,DUF434 domain-containing protein,20190827,-
933801,10600782,AHOS_RS06710,AHOS_RS06710,Ahos_t0032,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600783,speD,AHOS_RS06715,Ahos_1301,-,-,-,adenosylmethionine decarboxylase,protein-coding,-,-,-,adenosylmethionine decarboxylase,20200905,-
933801,10600784,AHOS_RS06720,AHOS_RS06720,Ahos_1302,-,-,-,hydroxymethylglutaryl-CoA synthase,protein-coding,-,-,-,hydroxymethylglutaryl-CoA synthase,20190827,-
933801,10600785,AHOS_RS06725,AHOS_RS06725,Ahos_1303,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20190827,-
933801,10600786,AHOS_RS06730,AHOS_RS06730,Ahos_1304,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20190827,-
933801,10600787,hmgA,AHOS_RS06735,Ahos_1305,-,-,-,hydroxymethylglutaryl-CoA reductase (NADPH),protein-coding,-,-,-,hydroxymethylglutaryl-CoA reductase (NADPH),20190827,-
933801,10600788,AHOS_RS06740,AHOS_RS06740,Ahos_1306,-,-,-,serine hydroxymethyltransferase,protein-coding,-,-,-,serine hydroxymethyltransferase,20190827,-
933801,10600789,AHOS_RS06745,AHOS_RS06745,Ahos_1307,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20190827,-
933801,10600790,AHOS_RS06750,AHOS_RS06750,Ahos_1308,-,-,-,phosphorylating glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,phosphorylating glyceraldehyde-3-phosphate dehydrogenase,20190827,-
933801,10600791,AHOS_RS06755,AHOS_RS06755,Ahos_1309,-,-,-,phosphoglycerate kinase,protein-coding,-,-,-,phosphoglycerate kinase,20190827,-
933801,10600792,AHOS_RS06760,AHOS_RS06760,Ahos_1310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600793,AHOS_RS06765,AHOS_RS06765,Ahos_t0033,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600794,AHOS_RS06770,AHOS_RS06770,Ahos_t0034,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600795,AHOS_RS06775,AHOS_RS06775,Ahos_1311,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600797,AHOS_RS06785,AHOS_RS06785,Ahos_1313,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600798,AHOS_RS06790,AHOS_RS06790,Ahos_1314,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600800,AHOS_RS06800,AHOS_RS06800,Ahos_1316,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600801,AHOS_RS06805,AHOS_RS06805,Ahos_1317,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600802,AHOS_RS06810,AHOS_RS06810,Ahos_1318,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600803,AHOS_RS06815,AHOS_RS06815,Ahos_t0035,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10600804,AHOS_RS06820,AHOS_RS06820,Ahos_nc0013,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200830,-
933801,10600805,AHOS_RS06825,AHOS_RS06825,Ahos_1319,-,-,-,SufD family Fe-S cluster assembly protein,protein-coding,-,-,-,SufD family Fe-S cluster assembly protein,20200830,-
933801,10600806,sufB,AHOS_RS06830,Ahos_1320,-,-,-,Fe-S cluster assembly protein SufB,protein-coding,-,-,-,Fe-S cluster assembly protein SufB,20200830,-
933801,10600807,sufC,AHOS_RS06835,Ahos_1321,-,-,-,Fe-S cluster assembly ATPase SufC,protein-coding,-,-,-,Fe-S cluster assembly ATPase SufC,20190827,-
933801,10600808,AHOS_RS06840,AHOS_RS06840,Ahos_1322,-,-,-,phosphate uptake regulator PhoU,protein-coding,-,-,-,phosphate uptake regulator PhoU,20200912,-
933801,10600809,AHOS_RS06845,AHOS_RS06845,Ahos_1323,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600810,AHOS_RS06850,AHOS_RS06850,Ahos_1324,-,-,-,proteasome assembly chaperone family protein,protein-coding,-,-,-,proteasome assembly chaperone family protein,20190827,-
933801,10600811,gcvH,AHOS_RS06855,Ahos_1325,-,-,-,glycine cleavage system protein GcvH,protein-coding,-,-,-,glycine cleavage system protein GcvH,20200905,-
933801,10600812,gcvT,AHOS_RS06860,Ahos_1326,-,-,-,glycine cleavage system aminomethyltransferase GcvT,protein-coding,-,-,-,glycine cleavage system aminomethyltransferase GcvT,20190827,-
933801,10600813,gcvPA,AHOS_RS06865,Ahos_1327,-,-,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPA,protein-coding,-,-,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPA,20200830,-
933801,10600814,gcvPB,AHOS_RS06870,Ahos_1328,-,-,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPB,protein-coding,-,-,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPB,20200830,-
933801,10600815,AHOS_RS06875,AHOS_RS06875,Ahos_1329,-,-,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20190827,-
933801,10600816,AHOS_RS06880,AHOS_RS06880,Ahos_1330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600817,eno,AHOS_RS06890,Ahos_1331,-,-,-,phosphopyruvate hydratase,protein-coding,-,-,-,phosphopyruvate hydratase,20200830,-
933801,10600818,AHOS_RS06895,AHOS_RS06895,Ahos_1332,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600819,AHOS_RS06900,AHOS_RS06900,Ahos_1333,-,-,-,CdvA-like protein,protein-coding,-,-,-,CdvA-like protein,20200905,-
933801,10600820,AHOS_RS06905,AHOS_RS06905,Ahos_1334,-,-,-,cell division protein,protein-coding,-,-,-,cell division protein,20190827,-
933801,10600821,AHOS_RS06910,AHOS_RS06910,Ahos_1335,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200912,-
933801,10600822,AHOS_RS06915,AHOS_RS06915,Ahos_1336,-,-,-,DNA topoisomerase I,protein-coding,-,-,-,DNA topoisomerase I,20190827,-
933801,10600823,AHOS_RS06920,AHOS_RS06920,Ahos_1337,-,-,-,DNA-directed RNA polymerase subunit K,protein-coding,-,-,-,DNA-directed RNA polymerase subunit K,20190827,-
933801,10600824,AHOS_RS06925,AHOS_RS06925,Ahos_1338,-,-,-,alanine--glyoxylate aminotransferase family protein,protein-coding,-,-,-,alanine--glyoxylate aminotransferase family protein,20190827,-
933801,10600825,AHOS_RS06930,AHOS_RS06930,Ahos_1339,-,-,-,D-2-hydroxyacid dehydrogenase,protein-coding,-,-,-,D-2-hydroxyacid dehydrogenase,20200830,-
933801,10600826,AHOS_RS06935,AHOS_RS06935,Ahos_1340,-,-,-,N-glycosylase/DNA lyase,protein-coding,-,-,-,N-glycosylase/DNA lyase,20190827,-
933801,10600827,AHOS_RS06940,AHOS_RS06940,Ahos_1341,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600828,AHOS_RS06945,AHOS_RS06945,Ahos_1342,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600829,AHOS_RS06955,AHOS_RS06955,Ahos_1343,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600830,AHOS_RS06960,AHOS_RS06960,Ahos_1344,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600831,AHOS_RS06965,AHOS_RS06965,Ahos_1345,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
933801,10600832,AHOS_RS06970,AHOS_RS06970,Ahos_1346,-,-,-,valine--tRNA ligase,protein-coding,-,-,-,valine--tRNA ligase,20190827,-
933801,10600833,AHOS_RS06975,AHOS_RS06975,Ahos_1347,-,-,-,pyridoxal phosphate-dependent aminotransferase,protein-coding,-,-,-,pyridoxal phosphate-dependent aminotransferase,20190827,-
933801,10600834,trpC,AHOS_RS06980,Ahos_1348,-,-,-,indole-3-glycerol phosphate synthase TrpC,protein-coding,-,-,-,indole-3-glycerol phosphate synthase TrpC,20190827,-
933801,10600835,AHOS_RS06985,AHOS_RS06985,Ahos_1349,-,-,-,aminodeoxychorismate/anthranilate synthase component II,protein-coding,-,-,-,aminodeoxychorismate/anthranilate synthase component II,20190827,-
933801,10600836,AHOS_RS06990,AHOS_RS06990,Ahos_1350,-,-,-,anthranilate synthase component I,protein-coding,-,-,-,anthranilate synthase component I,20190827,-
933801,10600837,AHOS_RS06995,AHOS_RS06995,Ahos_1351,-,-,-,N-(5'-phosphoribosyl)anthranilate isomerase,protein-coding,-,-,-,N-(5'-phosphoribosyl)anthranilate isomerase,20200905,-
933801,10600838,trpD,AHOS_RS07000,Ahos_1352,-,-,-,anthranilate phosphoribosyltransferase,protein-coding,-,-,-,anthranilate phosphoribosyltransferase,20190827,-
933801,10600839,AHOS_RS07005,AHOS_RS07005,Ahos_1353,-,-,-,tryptophan synthase subunit alpha,protein-coding,-,-,-,tryptophan synthase subunit alpha,20190827,-
933801,10600840,AHOS_RS07010,AHOS_RS07010,Ahos_1354,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,TrpB-like pyridoxal phosphate-dependent enzyme,20190827,-
933801,10600841,AHOS_RS07015,AHOS_RS07015,Ahos_1355,-,-,-,acylphosphatase,protein-coding,-,-,-,acylphosphatase,20200912,-
933801,10600843,AHOS_RS07020,AHOS_RS07020,Ahos_1356,-,-,-,inositol-3-phosphate synthase,protein-coding,-,-,-,inositol-3-phosphate synthase,20190827,-
933801,10600844,AHOS_RS07025,AHOS_RS07025,Ahos_1357,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600845,ppsA,AHOS_RS07030,Ahos_1358,-,-,-,"pyruvate, water dikinase",protein-coding,-,-,-,"pyruvate, water dikinase",20190827,-
933801,10600846,AHOS_RS07035,AHOS_RS07035,Ahos_1359,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
933801,10600847,AHOS_RS07040,AHOS_RS07040,Ahos_1360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10600848,AHOS_RS07045,AHOS_RS07045,Ahos_1361,-,-,-,UbiD family decarboxylase,protein-coding,-,-,-,UbiD family decarboxylase,20190827,-
933801,10600849,AHOS_RS07050,AHOS_RS07050,Ahos_1362,-,-,-,threonine synthase,protein-coding,-,-,-,threonine synthase,20190827,-
933801,10600850,AHOS_RS07055,AHOS_RS07055,Ahos_1363,-,-,-,aspartate kinase,protein-coding,-,-,-,aspartate kinase,20190827,-
933801,10600851,asd,AHOS_RS07060,Ahos_1364,-,-,-,aspartate-semialdehyde dehydrogenase,protein-coding,-,-,-,aspartate-semialdehyde dehydrogenase,20190827,-
933801,10600852,AHOS_RS07065,AHOS_RS07065,Ahos_1365,-,-,-,PHP domain-containing protein,protein-coding,-,-,-,PHP domain-containing protein,20190827,-
933801,10600853,AHOS_RS07070,AHOS_RS07070,Ahos_1366,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600854,argF,AHOS_RS07075,Ahos_1367,-,-,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20190827,-
933801,10600855,AHOS_RS07080,AHOS_RS07080,Ahos_1368,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10600856,AHOS_RS07085,AHOS_RS07085,Ahos_1369,-,-,-,ATP-NAD kinase family protein,protein-coding,-,-,-,ATP-NAD kinase family protein,20200830,-
933801,10600857,AHOS_RS07090,AHOS_RS07090,Ahos_1370,-,-,-,replication initiator protein WhiP,protein-coding,-,-,-,replication initiator protein WhiP,20200905,-
933801,10600858,AHOS_RS07095,AHOS_RS07095,Ahos_1371,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
933801,10600859,AHOS_RS07100,AHOS_RS07100,Ahos_1372,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
