#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392248,36540034,P168DRAFT_10038,P168DRAFT_10038,-,-,Unknown,-,Golgi apparatus membrane protein tvp18,protein-coding,-,-,-,Golgi apparatus membrane protein tvp18,20180512,-
1392248,36544754,P168DRAFT_290515,P168DRAFT_290515,-,-,Unknown,-,ATP-NAD kinase,protein-coding,-,-,-,ATP-NAD kinase,20180512,-
1392248,36544755,P168DRAFT_290519,P168DRAFT_290519,-,-,Unknown,-,putative ubiquitin C-terminal hydrolase,protein-coding,-,-,-,putative ubiquitin C-terminal hydrolase,20180512,-
1392248,36544756,P168DRAFT_290522,P168DRAFT_290522,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20180512,-
1392248,36544757,P168DRAFT_290524,P168DRAFT_290524,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544758,P168DRAFT_290525,P168DRAFT_290525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544759,P168DRAFT_290528,P168DRAFT_290528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544760,P168DRAFT_290535,P168DRAFT_290535,-,-,Unknown,-,allantoinase,protein-coding,-,-,-,allantoinase,20180512,-
1392248,36544761,P168DRAFT_290537,P168DRAFT_290537,-,-,Unknown,-,exosome 3'-5,protein-coding,-,-,-,exosome 3'-5,20180512,-
1392248,36544762,P168DRAFT_290538,P168DRAFT_290538,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20180512,-
1392248,36544763,P168DRAFT_290539,P168DRAFT_290539,-,-,Unknown,-,amine oxidase,protein-coding,-,-,-,amine oxidase,20180512,-
1392248,36544764,P168DRAFT_290543,P168DRAFT_290543,-,-,Unknown,-,mitochondrial protein,protein-coding,-,-,-,mitochondrial protein,20180502,-
1392248,36544765,P168DRAFT_290548,P168DRAFT_290548,-,-,Unknown,-,metalloendoprotease HMP1,protein-coding,-,-,-,metalloendoprotease HMP1,20180512,-
1392248,36544766,P168DRAFT_290550,P168DRAFT_290550,-,-,Unknown,-,threonine/serine dehydratase,protein-coding,-,-,-,threonine/serine dehydratase,20180512,-
1392248,36544767,P168DRAFT_290553,P168DRAFT_290553,-,-,Unknown,-,GTP-binding protein Obg,protein-coding,-,-,-,GTP-binding protein Obg,20180512,-
1392248,36544768,P168DRAFT_290557,P168DRAFT_290557,-,-,Unknown,-,putative NADP(+)-dependent dehydrogenase,protein-coding,-,-,-,putative NADP(+)-dependent dehydrogenase,20180512,-
1392248,36544769,P168DRAFT_290561,P168DRAFT_290561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544770,P168DRAFT_290565,P168DRAFT_290565,-,-,Unknown,-,"ATPase synthesis protein 25, mitochondrial",protein-coding,-,-,-,"ATPase synthesis protein 25, mitochondrial",20180502,-
1392248,36544771,P168DRAFT_290567,P168DRAFT_290567,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544772,P168DRAFT_290576,P168DRAFT_290576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544773,P168DRAFT_290577,P168DRAFT_290577,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20180512,-
1392248,36544774,P168DRAFT_290584,P168DRAFT_290584,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20180512,-
1392248,36544775,P168DRAFT_290602,P168DRAFT_290602,-,-,Unknown,-,aromatic-L-amino-acid decarboxylase,protein-coding,-,-,-,aromatic-L-amino-acid decarboxylase,20180512,-
1392248,36544776,P168DRAFT_290607,P168DRAFT_290607,-,-,Unknown,-,Rad4-domain-containing protein,protein-coding,-,-,-,Rad4-domain-containing protein,20180512,-
1392248,36544777,P168DRAFT_290608,P168DRAFT_290608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544778,P168DRAFT_290611,P168DRAFT_290611,-,-,Unknown,-,putative F1F0 ATP synthase assembly protein Atp10,protein-coding,-,-,-,putative F1F0 ATP synthase assembly protein Atp10,20180512,-
1392248,36544779,P168DRAFT_290614,P168DRAFT_290614,-,-,Unknown,-,sphingomyelinase family protein,protein-coding,-,-,-,sphingomyelinase family protein,20180512,-
1392248,36544780,P168DRAFT_290617,P168DRAFT_290617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544781,P168DRAFT_290625,P168DRAFT_290625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544782,P168DRAFT_290626,P168DRAFT_290626,-,-,Unknown,-,4-aminobutyrate aminotransferase,protein-coding,-,-,-,4-aminobutyrate aminotransferase,20180512,-
1392248,36544783,P168DRAFT_290638,P168DRAFT_290638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544784,P168DRAFT_290640,P168DRAFT_290640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544785,P168DRAFT_290644,P168DRAFT_290644,-,-,Unknown,-,triosephosphate isomerase,protein-coding,-,-,-,triosephosphate isomerase,20180512,-
1392248,36544786,P168DRAFT_290645,P168DRAFT_290645,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544787,P168DRAFT_290649,P168DRAFT_290649,-,-,Unknown,-,transmembrane GTPase Fzo1,protein-coding,-,-,-,transmembrane GTPase Fzo1,20180512,-
1392248,36544788,P168DRAFT_290658,P168DRAFT_290658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544789,P168DRAFT_290659,P168DRAFT_290659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544790,P168DRAFT_290663,P168DRAFT_290663,-,-,Unknown,-,putative MFS monocarboxylic acid transporter,protein-coding,-,-,-,putative MFS monocarboxylic acid transporter,20180512,-
1392248,36544791,P168DRAFT_290664,P168DRAFT_290664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544792,P168DRAFT_290666,P168DRAFT_290666,-,-,Unknown,-,agmatinase,protein-coding,-,-,-,agmatinase,20180512,-
1392248,36544793,P168DRAFT_290674,P168DRAFT_290674,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544794,P168DRAFT_290683,P168DRAFT_290683,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544795,P168DRAFT_290687,P168DRAFT_290687,-,-,Unknown,-,CRAL/TRIO domain-containing protein,protein-coding,-,-,-,CRAL/TRIO domain-containing protein,20180512,-
1392248,36544796,P168DRAFT_290689,P168DRAFT_290689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544797,P168DRAFT_290692,P168DRAFT_290692,-,-,Unknown,-,MFS quinate transporter,protein-coding,-,-,-,MFS quinate transporter,20180512,-
1392248,36544798,P168DRAFT_290701,P168DRAFT_290701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544799,P168DRAFT_290706,P168DRAFT_290706,-,-,Unknown,-,TRAPP I complex,protein-coding,-,-,-,TRAPP I complex,20180512,-
1392248,36544800,P168DRAFT_290707,P168DRAFT_290707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544801,P168DRAFT_290709,P168DRAFT_290709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544802,P168DRAFT_290710,P168DRAFT_290710,-,-,Unknown,-,Sm-like ribonucleo protein,protein-coding,-,-,-,Sm-like ribonucleo protein,20180512,-
1392248,36544803,P168DRAFT_290711,P168DRAFT_290711,-,-,Unknown,-,dihydroxyacetone kinase,protein-coding,-,-,-,dihydroxyacetone kinase,20180512,-
1392248,36544804,P168DRAFT_290719,P168DRAFT_290719,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544805,P168DRAFT_290721,P168DRAFT_290721,-,-,Unknown,-,U6 snRNA-associated Sm-like protein LSm3,protein-coding,-,-,-,U6 snRNA-associated Sm-like protein LSm3,20180512,-
1392248,36544806,P168DRAFT_290722,P168DRAFT_290722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544807,P168DRAFT_290727,P168DRAFT_290727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544808,P168DRAFT_290738,P168DRAFT_290738,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20180512,-
1392248,36544809,P168DRAFT_290750,P168DRAFT_290750,-,-,Unknown,-,disulfide isomerase,protein-coding,-,-,-,disulfide isomerase,20180512,-
1392248,36544810,P168DRAFT_290765,P168DRAFT_290765,-,-,Unknown,-,vacuolar biogenesis protein,protein-coding,-,-,-,vacuolar biogenesis protein,20180512,-
1392248,36544811,P168DRAFT_290769,P168DRAFT_290769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544812,P168DRAFT_290775,P168DRAFT_290775,-,-,Unknown,-,serine/threonine specific protein phosphatase,protein-coding,-,-,-,serine/threonine specific protein phosphatase,20180512,-
1392248,36544813,P168DRAFT_290776,P168DRAFT_290776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544814,P168DRAFT_290787,P168DRAFT_290787,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20180512,-
1392248,36544815,P168DRAFT_290789,P168DRAFT_290789,-,-,Unknown,-,putative mitochondrial 54S ribosomal protein YmL19,protein-coding,-,-,-,putative mitochondrial 54S ribosomal protein YmL19,20180512,-
1392248,36544816,P168DRAFT_290793,P168DRAFT_290793,-,-,Unknown,-,TAP42-like protein,protein-coding,-,-,-,TAP42-like protein,20180512,-
1392248,36544817,P168DRAFT_290803,P168DRAFT_290803,-,-,Unknown,-,autophagy-related protein 18,protein-coding,-,-,-,autophagy-related protein 18,20180512,-
1392248,36544818,P168DRAFT_290804,P168DRAFT_290804,-,-,Unknown,-,EF hand domain-containing protein,protein-coding,-,-,-,EF hand domain-containing protein,20180512,-
1392248,36544819,P168DRAFT_290811,P168DRAFT_290811,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544820,P168DRAFT_290819,P168DRAFT_290819,-,-,Unknown,-,37S ribosomal protein S19,protein-coding,-,-,-,37S ribosomal protein S19,20180512,-
1392248,36544821,P168DRAFT_290823,P168DRAFT_290823,-,-,Unknown,-,apses transcription factor,protein-coding,-,-,-,apses transcription factor,20180512,-
1392248,36544822,P168DRAFT_290831,P168DRAFT_290831,-,-,Unknown,-,thioredoxin TrxA,protein-coding,-,-,-,thioredoxin TrxA,20180512,-
1392248,36544823,P168DRAFT_290832,P168DRAFT_290832,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20180512,-
1392248,36544824,P168DRAFT_290835,P168DRAFT_290835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544825,P168DRAFT_290844,P168DRAFT_290844,-,-,Unknown,-,Molybdopterin binding protein,protein-coding,-,-,-,Molybdopterin binding protein,20180512,-
1392248,36544826,P168DRAFT_290845,P168DRAFT_290845,-,-,Unknown,-,GMF family protein,protein-coding,-,-,-,GMF family protein,20180512,-
1392248,36544827,P168DRAFT_290848,P168DRAFT_290848,-,-,Unknown,-,SEN34 subunit of tRNA-splicing endonuclease,protein-coding,-,-,-,SEN34 subunit of tRNA-splicing endonuclease,20180512,-
1392248,36544828,P168DRAFT_290852,P168DRAFT_290852,-,-,Unknown,-,DUF775-domain-containing protein,protein-coding,-,-,-,DUF775-domain-containing protein,20180512,-
1392248,36544829,P168DRAFT_290858,P168DRAFT_290858,-,-,Unknown,-,putative ATP dependent RNA helicase,protein-coding,-,-,-,putative ATP dependent RNA helicase,20180512,-
1392248,36544830,P168DRAFT_290862,P168DRAFT_290862,-,-,Unknown,-,putative flavo protein,protein-coding,-,-,-,putative flavo protein,20180512,-
1392248,36544831,P168DRAFT_290866,P168DRAFT_290866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544832,P168DRAFT_290869,P168DRAFT_290869,-,-,Unknown,-,L domain-like protein,protein-coding,-,-,-,L domain-like protein,20180512,-
1392248,36544833,P168DRAFT_290871,P168DRAFT_290871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544834,P168DRAFT_290877,P168DRAFT_290877,-,-,Unknown,-,sugar phosphate isomerase,protein-coding,-,-,-,sugar phosphate isomerase,20180512,-
1392248,36544835,P168DRAFT_290879,P168DRAFT_290879,-,-,Unknown,-,nucleotide-diphospho-sugar transferase,protein-coding,-,-,-,nucleotide-diphospho-sugar transferase,20180512,-
1392248,36544836,P168DRAFT_290880,P168DRAFT_290880,-,-,Unknown,-,DUF221-domain-containing protein,protein-coding,-,-,-,DUF221-domain-containing protein,20180512,-
1392248,36544837,P168DRAFT_290885,P168DRAFT_290885,-,-,Unknown,-,putative RNA helicase-like splicing factor,protein-coding,-,-,-,putative RNA helicase-like splicing factor,20180512,-
1392248,36544838,P168DRAFT_290888,P168DRAFT_290888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544839,P168DRAFT_290900,P168DRAFT_290900,-,-,Unknown,-,peroxidase,protein-coding,-,-,-,peroxidase,20180512,-
1392248,36544840,P168DRAFT_290903,P168DRAFT_290903,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544841,P168DRAFT_290908,P168DRAFT_290908,-,-,Unknown,-,thiamine biosynthesis protein,protein-coding,-,-,-,thiamine biosynthesis protein,20180512,-
1392248,36544842,P168DRAFT_290913,P168DRAFT_290913,-,-,Unknown,-,ribokinase,protein-coding,-,-,-,ribokinase,20180512,-
1392248,36544843,P168DRAFT_290930,P168DRAFT_290930,-,-,Unknown,-,phosphoribosylformylglycinamidine synthase,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase,20180512,-
1392248,36544844,P168DRAFT_290933,P168DRAFT_290933,-,-,Unknown,-,cytochrome c oxidase,protein-coding,-,-,-,cytochrome c oxidase,20180512,-
1392248,36544845,P168DRAFT_290937,P168DRAFT_290937,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544846,P168DRAFT_290940,P168DRAFT_290940,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20180512,-
1392248,36544847,P168DRAFT_290944,P168DRAFT_290944,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544848,P168DRAFT_290955,P168DRAFT_290955,-,-,Unknown,-,UPF0029-domain-containing protein,protein-coding,-,-,-,UPF0029-domain-containing protein,20180512,-
1392248,36544849,P168DRAFT_290964,P168DRAFT_290964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544850,P168DRAFT_290976,P168DRAFT_290976,-,-,Unknown,-,ubiquitin C-terminal hydrolase,protein-coding,-,-,-,ubiquitin C-terminal hydrolase,20180512,-
1392248,36544851,P168DRAFT_290977,P168DRAFT_290977,-,-,Unknown,-,endosomal cargo receptor,protein-coding,-,-,-,endosomal cargo receptor,20180512,-
1392248,36544852,P168DRAFT_290986,P168DRAFT_290986,-,-,Unknown,-,hypA-like protein,protein-coding,-,-,-,hypA-like protein,20180512,-
1392248,36544853,P168DRAFT_290987,P168DRAFT_290987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544854,P168DRAFT_290999,P168DRAFT_290999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544855,P168DRAFT_291005,P168DRAFT_291005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544856,P168DRAFT_291010,P168DRAFT_291010,-,-,Unknown,-,transcription initiation factor TFIID complex subunit,protein-coding,-,-,-,transcription initiation factor TFIID complex subunit,20180512,-
1392248,36544857,P168DRAFT_291016,P168DRAFT_291016,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544858,P168DRAFT_291017,P168DRAFT_291017,-,-,Unknown,-,putative spindle pole body associated protein SnaD,protein-coding,-,-,-,putative spindle pole body associated protein SnaD,20180512,-
1392248,36544859,P168DRAFT_291018,P168DRAFT_291018,-,-,Unknown,-,Rrp15p-domain-containing protein,protein-coding,-,-,-,Rrp15p-domain-containing protein,20180512,-
1392248,36544860,P168DRAFT_291021,P168DRAFT_291021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544861,P168DRAFT_291029,P168DRAFT_291029,-,-,Unknown,-,ribosomal protein L27,protein-coding,-,-,-,ribosomal protein L27,20180512,-
1392248,36544862,P168DRAFT_291030,P168DRAFT_291030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392248,36544863,P168DRAFT_291037,P168DRAFT_291037,-,-,Unknown,-,family A G protein-coupled receptor-like protein,protein-coding,-,-,-,family A G protein-coupled receptor-like protein,20180512,-
1392248,36544864,P168DRAFT_291044,P168DRAFT_291044,-,-,Unknown,-,putative ubiquinol-cytochrome C reductase complex core protein 2,protein-coding,-,-,-,putative ubiquinol-cytochrome C reductase complex core protein 2,20180512,-
1392248,36544865,P168DRAFT_291045,P168DRAFT_291045,-,-,Unknown,-,putative mitochondrial DNA replication protein,protein-coding,-,-,-,putative mitochondrial DNA replication protein,20180512,-
1392248,36544866,P168DRAFT_291075,P168DRAFT_291075,-,-,Unknown,-,putative ATP-dependent RNA helicase,protein-coding,-,-,-,putative ATP-dependent RNA helicase,20180512,-
1392248,36544867,P168DRAFT_291089,P168DRAFT_291089,-,-,Unknown,-,chromatin remodeling and histone acetyltransferase complexes subunit,protein-coding,-,-,-,chromatin remodeling and histone acetyltransferase complexes subunit,20180512,-
1392248,36544868,P168DRAFT_291091,P168DRAFT_291091,-,-,Unknown,-,DUF907 domain protein,protein-coding,-,-,-,DUF907 domain protein,20180512,-
1392248,36544869,P168DRAFT_291107,P168DRAFT_291107,-,-,Unknown,-,putative pre-mRNA branch site protein p14,protein-coding,-,-,-,putative pre-mRNA branch site protein p14,20210129,-
1392248,36544870,P168DRAFT_291112,P168DRAFT_291112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544871,P168DRAFT_291113,P168DRAFT_291113,-,-,Unknown,-,putative hexokinase Kxk,protein-coding,-,-,-,putative hexokinase Kxk,20180512,-
1392248,36544872,P168DRAFT_291121,P168DRAFT_291121,-,-,Unknown,-,mRNA capping enzyme alpha subunit,protein-coding,-,-,-,mRNA capping enzyme alpha subunit,20180512,-
1392248,36544873,P168DRAFT_291122,P168DRAFT_291122,-,-,Unknown,-,SCA7-domain-containing protein,protein-coding,-,-,-,SCA7-domain-containing protein,20180512,-
1392248,36544874,P168DRAFT_291130,P168DRAFT_291130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544875,P168DRAFT_291131,P168DRAFT_291131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544876,P168DRAFT_291143,P168DRAFT_291143,-,-,Unknown,-,YL1-domain-containing protein,protein-coding,-,-,-,YL1-domain-containing protein,20180512,-
1392248,36544877,P168DRAFT_291150,P168DRAFT_291150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200203,-
1392248,36544878,P168DRAFT_291153,P168DRAFT_291153,-,-,Unknown,-,putative mitochondrial F1F0 ATP synthase subunit F,protein-coding,-,-,-,putative mitochondrial F1F0 ATP synthase subunit F,20180512,-
1392248,36544879,P168DRAFT_291155,P168DRAFT_291155,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20180512,-
1392248,36544880,P168DRAFT_291157,P168DRAFT_291157,-,-,Unknown,-,putative NADH-ubiquinone oxidoreductase 64 kDa subunit,protein-coding,-,-,-,putative NADH-ubiquinone oxidoreductase 64 kDa subunit,20180512,-
